# NOAA_NBS_RKC_2023,,,,,,,,,,,,
#  All RKC crab captured in NBS ,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
Year,Vessel,Haul,NMFS_Station,Sex,Size_mm,Shell,Egg color,Egg condition,Clutch,Weight,Chela,Sampling Factor
2023,134,1,CC-05,1,37.1,2,,,,,,1
2023,134,1,CC-05,1,128,2,,,,1754,,1
2023,134,1,CC-05,1,119.4,3,,,,1672,,1
2023,134,1,CC-05,1,114.7,3,,,,1408,,1
2023,134,1,CC-05,1,120.5,3,,,,1462,,1
2023,134,1,CC-05,1,118,5,,,,1528,,1
2023,134,1,CC-05,1,33.2,2,,,,,,1
2023,134,1,CC-05,1,109.5,2,,,,1302,,1
2023,134,1,CC-05,1,97.8,2,,,,788,,1
2023,134,1,CC-05,2,20.1,2,0,0,0,7,,1
2023,134,1,CC-05,2,24.2,2,0,0,0,5,,1
2023,134,1,CC-05,2,23.4,2,0,0,0,12,,1
2023,134,1,CC-05,1,14.8,2,,,,,,1
2023,134,1,CC-05,1,16.6,2,,,,,,1
2023,134,1,CC-05,1,19.5,2,,,,,,1
2023,134,1,CC-05,1,24.2,2,,,,,,1
2023,134,1,CC-05,1,117.1,2,,,,1332,,1
2023,134,3,CC-07,1,17.9,2,,,,,,1
2023,134,3,CC-07,2,25.7,2,0,0,0,8,,1
2023,134,3,CC-07,2,22.3,2,0,0,0,8,,1
2023,134,3,CC-07,2,20.1,2,0,0,0,6,,1
2023,134,3,CC-07,1,19.4,2,,,,,,1
2023,134,3,CC-07,1,20.7,2,,,,,,1
2023,134,3,CC-07,2,23.1,2,0,0,0,8,,1
2023,134,3,CC-07,1,124.8,3,,,,,,1
2023,134,3,CC-07,1,23.9,2,,,,,,1
2023,134,3,CC-07,1,22.6,2,,,,,,1
2023,134,3,CC-07,1,19.5,2,,,,,,1
2023,134,4,CC-08,2,16.3,2,0,0,0,,,1
2023,134,4,CC-08,2,15,2,0,0,0,,,1
2023,134,4,CC-08,2,18.8,2,0,0,0,,,1
2023,134,7,BB-10,1,113.6,3,,,,1104,,1
2023,134,8,BB-09,1,109.5,2,,,,1040,,1
2023,134,8,BB-09,2,47.1,2,0,0,0,74,,1
2023,134,8,BB-09,2,70.1,2,0,0,0,170,,1
2023,134,8,BB-09,2,62.7,2,0,0,0,84,,1
2023,134,8,BB-09,1,104.4,2,,,,874,,1
2023,134,8,BB-09,2,50.3,2,0,0,0,74,,1
2023,134,8,BB-09,2,56,2,0,0,0,92,,1
2023,134,10,BB-07,1,78.3,2,,,,444,,1
2023,134,11,AA-08,2,97.5,2,2,1,3,,,1
2023,134,14,BB-06,1,106.7,2,,,,1014,,1
2023,134,14,BB-06,1,108,2,,,,1052,,1
2023,134,14,BB-06,2,53.1,2,0,0,0,124,,1
2023,134,16,BB-05,2,98,2,2,1,5,,,1
2023,134,16,BB-05,2,85.1,2,2,1,5,,,1
2023,134,16,BB-05,2,92.8,2,2,1,5,562,,1
2023,134,16,BB-05,2,91.8,2,2,1,5,552,,1
2023,134,16,BB-05,2,106.7,2,2,1,5,878,,1
2023,134,16,BB-05,2,91.4,2,2,1,5,542,,1
2023,134,16,BB-05,2,100.4,2,2,1,5,600,,1
