# NOAA_NBS_RKC_2017,,,,,,,,,,,,
#  All RKC crab captured in NBS ,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
Year,Vessel,Haul,NMFS_Station,Sex,Size_mm,Shell,Egg color,Egg condition,Clutch,Weight,Chela,Sampling Factor
2017,94,14,R-19,2,104.9,2,5,1,6,714,,1
2017,94,15,S-19,1,184.9,2,,,,,68.3,1
2017,94,15,S-19,1,133.6,3,,,,,41.8,1
2017,94,30,AA-07,1,54.3,2,,,,132,14.1,1
2017,94,32,BB-08,1,28.8,2,,,,18,8.2,1
2017,94,32,BB-08,2,24.4,2,0,0,0,,,1
2017,94,32,BB-08,2,21.8,2,0,0,0,,,1
2017,94,32,BB-08,2,23.9,2,0,0,0,,,1
2017,94,32,BB-08,2,29.1,2,0,0,0,,,1
2017,94,32,BB-08,2,26.2,2,0,0,0,12,,1
2017,94,32,BB-08,2,32.9,2,0,0,0,18,,1
2017,94,32,BB-08,2,31.6,2,0,0,0,22,,1
2017,94,32,BB-08,2,28.7,2,0,0,0,12,,1
2017,94,32,BB-08,2,25.9,2,0,0,0,14,,1
2017,94,32,BB-08,2,27.5,2,0,0,0,14,,1
2017,94,32,BB-08,1,31.4,2,,,,,9,1
2017,94,32,BB-08,1,25.7,2,,,,10,6.9,1
2017,94,32,BB-08,1,26.8,2,,,,14,8.5,1
2017,94,32,BB-08,1,31.6,2,,,,20,8.3,1
2017,94,33,BB-09,2,28.4,2,0,0,0,,,1
2017,94,33,BB-09,2,27.9,2,0,0,0,,,1
2017,94,33,BB-09,2,22.6,2,0,0,0,,,1
2017,94,33,BB-09,2,28.1,2,0,0,0,,,1
2017,94,33,BB-09,2,27.1,2,0,0,0,12,,1
2017,94,33,BB-09,2,25.4,2,0,0,0,10,,1
2017,94,33,BB-09,2,27.6,2,0,0,0,12,,1
2017,94,33,BB-09,2,27.9,2,0,0,0,12,,1
2017,94,33,BB-09,1,121.5,4,,,,,,1
2017,94,33,BB-09,1,19.2,1,,,,,,1
2017,94,33,BB-09,1,22.8,2,,,,,,1
2017,94,33,BB-09,1,27.7,2,,,,,,1
2017,94,33,BB-09,1,27.8,2,,,,,,1
2017,94,33,BB-09,1,74.9,2,,,,,21.5,1
2017,94,33,BB-09,1,31.8,2,,,,20,8.4,1
2017,94,33,BB-09,1,29.4,2,,,,14,8,1
2017,94,33,BB-09,1,30.6,2,,,,20,9,1
2017,94,33,BB-09,2,98.1,2,2,1,6,592,,1
2017,94,33,BB-09,2,78.2,2,2,1,6,,,1
2017,94,33,BB-09,2,29.9,2,0,0,0,,,1
2017,94,33,BB-09,2,20.3,2,0,0,0,,,1
2017,94,33,BB-09,2,28.3,2,0,0,0,,,1
2017,94,33,BB-09,2,23.6,2,0,0,0,,,1
2017,94,33,BB-09,2,23,2,0,0,0,,,1
2017,94,35,AA-10,2,108.4,2,2,1,6,856,,1
2017,94,38,CC-09,1,25.2,2,,,,10,7.2,1
2017,94,38,CC-09,1,23.5,2,,,,8,6,1
2017,94,38,CC-09,1,24.7,2,,,,8,5.7,1
2017,94,38,CC-09,1,30.6,2,,,,18,7.1,1
2017,94,38,CC-09,1,24.9,2,,,,,,1
2017,94,38,CC-09,2,26.8,2,0,0,0,10,,1
2017,94,38,CC-09,2,24.9,2,0,0,0,9,,1
2017,94,39,CC-08,2,10,2,0,0,0,,,1
2017,94,40,CC-07,1,84.5,2,,,,528,26,1
2017,94,40,CC-07,1,71.1,2,,,,282,20,1
2017,94,40,CC-07,1,80,2,,,,376,22.3,1
2017,94,40,CC-07,1,84.6,2,,,,488,25.6,1
2017,94,40,CC-07,1,86.9,2,,,,574,29.3,1
2017,94,40,CC-07,1,86.8,2,,,,556,25.8,1
2017,94,40,CC-07,1,76.4,2,,,,370,17.6,1
2017,94,40,CC-07,2,85.8,2,2,1,6,,,1
2017,94,40,CC-07,2,107.8,2,5,1,6,,,1
2017,94,40,CC-07,2,77.6,2,2,1,5,350,,1
2017,94,40,CC-07,2,25.1,2,0,0,0,10,,1
2017,94,40,CC-07,1,72.1,2,,,,,,1
2017,94,40,CC-07,1,91.5,2,,,,,28,1
2017,94,40,CC-07,1,26.4,2,,,,,5.4,1
2017,94,40,CC-07,1,20.9,2,,,,,4.7,1
2017,94,40,CC-07,1,20.6,2,,,,6,6.2,1
2017,94,40,CC-07,1,109.1,2,,,,1006,32.3,1
2017,94,40,CC-07,1,117,2,,,,1314,39.3,1
2017,94,42,BB-06,2,102.6,2,2,1,6,684,,1
2017,94,44,DD-03,1,43.2,2,,,,,14.8,1
2017,94,44,DD-03,1,70.8,3,,,,,20.8,1
2017,94,44,DD-03,1,95.2,3,,,,,30.6,1
2017,94,44,DD-03,1,20.4,2,,,,6,5.7,1
2017,94,45,CC-03,1,112.1,3,,,,,,1
2017,94,45,CC-03,1,96.6,3,,,,,,1
2017,94,45,CC-03,1,93,3,,,,,,1
2017,94,45,CC-03,1,111.6,1,,,,,,1
2017,94,45,CC-03,1,101.1,2,,,,,,1
2017,94,45,CC-03,1,95.8,2,,,,,,1
2017,94,45,CC-03,1,78.5,2,,,,,,1
2017,94,45,CC-03,2,66.9,2,0,0,0,,,1
2017,94,45,CC-03,1,92.8,3,,,,668,31.7,1
2017,94,45,CC-03,1,104.9,3,,,,1192,34.6,1
2017,94,45,CC-03,1,122.2,3,,,,1732,41.7,1
2017,94,45,CC-03,1,72.3,3,,,,288,22.4,1
2017,94,45,CC-03,1,134.5,4,,,,,38.5,1
2017,94,45,CC-03,1,114.9,4,,,,,39.3,1
2017,94,45,CC-03,1,120.7,3,,,,,41,1
2017,94,45,CC-03,1,119.2,3,,,,,43.8,1
2017,94,46,CC-04,1,82.2,2,,,,,25.2,1
2017,94,47,CC-05,1,114.1,4,,,,,,1
2017,94,48,BB-05,1,97,4,,,,,34.1,1
2017,94,48,BB-05,1,114.6,4,,,,,38,1
2017,94,48,BB-05,1,94.7,2,,,,522,28.3,1
2017,94,48,BB-05,1,72,2,,,,292,26,1
2017,94,49,BB-04,1,124.6,4,,,,,41.1,1
2017,94,49,BB-04,1,92.3,2,,,,560,23.2,1
2017,94,49,BB-04,1,69.7,2,,,,254,19.2,1
2017,94,49,BB-04,1,79.3,2,,,,440,24.8,1
2017,94,49,BB-04,1,88.1,2,,,,506,27.5,1
2017,94,49,BB-04,1,133.1,2,,,,1832,43.8,1
2017,94,49,BB-04,2,74.9,2,0,0,0,,,1
2017,94,50,AA-04,1,119.6,1,,,,,,1
2017,94,50,AA-04,2,70.2,2,2,1,5,,,1
2017,94,50,AA-04,2,75.6,2,0,0,0,,,1
2017,94,51,BB-03,1,116.6,4,,,,,,1
2017,94,51,BB-03,1,120.1,4,,,,,35.8,1
2017,94,51,BB-03,1,118.6,2,,,,1096,29.6,1
2017,94,51,BB-03,1,112.9,2,,,,1112,35,1
2017,94,51,BB-03,1,126.4,2,,,,1350,43.9,1
2017,94,51,BB-03,1,116.9,3,,,,1228,40.9,1
2017,162,11,S-20,1,124.6,2,,,,1626,38.4,1
2017,162,13,R-18,1,128.3,4,,,,,40.5,1
2017,162,60,EE-02,1,84.2,1,,,,,,1
2017,162,60,EE-02,1,36.6,2,,,,,,1
2017,162,60,EE-02,1,42.3,2,,,,,,1
2017,162,60,EE-02,1,34.5,2,,,,,,1
2017,162,60,EE-02,1,37.9,2,,,,,,1
2017,162,60,EE-02,1,38.7,2,,,,,,1
2017,162,60,EE-02,1,39.5,2,,,,,,1
2017,162,60,EE-02,1,33.2,2,,,,,,1
2017,162,60,EE-02,1,30.1,2,,,,,,1
2017,162,60,EE-02,1,44,2,,,,,,1
2017,162,60,EE-02,1,37.2,2,,,,,,1
2017,162,60,EE-02,1,33.8,2,,,,26,,1
2017,162,60,EE-02,1,34.7,2,,,,26,,1
2017,162,60,EE-02,2,37.7,2,0,0,0,,,1
2017,162,60,EE-02,2,35.3,2,0,0,0,,,1
2017,162,60,EE-02,2,31.9,2,0,0,0,,,1
2017,162,60,EE-02,2,30.5,2,0,0,0,,,1
2017,162,60,EE-02,1,37.1,2,,,,,,1
2017,162,60,EE-02,1,39.2,2,,,,,,1
2017,162,60,EE-02,1,44.7,2,,,,,,1
2017,162,60,EE-02,1,30.7,2,,,,,,1
