"","Year","ADFG_Station","ADFG_tier","CPT_STD","Agent","female","NOCrab","other","Total","UNK"
"1393",2023,134,"c","S","ADFG",NA,0,NA,NA,NA
"1394",2023,135,"O","S","NBS",NA,NA,NA,2,NA
"1395",2023,137,"ONS","O","NBS",NA,0,NA,NA,NA
"1396",2023,139,"ONS","O","NBS",NA,0,NA,NA,NA
"1397",2023,149,"t2","S","ADFG",NA,0,NA,NA,NA
"1398",2023,150,"c","S","ADFG",NA,NA,1,NA,NA
"1399",2023,151,"c","S","ADFG",NA,NA,NA,4,NA
"1400",2023,152,"c","S","ADFG",NA,0,NA,NA,NA
"1401",2023,153,"c","S","ADFG",NA,0,NA,NA,NA
"1402",2023,154,"c","S","ADFG",NA,NA,NA,1,NA
"1403",2023,155,"c","S","ADFG",NA,NA,NA,3,NA
"1404",2023,156,"c","S","ADFG",NA,NA,NA,2,NA
"1405",2023,157,"c","S","ADFG",NA,NA,NA,1,NA
"1406",2023,158,"c","S","ADFG",4,NA,NA,NA,NA
"1407",2023,159,"c","S","ADFG",NA,NA,NA,6,NA
"1408",2023,160,"c","S","ADFG",NA,NA,NA,3,NA
"1409",2023,161,"c","S","ADFG",NA,NA,NA,3,NA
"1410",2023,174,"t2","S","NBS",NA,0,NA,NA,NA
"1411",2023,175,"t2","S","ADFG",NA,0,NA,NA,NA
"1412",2023,176,"c","S","ADFG",NA,0,NA,NA,NA
"1413",2023,176,"c","S","NBS",NA,0,NA,NA,NA
"1414",2023,178,"O","O","NBS",3,NA,NA,NA,NA
"1415",2023,179,"c","S","ADFG",NA,0,NA,NA,NA
"1416",2023,180,"c","S","ADFG",1,NA,NA,1,NA
"1417",2023,180,"c","S","NBS",4,NA,6,1,NA
"1418",2023,181,"c","S","ADFG",1,NA,NA,1,NA
"1419",2023,182,"c","S","ADFG",NA,0,NA,NA,NA
"1420",2023,182,"c","S","NBS",NA,0,NA,NA,NA
"1421",2023,183,"c","S","ADFG",3,NA,5,25,1
"1422",2023,184,"c","S","ADFG",8,NA,2,54,NA
"1423",2023,184,"c","S","NBS",3,NA,6,8,NA
"1424",2023,185,"c","S","ADFG",7,NA,1,51,NA
"1425",2023,186,"c","S","ADFG",NA,NA,NA,14,NA
"1426",2023,186,"c","S","NBS",5,NA,NA,11,NA
"1427",2023,187,"c","S","ADFG",1,NA,NA,NA,NA
"1428",2023,188,"O","O","NBS",NA,NA,1,12,NA
"1429",2023,190,"ONS","O","NBS",NA,0,NA,NA,NA
"1430",2023,202,"c","S","ADFG",NA,0,NA,NA,NA
"1431",2023,203,"c","S","ADFG",NA,0,NA,NA,NA
"1432",2023,223,"O","O","NBS",NA,NA,1,NA,NA
"1433",2023,225,"ONS","O","NBS",NA,0,NA,NA,NA
