haulNum,stationNum,trawlDate,nmfsCode,Tare,Weight,subWt,subCount,wt,count,catchRecordComment
40,80,7/24,83020,,,0,1.000,,,
40,80,7/24,71511,,,0,5.000,,,
40,80,7/24,56311,,,0,3.000,,,
40,80,7/24,50301,,,0,1.000,,,
40,80,7/24,82510,,,0,1.000,,,
40,80,7/24,75284,,,0,1.000,,,
40,80,7/24,21725,,,0,2.000,,,
40,80,7/24,21741,,,0,1.000,,,
40,80,7/24,66045,,,0,1.000,,,
40,80,7/24,471,,,,,16.93,2,
41,81,7/24,69322,,,,,3.201,7,
41,81,7/24,10120,,,,,12.49,3,
41,81,7/24,21720,,,,,6.29,1,
41,81,7/24,21740,,,,,4.6,5,
41,81,7/24,81742,,,27,254.000,,,
41,81,7/24,10285,,,0,2.000,,,
41,81,7/24,66570,,,0,12.000,,,
41,81,7/24,80200,,,1,5.000,,,
41,81,7/24,66502,,,,,,,
41,81,7/24,99999,,,3,,1.04,1,
41,81,7/24,21375,,,3,4.000,,,
41,81,7/24,23801,,,0,8.000,,,
41,81,7/24,21735,,,14,125.000,,,
41,81,7/24,43000,,,0,6.000,,,
41,81,7/24,41201,,,0,19.000,,,
41,81,7/24,10210,,,9,73.000,,,
41,81,7/24,471,,,,,16.57,2,
41,81,7/24,83020,,,2,11.000,,,
41,81,7/24,80020,,,1,1.000,,,
41,81,7/24,10140,,,0,2.000,,,
41,81,7/24,80595,,,0,17.000,,,
41,81,7/24,21313,,,0,1.000,,,
41,81,7/24,10220,,,3,1.000,,,
41,81,7/24,23055,,,1,18.000,,,
41,81,7/24,21110,,,0,1.000,,,
41,81,7/24,68580,,,0,5.000,,,
41,81,7/24,24180,,,0,1.000,,,
41,81,7/24,21741,,,0,18.000,,,
41,81,7/24,56311,,,0,2.000,,,
41,81,7/24,82510,,,0,1.000,,,
41,81,7/24,69120,,,3,42.000,,,
41,81,7/24,69086,,,0,4.000,,,
41,81,7/24,69061,,,0,1.000,,,
41,81,7/24,98310,,,0,2.000,,,
41,81,7/24,98082,,,0,2.000,,,
41,81,7/24,63500,,,0,1.000,,,
42,82,7/24,69322,,,,,,,
42,82,7/24,10120,,,,,,,
42,82,7/24,21720,,,,,12.52,5,
42,82,7/24,21740,,,,,21.43,18,
42,82,7/24,81742,,,14,88.000,,,
42,82,7/24,10285,,,,,,,
42,82,7/24,66570,,,0,1.000,,,
42,82,7/24,80200,,,24,43.000,,,
42,82,7/24,66502,,,,,,,
42,82,7/24,99999,,,1,,,,
42,82,7/24,21375,,,,,,,
42,82,7/24,23801,,,0,1.000,,,
42,82,7/24,21735,,,2,21.000,,,
42,82,7/24,43000,,,,,,,
42,82,7/24,41201,,,0,1.000,,,
42,82,7/24,10210,,,8,40.000,,,
42,82,7/24,471,,,,,7.68,1,
42,82,7/24,23055,,,0,4.000,,,
42,82,7/24,21721,,,0,1.000,,,
42,82,7/24,21110,,,1,19.000,,,
42,82,7/24,21741,,,1,57.000,,,
42,82,7/24,80595,,,0,30.000,,,
42,82,7/24,10220,,,6,4.000,,,
42,82,7/24,10140,,,0,6.000,,,
42,82,7/24,69086,,,0,1.000,,,
42,82,7/24,69120,,,0,7.000,,,
42,82,7/24,69061,,,0,3.000,,,
42,82,7/24,40500,,,0,,,,
42,82,7/24,83020,,,0,3.000,,,
42,82,7/24,21741,,,0,1.000,,,
42,82,7/24,98082,,,1,29.000,,,
42,82,7/24,60100,,,0.003,1.000,,,
42,82,7/24,71001,,,0,7.000,,,
42,82,7/24,68580,,,0,1.000,,,
42,82,7/24,85200,,,0,1.000,,,
42,82,7/24,83000,,,0,1.000,,,
42,82,7/24,75284,,,0,1.000,,,
42,82,7/24,66045,,,0,1.000,,,
42,82,7/24,68577,,,0.001,1.000,,,
43,107,7/24,69322,,,,,,,
43,107,7/24,10120,,,,,,,
43,107,7/24,21720,,,,,15.43,4,
43,107,7/24,21740,,,,,23.22,22,
43,107,7/24,81742,,,26,167.000,,,
43,107,7/24,10285,,,,,,,
43,107,7/24,66570,,,0,4.000,,,
43,107,7/24,80200,,,2,9.000,,,
43,107,7/24,66502,,,,,,,
43,107,7/24,99999,,,4,,,,
43,107,7/24,21375,,,2,2.000,,,
43,107,7/24,23801,,,0,12.000,,,
43,107,7/24,21735,,,1,12.000,,,
43,107,7/24,43000,,,0,1.000,,,
43,107,7/24,41201,,,,,,,
43,107,7/24,10210,,,2,,,,
43,107,7/24,80595,,,1,40.000,,,
43,107,7/24,83000,,,0,12.000,,,
43,107,7/24,80590,,,1,7.000,,,
43,107,7/24,98082,,,1,82.000,,,
43,107,7/24,98310,,,1,4.000,,,
43,107,7/24,74562,,,0,12.000,,,
43,107,7/24,40500,,,2,,,,
43,107,7/24,10220,,,1,1.000,,,
43,107,7/24,83020,,,2,,,,
43,107,7/24,82510,,,0,5.000,,,
43,107,7/24,81095,,,0,1.000,,,
43,107,7/24,21741,,,0,1.000,,,
43,107,7/24,21741,,,1,48.000,,,
43,107,7/24,69120,,,3,36.000,,,
43,107,7/24,68577,,,0,5.000,,,
43,107,7/24,69061,,,0,1.000,,,
43,107,7/24,69086,,,1,14.000,,,
43,107,7/24,50301,,,0,4.000,,,
43,107,7/24,22200,,,0,1.000,,,
43,107,7/24,65100,,,0,16.000,,,
43,107,7/24,68580,,,0,1.000,,,
43,107,7/24,85200,,,0,3.000,,,
43,107,7/24,59111,,,0,1.000,,,
43,107,7/24,74311,,,0,1.000,,,
43,107,7/24,10140,,,0,6.000,,,
43,107,7/24,23055,,,0,1.000,,,
44,106,7/24,69322,,,,,3.631,8,
44,106,7/24,10120,,,,,,,
44,106,7/24,21720,,,,,46.66,13,
44,106,7/24,21740,,,,,34.8,30,
44,106,7/24,81742,,,32,224.000,,,
44,106,7/24,10285,,,0,1.000,,,
44,106,7/24,66570,,,0,4.000,,,
44,106,7/24,80200,,,0,1.000,,,
44,106,7/24,66502,,,0,3.000,,,
44,106,7/24,99999,,,1,,,,
44,106,7/24,21375,,,3,3.000,,,
44,106,7/24,23801,,,0,1.000,,,
44,106,7/24,21735,,,7,66.000,,,
44,106,7/24,43000,,,0,2.000,,,
44,106,7/24,41201,,,0,2.000,,,
44,106,7/24,10210,,,2,8.000,,,
44,106,7/24,80595,,,1,51.000,,,
44,106,7/24,21721,,,1,4.000,,,
44,106,7/24,80020,,,0,1.000,,,
44,106,7/24,80111,,,0,1.000,,,
44,106,7/24,10220,,,2,1.000,,,
44,106,7/24,83020,,,1,8.000,,,
44,106,7/24,98310,,,3,5.000,,,
44,106,7/24,98082,,,0,7.000,,,
44,106,7/24,69086,,,0,1.000,,,
44,106,7/24,85200,,,0,1.000,,,
44,106,7/24,82510,,,0,1.000,,,
44,106,7/24,23055,,,0,2.000,,,
44,106,7/24,68580,,,0,12.000,,,
44,106,7/24,21110,,,0,1.000,,,
44,106,7/24,21725,,,0,2.000,,,
44,106,7/24,21741,,,0,1.000,,,
44,106,7/24,66045,,,0,5.000,,,
44,106,7/24,10140,,,0,3.000,,,
44,106,7/24,83000,,,0,5.000,,,
44,106,7/24,68577,,,0,2.000,,,
44,106,7/24,50301,,,0.001,2.000,,,
44,106,7/24,69120,,,1.158,16.000,,,
45,105,7/24,69322,,,,,119.927,526,
45,105,7/24,10120,,,,,6.53,1,
45,105,7/24,21720,,,,,80.5,22,
45,105,7/24,21740,,,,,44.22,34,
45,105,7/24,81742,,,28.36,257.000,,,
45,105,7/24,10285,,,1.232,6.000,,,
45,105,7/24,66570,,,,,,,
45,105,7/24,80200,,,1.232,4.000,,,
45,105,7/24,66502,,,,,,,
45,105,7/24,99999,,,1.924,,,,
45,105,7/24,21375,,,5.71,5.000,,,
45,105,7/24,23801,,,0.082,7.000,,,
45,105,7/24,21735,,,3.608,60.000,,,
45,105,7/24,43000,,,0.014,3.000,,,
45,105,7/24,41201,,,0.398,23.000,,,
45,105,7/24,10210,,,5.48,18.000,,,
45,105,7/24,10220,,,7.46,5.000,,,
45,105,7/24,80020,,,0.674,1.000,,,
45,105,7/24,80595,,,0.122,9.000,,,
45,105,7/24,83020,,,0.456,4.000,,,
45,105,7/24,23055,,,0.134,5.000,,,
45,105,7/24,20061,,,0.024,1.000,,,
45,105,7/24,10211,,,0.024,1.000,,,
45,105,7/24,66045,,,0.004,3.000,,,
45,105,7/24,40500,,,0.128,,,,
45,105,7/24,98310,,,0.1,1.000,,,
45,105,7/24,98082,,,0.122,18.000,,,
45,105,7/24,69120,,,1.016,14.000,,,
45,105,7/24,71001,,,0.022,1.000,,,
46,104,7/24,69322,,,,,2,8,
46,104,7/24,10120,,,,,,,
46,104,7/24,21720,,,,,13,2,
46,104,7/24,21740,,,,,90,55,
46,104,7/24,81742,,,34.38,515.000,,,
46,104,7/24,10285,,,0.014,1.000,,,
46,104,7/24,66570,,,0.009,2.000,,,
46,104,7/24,80200,,,1.429,7.000,,,
46,104,7/24,66502,,,0.008,4.000,,,
46,104,7/24,99999,,,1.896,,,,
46,104,7/24,21375,,,1,1.000,,,
46,104,7/24,23801,,,0,2.000,,,
46,104,7/24,21735,,,5,59.000,,,
46,104,7/24,43000,,,1,19.000,,,
46,104,7/24,41201,,,0,3.000,,,
46,104,7/24,10210,,,0,1.000,,,
46,104,7/24,10220,,,1,1.000,,,
46,104,7/24,80020,,,1,1.000,,,
46,104,7/24,23055,,,0,9.000,,,
46,104,7/24,21741,,,0,1.000,,,
46,104,7/24,69120,,,2,18.000,,,
46,104,7/24,69090,,,0,1.000,,,
46,104,7/24,83020,,,0,3.000,,,
46,104,7/24,98082,,,0,8.000,,,
46,104,7/24,40500,,,1,,,,
46,104,7/24,56311,,,0,3.000,,,
46,104,7/24,74656,,,0,3.000,,,
46,104,7/24,71884,,,0,1.000,,,
46,104,7/24,71001,,,0,3.000,,,
46,104,7/24,50301,,,0,1.000,,,
46,104,7/24,80595,,,0,4.000,,,
46,104,7/24,66045,,,0,1.000,,,
47,130,7/24,69322,,,,,,,
47,130,7/24,10120,,,,,,,
47,130,7/24,21720,,,,,,,
47,130,7/24,21740,,,,,,,
47,130,7/24,81742,,,43,533.000,,,
47,130,7/24,10285,,,1,5.000,,,
47,130,7/24,66570,,,0,3.000,,,
47,130,7/24,80200,,,2,6.000,,,
47,130,7/24,66502,,,0,8.000,,,
47,130,7/24,99999,,,1,,,,
47,130,7/24,21375,,,0,1.000,,,
47,130,7/24,23801,,,0,2.000,,,
47,130,7/24,21735,,,5,67.000,,,
47,130,7/24,43000,,,0,4.000,,,
47,130,7/24,41201,,,,,,,
47,130,7/24,10210,,,9,97.000,,,
47,130,7/24,10220,,,2,8.000,,,
47,130,7/24,40500,,,4,,,,
47,130,7/24,50301,,,0,3.000,,,
47,130,7/24,23055,,,1,15.000,,,
47,130,7/24,21932,,,0,1.000,,,
47,130,7/24,83020,,,0,1.000,,,
47,130,7/24,75284,,,0,4.000,,,
47,130,7/24,66045,,,0,2.000,,,
47,130,7/24,63500,,,0,2.000,,,
48,157,7/27,69322,,,,,,,
48,157,7/27,10120,,,,,,,
48,157,7/27,21720,,,,,,,
48,157,7/27,21740,,,,,5.31,3,
48,157,7/27,81742,,,22,294.000,,,
48,157,7/27,10285,,,1,16.000,,,
48,157,7/27,66570,,,0,1.000,,,
48,157,7/27,80200,,,1,5.000,,,
48,157,7/27,66502,,,0,8.000,,,
48,157,7/27,99999,,,4,,,,
48,157,7/27,21375,,,2,7.000,,,
48,157,7/27,23801,,,,,,,
48,157,7/27,21735,,,3,72.000,,,
48,157,7/27,43000,,,,,,,
48,157,7/27,41201,,,,,,,
48,157,7/27,10210,,,20,325.000,,,
48,157,7/27,21313,,,0,2.000,,,
48,157,7/27,68781,,,1,5.000,,,
48,157,7/27,23055,,,0.242,12.000,,,
48,157,7/27,21932,,,0,3.000,,,
48,157,7/27,80595,,,0,2.000,,,
48,157,7/27,75284,,,0,2.000,,,
48,157,7/27,40500,,,0,,,,
48,157,7/27,80020,,,1,2.000,,,
48,157,7/27,95000,,,0,2.000,,,
49,156,7/27,69322,,,,,,,
49,156,7/27,10120,,,,,,,
49,156,7/27,21720,,,,,,,
49,156,7/27,21740,,,,,,,
49,156,7/27,81742,,,,,14.57,240,
49,156,7/27,10285,,,,,0.361,14,
49,156,7/27,66570,,,,,0.001,2,
49,156,7/27,80200,,,,,1.082,6,
49,156,7/27,66502,,,,,0.228,136,
49,156,7/27,99999,,,,,2.834,,
49,156,7/27,21375,,,,,1.75,18,
49,156,7/27,23801,,,,,0.023,2,
49,156,7/27,21735,,,,,10.91,197,
49,156,7/27,43000,,,,,0.001,1,
49,156,7/27,41201,,,,,,,
49,156,7/27,10210,,,,,12.721,300,
49,156,7/27,68781,,,,,6.28,40,
49,156,7/27,20061,,,,,0.014,1,
49,156,7/27,80020,,,,,1.726,4,
49,156,7/27,21110,,,,,0.136,4,
49,156,7/27,10211,,,,,2.324,63,
49,156,7/27,21932,,,,,0.704,19,
49,156,7/27,10220,,,,,0.316,1,
49,156,7/27,69090,,,,,0.478,4,
49,156,7/27,40500,,,,,0.084,,
49,156,7/27,23055,,,,,1.3,96,
49,156,7/27,21313,,,,,0.342,9,
49,156,7/27,20001,,,,,0.002,1,
49,156,7/27,91000,,,,,0.004,1,
49,156,7/27,80595,,,,,0.022,1,
49,156,7/27,50301,,,,,0.001,1,
49,156,7/27,80540,,,,,0.004,1,
50,155,7/27,69322,,,,,,,
50,155,7/27,10120,,,,,,,
50,155,7/27,21720,,,,,,,
50,155,7/27,21740,,,,,,,
50,155,7/27,81742,,,11,208.000,,,
50,155,7/27,10285,,,1,14.000,,,
50,155,7/27,66570,,,0,18.000,,,
50,155,7/27,80200,,,1,3.000,,,
50,155,7/27,66502,,,0,87.000,,,
50,155,7/27,99999,,,1,,,,
50,155,7/27,21375,,,5,28.000,,,
50,155,7/27,23801,,,0,9.000,,,
50,155,7/27,21735,,,33,563.000,,,
50,155,7/27,43000,,,,,,,
50,155,7/27,41201,,,0,22.000,,,
50,155,7/27,10210,,,4,118.000,,,
50,155,7/27,24180,,,0,1.000,,,
50,155,7/27,20061,,,0,1.000,,,
50,155,7/27,80020,,,2,5.000,,,
50,155,7/27,10220,,,1,2.000,,,
50,155,7/27,21932,,,2,34.000,,,
50,155,7/27,68781,,,2,8.000,,,
50,155,7/27,82510,,,0,2.000,,,
50,155,7/27,69086,,,0,1.000,,,
50,155,7/27,23055,,,1,25.000,,,
50,155,7/27,69061,,,0,16.000,,,
50,155,7/27,69120,,,0,3.000,,,
50,155,7/27,21313,,,0,22.000,,,
50,155,7/27,71753,,,2,12.000,,,
50,155,7/27,10211,,,0,1.000,,,
50,155,7/27,71884,,,0,1.000,,,
50,155,7/27,40500,,,0,,,,
50,155,7/27,98310,,,1,1.000,,,
50,155,7/27,98082,,,0,2.000,,,
50,155,7/27,91000,,,0,1.000,,,
50,155,7/27,95000,,,0,1.000,,,
50,155,7/27,80540,,,0,1.000,,,
50,155,7/27,80595,,,0,2.000,,,
50,155,7/27,75284,,,0,1.000,,,
51,154,7/27,69322,,,,,0.492,2,
51,154,7/27,10120,,,,,,,
51,154,7/27,21720,,,,,,,
51,154,7/27,21740,,,,,,,
51,154,7/27,81742,,,19,226.000,,,
51,154,7/27,10285,,,2,,,,
51,154,7/27,66570,,,0,2.000,,,
51,154,7/27,80200,,,1,2.000,,,
51,154,7/27,66502,,,0,14.000,,,
51,154,7/27,99999,,,1,,,,
51,154,7/27,21375,,,2,8.000,,,
51,154,7/27,23801,,,0,3.000,,,
51,154,7/27,21735,,,9,153.000,,,
51,154,7/27,43000,,,0.074,2,,,
51,154,7/27,41201,,,0.116,11,,,
51,154,7/27,10210,,,1.09,13,,,
51,154,7/27,20322,,,1,1.000,,,
51,154,7/27,68781,,,3,13.000,,,
51,154,7/27,21932,,,1,8.000,,,
51,154,7/27,10220,,,1,3.000,,,
51,154,7/27,21313,,,0,2.000,,,
51,154,7/27,80020,,,10,9.000,,,
51,154,7/27,23055,,,0,17.000,,,
51,154,7/27,40500,,,1,,,,
51,154,7/27,69120,,,0,4.000,,,
51,154,7/27,82510,,,0,1.000,,,
51,154,7/27,69061,,,0,1.000,,,
51,154,7/27,74311,,,0,1.000,,,
51,154,7/27,91000,,,0,1.000,,,
51,154,7/27,66601,,,0,3.000,,,
51,154,7/27,95060,,,0,1.000,,,
51,154,7/27,95000,,,0,2.000,,,
51,154,7/27,75284,,,0,2.000,,,
51,154,7/27,71884,,,0,3.000,,,
51,154,7/27,71500,,,0,1.000,,,
52,153,7/27,69322,,,,,,,
52,153,7/27,10120,,,,,,,
52,153,7/27,21720,,,,,,,
52,153,7/27,21740,,,,,,,
52,153,7/27,81742,,,31,405.000,,,
52,153,7/27,10285,,,0,2.000,,,
52,153,7/27,66570,,,,,,,
52,153,7/27,80200,,,2,4.000,,,
52,153,7/27,66502,,,0,3.000,,,
52,153,7/27,99999,,,2,,,,
52,153,7/27,21375,,,1,9.000,,,
52,153,7/27,23801,,,,,,,
52,153,7/27,21735,,,14,254.000,,,
52,153,7/27,43000,,,0,5.000,,,
52,153,7/27,41201,,,0,9.000,,,
52,153,7/27,10210,,,2,22.000,,,
52,153,7/27,24180,,,0,1.000,,,
52,153,7/27,20322,,,1,1.000,,,
52,153,7/27,80020,,,2,2.000,,,
52,153,7/27,10220,,,1,1.000,,,
52,153,7/27,68781,,,1,6.000,,,
52,153,7/27,82510,,,0,9.000,,,
52,153,7/27,23055,,,0,16.000,,,
52,153,7/27,21313,,,0,4.000,,,
52,153,7/27,69061,,,0,5.000,,,
52,153,7/27,69086,,,0,2.000,,,
52,153,7/27,40500,,,10,,,,
52,153,7/27,21932,,,0,1.000,,,
52,153,7/27,80595,,,0,3.000,,,
52,153,7/27,71882,,,0,2.000,,,
52,153,7/27,66601,,,0,1.000,,,
52,153,7/27,71250,,,0,1.000,,,
52,153,7/27,95000,,,0,4.000,,,
52,153,7/27,91000,,,0,1.000,,,
52,153,7/27,71001,,,0,4.000,,,
52,153,7/27,98310,,,1,1.000,,,
52,153,7/27,56311,,,0,1.000,,,
52,153,7/27,98000,,,0,1.000,,,solitary tunicate per Lyle Britt
51,95,7/28,,,0.023,1,,,,
51,95,7/28,,,0.005,1,,,,
51,95,7/28,,,0.025,1,,,,
51,95,7/28,,,0.013,1,,,,
51,95,7/28,,,1.804,,,,,
51,95,7/28,,,0.301,123,,,,
52,122,7/28,,,,,0.094,2,,
52,122,7/28,,,,,,,,
52,122,7/28,,,,,,,,
52,122,7/28,,,,,,,,
52,122,7/28,,,32.800,313,,,,
52,122,7/28,,,0.143,2,,,,
52,122,7/28,,,0.043,7,,,,
52,122,7/28,,,,,,,,
52,122,7/28,,,0.021,14,,,,
52,122,7/28,,,3.516,,,,,
52,122,7/28,,,,,,,,
52,122,7/28,,,0.471,27,,,,
52,122,7/28,,,0.343,5,,,,
52,122,7/28,,,0.228,14,,,,
52,122,7/28,,,0.306,24,,,,
52,122,7/28,,,0.086,2,,,,
52,122,7/28,,,0.638,17,,,,
52,122,7/28,,,0.079,,,,,
52,122,7/28,,,0.142,1,,,,
52,122,7/28,,,0.246,12,,,,
52,122,7/28,,,0.026,1,,,,
52,122,7/28,,,0.016,6,,,,
52,122,7/28,,,0.130,2,,,,
52,122,7/28,,,1.498,55,,,,
52,122,7/28,,,0.201,4,,,,
52,122,7/28,,,0.011,2,,,,
52,122,7/28,,,0.036,2,,,,
52,122,7/28,,,0.149,2,,,,
52,122,7/28,,,0.736,,,,,
52,122,7/28,,,1.755,663,,,,
52,122,7/28,,,0.056,18,,,,
52,122,7/28,,,0.009,1,,,,
52,122,7/28,,,0.188,2,,,,
52,122,7/28,,,0.129,2,,,,
52,122,7/28,,,0.001,3,,,,
53,94,7/29,,,,,1.064,2,,
53,94,7/29,,,,,,,,
53,94,7/29,,,,,,,,
53,94,7/29,,,,,,,,
53,94,7/29,,,39.730,227,,,,
53,94,7/29,,,0.208,6,,,,
53,94,7/29,,,0.065,10,,,,
53,94,7/29,,,,,,,,
53,94,7/29,,,0.084,34,,,,
53,94,7/29,,,3.450,,,,,
53,94,7/29,,,0.167,2,,,,
53,94,7/29,,,0.370,25,,,,
53,94,7/29,,,2.998,26,,,,
53,94,7/29,,,1.334,21,,,,
53,94,7/29,,,0.142,32,,,,
53,94,7/29,,,0.496,10,,,,
53,94,7/29,,,0.374,7,,,,
53,94,7/29,,,0.006,2,,,,
53,94,7/29,,,0.085,1,,,,
53,94,7/29,,,0.004,2,,,,
53,94,7/29,,,0.007,3,,,,
53,94,7/29,,,0.108,2,,,,
53,94,7/29,,,0.930,39,,,,
53,94,7/29,,,0.039,5,,,,
53,94,7/29,,,0.568,,,,,
53,94,7/29,,,0.003,1,,,,
53,94,7/29,,,0.030,1,,,,
53,94,7/29,,,0.020,2,,,,
53,94,7/29,,,0.127,1,,,,
53,94,7/29,,,0.001,6,,,,
54,121,7/29,,,,,0.069,1,,
54,121,7/29,,,,,,,,
54,121,7/29,,,,,,,,
54,121,7/29,,,,,,,,
54,121,7/29,,,46.500,249,,,,
54,121,7/29,,,0.360,9,,,,
54,121,7/29,,,0.152,28,,,,
54,121,7/29,,,,,,,,
54,121,7/29,,,0.005,8,,,,
54,121,7/29,,,2.742,,,,,
54,121,7/29,,,0.322,1,,,,
54,121,7/29,,,0.741,37,,,,
54,121,7/29,,,1.832,20,,,,
54,121,7/29,,,0.163,3,,,,
54,121,7/29,,,0.087,11,,,,
54,121,7/29,,,0.244,3,,,,
54,121,7/29,,,1.306,14,,,,
54,121,7/29,,,0.088,5,,,,
54,121,7/29,,,0.082,1,,,,
54,121,7/29,,,0.004,1,,,,
54,121,7/29,,,0.002,3,,,,
54,121,7/29,,,0.770,15,,,,
54,121,7/29,,,0.320,14,,,,
54,121,7/29,,,0.059,5,,,,
54,121,7/29,,,0.012,1,,,,
54,121,7/29,,,0.003,6,,,,
54,121,7/29,,,0.031,1,,,,
54,121,7/29,,,0.020,1,,,,
54,121,7/29,,,0.318,2,,,,
54,121,7/29,,,,,,,Small brittlestars everywhere,
54,121,7/29,,,0.103,2,,,,
54,121,7/29,,,0.026,,,,,
54,121,7/29,,,0.017,1,,,,
54,121,7/29,,,0.020,1,,,,
54,121,7/29,,,0.028,1,,,,
54,121,7/29,,,0.029,1,,,,
55,148,7/29,,,,,,,,
55,148,7/29,,,,,,,,
55,148,7/29,,,,,,,,
55,148,7/29,,,,,,,,
55,148,7/29,,,,,31.200,319,,
55,148,7/29,,,,,0.79,25,,
55,148,7/29,,,,,0.092,13,,
55,148,7/29,,,,,,,,
55,148,7/29,,,,,0.093,32,,
55,148,7/29,,,,,10.940,,,
55,148,7/29,,,,,1.336,7,,
55,148,7/29,,,,,1.669,84,,
55,148,7/29,,,,,8.680,105,,
55,148,7/29,,,,,0.938,23,,
55,148,7/29,,,,,0.210,26,,
55,148,7/29,,,,,0.418,5,,
55,148,7/29,,,,,3.388,40,,
55,148,7/29,,,,,0.024,2,,
55,148,7/29,,,,,1.193,5,,
55,148,7/29,,,,,0.446,29,,
55,148,7/29,,,,,0.003,2,,
55,148,7/29,,,,,10.600,164,,
55,148,7/29,,,,,0.961,53,,
55,148,7/29,,,,,0.022,1,,
55,148,7/29,,,,,0.429,16,,
55,148,7/29,,,,,0.040,8,,
55,148,7/29,,,,,0.130,2,,
55,148,7/29,,,,,0.059,3,,
55,148,7/29,,,,,2.073,25,,
55,148,7/29,,,,,0.157,4,,
55,148,7/29,,,,,0.311,10,,
55,148,7/29,,,,,0.532,31,,
55,148,7/29,,,,,0.077,1,,
55,148,7/29,,,,,0.058,5,,
55,148,7/29,,,,,0.019,1,,
55,148,7/29,,,,,8.140,,,
55,148,7/29,,,,,0.004,2,,
55,148,7/29,,,,,0.056,2,,
55,148,7/29,,,,,0.005,1,,
55,148,7/29,,,,,0.001,1,,
55,148,7/29,,,,,0.003,2,,
55,148,7/29,,,,,0.001,1,,
55,148,7/29,,,,,0.010,1,,
56,149,7/29,,,,,0.062,1,,
56,149,7/29,,,,,,,,
56,149,7/29,,,,,,,,
56,149,7/29,,,,,,,,
56,149,7/29,,,22.040,385,,,,
56,149,7/29,,,0.011,1,,,,
56,149,7/29,,,0.103,11,,,,
56,149,7/29,,,,,,,,
56,149,7/29,,,,,,,,
56,149,7/29,,,4.930,,,,,
56,149,7/29,,,0.019,1,,,,
56,149,7/29,,,0.722,42,,,,
56,149,7/29,,,1.808,18,,,,
56,149,7/29,,,0.687,23,,,,
56,149,7/29,,,0.242,24,,,,
56,149,7/29,,,0.121,1,,,,
56,149,7/29,,,0.428,12,,,,
56,149,7/29,,,0.332,19,,,,
56,149,7/29,,,0.362,9,,,,
56,149,7/29,,,0.136,3,,,,
56,149,7/29,,,1.208,19,,,,
56,149,7/29,,,3.334,104,,,,
56,149,7/29,,,0.024,1,,,,
56,149,7/29,,,0.373,7,,,,
56,149,7/29,,,0.397,207,,,,
56,149,7/29,,,0.091,2,,,,
56,149,7/29,,,0.335,3,,,,
56,149,7/29,,,0.107,3,,,,
56,149,7/29,,,0.068,1,,,,
56,149,7/29,,,0.015,2,,,,
56,149,7/29,,,15.480,,,,,
56,149,7/29,,,0.007,1,,,,
56,149,7/29,,,0.072,1,,,,
56,149,7/29,,,,,,,Small brittlestars everywhere,
57,175,7/29,,,,,,,,
57,175,7/29,,,,,,,,
57,175,7/29,,,,,,,,
57,175,7/29,,,,,,,,
57,175,7/29,,,40.140,338,,,,
57,175,7/29,,,0.262,7,,,,
57,175,7/29,,,0.008,2,,,,
57,175,7/29,,,,,,,,
57,175,7/29,,,0.016,9,,,,
57,175,7/29,,,1.525,,,,,
57,175,7/29,,,,,,,,
57,175,7/29,,,0.123,6,,,,
57,175,7/29,,,1.817,16,,,,
57,175,7/29,,,0.346,5,,,,
57,175,7/29,,,0.042,4,,,,
57,175,7/29,,,0.160,3,,,,
57,175,7/29,,,0.086,1,,,,
57,175,7/29,,,0.016,2,,,,
57,175,7/29,,,0.052,2,,,,
57,175,7/29,,,0.035,,,,,
57,175,7/29,,,0.100,2,,,,
57,175,7/29,,,0.430,12,,,,
57,175,7/29,,,0.930,,,,,
57,175,7/29,,,0.083,1,,,,
57,175,7/29,,,0.001,1,,,,
57,175,7/29,,,0.003,3,,,,
57,175,7/29,,,,,,,Small brittlestars everywhere,
58,176,7/29,,,,,,,,
58,176,7/29,,,,,,,,
58,176,7/29,,,,,,,,
58,176,7/29,,,,,,,,
58,176,7/29,,,25.330,410,,,,
58,176,7/29,,,0.438,8,,,,
58,176,7/29,,,0.040,17,,,,
58,176,7/29,,,,,,,,
58,176,7/29,,,0.122,49,,,,
58,176,7/29,,,7.470,,,,,
58,176,7/29,,,0.396,4,,,,
58,176,7/29,,,0.182,9,,,,
58,176,7/29,,,3.088,68,,,,
58,176,7/29,,,1.782,22,,,,
58,176,7/29,,,1.244,99,,,,
58,176,7/29,,,0.530,11,,,,
58,176,7/29,,,0.446,6,,,,
58,176,7/29,,,0.706,1,,,,
58,176,7/29,,,0.058,2,,,,
58,176,7/29,,,0.020,2,,,,
58,176,7/29,,,0.856,13,,,,
58,176,7/29,,,2.608,66,,,,
58,176,7/29,,,0.034,4,,,,
58,176,7/29,,,0.714,13,,,,
58,176,7/29,,,0.002,2,,,,
58,176,7/29,,,0.098,2,,,,
58,176,7/29,,,0.192,2,,,,
58,176,7/29,,,0.174,2,,,,
58,176,7/29,,,0.278,22,,,,
58,176,7/29,,,0.116,3,,,,
58,176,7/29,,,0.122,,,,,
58,176,7/29,,,0.004,1,,,,
58,176,7/29,,,0.028,1,,,,
58,176,7/29,,,0.010,1,,,,
58,176,7/29,,,0.060,,,,,
58,176,7/29,,,0.088,1,,,Pink shell,
58,176,7/29,,,0.006,1,,,Small,
58,176,7/29,,,0.008,1,,,,
58,176,7/29,,,0.008,5,,,,
