haulNum,stationNum,trawlDate,nmfsCode,Tare,Weight,subWt,subCount,wt,count,catchRecordComment
59,150,7/29,,,,,,,,
59,150,7/29,,,,,,,,
59,150,7/29,,,,,,,,
59,150,7/29,,,,,,,,
59,150,7/29,,,35.450,509,,,,
59,150,7/29,,,0.199,7,,,,
59,150,7/29,,,0.049,7,,,,
59,150,7/29,,,0.342,1,,,,
59,150,7/29,,,0.133,43,,,,
59,150,7/29,,,3.820,,,,,
59,150,7/29,,,0.046,3,,,,
59,150,7/29,,,0.183,15,,,,
59,150,7/29,,,1.092,22,,,,
59,150,7/29,,,0.124,7,,,,
59,150,7/29,,,0.928,103,,,,
59,150,7/29,,,0.037,2,,,,
59,150,7/29,,,1.119,13,,,,
59,150,7/29,,,2.318,2,,,,
59,150,7/29,,,0.001,1,,,,
59,150,7/29,,,0.048,5,,,,
59,150,7/29,,,0.699,11,,,,
59,150,7/29,,,0.813,18,,,,
59,150,7/29,,,0.047,1,,,,
59,150,7/29,,,0.015,1,,,,
59,150,7/29,,,0.002,2,,,,
59,150,7/29,,,0.034,2,,,,
59,150,7/29,,,0.128,1,,,,
59,150,7/29,,,0.047,3,,,,
59,150,7/29,,,0.013,1,,,,
59,150,7/29,,,0.076,1,,,,
59,150,7/29,,,0.034,,,,,
59,150,7/29,,,0.013,5,,,,
59,150,7/29,,,0.125,4,,,,
59,150,7/29,,,0.087,22,,,,
60,151,7/29,,,,,,,,
60,151,7/29,,,,,,,,
60,151,7/29,,,,,,,,
60,151,7/29,,,,,,,,
60,151,7/29,,,,,64.860,1050,,
60,151,7/29,,,,,0.304,5,,
60,151,7/29,,,,,0.025,5,,
60,151,7/29,,,,,4.374,14,,
60,151,7/29,,,,,0.027,14,,
60,151,7/29,,,,,15.940,,,
60,151,7/29,,,,,0.261,2,,
60,151,7/29,,,,,0.484,31,,
60,151,7/29,,,,,10.860,131,,
60,151,7/29,,,,,,,,
60,151,7/29,,,,,0.474,37,,
60,151,7/29,,,,,1.250,23,,
60,151,7/29,,,,,2.880,40,,
60,151,7/29,,,,,4.843,3,,
60,151,7/29,,,,,0.066,1,,
60,151,7/29,,,,,0.028,2,,
60,151,7/29,,,,,0.780,18,,
60,151,7/29,,,,,7.170,152,,
60,151,7/29,,,,,1.116,1,,
60,151,7/29,,,,,1.998,5,,
60,151,7/29,,,,,0.010,9,,
60,151,7/29,,,,,0.256,11,,
60,151,7/29,,,,,0.730,6,,
60,151,7/29,,,,,0.043,6,,
60,151,7/29,,,,,0.084,2,,
60,151,7/29,,,,,0.019,,,
60,151,7/29,,,,,0.123,,,
60,151,7/29,,,,,0.006,1,,
60,151,7/29,,,,,0.138,7,,
60,151,7/29,,,,,0.017,10,,
60,151,7/29,,,,,1.100,29,,
60,151,7/29,,,,,0.033,6,,
60,151,7/29,,,,,0.040,1,,
60,151,7/29,,,,,0.050,,,
60,151,7/29,,,,,0.340,6,,
60,151,7/29,,,,,0.016,2,,
60,151,7/29,,,,,0.019,2,,
60,151,7/29,,,,,0.040,1,,
