Haul #,Station,,,Date,Species Code,Tare,Weight,Subsample weight (kg),Total # in subsample,100% sample catch (kg),# Caught,Comments
21,129,7,22,7/22,99999,,,0.000,,5.414,,
22,128,7,22,7/22,69322,,,,,6.76,12,
22,128,7,22,7/22,81742,,19.500,19.500,247,,,
22,128,7,22,7/22,10285,,0.548,0.548,3,,,
22,128,7,22,7/22,80200,,9.700,9.700,26,,,
22,128,7,22,7/22,66548,,0.002,0.002,5,,,
22,128,7,22,7/22,21735,,2.990,2.990,51,,,
22,128,7,22,7/22,43000,,0.904,0.904,30,,,
22,128,7,22,7/22,10210,,2.274,2.274,49,,,
22,128,7,22,7/22,68781,,0.766,0.766,6,,,
22,128,7,22,7/22,80020,,0.370,0.370,1,,,
22,128,7,22,7/22,10220,,6.300,6.300,3,,,
22,128,7,22,7/22,21110,,2.362,2.362,62,,,
22,128,7,22,7/22,21725,,0.062,0.062,1,,,
22,128,7,22,7/22,66530,,0.001,0.001,1,,,
22,128,7,22,7/22,21932,,0.010,0.010,1,,,
22,128,7,22,7/22,40500,,4.142,4.142,72,,,
22,128,7,22,7/22,69120,,0.574,0.574,8,,,
22,128,7,22,7/22,75284,,0.164,0.164,5,,,
22,128,7,22,7/22,74562,,0.054,0.054,4,,,
22,128,7,22,7/22,74311,,0.036,0.036,2,,,
22,128,7,22,7/22,65100,,0.142,0.142,5,,,
22,128,7,22,7/22,98082,,0.052,0.052,1,,,
22,128,7,22,7/22,98300,,0.096,0.096,2,,,
22,128,7,22,7/22,71001,,0.092,0.092,2,,,
22,128,7,22,7/22,24185,,0.082,0.082,1,,,
22,128,7,22,7/22,21388,,0.114,0.114,2,,,
22,128,7,22,7/22,20061,,0.024,0.024,1,,,
22,128,7,22,7/22,95000,,0.030,0.030,1,,,
22,128,7,22,7/22,99999,,1.270,1.270,,,,
23,127,7,22,7/22,69322,,,,,5.15,9,
23,127,7,22,7/22,81742,,16.640,16.640,230,,,
23,127,7,22,7/22,10285,,0.513,0.513,5,,,
23,127,7,22,7/22,80200,,9.950,9.950,25,,,
23,127,7,22,7/22,66548,,0.015,0.015,10,,,
23,127,7,22,7/22,21375,,0.052,0.052,3,,,
23,127,7,22,7/22,23801,,0.318,0.318,17,,,
23,127,7,22,7/22,21735,,0.688,0.688,8,,,
23,127,7,22,7/22,43000,,0.412,0.412,19,,,
23,127,7,22,7/22,41201,,0.104,0.104,12,,,
23,127,7,22,7/22,10210,,1.136,1.136,28,,,
23,127,7,22,7/22,80020,,2.410,2.410,5,,,
23,127,7,22,7/22,71884,,1.873,1.873,5,,,
23,127,7,22,7/22,68781,,1.136,1.366,9,,,
23,127,7,22,7/22,21388,,0.120,0.120,3,,,
23,127,7,22,7/22,21313,,0.028,0.028,1,,,
23,127,7,22,7/22,82510,,0.452,0.452,8,,,
23,127,7,22,7/22,69120,,1.295,1.259,15,,,
23,127,7,22,7/22,69061,,0.068,0.068,2,,,
23,127,7,22,7/22,69316,,0.020,0.020,1,,,
23,127,7,22,7/22,21110,,0.119,0.119,3,,,
23,127,7,22,7/22,21932,,0.009,0.009,1,,,
23,127,7,22,7/22,74311,,0.002,0.002,2,,,
23,127,7,22,7/22,23804,,0.045,0.045,1,,,
23,127,7,22,7/22,56300,,0.002,0.002,2,,,
23,127,7,22,7/22,71639,,0.003,0.003,1,,,
23,127,7,22,7/22,75284,,0.258,0.258,8,,,
23,127,7,22,7/22,98000,,0.017,0.017,17,,,
23,127,7,22,7/22,98082,,0.050,0.050,1,,,
23,127,7,22,7/22,98300,,0.197,0.197,1,,,
23,127,7,22,7/22,40500,,0.065,0.065,3,,,
23,127,7,22,7/22,95000,,0.011,0.011,1,,,
23,127,7,22,7/22,71004,,0.024,0.024,1,,,
23,127,7,22,7/22,66530,,0.020,0.020,5,,,
23,127,7,22,7/22,66580,,0.015,0.015,10,,,
23,127,7,22,7/22,66045,,0.001,0.001,1,,,
23,127,7,22,7/22,99999,,1.480,1.480,,,,
24,126,7,22,7/22,69322,,,,,3.70,5,
24,126,7,22,7/22,81742,,18.800,18.800,253,,,
24,126,7,22,7/22,10285,,0.245,0.245,2,,,
24,126,7,22,7/22,80200,,3.712,3.712,9,,,
24,126,7,22,7/22,66548,,0.002,0.002,1,,,
24,126,7,22,7/22,23801,,0.395,0.395,21,,,
24,126,7,22,7/22,21735,,1.610,1.610,19,,,
24,126,7,22,7/22,43000,,0.124,0.124,6,,,
24,126,7,22,7/22,41201,,0.520,0.520,19,,,
24,126,7,22,7/22,10210,,1.054,1.054,24,,,
24,126,7,22,7/22,21388,,0.154,0.154,4,,,
24,126,7,22,7/22,21313,,0.030,0.030,2,,,
24,126,7,22,7/22,21110,,0.487,0.487,12,,,
24,126,7,22,7/22,80020,,3.850,3.850,8,,,
24,126,7,22,7/22,82510,,0.535,0.535,11,,,
24,126,7,22,7/22,68781,,0.838,0.838,3,,,
24,126,7,22,7/22,98082,,0.016,0.016,1,,,
24,126,7,22,7/22,71882,,0.122,0.122,1,,,
24,126,7,22,7/22,71884,,1.610,1.610,6,,,
24,126,7,22,7/22,75284,,0.078,0.078,1,,,
24,126,7,22,7/22,66045,,0.008,0.008,3,,,
24,126,7,22,7/22,66050,,0.002,0.002,1,,,
24,126,7,22,7/22,66203,,0.001,0.001,1,,,
24,126,7,22,7/22,66530,,0.010,0.010,4,,,
24,126,7,22,7/22,66580,,0.123,0.123,26,,,
24,126,7,22,7/22,23804,,0.006,0.006,1,,,
24,126,7,22,7/22,69120,,1.919,1.919,20,,,
24,126,7,22,7/22,95000,,0.117,0.117,2,,,
24,126,7,22,7/22,69090,,0.100,0.100,1,,,
24,126,7,22,7/22,69086,,0.044,0.044,1,,,
24,126,7,22,7/22,69061,,0.046,0.046,5,,,
24,126,7,22,7/22,98300,,0.538,0.538,3,,,
24,126,7,22,7/22,99999,,1.215,1.215,,,,
25,125,7,22,7/22,69322,,,,,2.05,4,
25,125,7,22,7/22,81742,,66.150,66.150,403,,,
25,125,7,22,7/22,10285,,0.360,0.360,5,,,
25,125,7,22,7/22,80200,,3.850,3.850,7,,,
25,125,7,22,7/22,66548,,0.015,0.015,10,,,
25,125,7,22,7/22,21375,,1.990,1.990,2,,,
25,125,7,22,7/22,23801,,0.231,0.231,14,,,
25,125,7,22,7/22,21735,,1.175,1.175,14,,,
25,125,7,22,7/22,43000,,3.170,3.170,28,,,
25,125,7,22,7/22,41201,,0.021,0.021,4,,,
25,125,7,22,7/22,10210,,0.858,0.858,30,,,
25,125,7,22,7/22,80020,,3.372,3.372,3,,,
25,125,7,22,7/22,68781,,0.384,0.384,2,,,
25,125,7,22,7/22,23055,,0.075,0.075,1,,,
25,125,7,22,7/22,21110,,0.056,0.056,1,,,
25,125,7,22,7/22,71882,,0.760,0.760,5,,,
25,125,7,22,7/22,71884,,0.754,0.754,3,,,
25,125,7,22,7/22,71753,,0.178,0.178,1,,,
25,125,7,22,7/22,82510,,0.768,0.768,12,,,
25,125,7,22,7/22,75284,,0.252,0.252,7,,,
25,125,7,22,7/22,80590,,0.550,0.550,1,,,
25,125,7,22,7/22,21313,,0.195,0.195,8,,,
25,125,7,22,7/22,21388,,0.484,0.484,9,,,
25,125,7,22,7/22,24189,,0.034,0.034,2,,,
25,125,7,22,7/22,80595,,0.060,0.060,7,,,
25,125,7,22,7/22,68580,,0.041,0.041,1,,,
25,125,7,22,7/22,23804,,0.006,0.006,1,,,
25,125,7,22,7/22,66045,,0.020,0.020,3,,,
25,125,7,22,7/22,66530,,0.013,0.013,4,,,
25,125,7,22,7/22,71004,,0.012,0.012,1,,,
25,125,7,22,7/22,60100,,0.002,0.002,1,,,
25,125,7,22,7/22,69086,,0.225,0.225,2,,,
25,125,7,22,7/22,66580,,0.057,0.057,15,,,
25,125,7,22,7/22,66601,,0.036,0.036,2,,,
25,125,7,22,7/22,69120,,1.439,1.439,13,,,
25,125,7,22,7/22,99999,,3.826,3.826,,,,
26,124,7,22,7/22,69322,,,,,1.49,1,
26,124,7,22,7/22,81742,,23.350,23.350,215,,,
26,124,7,22,7/22,10285,,0.315,0.315,4,,,
26,124,7,22,7/22,80200,,7.600,7.600,12,,,
26,124,7,22,7/22,66548,,0.046,0.046,18,,,
26,124,7,22,7/22,23801,,0.088,0.088,3,,,
26,124,7,22,7/22,21735,,0.650,0.650,24,,,
26,124,7,22,7/22,43000,,0.483,0.483,5,,,
26,124,7,22,7/22,41201,,0.035,0.035,5,,,
26,124,7,22,7/22,10210,,0.568,0.568,17,,,
26,124,7,22,7/22,68781,,0.940,0.940,10,,,
26,124,7,22,7/22,21110,,0.836,0.836,19,,,
26,124,7,22,7/22,82510,,0.532,0.532,8,,,
26,124,7,22,7/22,80020,,1.640,1.640,1,,,
26,124,7,22,7/22,20061,,0.031,0.031,1,,,
26,124,7,22,7/22,21388,,0.382,0.382,7,,,
26,124,7,22,7/22,21313,,0.065,0.065,4,,,
26,124,7,22,7/22,71884,,0.819,0.819,4,,,
26,124,7,22,7/22,71800,,0.084,0.084,1,,,
26,124,7,22,7/22,24189,,2.358,2.358,2,,,
26,124,7,22,7/22,24185,,0.112,0.112,1,,,
26,124,7,22,7/22,69120,,1.060,1.060,11,,,
26,124,7,22,7/22,69061,,0.034,0.034,1,,,
26,124,7,22,7/22,74311,,0.009,0.009,6,,,
26,124,7,22,7/22,40500,,0.021,0.021,1,,,
26,124,7,22,7/22,56300,,0.001,0.001,2,,,
26,124,7,22,7/22,80595,,0.006,0.006,1,,,
26,124,7,22,7/22,95000,,0.022,0.022,4,,,
26,124,7,22,7/22,71001,,0.001,0.001,1,,,
26,124,7,22,7/22,69316,,0.005,0.005,1,,,
26,124,7,22,7/22,75284,,2.520,0.252,7,,,
26,124,7,22,7/22,66580,,0.102,0.102,24,,,
26,124,7,22,7/22,66530,,0.018,0.018,6,,,
26,124,7,22,7/22,66045,,0.007,0.007,4,,,
26,124,7,22,7/22,99999,,0.596,0.596,,,,
27,96,7,22,7/22,69322,,,,,3.70,6,
27,96,7,22,7/22,81742,,42.800,42.800,338,,,
27,96,7,22,7/22,10285,,0.191,0.191,1,,,
27,96,7,22,7/22,66548,,0.406,0.406,167,,,
27,96,7,22,7/22,21375,,0.077,0.077,3,,,
27,96,7,22,7/22,23801,,0.201,0.201,8,,,
27,96,7,22,7/22,21735,,0.888,0.888,35,,,
27,96,7,22,7/22,43000,,1.664,1.664,22,,,
27,96,7,22,7/22,41201,,0.007,0.007,2,,,
27,96,7,22,7/22,10210,,0.750,0.750,24,,,
27,96,7,22,7/22,24185,,0.347,0.347,5,,,
27,96,7,22,7/22,24189,,0.016,0.016,1,,,
27,96,7,22,7/22,21110,,0.056,0.056,3,,,
27,96,7,22,7/22,20061,,0.012,0.012,1,,,
27,96,7,22,7/22,21388,,0.380,0.380,7,,,
27,96,7,22,7/22,21313,,0.052,0.052,2,,,
27,96,7,22,7/22,81095,,0.042,0.042,1,,,
27,96,7,22,7/22,75284,,1.044,1.044,25,,,
27,96,7,22,7/22,82510,,0.798,0.798,21,,,
27,96,7,22,7/22,69120,,0.775,0.775,8,,,
27,96,7,22,7/22,69086,,0.183,0.183,1,,,
27,96,7,22,7/22,71884,,1.263,1.263,3,,,
27,96,7,22,7/22,71772,,0.086,0.086,1,,,
27,96,7,22,7/22,65100,,1.082,1.082,44,,,
27,96,7,22,7/22,95000,,0.015,0.015,1,,,
27,96,7,22,7/22,69316,,0.005,0.005,1,,,
27,96,7,22,7/22,56300,,0.001,0.001,3,,,
27,96,7,22,7/22,83000,,0.001,0.001,1,,,
27,96,7,22,7/22,68781,,1.420,1.421,11,,,
27,96,7,22,7/22,40500,,0.410,0.410,10,,,
27,96,7,22,7/22,66580,,0.038,0.038,18,,,
27,96,7,22,7/22,66601,,0.026,0.026,2,,,
27,96,7,22,7/22,66050,,0.012,0.012,2,,,
27,96,7,22,7/22,63500,,0.002,0.002,1,,,
27,96,7,22,7/22,66045,,0.002,0.002,1,,,
27,96,7,22,7/22,99999,,4.144,4.144,,,,
28,95,7,23,7/23,69322,,,,,1.93,5,
28,95,7,23,7/23,81742,,17.120,17.120,190,,,
28,95,7,23,7/23,10285,,0.330,0.330,3,,,
28,95,7,23,7/23,80200,,1.024,1.024,3,,,
28,95,7,23,7/23,66548,,0.020,0.020,9,,,
28,95,7,23,7/23,21375,,0.054,0.054,3,,,
28,95,7,23,7/23,23801,,0.360,0.360,20,,,
28,95,7,23,7/23,21735,,0.160,0.160,6,,,
28,95,7,23,7/23,43000,,0.450,0.450,6,,,
28,95,7,23,7/23,41201,,0.015,0.015,2,,,
28,95,7,23,7/23,10210,,0.355,0.355,8,,,
28,95,7,23,7/23,68781,,0.260,0.260,2,,,
28,95,7,23,7/23,80020,,1.100,1.100,1,,,
28,95,7,23,7/23,71004,,0.194,0.194,3,,,
28,95,7,23,7/23,82510,,2.043,2.043,81,,,
28,95,7,23,7/23,24185,,0.068,0.068,2,,,
28,95,7,23,7/23,23809,,0.107,0.107,3,,,
28,95,7,23,7/23,75284,,0.090,0.090,2,,,
28,95,7,23,7/23,74980,,0.076,0.076,2,,,
28,95,7,23,7/23,21313,,0.055,0.055,2,,,
28,95,7,23,7/23,65100,,0.420,0.420,10,,,
28,95,7,23,7/23,71884,,3.300,3.300,18,,,
28,95,7,23,7/23,71882,,0.154,0.154,2,,,
28,95,7,23,7/23,71772,,0.326,0.326,4,,,
28,95,7,23,7/23,72740,,0.018,0.018,2,,,
28,95,7,23,7/23,71800,,0.002,0.002,1,,,
28,95,7,23,7/23,69061,,0.335,0.335,20,,,
28,95,7,23,7/23,69316,,0.017,0.017,2,,,
28,95,7,23,7/23,98082,,0.165,0.165,17,,,
28,95,7,23,7/23,21110,,0.036,0.036,1,,,
28,95,7,23,7/23,95000,,0.018,0.018,1,,,
28,95,7,23,7/23,56300,,0.010,0.010,4,,,
28,95,7,23,7/23,69086,,0.842,0.842,19,,,
28,95,7,23,7/23,69120,,0.630,0.630,21,,,
28,95,7,23,7/23,69090,,0.048,0.048,1,,,
28,95,7,23,7/23,80595,,0.012,0.012,4,,,
28,95,7,23,7/23,40500,,0.285,0.285,9,,,
28,95,7,23,7/23,83000,,0.001,0.001,2,,,
28,95,7,23,7/23,66580,,0.192,0.192,36,,,
28,95,7,23,7/23,66601,,0.032,0.032,1,,,
28,95,7,23,7/23,66530,,0.002,0.002,1,,,
28,95,7,23,7/23,66045,,0.002,0.002,1,,,
28,95,7,23,7/23,99999,,3.630,3.630,,,,
29,123,7,23,7/23,69322,,,,,5.20,6,
29,123,7,23,7/23,81742,,36.050,36.050,287,,,
29,123,7,23,7/23,10285,,0.052,0.052,1,,,
29,123,7,23,7/23,66548,,0.036,0.036,18,,,
29,123,7,23,7/23,21375,,0.007,0.007,1,,,
29,123,7,23,7/23,23801,,0.100,0.100,7,,,
29,123,7,23,7/23,21735,,0.950,0.950,12,,,
29,123,7,23,7/23,43000,,0.007,0.007,1,,,
29,123,7,23,7/23,41201,,0.092,0.092,11,,,
29,123,7,23,7/23,10210,,0.840,0.840,17,,,
29,123,7,23,7/23,68781,,1.030,1.030,14,,,
29,123,7,23,7/23,82510,,0.762,0.762,18,,,
29,123,7,23,7/23,21110,,0.590,0.590,16,,,
29,123,7,23,7/23,24189,,0.012,0.012,1,,,
29,123,7,23,7/23,75284,,0.248,0.248,5,,,
29,123,7,23,7/23,23809,,0.058,0.058,1,,,
29,123,7,23,7/23,80595,,0.053,0.053,5,,,
29,123,7,23,7/23,21313,,0.106,0.106,4,,,
29,123,7,23,7/23,21388,,0.786,0.786,12,,,
29,123,7,23,7/23,71882,,0.187,0.187,3,,,
29,123,7,23,7/23,71004,,0.042,0.042,1,,,
29,123,7,23,7/23,95000,,0.013,0.013,2,,,
29,123,7,23,7/23,69061,,0.004,0.004,1,,,
29,123,7,23,7/23,56300,,0.001,0.001,1,,,
29,123,7,23,7/23,69120,,0.335,0.335,6,,,
29,123,7,23,7/23,65100,,0.048,0.048,2,,,
29,123,7,23,7/23,66580,,0.103,0.103,32,,,
29,123,7,23,7/23,66530,,0.009,0.009,2,,,
29,123,7,23,7/23,66045,,0.002,0.002,1,,,
29,123,7,23,7/23,99999,,0.908,0.908,,,,
30,150,7,23,7/23,69322,,,,,1.15,1,
30,150,7,23,7/23,81742,,29.500,29.500,445,,,
30,150,7,23,7/23,66548,,0.034,0.034,14,,,
30,150,7,23,7/23,21375,,0.065,0.065,3,,,
30,150,7,23,7/23,23801,,0.129,0.129,9,,,
30,150,7,23,7/23,21735,,2.130,2.130,22,,,
30,150,7,23,7/23,43000,,0.202,0.202,13,,,
30,150,7,23,7/23,41201,,0.646,0.646,98,,,
30,150,7,23,7/23,10210,,0.404,0.404,17,,,
30,150,7,23,7/23,80020,,2.432,2.432,2,,,
30,150,7,23,7/23,21110,,0.328,0.328,8,,,
30,150,7,23,7/23,68781,,1.036,1.036,6,,,
30,150,7,23,7/23,75284,,0.223,0.223,4,,,
30,150,7,23,7/23,82510,,1.744,1.744,31,,,
30,150,7,23,7/23,50301,,0.001,0.001,2,,,
30,150,7,23,7/23,65100,,0.037,0.037,2,,,
30,150,7,23,7/23,69120,,0.190,0.190,1,,,
30,150,7,23,7/23,69090,,0.032,0.032,1,,,
30,150,7,23,7/23,21313,,0.470,0.470,32,,,
30,150,7,23,7/23,21388,,0.764,0.764,14,,,
30,150,7,23,7/23,20041,,0.034,0.034,2,,,
30,150,7,23,7/23,23804,,0.021,0.021,1,,,
30,150,7,23,7/23,80595,,0.046,0.046,7,,,
30,150,7,23,7/23,56311,,0.028,0.028,3,,,
30,150,7,23,7/23,91000,,0.054,0.054,6,,,
30,150,7,23,7/23,71001,,0.028,0.028,2,,,
30,150,7,23,7/23,98300,,0.214,0.214,2,,,
30,150,7,23,7/23,80590,,0.475,0.475,1,,,
30,150,7,23,7/23,98082,,0.048,0.048,2,,,
30,150,7,23,7/23,98000,,0.132,0.132,5,,,
30,150,7,23,7/23,95000,,0.099,0.099,7,,,
30,150,7,23,7/23,40500,,0.300,0.300,4,,,
30,150,7,23,7/23,66580,,0.214,0.214,66,,,
30,150,7,23,7/23,71884,,0.251,0.251,1,,,
30,150,7,23,7/23,71882,,0.062,0.062,1,,,
30,150,7,23,7/23,71250,,0.004,0.004,1,,,
30,150,7,23,7/23,71010,,0.004,0.004,1,,,
30,150,7,23,7/23,69316,,0.003,0.003,1,,,
30,150,7,23,7/23,99999,,1.450,1.450,,,,
31,151,7,23,7/23,69322,,,,,4.45,3,
31,151,7,23,7/23,81742,,16.050,16.050,235,,,
31,151,7,23,7/23,10285,,0.360,0.360,2,,,
31,151,7,23,7/23,80200,,11.100,11.100,20,,,
31,151,7,23,7/23,66548,,0.005,0.005,1,,,
31,151,7,23,7/23,23801,,0.058,0.058,4,,,
31,151,7,23,7/23,21735,,2.902,2.902,28,,,
31,151,7,23,7/23,41201,,0.262,0.262,32,,,
31,151,7,23,7/23,10210,,0.184,0.184,5,,,
31,151,7,23,7/23,82510,,1.148,1.148,22,,,
31,151,7,23,7/23,68781,,0.507,0.507,4,,,
31,151,7,23,7/23,95000,,0.025,0.025,3,,,
31,151,7,23,7/23,24189,,0.018,0.018,1,,,
31,151,7,23,7/23,60100,,0.001,0.001,1,,,
31,151,7,23,7/23,98082,,1.696,1.696,148,,,
31,151,7,23,7/23,21110,,0.040,0.040,1,,,
31,151,7,23,7/23,21388,,0.530,0.530,8,,,
31,151,7,23,7/23,21405,,0.005,0.005,1,,,
31,151,7,23,7/23,80595,,0.074,0.074,3,,,
31,151,7,23,7/23,80590,,0.007,0.007,1,,,
31,151,7,23,7/23,81095,,0.027,0.027,1,,,
31,151,7,23,7/23,85210,,0.064,0.064,1,,,
31,151,7,23,7/23,66580,,0.227,0.227,60,,,
31,151,7,23,7/23,66045,,0.007,0.007,5,,,
31,151,7,23,7/23,68580,,0.030,0.030,1,,,
31,151,7,23,7/23,40500,,0.020,0.020,2,,,
31,151,7,23,7/23,56300,,0.004,0.004,6,,,
31,151,7,23,7/23,75284,,0.176,0.176,4,,,
31,151,7,23,7/23,69120,,2.162,2.162,27,,,
31,151,7,23,7/23,69061,,0.075,0.075,2,,,
31,151,7,23,7/23,69086,,0.174,0.174,2,,,
31,151,7,23,7/23,65100,,0.242,0.242,11,,,
31,151,7,23,7/23,99999,,1.272,1.272,,,,
32,152,7,23,7/23,69322,,,,,3.15,7,
32,152,7,23,7/23,81742,,18.600,18.600,368,,,
32,152,7,23,7/23,10285,,0.116,0.116,1,,,
32,152,7,23,7/23,80200,,8.500,8.500,10,,,
32,152,7,23,7/23,23801,,0.203,0.203,16,,,
32,152,7,23,7/23,21735,,0.610,0.610,5,,,
32,152,7,23,7/23,10210,,0.252,0.252,5,,,
32,152,7,23,7/23,68781,,0.873,0.873,8,,,
32,152,7,23,7/23,21388,,0.458,0.458,9,,,
32,152,7,23,7/23,21423,,0.078,0.078,1,,,
32,152,7,23,7/23,21725,,0.035,0.035,1,,,
32,152,7,23,7/23,24189,,0.048,0.048,2,,,
32,152,7,23,7/23,80020,,3.750,3.750,2,,,
32,152,7,23,7/23,23055,,0.077,0.077,1,,,
32,152,7,23,7/23,81095,,0.020,0.020,1,,,
32,152,7,23,7/23,98082,,0.350,0.350,34,,,
32,152,7,23,7/23,80595,,0.005,0.005,1,,,
32,152,7,23,7/23,82510,,2.328,2.328,68,,,
32,152,7,23,7/23,69090,,0.098,0.098,1,,,
32,152,7,23,7/23,71882,,0.873,0.873,5,,,
32,152,7,23,7/23,71753,,0.288,0.288,2,,,
32,152,7,23,7/23,66580,,0.124,0.124,44,,,
32,152,7,23,7/23,66045,,0.003,0.003,1,,,
32,152,7,23,7/23,69086,,0.381,0.381,4,,,
32,152,7,23,7/23,69120,,0.204,0.204,5,,,
32,152,7,23,7/23,41201,,0.074,0.074,6,,,
32,152,7,23,7/23,65100,,0.318,0.318,17,,,
32,152,7,23,7/23,71001,,0.066,0.066,1,,,
32,152,7,23,7/23,56300,,0.004,0.004,5,,,
32,152,7,23,7/23,95000,,0.030,0.030,5,,,
32,152,7,23,7/23,75284,,0.031,0.031,1,,,
32,152,7,23,7/23,99999,,1.065,1.065,,,,
33,153,7,23,7/23,69322,,,,,3.950,3,WHOLE HAUL SAMPLED
33,153,7,23,7/23,81742,,,0.000,,43.550,942,
33,153,7,23,7/23,10285,,,0.000,,0.863,17,
33,153,7,23,7/23,66611,,,0.000,,0.011,1,
33,153,7,23,7/23,80200,,,0.000,,23.450,44,
33,153,7,23,7/23,66548,,,0.000,,0.018,17,
33,153,7,23,7/23,21375,,,0.000,,0.030,4,
33,153,7,23,7/23,23801,,,0.000,,0.494,41,
33,153,7,23,7/23,21735,,,0.000,,0.445,5,
33,153,7,23,7/23,43000,,,0.000,,0.372,5,
33,153,7,23,7/23,41201,,,0.000,,0.382,54,
33,153,7,23,7/23,10210,,,0.000,,2.164,69,
33,153,7,23,7/23,80020,,,0.000,,9.000,10,
33,153,7,23,7/23,82510,,,0.000,,10.500,264,
33,153,7,23,7/23,68781,,,0.000,,1.508,11,
33,153,7,23,7/23,21110,,,0.000,,0.632,17,
33,153,7,23,7/23,10220,,,0.000,,0.596,1,
33,153,7,23,7/23,98082,,,0.000,,0.134,10,
33,153,7,23,7/23,21313,,,0.000,,0.647,25,
33,153,7,23,7/23,21388,,,0.000,,0.412,9,
33,153,7,23,7/23,20001,,,0.000,,0.004,1,
33,153,7,23,7/23,20061,,,0.000,,0.015,1,
33,153,7,23,7/23,20041,,,0.000,,0.050,4,
33,153,7,23,7/23,10211,,,0.000,,0.020,1,
33,153,7,23,7/23,24189,,,0.000,,0.554,2,
33,153,7,23,7/23,24185,,,0.000,,0.062,1,
33,153,7,23,7/23,71884,,,0.000,,0.614,3,
33,153,7,23,7/23,71882,,,0.000,,0.687,6,
33,153,7,23,7/23,71753,,,0.000,,0.386,4,
33,153,7,23,7/23,71772,,,0.000,,0.074,1,
33,153,7,23,7/23,80595,,,0.000,,0.175,19,
33,153,7,23,7/23,56300,,,0.000,,0.001,4,
33,153,7,23,7/23,71001,,,0.000,,0.120,3,
33,153,7,23,7/23,71010,,,0.000,,0.005,1,
33,153,7,23,7/23,75284,,,0.000,,0.137,5,
33,153,7,23,7/23,65100,,,0.000,,0.044,1,
33,153,7,23,7/23,74640,,,0.000,,0.056,1,
33,153,7,23,7/23,69090,,,0.000,,0.026,1,
33,153,7,23,7/23,69086,,,0.000,,0.437,9,
33,153,7,23,7/23,69061,,,0.000,,0.129,13,
33,153,7,23,7/23,69120,,,0.000,,0.088,2,
33,153,7,23,7/23,40500,,,0.000,,0.056,1,
33,153,7,23,7/23,95000,,,0.000,,0.077,1,
33,153,7,23,7/23,66530,,,0.000,,0.030,9,
33,153,7,23,7/23,66580,,,0.000,,0.660,216,
33,153,7,23,7/23,99999,,,0.000,,5.664,,
34,154,7,24,7/24,69322,,,,,2.74,20,
34,154,7,24,7/24,81742,,12.800,12.800,230,,,
34,154,7,24,7/24,10285,,0.563,0.563,5,,,
34,154,7,24,7/24,80200,,6.450,6.450,20,,,
34,154,7,24,7/24,21375,,0.006,0.006,1,,,
34,154,7,24,7/24,23801,,0.158,0.158,11,,,
34,154,7,24,7/24,21735,,0.926,0.926,12,,,
34,154,7,24,7/24,43000,,0.061,0.061,1,,,
34,154,7,24,7/24,41201,,0.290,0.290,54,,,
34,154,7,24,7/24,10210,,1.269,1.269,28,,,type 2 (stalked pink)
34,154,7,24,7/24,82510,,0.756,0.756,14,,,
34,154,7,24,7/24,10220,,5.092,5.092,2,,,
34,154,7,24,7/24,21388,,0.090,0.090,3,,,
34,154,7,24,7/24,80020,,4.200,4.200,5,,,
34,154,7,24,7/24,21313,,0.182,0.182,4,,,
34,154,7,24,7/24,20041,,0.020,0.020,2,,,
34,154,7,24,7/24,68577,,0.445,0.445,22,,,
34,154,7,24,7/24,71884,,2.065,2.065,13,,,
34,154,7,24,7/24,71882,,0.605,0.605,4,,,
34,154,7,24,7/24,71753,,0.129,0.129,1,,,
34,154,7,24,7/24,68781,,0.410,0.410,7,,,
34,154,7,24,7/24,98082,,0.202,0.202,11,,,
34,154,7,24,7/24,83020,,0.099,0.099,1,,,
34,154,7,24,7/24,71001,,0.070,0.070,11,,,
34,154,7,24,7/24,66530,,0.023,0.023,10,,,
34,154,7,24,7/24,66580,,0.120,0.120,19,,,
34,154,7,24,7/24,80595,,0.025,0.025,3,,,
34,154,7,24,7/24,95000,,0.016,0.016,3,,,
34,154,7,24,7/24,98000,,0.003,0.003,17,,,
34,154,7,24,7/24,75284,,0.084,0.084,2,,,
34,154,7,24,7/24,69061,,0.110,0.110,11,,,
34,154,7,24,7/24,69090,,0.105,0.105,1,,,
34,154,7,24,7/24,69120,,1.125,1.125,21,,,
34,154,7,24,7/24,69086,,0.112,0.112,1,,,
34,154,7,24,7/24,40500,,0.011,0.011,1,,,
34,154,7,24,7/24,50301,,0.010,0.010,2,,,
34,154,7,24,7/24,56300,,0.009,0.009,1,,,
34,154,7,24,7/24,99999,,1.868,1.868,,,,
35,155,7,24,7/24,69322,,,,,2.24,3,
35,155,7,24,7/24,81742,,27.650,27.650,742,,,
35,155,7,24,7/24,80200,,1.638,1.638,3,,,
35,155,7,24,7/24,66548,,0.042,0.042,6,,,
35,155,7,24,7/24,21375,,0.010,0.010,1,,,
35,155,7,24,7/24,23801,,1.094,1.094,57,,,
35,155,7,24,7/24,21735,,0.972,0.972,4,,,
35,155,7,24,7/24,41201,,0.096,0.096,9,,,
35,155,7,24,7/24,10210,,0.846,0.846,24,,,
35,155,7,24,7/24,82510,,0.067,0.067,1,,,
35,155,7,24,7/24,21110,,0.046,0.046,1,,,
35,155,7,24,7/24,68577,,0.240,0.240,6,,,
35,155,7,24,7/24,21388,,0.615,0.615,13,,,
