Haul #,Station,,,Date,Species Code,Tare,Weight,Subsample weight (kg),Total # in subsample,100% sample catch (kg),# Caught,Comments
51,94,7,27,7/27,71884,,3.408,3.408,18,,,
51,94,7,27,7/27,75240,,0.016,0.016,2,,,
51,94,7,27,7/27,71882,,0.071,0.071,1,,,
51,94,7,27,7/27,72740,,0.047,0.047,2,,,
51,94,7,27,7/27,82510,,3.554,3.554,129,,,
51,94,7,27,7/27,56300,,0.006,0.006,1,,,
51,94,7,27,7/27,68781,,0.064,0.064,1,,,
51,94,7,27,7/27,20001,,0.005,0.005,2,,,
51,94,7,27,7/27,23804,,0.035,0.035,1,,,
51,94,7,27,7/27,23809,,0.074,0.074,1,,,
51,94,7,27,7/27,40500,,5.294,5.294,102,,,
51,94,7,27,7/27,65100,,0.278,0.278,21,,,
51,94,7,27,7/27,66580,,0.333,0.333,54,,,
51,94,7,27,7/27,66548,,0.046,0.046,18,,,
51,94,7,27,7/27,66045,,0.080,0.080,65,,,
51,94,7,27,7/27,66050,,0.005,0.005,3,,,
51,94,7,27,7/27,80595,,0.141,0.141,4,,,
51,94,7,27,7/27,71004,,0.031,0.031,2,,,
51,94,7,27,7/27,83000,,0.006,0.006,32,,,
51,94,7,27,7/27,71511,,0.113,0.113,4,,,
51,94,7,27,7/27,71001,,0.070,0.070,1,,,
51,94,7,27,7/27,99999,,4.146,4.146,,,,
52,179,7,28,7/28,69322,,,,,0.50,1,
52,179,7,28,7/28,81742,,30.800,30.800,899,,,
52,179,7,28,7/28,10285,,0.550,0.550,8,,,
52,179,7,28,7/28,80200,,1.340,1.340,3,,,
52,179,7,28,7/28,66548,,0.010,0.010,1,,,
52,179,7,28,7/28,21375,,0.035,0.035,1,,,
52,179,7,28,7/28,21735,,3.740,3.740,90,,,
52,179,7,28,7/28,43000,,1.410,1.410,28,,,
52,179,7,28,7/28,41201,,0.886,0.886,31,,,
52,179,7,28,7/28,10210,,1.240,1.240,34,,,
52,179,7,28,7/28,68781,,0.895,0.895,5,,,
52,179,7,28,7/28,80020,,4.870,4.870,5,,,
52,179,7,28,7/28,10220,,5.160,5.160,10,,,
52,179,7,28,7/28,82510,,3.140,3.140,61,,,
52,179,7,28,7/28,23055,,0.330,0.330,11,,,
52,179,7,28,7/28,40500,,0.110,0.110,7,,,
52,179,7,28,7/28,56300,,0.003,0.003,7,,,
52,179,7,28,7/28,71882,,0.054,0.054,1,,,
52,179,7,28,7/28,74311,,0.008,0.008,2,,,
52,179,7,28,7/28,71511,,0.003,0.003,1,,,
52,179,7,28,7/28,71004,,0.008,0.008,1,,,
52,179,7,28,7/28,69090,,0.243,0.243,1,,,
52,179,7,28,7/28,69120,,0.578,0.578,8,,,
52,179,7,28,7/28,80595,,0.239,0.239,27,,,
52,179,7,28,7/28,66580,,0.052,0.052,9,,,
52,179,7,28,7/28,66045,,0.006,0.006,4,,,
52,179,7,28,7/28,63500,,0.002,0.002,1,,,
52,179,7,28,7/28,21313,,0.092,0.092,3,,,
52,179,7,28,7/28,21388,,0.144,0.144,2,,,
52,179,7,28,7/28,20041,,0.010,0.010,1,,,
52,179,7,28,7/28,74980,,0.005,0.005,1,,,
52,179,7,28,7/28,98000,,0.040,0.040,25,,,
52,179,7,28,7/28,99999,,2.400,2.400,,,,
53,180,7,28,7/28,,,,0.000,,,,"***BAD TRAWL, NET BLOWN OUT,NO SAMPLE"
54,180,7,30,7/30,69322,,,0.000,,0.100,3,WHOLE HAUL SAMPLED
54,180,7,30,7/30,81742,,,0.000,,8.100,140,
54,180,7,30,7/30,10285,,,0.000,,0.360,4,
54,180,7,30,7/30,80200,,,0.000,,1.390,3,
54,180,7,30,7/30,66548,,,0.000,,0.009,5,
54,180,7,30,7/30,21375,,,0.000,,0.027,3,
54,180,7,30,7/30,21735,,,0.000,,16.000,372,
54,180,7,30,7/30,43000,,,0.000,,1.070,31,
54,180,7,30,7/30,41201,,,0.000,,0.100,15,
54,180,7,30,7/30,10210,,,0.000,,2.550,65,
54,180,7,30,7/30,82510,,,0.000,,1.470,30,
54,180,7,30,7/30,21405,,,0.000,,0.009,1,
54,180,7,30,7/30,21388,,,0.000,,0.090,4,
54,180,7,30,7/30,69120,,,0.000,,2.170,29,
54,180,7,30,7/30,21313,,,0.000,,0.130,6,
54,180,7,30,7/30,69090,,,0.000,,0.320,5,
54,180,7,30,7/30,69061,,,0.000,,0.005,1,
54,180,7,30,7/30,66601,,,0.000,,0.004,1,
54,180,7,30,7/30,66530,,,0.000,,0.003,1,
54,180,7,30,7/30,66580,,,0.000,,0.160,23,
54,180,7,30,7/30,98300,,,0.000,,2.542,13,
54,180,7,30,7/30,68781,,,0.000,,1.554,19,
54,180,7,30,7/30,71884,,,0.000,,1.479,17,
54,180,7,30,7/30,71772,,,0.000,,0.113,1,
54,180,7,30,7/30,21110,,,0.000,,0.072,1,
54,180,7,30,7/30,24189,,,0.000,,0.040,1,
54,180,7,30,7/30,10220,,,0.000,,0.482,2,
54,180,7,30,7/30,40500,,,0.000,,0.348,12,
54,180,7,30,7/30,68580,,,0.000,,0.003,1,
54,180,7,30,7/30,23055,,,0.000,,0.042,1,
54,180,7,30,7/30,71751,,,0.000,,0.008,2,
54,180,7,30,7/30,80595,,,0.000,,0.014,5,
54,180,7,30,7/30,56300,,,0.000,,0.014,8,
54,180,7,30,7/30,50000,,,0.000,,0.005,1,
54,180,7,30,7/30,95000,,,0.000,,0.008,3,
54,180,7,30,7/30,83000,,,0.000,,0.003,2,
54,180,7,30,7/30,98000,,,0.000,,0.009,43,
54,180,7,30,7/30,99999,,,0.000,,3.750,,
55,181,7,30,7/30,81742,,,0.000,,28.400,541,WHOLE HAUL SAMPLED
55,181,7,30,7/30,10285,,,0.000,,1.092,11,
55,181,7,30,7/30,80200,,,0.000,,1.970,3,
55,181,7,30,7/30,66548,,,0.000,,0.018,8,
55,181,7,30,7/30,21375,,,0.000,,0.970,9,
55,181,7,30,7/30,21735,,,0.000,,5.150,116,
55,181,7,30,7/30,41201,,,0.000,,0.046,2,
55,181,7,30,7/30,10210,,,0.000,,3.425,80,
55,181,7,30,7/30,82510,,,0.000,,0.202,3,
55,181,7,30,7/30,68781,,,0.000,,2.328,23,
55,181,7,30,7/30,10220,,,0.000,,7.150,19,
55,181,7,30,7/30,23055,,,0.000,,0.052,1,
55,181,7,30,7/30,21313,,,0.000,,0.210,13,
55,181,7,30,7/30,21388,,,0.000,,0.096,2,
55,181,7,30,7/30,80020,,,0.000,,2.672,3,
55,181,7,30,7/30,10211,,,0.000,,1.608,37,
55,181,7,30,7/30,21932,,,0.000,,0.222,11,
55,181,7,30,7/30,69090,,,0.000,,0.220,1,
55,181,7,30,7/30,71884,,,0.000,,0.690,4,
55,181,7,30,7/30,50301,,,0.000,,0.001,1,
55,181,7,30,7/30,98300,,,0.000,,0.692,3,
55,181,7,30,7/30,98082,,,0.000,,0.024,1,
55,181,7,30,7/30,40500,,,0.000,,0.494,18,
55,181,7,30,7/30,81095,,,0.000,,0.057,1,
55,181,7,30,7/30,68580,,,0.000,,0.009,1,
55,181,7,30,7/30,80595,,,0.000,,0.013,1,
55,181,7,30,7/30,75201,,,0.000,,0.028,1,
55,181,7,30,7/30,66045,,,0.000,,0.002,1,
55,181,7,30,7/30,66580,,,0.000,,0.013,2,
55,181,7,30,7/30,63500,,,0.000,,0.002,1,
55,181,7,30,7/30,20041,,,0.000,,0.007,1,
55,181,7,30,7/30,23809,,,0.000,,0.146,4,
55,181,7,30,7/30,91000,,,0.000,,0.048,4,
55,181,7,30,7/30,95000,,,0.000,,0.001,2,
55,181,7,30,7/30,99999,,,0.000,,1.089,,
56,202,7,30,7/30,81742,,24.800,24.800,316,,,
56,202,7,30,7/30,10285,,0.317,0.317,5,,,
56,202,7,30,7/30,80200,,0.800,0.800,2,,,
56,202,7,30,7/30,21735,,3.992,3.992,96,,,
56,202,7,30,7/30,43000,,0.174,0.174,3,,,
56,202,7,30,7/30,10210,,1.725,1.725,32,,,
56,202,7,30,7/30,68781,,6.050,6.050,39,,,
56,202,7,30,7/30,23055,,0.159,0.159,7,,,
56,202,7,30,7/30,10211,,0.087,0.087,1,,,
56,202,7,30,7/30,40500,,0.016,0.016,3,,,
56,202,7,30,7/30,82510,,0.363,0.363,10,,,
56,202,7,30,7/30,10220,,5.850,5.850,11,,,
56,202,7,30,7/30,63500,,0.005,0.005,6,,,
56,202,7,30,7/30,66045,,0.001,0.001,1,,,
56,202,7,30,7/30,71884,,2.074,2.074,11,,,
56,202,7,30,7/30,71004,,0.067,0.067,3,,,
56,202,7,30,7/30,83000,,0.003,0.003,5,,,
56,202,7,30,7/30,95000,,0.001,0.001,1,,,
56,202,7,30,7/30,21388,,0.234,0.234,4,,,
56,202,7,30,7/30,75284,,0.045,0.045,2,,,
56,202,7,30,7/30,69090,,0.241,0.241,2,,,
56,202,7,30,7/30,80020,,2.634,2.634,2,,,
56,202,7,30,7/30,99999,,0.246,0.246,,,,
57,203,7,31,7/31,81742,,29.950,29.950,542,,,
57,203,7,31,7/31,10285,,0.614,0.614,4,,,
57,203,7,31,7/31,80200,,0.786,0.786,3,,,
57,203,7,31,7/31,66548,,0.115,0.115,36,,,
57,203,7,31,7/31,21375,,0.020,0.020,1,,,
57,203,7,31,7/31,23801,,0.130,0.130,6,,,
57,203,7,31,7/31,21735,,3.474,3.474,38,,,
57,203,7,31,7/31,43000,,3.764,3.764,52,,,
57,203,7,31,7/31,41201,,0.100,0.100,3,,,
57,203,7,31,7/31,10210,,2.684,2.684,52,,,
57,203,7,31,7/31,68781,,2.182,2.182,26,,,
57,203,7,31,7/31,68577,,0.050,0.050,1,,,
57,203,7,31,7/31,82510,,0.222,0.222,6,,,
57,203,7,31,7/31,21388,,0.278,0.278,5,,,
57,203,7,31,7/31,81095,,0.068,0.068,3,,,
57,203,7,31,7/31,83000,,0.003,0.003,43,,,
57,203,7,31,7/31,10220,,12.250,12.250,16,,,
57,203,7,31,7/31,80020,,1.086,1.086,3,,,
57,203,7,31,7/31,23055,,0.016,0.016,1,,,
57,203,7,31,7/31,10140,,0.027,0.027,1,,,
57,203,7,31,7/31,22200,,0.038,0.038,1,,,
57,203,7,31,7/31,20061,,0.044,0.044,1,,,
57,203,7,31,7/31,40500,,0.076,0.076,6,,,
57,203,7,31,7/31,66530,,0.018,0.018,6,,,
57,203,7,31,7/31,66580,,0.050,0.050,12,,,
57,203,7,31,7/31,66045,,0.006,0.006,9,,,
57,203,7,31,7/31,21313,,0.012,0.012,1,,,
57,203,7,31,7/31,71511,,0.018,0.018,6,,,
57,203,7,31,7/31,69061,,0.006,0.006,1,,,
57,203,7,31,7/31,95000,,0.375,0.375,4,,,
57,203,7,31,7/31,99999,,4.854,4.854,,,,
58,182,7,31,7/31,81742,,42.250,42.250,1138,,,
58,182,7,31,7/31,10285,,0.492,0.492,6,,,
58,182,7,31,7/31,80200,,0.420,0.420,4,,,
58,182,7,31,7/31,66548,,0.352,0.352,147,,,
58,182,7,31,7/31,21375,,0.221,0.221,13,,,
58,182,7,31,7/31,23801,,0.153,0.153,8,,,
58,182,7,31,7/31,21735,,5.950,5.950,132,,,
58,182,7,31,7/31,43000,,0.061,0.061,11,,,
58,182,7,31,7/31,10210,,4.363,4.363,251,,,
58,182,7,31,7/31,23055,,0.682,0.682,22,,,
58,182,7,31,7/31,40500,,0.350,0.350,5,,,
58,182,7,31,7/31,10220,,0.864,0.864,1,,,
58,182,7,31,7/31,68781,,0.706,0.706,6,,,
58,182,7,31,7/31,80020,,0.580,0.580,2,,,
58,182,7,31,7/31,21388,,0.450,0.450,9,,,
58,182,7,31,7/31,82510,,0.047,0.047,1,,,
58,182,7,31,7/31,71511,,0.004,0.004,4,,,
58,182,7,31,7/31,21313,,0.150,0.150,8,,,
58,182,7,31,7/31,21405,,0.003,0.003,1,,,
58,182,7,31,7/31,20001,,0.006,0.006,3,,,
58,182,7,31,7/31,20041,,0.002,0.002,1,,,
58,182,7,31,7/31,20061,,0.030,0.030,3,,,
58,182,7,31,7/31,21932,,0.011,0.011,1,,,
58,182,7,31,7/31,23809,,0.134,0.134,2,,,
58,182,7,31,7/31,50301,,0.003,0.003,25,,,
58,182,7,31,7/31,66530,,0.032,0.032,12,,,
58,182,7,31,7/31,66580,,0.020,0.020,11,,,
58,182,7,31,7/31,63500,,0.002,0.002,1,,,
58,182,7,31,7/31,91000,,0.002,0.002,1,,,
58,182,7,31,7/31,99999,,0.344,0.344,,,,
59,183,7,31,7/31,69322,,,,,7.40,22,
59,183,7,31,7/31,81742,,27.800,27.800,411,,,
59,183,7,31,7/31,10285,,0.080,0.080,1,,,
59,183,7,31,7/31,80200,,1.600,1.600,12,,,
59,183,7,31,7/31,66548,,0.002,0.002,1,,,
59,183,7,31,7/31,21375,,0.022,0.022,1,,,
59,183,7,31,7/31,23801,,0.150,0.150,8,,,
59,183,7,31,7/31,21735,,1.880,1.880,32,,,
59,183,7,31,7/31,43000,,3.154,3.154,49,,,
59,183,7,31,7/31,41201,,0.066,0.066,2,,,
59,183,7,31,7/31,10210,,0.134,0.134,18,,,
59,183,7,31,7/31,69061,,0.027,0.027,2,,,
59,183,7,31,7/31,80020,,1.723,1.723,7,,,
59,183,7,31,7/31,81095,,0.156,0.156,8,,,
59,183,7,31,7/31,10220,,1.288,1.288,2,,,
59,183,7,31,7/31,82510,,0.196,0.196,2,,,
59,183,7,31,7/31,68781,,2.716,2.716,25,,,
59,183,7,31,7/31,68580,,0.456,0.456,29,,,
59,183,7,31,7/31,23055,,0.064,0.064,1,,,
59,183,7,31,7/31,40500,,1.270,1.270,14,,,
59,183,7,31,7/31,21388,,0.462,0.462,7,,,
59,183,7,31,7/31,21405,,0.010,0.010,1,,,
59,183,7,31,7/31,24189,,0.039,0.039,1,,,
59,183,7,31,7/31,66530,,0.018,0.018,4,,,
59,183,7,31,7/31,66580,,0.725,0.725,148,,,
59,183,7,31,7/31,66601,,0.018,0.018,1,,,
59,183,7,31,7/31,66045,,0.007,0.007,3,,,
59,183,7,31,7/31,66050,,0.008,0.008,2,,,
59,183,7,31,7/31,66203,,0.028,0.028,4,,,
59,183,7,31,7/31,99999,,13.850,13.850,,,,
60,184,7,31,7/31,69322,,,,,14.95,44,
60,184,7,31,7/31,81742,,18.550,18.550,233,,,
60,184,7,31,7/31,10285,,0.432,0.432,3,,,
60,184,7,31,7/31,80200,,5.662,5.662,34,,,
60,184,7,31,7/31,66548,,0.010,0.010,4,,,
60,184,7,31,7/31,23801,,0.068,0.068,4,,,
60,184,7,31,7/31,21735,,2.910,2.910,36,,,
60,184,7,31,7/31,43000,,1.388,1.388,25,,,
60,184,7,31,7/31,41201,,0.090,0.090,3,,,
60,184,7,31,7/31,10210,,0.836,0.836,16,,,
60,184,7,31,7/31,68781,,4.245,4.245,40,,,
60,184,7,31,7/31,40500,,2.863,2.863,19,,,
60,184,7,31,7/31,21388,,0.186,0.186,4,,,
60,184,7,31,7/31,68580,,0.072,0.072,2,,,
60,184,7,31,7/31,69090,,0.064,0.064,2,,,
60,184,7,31,7/31,81095,,0.238,0.238,9,,,
60,184,7,31,7/31,23055,,0.064,0.064,2,,,
60,184,7,31,7/31,95000,,0.035,0.035,1,,,
60,184,7,31,7/31,56300,,0.003,0.003,4,,,
60,184,7,31,7/31,83020,,0.109,0.109,2,,,
60,184,7,31,7/31,20041,,0.014,0.014,1,,,
60,184,7,31,7/31,20061,,0.026,0.026,1,,,
60,184,7,31,7/31,66580,,0.383,0.383,62,,,
60,184,7,31,7/31,66530,,0.022,0.022,7,,,
60,184,7,31,7/31,66050,,0.018,0.018,2,,,
60,184,7,31,7/31,66045,,0.017,0.017,14,,,
60,184,7,31,7/31,10220,,0.433,0.433,1,,,
60,184,7,31,7/31,80020,,1.662,1.662,11,,,
60,184,7,31,7/31,98300,,1.063,1.063,5,,,
60,184,7,31,7/31,24185,,0.104,0.104,2,,,
60,184,7,31,7/31,98000,,0.016,0.016,2,,,
60,184,7,31,7/31,99999,,2.056,2.056,,,,
61,176,8,6,8/6,69322,,,,,4.25,9,
61,176,8,6,8/6,81742,,23.900,23.900,258,,,
61,176,8,6,8/6,10285,,0.100,0.100,2,,,
61,176,8,6,8/6,23801,,0.357,0.357,15,,,
61,176,8,6,8/6,21735,,1.943,1.943,38,,,
61,176,8,6,8/6,43000,,0.283,0.283,3,,,
61,176,8,6,8/6,41201,,0.435,0.435,36,,,
61,176,8,6,8/6,10210,,0.428,0.428,17,,,
61,176,8,6,8/6,10220,,1.025,1.025,2,,,
61,176,8,6,8/6,80595,,0.089,0.089,5,,,
61,176,8,6,8/6,82510,,2.025,2.025,60,,,
61,176,8,6,8/6,68781,,0.473,0.473,4,,,
61,176,8,6,8/6,98082,,0.583,0.583,20,,,
61,176,8,6,8/6,24185,,0.076,0.076,1,,,
61,176,8,6,8/6,56300,,0.011,0.011,8,,,
61,176,8,6,8/6,71010,,0.030,0.030,1,,,
61,176,8,6,8/6,98300,,0.510,0.510,3,,,
61,176,8,6,8/6,95000,,0.095,0.095,14,,,
61,176,8,6,8/6,21375,,0.134,0.134,1,,,
61,176,8,6,8/6,75284,,0.176,0.176,2,,,
61,176,8,6,8/6,71004,,0.012,0.012,2,,,
61,176,8,6,8/6,65100,,0.370,0.370,18,,,
61,176,8,6,8/6,69086,,0.800,0.800,9,,,
61,176,8,6,8/6,69010,,0.010,0.010,1,,,
61,176,8,6,8/6,69120,,2.054,2.054,27,,,
61,176,8,6,8/6,69061,,0.357,0.357,2,,,
61,176,8,6,8/6,40500,,0.555,0.555,5,,,
61,176,8,6,8/6,71884,,3.434,3.434,22,,,
61,176,8,6,8/6,71882,,0.626,0.626,3,,,
61,176,8,6,8/6,71753,,0.453,0.453,1,,,
61,176,8,6,8/6,66548,,0.029,0.029,29,,,
61,176,8,6,8/6,66601,,0.029,0.029,1,,,
61,176,8,6,8/6,66580,,0.019,0.019,6,,,
61,176,8,6,8/6,99999,,3.738,3.738,,,,
62,175,8,6,8/6,81742,,19.950,19.950,398,,,
62,175,8,6,8/6,10285,,0.330,0.330,1,,,
62,175,8,6,8/6,23801,,0.374,0.374,17,,,
62,175,8,6,8/6,21735,,2.356,2.356,53,,,
62,175,8,6,8/6,43000,,0.524,0.524,21,,,
62,175,8,6,8/6,10210,,0.796,0.796,27,,,
62,175,8,6,8/6,82510,,3.358,3.358,129,,,
62,175,8,6,8/6,21388,,0.496,0.496,8,,,
62,175,8,6,8/6,68781,,0.285,0.258,3,,,
62,175,8,6,8/6,21423,,0.146,0.146,1,,,
62,175,8,6,8/6,21313,,0.190,0.190,12,,,
62,175,8,6,8/6,21375,,0.280,0.280,6,,,
62,175,8,6,8/6,24189,,0.670,0.670,1,,,
62,175,8,6,8/6,24185,,0.070,0.070,1,,,
62,175,8,6,8/6,10220,,1.852,1.852,5,,,
62,175,8,6,8/6,23809,,0.074,0.074,1,,,
62,175,8,6,8/6,98082,,0.350,0.350,12,,,
62,175,8,6,8/6,69120,,1.090,1.090,29,,,
62,175,8,6,8/6,65100,,0.155,0.155,6,,,
62,175,8,6,8/6,69086,,0.236,0.236,3,,,
62,175,8,6,8/6,69061,,0.033,0.033,4,,,
62,175,8,6,8/6,75284,,0.019,0.019,1,,,
62,175,8,6,8/6,71001,,0.031,0.031,3,,,
62,175,8,6,8/6,71800,,1.639,1.639,15,,,FUCUS KELP NO SPECIES CODE
62,175,8,6,8/6,71753,,0.229,0.229,1,,,
62,175,8,6,8/6,23055,,0.050,0.050,2,,,
62,175,8,6,8/6,41201,,0.020,0.020,5,,,
62,175,8,6,8/6,66502,,0.129,0.129,41,,,
62,175,8,6,8/6,66580,,0.020,0.020,10,,,
62,175,8,6,8/6,20001,,0.010,0.010,1,,,
62,175,8,6,8/6,99999,,4.940,4.940,,,,
63,200,8,7,8/7,81742,,23.400,23.400,813,,,
63,200,8,7,8/7,10285,,0.211,0.211,4,,,
63,200,8,7,8/7,21375,,0.110,0.110,3,,,
63,200,8,7,8/7,21735,,0.728,0.728,167,,,
63,200,8,7,8/7,43000,,6.850,6.850,19,,,
63,200,8,7,8/7,10210,,1.676,1.676,50,,,
63,200,8,7,8/7,21313,,0.139,0.139,23,,,
63,200,8,7,8/7,10155,,1.380,1.380,20,,,
63,200,8,7,8/7,21388,,0.032,0.032,1,,,
63,200,8,7,8/7,21110,,0.198,0.198,6,,,
63,200,8,7,8/7,23055,,0.170,0.170,13,,,
63,200,8,7,8/7,21932,,0.048,0.048,1,,,
63,200,8,7,8/7,68781,,0.720,0.720,6,,,
63,200,8,7,8/7,82510,,0.150,0.150,5,,,
63,200,8,7,8/7,71511,,0.041,0.041,23,,,
63,200,8,7,8/7,91000,,0.756,0.756,23,,,
63,200,8,7,8/7,10220,,11.000,11.000,48,,,
63,200,8,7,8/7,40500,,1.544,1.544,25,,,
63,200,8,7,8/7,56300,,0.002,0.002,4,,,
63,200,8,7,8/7,50301,,0.001,0.001,2,,,
63,200,8,7,8/7,69120,,0.167,0.167,4,,,
63,200,8,7,8/7,69061,,0.003,0.003,1,,,
63,200,8,7,8/7,98000,,0.004,0.004,7,,,
63,200,8,7,8/7,71884,,0.094,0.094,1,,,
63,200,8,7,8/7,98082,,0.016,0.016,1,,,
63,200,8,7,8/7,95000,,0.007,0.007,1,,,
63,200,8,7,8/7,71004,,0.011,0.011,1,,,
63,200,8,7,8/7,65203,,0.041,0.041,1,,,
63,200,8,7,8/7,66548,,0.010,0.010,5,,,
63,200,8,7,8/7,83000,,0.005,0.005,12,,,
63,200,8,7,8/7,99999,,2.690,2.690,,,,
64,220A,8,7,8/7,81742,,7.245,7.245,303,,,
64,220A,8,7,8/7,66548,,0.036,0.036,6,,,
64,220A,8,7,8/7,21375,,0.238,0.238,12,,,
64,220A,8,7,8/7,43000,,1.960,1.960,77,,,
64,220A,8,7,8/7,41201,,0.534,0.534,42,,,
64,220A,8,7,8/7,10210,,5.701,5.701,142,,,
64,220A,8,7,8/7,82510,,8.694,8.694,1366,,,# est'd by subsampling the subsample
64,220A,8,7,8/7,10155,,2.025,2.025,42,,,
64,220A,8,7,8/7,23055,,2.661,2.661,48,,,
64,220A,8,7,8/7,68781,,2.542,2.542,30,,,
64,220A,8,7,8/7,21932,,0.416,0.461,6,,,
64,220A,8,7,8/7,10220,,0.653,0.653,6,,,
64,220A,8,7,8/7,91000,,46.026,46.026,N/A,,,
64,220A,8,7,8/7,21334,,1.063,1.063,6,,,
64,220A,8,7,8/7,21331,,0.006,0.006,6,,,
64,220A,8,7,8/7,21313,,0.060,0.060,6,,,
64,220A,8,7,8/7,74562,,0.641,0.641,398,,,
64,220A,8,7,8/7,74311,,0.059,0.059,53,,,
64,220A,8,7,8/7,56300,,0.048,0.048,119,,,
64,220A,8,7,8/7,85200,,0.006,0.006,6,,,
64,220A,8,7,8/7,65100,,0.059,0.059,6,,,
64,220A,8,7,8/7,95000,,3.266,3.266,686,,,# est'd by subsampling the subsample
64,220A,8,7,8/7,62000,,0.006,0.006,6,,,
64,220A,8,7,8/7,60145,,0.006,0.006,496,,,# est'd by subsampling the subsample
64,220A,8,7,8/7,99999,,4.632,4.632,,,,
65,147,8,9,8/9,81742,,7.000,7.000,186,,,
65,147,8,9,8/9,66548,,0.160,0.160,51,,,
65,147,8,9,8/9,21375,,0.167,0.167,8,,,
65,147,8,9,8/9,23801,,0.075,0.075,2,,,
65,147,8,9,8/9,21735,,2.264,2.264,99,,,
65,147,8,9,8/9,43000,,2.950,2.950,42,,,
65,147,8,9,8/9,10210,,0.854,0.854,36,,,
65,147,8,9,8/9,69120,,1.895,1.895,32,,,
65,147,8,9,8/9,82500,,1.886,1.886,50,,,
65,147,8,9,8/9,10220,,3.450,3.450,19,,,
65,147,8,9,8/9,68781,,2.616,2.616,44,,,
65,147,8,9,8/9,23055,,0.181,0.181,10,,,
65,147,8,9,8/9,81095,,0.188,0.188,9,,,
65,147,8,9,8/9,21313,,0.100,0.100,2,,,
65,147,8,9,8/9,74050,,0.444,0.444,22,,,
65,147,8,9,8/9,10155,,0.186,0.186,1,,,
65,147,8,9,8/9,80590,,0.300,0.300,2,,,
65,147,8,9,8/9,40500,,0.574,0.574,28,,,
65,147,8,9,8/9,20001,,0.006,0.006,1,,,
65,147,8,9,8/9,71884,,0.153,0.153,1,,,
65,147,8,9,8/9,66580,,0.003,0.003,1,,,
65,147,8,9,8/9,66050,,0.002,0.002,1,,,
65,147,8,9,8/9,99999,,4.850,4.850,,,,
66,121,8,9,8/9,81742,,22.300,22.300,188,,,
66,121,8,9,8/9,10285,,0.203,0.203,2,,,
66,121,8,9,8/9,66548,,0.010,0.010,2,,,
66,121,8,9,8/9,21375,,0.067,0.067,3,,,
66,121,8,9,8/9,23801,,0.260,0.260,12,,,
66,121,8,9,8/9,21735,,0.331,0.331,11,,,
66,121,8,9,8/9,23809,,0.036,0.036,1,,,
66,121,8,9,8/9,24189,,1.184,1.184,5,,,
66,121,8,9,8/9,21313,,0.043,0.043,3,,,
66,121,8,9,8/9,82510,,0.035,0.035,3,,,
66,121,8,9,8/9,10140,,0.010,0.010,1,,,
66,121,8,9,8/9,20061,,0.005,0.005,1,,,
66,121,8,9,8/9,66045,,0.002,0.002,2,,,
66,121,8,9,8/9,69086,,0.159,0.159,3,,,
66,121,8,9,8/9,69061,,0.019,0.019,1,,,
66,121,8,9,8/9,80595,,0.016,0.016,1,,,
66,121,8,9,8/9,98000,,0.392,0.392,57,,,
66,121,8,9,8/9,40500,,4.458,4.458,81,,,
66,121,8,9,8/9,75284,,0.186,0.186,3,,,
66,121,8,9,8/9,71004,,0.032,0.032,5,,,
66,121,8,9,8/9,71511,,0.014,0.014,1,,,
66,121,8,9,8/9,71751,,0.044,0.044,2,,,
66,121,8,9,8/9,66580,,0.180,0.180,25,,,
66,121,8,9,8/9,66601,,0.007,0.007,1,,,
66,121,8,9,8/9,85200,,0.003,0.003,1,,,
66,121,8,9,8/9,71753,,0.187,0.187,2,,,
66,121,8,9,8/9,71882,,0.100,0.100,2,,,
66,121,8,9,8/9,72740,,0.045,0.045,2,,,
66,121,8,9,8/9,71884,,1.940,1.940,12,,,
66,121,8,9,8/9,99999,,2.421,2.421,,,,
67,148,8,9,8/9,81742,,47.250,47.250,293,,,
67,148,8,9,8/9,23801,,0.438,0.438,19,,,
67,148,8,9,8/9,21735,,3.240,3.240,93,,,
67,148,8,9,8/9,41201,,0.495,0.495,5,,,
67,148,8,9,8/9,10210,,0.598,0.598,17,,,
67,148,8,9,8/9,23055,,0.100,0.100,5,,,
67,148,8,9,8/9,82510,,0.220,0.220,5,,,
67,148,8,9,8/9,68781,,0.405,0.405,5,,,
67,148,8,9,8/9,71884,,0.495,0.495,3,,,
67,148,8,9,8/9,71882,,0.205,0.205,2,,,
67,148,8,9,8/9,72740,,0.010,0.010,1,,,
67,148,8,9,8/9,23809,,0.039,0.039,1,,,
67,148,8,9,8/9,21313,,0.076,0.076,4,,,
67,148,8,9,8/9,98000,,0.015,0.015,13,,,
67,148,8,9,8/9,71004,,0.054,0.054,3,,,
67,148,8,9,8/9,21110,,0.070,0.070,3,,,
67,148,8,9,8/9,81095,,0.045,0.045,4,,,
67,148,8,9,8/9,75284,,0.025,0.025,1,,,
67,148,8,9,8/9,69061,,0.012,0.012,1,,,
67,148,8,9,8/9,69086,,0.095,0.095,2,,,
67,148,8,9,8/9,65100,,0.009,0.009,3,,,
67,148,8,9,8/9,24185,,0.067,0.067,1,,,
67,148,8,9,8/9,56300,,0.021,0.021,3,,,
67,148,8,9,8/9,50301,,0.030,0.030,9,,,
67,148,8,9,8/9,23804,,0.018,0.018,2,,,
67,148,8,9,8/9,20061,,0.011,0.011,1,,,
67,148,8,9,8/9,80595,,0.012,0.012,1,,,
