# 1996 Trawl survey species data,,,,,,,,,,,
# Subsamples were weights and numbers were already converted to whole weight and numbers,,,,,,,,,,,
# Original Subsample data could not be located,,,,,,,,,,,
#,,,,,,,,,,,
#,,,,,,,,,,,
#,,,,,,,,,,,
Year,Haul,Spcode,Wt.Sample1,No.Sample2,Wt.Sample2,No.Sample2,Sample_kg,Sample_n,Whole_kg,Whole_n,Comments
1996,21,24189,0.2,1,0,0,,,0.7,4,
1996,21,40011,0.01,0,0,0,,,0,0,
1996,21,41201,0.03,0,0,0,,,0.1,0,
1996,21,65205,0.1,5,0,0,,,0.4,18,
1996,21,66020,0.01,1,0,0,,,0,4,
1996,21,66548,0.01,3,0,0,,,0,11,
1996,21,66611,0.02,3,0,0,,,0.1,11,
1996,21,68781,1.05,5,0,0,,,3.7,18,
1996,21,69010,0.5,5,0,0,,,1.8,18,
1996,21,69061,0.5,9,0,0,,,1.8,32,
1996,21,69090,1,5,0,0,,,3.5,18,
1996,21,69120,4.5,0,0,0,,,15.8,0,
1996,21,69322,0,0,0,0,,,1.1,2,
1996,21,71001,0.1,0,0,0,,,0.4,0,
1996,21,71884,2.7,13,0,0,,,9.5,46,
1996,21,80200,3.9,10,0,0,,,13.7,35,
1996,21,81742,17.1,0,0,0,,,60.1,0,
1996,21,82510,1.2,18,0,0,,,4.2,63,
1996,21,83320,0.001,1,0,0,,,0,4,
1996,21,95000,0.01,0,0,0,,,0,0,
1996,21,99999,8,0,0,0,,,28.1,0,
1996,22,10210,2.3,44,0,0,,,11.5,221,
1996,22,10220,2.6,1,0,0,,,13,5,
1996,22,10285,0.3,3,0,0,,,1.5,15,
1996,22,20040,0.15,3,0,0,,,0.8,15,
1996,22,21314,0.15,1,0,0,,,0.8,5,
1996,22,21387,0.15,1,0,0,,,0.8,5,
1996,22,21735,1.7,20,0,0,,,8.5,100,
1996,22,23807,0.15,5,0,0,,,0.8,25,
1996,22,40011,0.1,0,0,0,,,0.5,0,
1996,22,40500,0.1,1,0,0,,,0.5,5,
1996,22,56310,0.01,1,0,0,,,0.1,5,
1996,22,65205,0.3,4,0,0,,,1.5,20,
1996,22,66548,0.1,10,0,0,,,0.5,50,
1996,22,66611,0.4,31,0,0,,,2,156,
1996,22,68781,0.6,3,0,0,,,3,15,
1996,22,69061,0.3,3,0,0,,,1.5,15,
1996,22,69086,0.5,4,0,0,,,2.5,20,
1996,22,69090,0.4,3,0,0,,,2,15,
1996,22,69120,1.5,32,0,0,,,7.5,161,
1996,22,69322,0,0,0,0,,,4.4,11,
1996,22,71001,0.2,0,0,0,,,1,0,
1996,22,71753,0.6,4,0,0,,,3,20,
1996,22,71882,0.6,4,0,0,,,3,20,
1996,22,71884,1.6,15,0,0,,,8,75,
1996,22,80020,3.8,4,0,0,,,19.1,20,
1996,22,80200,5.2,12,0,0,,,26.1,60,
1996,22,80594,0.1,1,0,0,,,0.5,5,
1996,22,81742,21.4,0,0,0,,,107.4,0,
1996,22,82510,1.9,31,0,0,,,9.5,156,
1996,22,83020,0.1,2,0,0,,,0.5,10,
1996,22,95000,0.1,0,0,0,,,0.5,0,
1996,22,98000,0.3,14,0,0,,,1.5,70,
1996,22,98310,0.6,2,0,0,,,3,10,
1996,22,99999,0,0,0,0,,,2.1,0,
1996,22,99999,4.2,0,0,0,,,21.1,0,
1996,23,10210,1,16,0,0,,,4.9,79,
1996,23,10220,5.5,3,0,0,,,27,15,
1996,23,10285,0.15,2,0,0,,,0.7,10,
1996,23,20040,0.05,2,0,0,,,0.2,10,
1996,23,20322,0.4,1,0,0,,,2,5,
1996,23,21371,0.1,1,0,0,,,0.5,5,
1996,23,21735,5.3,65,0,0,,,26,319,
1996,23,23807,0.03,1,0,0,,,0.1,5,
1996,23,41201,0.01,0,0,0,,,0,0,
1996,23,43040,0.05,1,0,0,,,0.2,5,
1996,23,65205,0.35,3,0,0,,,1.7,15,
1996,23,66548,0.05,6,0,0,,,0.2,29,
1996,23,66601,0.05,1,0,0,,,0.2,5,
1996,23,66611,0.05,8,0,0,,,0.2,39,
1996,23,68781,0.35,3,0,0,,,1.7,15,
1996,23,69061,0.2,12,0,0,,,1,59,
1996,23,69086,0.2,2,0,0,,,1,10,
1996,23,69120,0.3,6,0,0,,,1.5,29,
1996,23,69316,0.001,1,0,0,,,0,5,
1996,23,69322,0,0,0,0,,,2.7,5,
1996,23,71753,2.2,12,0,0,,,10.8,59,
1996,23,71884,0.85,8,0,0,,,4.2,39,
1996,23,80020,2.6,3,0,0,,,12.8,15,
1996,23,80200,4.3,11,0,0,,,21.1,54,
1996,23,80540,0.01,2,0,0,,,0,10,
1996,23,80594,0.01,1,0,0,,,0,5,
1996,23,81742,11.1,0,0,0,,,54.5,0,
1996,23,82510,1.6,27,0,0,,,7.9,133,
1996,23,83020,0.35,3,0,0,,,1.7,15,
1996,23,95000,0.01,0,0,0,,,0,0,
1996,23,98000,0.55,3,0,0,,,2.7,15,
1996,23,98105,0.2,1,0,0,,,1,5,
1996,23,98310,0.15,1,0,0,,,0.7,5,
1996,23,99999,2.9,0,0,0,,,14.2,0,
1996,24,10210,5.5,95,0,0,,,32,553,
1996,24,10285,0.6,3,0,0,,,3.5,17,
1996,24,20040,0.1,1,0,0,,,0.6,6,
1996,24,21314,0.15,4,0,0,,,0.9,23,
1996,24,21371,0.05,1,0,0,,,0.3,6,
1996,24,21735,1.1,19,0,0,,,6.4,111,
1996,24,23807,0.07,1,0,0,,,0.4,6,
1996,24,40500,0.3,2,0,0,,,1.7,12,
1996,24,41201,0.4,0,0,0,,,2.3,0,
1996,24,43020,0.1,2,0,0,,,0.6,12,
1996,24,43040,0.05,1,0,0,,,0.3,6,
1996,24,56310,0.01,2,0,0,,,0.1,12,
1996,24,65205,0.05,22,0,0,,,0.3,128,
1996,24,66548,0.2,12,0,0,,,1.2,70,
1996,24,66611,0.2,5,0,0,,,1.2,29,
1996,24,69061,0.2,3,0,0,,,1.2,17,
1996,24,69086,0.2,3,0,0,,,1.2,17,
1996,24,69090,0.6,8,0,0,,,3.5,47,
1996,24,69120,2.8,38,0,0,,,16.3,221,
1996,24,69322,0,0,0,0,,,2.2,2,
1996,24,71001,0.3,0,0,0,,,1.7,0,
1996,24,71882,0.1,1,0,0,,,0.6,6,
1996,24,71884,4.5,28,0,0,,,26.2,163,
1996,24,75284,0.1,1,0,0,,,0.6,6,
1996,24,80020,0.55,1,0,0,,,3.2,6,
1996,24,80200,2.4,7,0,0,,,14,41,
1996,24,81742,22.8,0,0,0,,,132.8,0,
1996,24,82510,0.5,9,0,0,,,2.9,52,
1996,24,83020,0.2,1,0,0,,,1.2,6,
1996,24,95000,0.01,0,0,0,,,0.1,0,
1996,24,98000,0.1,4,0,0,,,0.6,23,
1996,24,99999,3.3,0,0,0,,,19.2,0,
1996,25,10130,0.01,1,0,0,,,0.1,12,
1996,25,10210,4.5,49,0,0,,,54.2,590,
1996,25,10220,11.3,21,0,0,,,136,253,
1996,25,10285,0.35,2,0,0,,,4.2,24,
1996,25,21735,1.5,14,0,0,,,18.1,168,
1996,25,21740,0,0,0,0,,,3.6,1,
1996,25,23807,0.05,2,0,0,,,0.6,24,
1996,25,24191,0.15,1,0,0,,,1.8,12,
1996,25,43020,2.6,15,0,0,,,31.3,181,
1996,25,56310,0.01,1,0,0,,,0.1,12,
1996,25,65205,0.3,22,0,0,,,3.6,265,
1996,25,66611,0.1,6,0,0,,,1.2,72,
1996,25,69061,0.2,3,0,0,,,2.4,36,
1996,25,69086,0.5,5,0,0,,,6,60,
1996,25,69090,0.3,3,0,0,,,3.6,36,
1996,25,71884,1.2,8,0,0,,,14.4,96,
1996,25,75284,0.1,1,0,0,,,1.2,12,
1996,25,80020,0.2,1,0,0,,,2.4,12,
1996,25,80200,1.9,6,0,0,,,22.9,72,
1996,25,81742,11.2,0,0,0,,,134.8,0,
1996,25,99999,0.4,0,0,0,,,4.8,0,
1996,25,99999,0,0,0,0,,,6.7,0,
1996,26,10120,0,0,0,0,,,8.3,1,
1996,26,10210,2.5,27,0,0,,,20.9,225,
1996,26,10220,3.3,2,0,0,,,27.5,17,
1996,26,10285,0.25,3,0,0,,,2.1,25,
1996,26,21371,4.8,3,0,0,,,40,25,
1996,26,21387,0.15,2,0,0,,,1.3,17,
1996,26,21735,6.5,99,0,0,,,54.2,826,
1996,26,23055,0.4,12,0,0,,,3.3,100,
1996,26,23807,0.1,1,0,0,,,0.8,8,
1996,26,23809,0.3,2,0,0,,,2.5,17,
1996,26,24189,0.25,1,0,0,,,2.1,8,
1996,26,40500,5.3,0,0,0,,,44.2,0,
1996,26,43020,0.5,1,0,0,,,4.2,8,
1996,26,66050,0.1,1,0,0,,,0.8,8,
1996,26,66548,0.1,9,0,0,,,0.8,75,
1996,26,66611,0.1,15,0,0,,,0.8,125,
1996,26,68781,0.4,2,0,0,,,3.3,17,
1996,26,69061,0.05,2,0,0,,,0.4,17,
1996,26,69322,0,0,0,0,,,1.5,15,
1996,26,80200,4.9,17,0,0,,,40.9,142,
1996,26,81742,19.5,0,0,0,,,162.6,0,
1996,26,82510,0.05,1,0,0,,,0.4,8,
1996,26,95000,0.1,0,0,0,,,0.8,0,
1996,26,98310,0.6,1,0,0,,,5,8,
1996,26,99999,0.25,0,0,0,,,2.1,0,
1996,27,10210,2,71,0,0,,,3.3,117,
1996,27,10211,3.3,74,0,0,,,5.4,122,
1996,27,10220,1.9,3,0,0,,,3.1,5,
1996,27,10285,0.6,10,0,0,,,1,16,
1996,27,20040,0.95,60,0,0,,,1.6,99,
1996,27,21314,0.5,12,0,0,,,0.8,20,
1996,27,21371,0.4,6,0,0,,,0.7,10,
1996,27,21387,0.18,4,0,0,,,0.3,7,
1996,27,21735,17.9,0,0,0,,,29.5,0,
1996,27,21740,0.02,1,0,0,,,0,2,
1996,27,21932,0.08,2,0,0,,,0.1,3,
1996,27,22200,0.03,1,0,0,,,0,2,
1996,27,23055,0.5,9,0,0,,,0.8,15,
1996,27,40500,0.1,2,0,0,,,0.2,3,
1996,27,41201,0.2,5,0,0,,,0.3,8,
1996,27,43020,1,18,0,0,,,1.6,30,
1996,27,43040,0.01,2,0,0,,,0,3,
1996,27,60100,0.001,1,0,0,,,0,2,
1996,27,66548,0.2,35,0,0,,,0.3,58,
1996,27,66611,0.03,1,0,0,,,0,2,
1996,27,68781,3.3,19,0,0,,,5.4,31,
1996,27,69061,0.13,2,0,0,,,0.2,3,
1996,27,69090,3,20,0,0,,,4.9,33,
1996,27,69322,0,0,0,0,,,2.1,2,
1996,27,80020,1.7,3,0,0,,,2.8,5,
1996,27,80200,2.9,8,0,0,,,4.8,13,
1996,27,81742,16.8,243,0,0,,,27.7,401,
1996,27,82510,0.1,1,0,0,,,0.2,2,
1996,27,83020,0.1,1,0,0,,,0.2,2,
1996,27,83320,0.05,19,0,0,,,0.1,31,
1996,27,99999,0.15,0,0,0,,,0.2,0,
1996,28,10210,3.4,107,4.7,146,,,13.6,426,
1996,28,10211,0.7,12,0.85,19,,,2.6,52,
1996,28,10220,1.3,1,0,0,,,2.2,2,
1996,28,10285,2.1,28,2.6,34,,,7.9,104,
1996,28,20040,0.15,7,0.05,1,,,0.3,13,
1996,28,21314,0.05,1,0.2,4,,,0.4,8,
1996,28,21371,3.95,9,1.3,3,,,8.8,20,
1996,28,21735,5.7,112,6.7,144,,,20.9,431,
1996,28,21740,0.02,1,0,0,,,0,2,
1996,28,23055,0.15,2,0.26,4,,,0.7,10,
1996,28,23809,0,0,0.05,1,,,0.1,2,
1996,28,24189,0.25,1,0.15,1,,,0.7,3,
1996,28,40500,5.2,16,4.7,16,,,16.7,54,
1996,28,41201,0,0,0.05,1,,,0.1,2,
1996,28,66045,0,0,0.001,1,,,0,2,
1996,28,66548,0.07,8,0.15,16,,,0.4,40,
1996,28,66611,0.05,3,0.01,1,,,0.1,7,
1996,28,68781,0.7,5,1.1,8,,,3,22,
1996,28,69061,0.05,1,0.05,1,,,0.2,3,
1996,28,69090,0,0,0.25,1,,,0.4,2,
1996,28,69322,0,0,0,0,,,0.35,1,
1996,28,71010,0.01,1,0,0,,,0,2,
1996,28,80020,1.1,1,0.6,1,,,2.9,3,
1996,28,80200,0.95,4,0.15,0,,,1.9,7,
1996,28,81742,5.6,0,5.3,0,,,18.4,0,
1996,28,82510,0,0,0.01,1,,,0,2,
1996,28,99999,2.5,0,0.1,0,,,4.4,0,
1996,29,10210,1.4,27,1.7,42,,,26,578,
1996,29,10220,0.7,1,1.8,1,,,20.9,17,
1996,29,20061,0,0,0.05,1,,,0.4,8,
1996,29,21314,0.1,1,0,0,,,0.8,8,
1996,29,21371,1.75,1,1.5,1,,,27.2,17,
1996,29,21735,3.75,57,3,53,,,56.5,921,
1996,29,21740,0,0,0,0,,,4.9,2,
1996,29,23055,0.2,5,0.12,4,,,2.7,75,
1996,29,23807,0.1,5,0.07,4,,,1.4,75,
1996,29,24185,0.25,1,0,0,,,2.1,8,
1996,29,40500,0.1,1,0.2,2,,,2.5,25,
1996,29,43020,0.35,1,0,0,,,2.9,8,
1996,29,66045,0,0,0.001,1,,,0,8,
1996,29,66548,0.05,4,0.02,3,,,0.6,59,
1996,29,66611,0,0,0.15,5,,,1.3,42,
1996,29,68580,0,0,0.05,2,,,0.4,17,
1996,29,68781,0.35,3,0,0,,,2.9,25,
1996,29,69061,0.05,3,0,0,,,0.4,25,
1996,29,75284,0.04,1,0.05,1,,,0.8,17,
1996,29,80020,0.6,3,0,0,,,5,25,
1996,29,80200,0.7,2,1.9,6,,,21.8,67,
1996,29,81742,12.5,0,12.1,0,,,206,0,
1996,29,82510,0.04,1,0,0,,,0.3,8,
1996,29,98310,0,0,0.1,3,,,0.8,25,
1996,29,99999,0.05,0,0,0,,,0.4,0,
1996,29,99999,0,0,0,0,,,2.6,0,
1996,29,99999,0,0,0.02,0,,,0.2,0,
1996,30,10210,0.6,6,0.95,3,,,6.6,38,
1996,30,10285,0.15,1,0,0,,,0.6,4,
1996,30,21371,5.7,34,0,0,,,24.3,145,
1996,30,21735,3.8,70,4.15,39,,,34,466,
1996,30,21740,0,0,0,0,,,16.7,6,
1996,30,23055,0.05,1,0,0,,,0.2,4,
1996,30,23807,0.05,1,0.05,1,,,0.4,9,
1996,30,40500,0.03,1,0.45,1,,,2.1,9,
1996,30,43020,0,0,0.5,3,,,2.1,13,
1996,30,50000,0,0,0.05,1,,,0.2,4,
1996,30,66045,0.01,3,0.01,1,,,0.1,17,
1996,30,66548,0.005,1,0.01,4,,,0.1,21,
1996,30,66611,0.05,2,0.01,2,,,0.3,17,
1996,30,69322,0,0,0,0,,,1.05,3,
1996,30,80020,0,0,1.2,2,,,5.1,9,
1996,30,80200,0.7,3,0.3,2,,,4.3,21,
1996,30,81742,13.5,0,12.3,0,,,110.2,0,
1996,30,83320,0.001,1,0.001,2,,,0,13,
1996,30,98310,0,0,1.5,1,,,6.4,4,
1996,30,99999,0.05,0,0,0,,,0.2,0,
1996,31,10120,0,0,0,0,,,6.6,1,
1996,31,10210,0.7,13,0.5,16,,,8.6,207,
1996,31,10285,0.35,3,0.3,2,,,4.6,36,
1996,31,20040,0.03,1,0,0,,,0.2,7,
1996,31,20322,0,0,0,0,,,4.1,2,
1996,31,21314,0.07,2,0,0,,,0.5,14,
1996,31,21370,0,0,0.01,1,,,0.1,7,
1996,31,21371,2.15,1,8,4,,,72.5,36,
1996,31,21735,3.7,51,4.5,71,,,58.6,872,
1996,31,21740,0,0,0,0,,,3.7,1,
1996,31,22200,0,0,0.02,1,,,0.1,7,
1996,31,23807,0.05,1,0.05,3,,,0.7,29,
1996,31,24189,0,0,0.1,1,,,0.7,7,
1996,31,41201,0,0,0.05,1,,,0.4,7,
1996,31,66045,0.01,3,0.01,2,,,0.1,36,
1996,31,66548,0.05,3,0,0,,,0.4,21,
1996,31,66611,0.15,15,0.05,11,,,1.4,186,
1996,31,68580,0.05,1,0,0,,,0.4,7,
1996,31,69061,0.1,3,0.05,2,,,1.1,36,
1996,31,69086,0,0,0.1,1,,,0.7,7,
1996,31,69120,0,0,0.2,4,,,1.4,29,
1996,31,69322,0,0,0,0,,,2.8,6,
1996,31,71001,0.05,1,0.01,1,,,0.4,14,
1996,31,71010,0,0,0.01,1,,,0.1,7,
1996,31,71525,0.05,2,0,0,,,0.4,14,
1996,31,71772,0,0,0.1,1,,,0.7,7,
1996,31,75284,0,0,0.1,1,,,0.7,7,
1996,31,80020,0.7,1,0,0,,,5,7,
1996,31,80200,1,6,0.7,2,,,12.1,57,
1996,31,80540,0.05,1,0,0,,,0.4,7,
1996,31,80594,0.1,12,0.15,20,,,1.8,229,
1996,31,81095,0.02,1,0,0,,,0.1,7,
1996,31,81742,9.7,0,8.6,0,,,130.8,0,
1996,31,82510,0.2,3,0.4,6,,,4.3,64,
1996,31,83020,1.3,12,0.7,7,,,14.3,136,
1996,31,98000,0.02,1,0,0,,,0.1,7,
1996,31,98310,1.1,2,0,0,,,7.9,14,
1996,31,99999,0,0,0.02,0,,,0.1,0,
1996,32,10120,0,0,0,0,,,54.9,6,
1996,32,10210,0.1,4,0.4,8,,,3.1,74,
1996,32,10211,0,0,0.03,1,,,0.2,6,
1996,32,10285,0,0,0.2,1,,,1.2,6,
1996,32,20040,0,0,0.05,3,,,0.3,18,
1996,32,21371,2,1,3.9,2,,,36.3,18,
1996,32,21735,5.1,73,5.9,83,,,67.6,959,
1996,32,21740,0,0,0,0,,,8.7,3,
1996,32,21740,0,0,0.05,1,,,0.3,6,
1996,32,23055,0.12,3,0.85,8,,,6,68,
1996,32,23807,0.08,4,0.2,12,,,1.7,98,
1996,32,23809,0.1,1,0,0,,,0.6,6,
1996,32,40500,0.05,1,0,0,,,0.3,6,
1996,32,41201,0.01,2,0,0,,,0.1,12,
1996,32,43020,0.5,2,0,0,,,3.1,12,
1996,32,66045,0.001,1,0.01,5,,,0.1,37,
1996,32,66611,0.1,16,0.15,42,,,1.5,357,
1996,32,68580,0.05,8,0.05,3,,,0.6,68,
1996,32,69061,0.05,4,0.05,3,,,0.6,43,
1996,32,69120,0,0,0.05,1,,,0.3,6,
1996,32,69322,0,0,0,0,,,0.9,3,
1996,32,71001,0,0,0.05,1,,,0.3,6,
1996,32,75241,0.05,1,0,0,,,0.3,6,
1996,32,80020,0.85,1,0.6,2,,,8.9,18,
1996,32,80200,0.4,5,0.5,6,,,5.5,68,
1996,32,80594,0.02,1,0.02,2,,,0.2,18,
1996,32,81742,14.8,0,13.5,0,,,174,0,
1996,32,82510,0.02,1,0,0,,,0.1,6,
1996,32,83020,0.25,2,0.5,1,,,4.6,18,
1996,32,83320,2.1,0,1.7,0,,,23.4,0,
1996,32,98000,0.2,0,0,0,,,1.2,0,
1996,32,99999,0.15,0,0,0,,,0.9,0,
1996,33,10120,0,0,0,0,,,21.6,3,
1996,33,10210,0.45,11,0.3,10,,,5.3,148,
1996,33,10220,1.2,1,2.6,1,,,26.8,14,
1996,33,10285,0.85,7,1.2,6,,,14.5,92,
1996,33,20040,0.03,1,0,0,,,0.2,7,
1996,33,21314,0.03,1,0.03,1,,,0.4,14,
1996,33,21371,0,0,2.1,1,,,14.8,7,
1996,33,21735,5.3,68,6.1,70,,,80.4,974,
1996,33,21740,0.05,5,0,0,,,0.4,35,
1996,33,22200,0,0,0.02,1,,,0.1,7,
1996,33,23055,0.15,2,0.1,1,,,1.8,21,
1996,33,23807,0.1,5,0.02,1,,,0.8,42,
1996,33,24189,0.5,1,0,0,,,3.5,7,
1996,33,66045,0.01,3,0.01,2,,,0.1,35,
1996,33,66548,0.01,1,0,0,,,0.1,7,
1996,33,66611,0.2,25,0.07,15,,,1.9,282,
1996,33,68577,0.1,1,0.07,1,,,1.2,14,
1996,33,69010,0.02,1,0,0,,,0.1,7,
1996,33,69061,0.05,4,0.05,2,,,0.7,42,
1996,33,69322,0,0,0,0,,,4.2,7,
1996,33,71010,0,0,0.01,1,,,0.1,7,
1996,33,80020,0.9,1,1.45,3,,,16.6,28,
1996,33,80200,0.7,6,0.6,4,,,9.2,71,
1996,33,80594,0.23,26,0.05,7,,,2,233,
1996,33,81742,12.1,0,11.3,0,,,165.1,0,
1996,33,83020,1.5,8,0.2,4,,,12,85,
1996,33,98310,0.3,1,0,0,,,2.1,7,
1996,34,10130,0.04,2,0,0,,,0.4,19,
1996,34,10210,0.2,6,0.14,8,,,3.2,132,
1996,34,10285,0.1,1,0.35,2,,,4.2,28,
1996,34,21314,0.07,2,0.1,3,,,1.6,47,
1996,34,21370,0,0,0.01,1,,,0.1,9,
1996,34,21371,1.35,1,2.15,1,,,32.9,19,
1996,34,21735,5.1,56,3.2,38,,,78,884,
1996,34,21740,0,0,0,0,,,2.7,1,
1996,34,21740,0.05,1,0,0,,,0.5,9,
1996,34,22200,0.02,1,0,0,,,0.2,9,
1996,34,23055,0,0,0.1,2,,,0.9,19,
1996,34,23807,0.1,6,0.05,3,,,1.4,85,
1996,34,24185,0.15,1,0,0,,,1.4,9,
1996,34,41201,0.02,1,0.05,1,,,0.7,19,
1996,34,65201,0.05,12,0,0,,,0.5,113,
1996,34,66045,0.01,2,0.03,5,,,0.4,66,
1996,34,66203,0,0,0.01,1,,,0.1,9,
1996,34,66548,0.01,2,0,0,,,0.1,19,
1996,34,66611,0.1,16,0.2,36,,,2.8,489,
1996,34,68577,0.05,2,0.01,1,,,0.6,28,
1996,34,68580,0.01,2,0.05,1,,,0.6,28,
1996,34,69010,0.03,1,0,0,,,0.3,9,
1996,34,69061,0.1,3,0,0,,,0.9,28,
1996,34,69120,0,0,0.05,1,,,0.5,9,
1996,34,69322,0,0,0,0,,,5.3,5,
1996,34,71001,0.1,37,0.15,0,,,2.4,348,
1996,34,71010,0.05,18,0.05,19,,,0.9,348,
1996,34,71884,0,0,0.1,1,,,0.9,9,
1996,34,72740,0.05,1,0,0,,,0.5,9,
1996,34,74980,0.01,3,0,0,,,0.1,28,
1996,34,75111,0,0,0.1,1,,,0.9,9,
1996,34,80020,0,0,0.25,1,,,2.4,9,
1996,34,80200,0.7,5,0.75,5,,,13.6,94,
1996,34,80594,0.3,27,0.28,23,,,5.5,470,
1996,34,81742,13.7,0,11.1,0,,,233.1,0,
1996,34,83020,0.55,6,1.75,8,,,21.6,132,
1996,34,98000,0.04,1,0.05,1,,,0.8,19,
1996,34,98310,0.11,2,0,0,,,1,19,
1996,35,10120,0,0,0,0,,,46.2,4,
1996,35,10130,0,0,0.05,3,,,0.6,38,
1996,35,10210,0.15,7,0.25,4,,,5,138,
1996,35,10285,0,0,0.15,1,,,1.9,13,
1996,35,21110,1.4,14,0.95,11,,,29.5,313,
1996,35,21314,0.06,1,0.05,1,,,1.4,25,
1996,35,21735,0.5,6,0.5,5,,,12.5,138,
1996,35,21740,0,0,0,0,,,2.2,1,
1996,35,21740,0,0,0.05,3,,,0.6,38,
1996,35,23807,0.15,9,0.15,10,,,3.8,238,
1996,35,41201,0.02,2,0,0,,,0.3,25,
1996,35,43020,0.08,2,0.05,1,,,1.6,38,
1996,35,43040,0.01,1,0.05,2,,,0.8,38,
1996,35,56310,0.01,0,0,0,,,0.1,0,
1996,35,65201,0.02,0,0.1,0,,,1.5,0,
1996,35,66045,0.01,5,0.01,5,,,0.3,125,
1996,35,66611,0.2,47,0.35,105,,,6.9,1905,
1996,35,68577,0,0,0.15,1,,,1.9,13,
1996,35,68580,0.07,40,0.15,57,,,2.8,1216,
1996,35,69061,0,0,0.15,3,,,1.9,38,
1996,35,69086,0.67,5,0.5,7,,,14.7,150,
1996,35,69120,0.85,9,0.55,10,,,17.5,238,
1996,35,71001,0.05,11,0.06,17,,,1.4,351,
1996,35,71010,0.01,3,0.01,3,,,0.3,75,
1996,35,80020,0.35,1,0,0,,,4.4,13,
1996,35,80200,0.45,2,0.68,3,,,14.2,63,
1996,35,80594,0.2,12,0.1,14,,,3.8,326,
1996,35,81742,13.8,0,12.5,0,,,329.6,0,
1996,35,82510,0.15,2,0.15,1,,,3.8,38,
1996,35,82740,0.4,17,0.15,12,,,6.9,363,
1996,35,83020,2.05,17,0.45,14,,,31.3,389,
1996,35,83320,0.15,0,0.25,0,,,5,0,
1996,35,98000,0.05,3,0.2,7,,,3.1,125,
1996,35,98310,0.06,1,2,20,,,25.8,263,
1996,35,99999,0.85,0,0.4,0,,,15.7,0,
1996,36,10120,0,0,0,0,,,47,4,
1996,36,10130,0,0,0.15,9,,,0.9,54,
1996,36,10210,0.2,9,0.6,4,,,4.8,77,
1996,36,20040,0.05,3,0.05,2,,,0.6,30,
1996,36,21110,0.75,8,0.55,5,,,7.7,77,
1996,36,21314,0.2,11,0.25,9,,,2.7,119,
1996,36,21355,0,0,0.03,1,,,0.2,6,
1996,36,21370,0.02,2,0.25,2,,,1.6,24,
1996,36,21371,1.8,1,2.3,1,,,24.4,12,
1996,36,21387,0.05,1,0,0,,,0.3,6,
1996,36,21405,0.01,1,0,0,,,0.1,6,
1996,36,21735,2.9,27,1.5,16,,,26.2,256,
1996,36,21740,0,0,0,0,,,6.1,2,
1996,36,23055,0.05,1,0,0,,,0.3,6,
1996,36,23807,0.01,1,0.1,2,,,0.7,18,
1996,36,24185,0,0,0.25,2,,,1.5,12,
1996,36,40500,0.01,1,0,0,,,0.1,6,
1996,36,41201,0,0,0.01,1,,,0.1,6,
1996,36,43040,0,0,0.05,1,,,0.3,6,
1996,36,65201,0.03,40,0,0,,,0.2,238,
1996,36,66045,0,0,0.005,2,,,0,12,
1996,36,66203,0.01,1,0.01,2,,,0.1,18,
1996,36,66611,0.55,110,0.35,57,,,5.4,994,
1996,36,68577,0.1,2,0.2,7,,,1.8,54,
1996,36,68580,0.2,20,0.25,23,,,2.7,256,
1996,36,69061,0.3,24,0.15,6,,,2.7,179,
1996,36,69120,0.65,19,1.1,25,,,10.4,262,
1996,36,69322,0,0,0,0,,,8.2,8,
1996,36,71001,0.05,17,0.05,7,,,0.6,143,
1996,36,71010,0.05,8,0.01,1,,,0.4,54,
1996,36,74311,0,0,0.005,1,,,0,6,
1996,36,80000,0,0,0.01,1,,,0.1,6,
1996,36,80020,2.25,5,1.3,3,,,21.1,48,
1996,36,80200,1.2,6,0.85,5,,,12.2,66,
1996,36,80540,0,0,0.01,2,,,0.1,12,
1996,36,80590,0.65,4,0.45,4,,,6.6,48,
1996,36,80594,0.45,35,0.65,36,,,6.6,423,
1996,36,81742,6.3,40,6.8,44,,,78,500,
1996,36,82510,0.75,9,0.45,5,,,7.1,83,
1996,36,83020,1.6,14,0.55,5,,,12.8,113,
1996,36,83320,0.55,0,0.35,0,,,5.4,0,
1996,36,98000,0.3,0,0.55,0,,,5.1,0,
1996,36,98310,1.5,9,1.5,8,,,17.9,101,
1996,36,99999,0.4,0,0.5,0,,,5.4,0,
1996,37,10120,0,0,0,0,,,72,2,
1996,37,10130,0.08,8,0.05,5,,,0.9,89,
1996,37,10285,0.9,3,0,0,,,6.2,21,
1996,37,21314,0.01,1,0,0,,,0.1,7,
1996,37,21735,3.6,35,3,28,,,45.4,433,
1996,37,23807,0,0,0.2,1,,,1.4,7,
1996,37,24185,0.08,1,0,0,,,0.6,7,
1996,37,40500,0.02,1,0,0,,,0.1,7,
1996,37,41201,0,0,0.15,2,,,1,14,
1996,37,65201,0.05,40,0,0,,,0.3,275,
1996,37,66045,0.03,5,0.03,1,,,0.4,41,
1996,37,66050,0.05,2,0.01,1,,,0.4,21,
1996,37,66611,0.35,53,0.18,48,,,3.6,695,
1996,37,68577,0,0,0.1,1,,,0.7,7,
1996,37,68580,0.05,12,0.05,4,,,0.7,110,
1996,37,69061,0.12,4,0,0,,,0.8,28,
1996,37,69322,0,0,0,0,,,5,6,
1996,37,71001,0.06,6,0.05,8,,,0.8,96,
1996,37,80020,1.5,3,3.6,6,,,35.1,62,
