# 1996 Trawl survey species data,,,,,,,,,,,
# Subsamples were weights and numbers were already converted to whole weight and numbers,,,,,,,,,,,
# Original Subsample data could not be located,,,,,,,,,,,
#,,,,,,,,,,,
#,,,,,,,,,,,
#,,,,,,,,,,,
Year,Haul,Spcode,Wt.Sample1,No.Sample2,Wt.Sample2,No.Sample2,Sample_kg,Sample_n,Whole_kg,Whole_n,Comments
1996,37,80200,2.95,14,3.1,16,,,41.6,206,
1996,37,80590,0.15,1,0,0,,,1,7,
1996,37,80594,0.3,15,0.4,19,,,4.8,234,
1996,37,81095,0.02,1,0.07,2,,,0.6,21,
1996,37,81742,9.1,0,11.8,0,,,143.8,0,
1996,37,82510,0,0,0.05,1,,,0.3,7,
1996,37,83020,0.25,2,1.05,8,,,8.9,69,
1996,37,83320,0.15,0,0.07,0,,,1.5,0,
1996,37,99999,0.1,0,0.31,0,,,2.8,0,
1996,38,10120,0,0,0,0,,,41.4,4,
1996,38,10130,0.1,10,0.05,7,,,1.5,170,
1996,38,10220,3.7,2,4.5,5,,,81.9,70,
1996,38,10285,0.55,3,0,0,,,5.5,30,
1996,38,21387,0.02,1,0,0,,,0.2,10,
1996,38,21735,5.7,60,6.2,67,,,118.9,1268,
1996,38,21740,0,0,0,0,,,5.4,2,
1996,38,21740,0.05,1,0.03,1,,,0.8,20,
1996,38,23055,0.05,1,0.08,2,,,1.3,30,
1996,38,23807,0.1,3,0.05,1,,,1.5,40,
1996,38,66045,0.03,2,0.05,4,,,0.8,60,
1996,38,66611,0.2,31,0.06,33,,,2.6,639,
1996,38,68580,0.03,3,0.05,5,,,0.8,80,
1996,38,69061,0.01,1,0.05,1,,,0.6,20,
1996,38,69322,0,0,0,0,,,0.7,3,
1996,38,71001,0.01,1,0.01,1,,,0.2,20,
1996,38,80020,1.35,3,2.3,6,,,36.5,90,
1996,38,80200,1.1,19,0.65,12,,,17.5,310,
1996,38,80594,0.15,11,0.05,6,,,2,170,
1996,38,81742,10.4,0,7,0,,,173.8,0,
1996,38,82510,0,0,0.06,2,,,0.6,20,
1996,38,83020,0.5,6,2.8,2,,,33,80,
1996,38,83320,0.03,4,0.05,3,,,0.8,70,
1996,38,99999,0.01,0,0,0,,,0.1,0,
1996,38,99999,0,0,0,0,,,24.8,0,
1996,39,10120,0,0,0,0,,,48.8,4,
1996,39,10130,0.02,1,0.04,7,,,0.3,37,
1996,39,10210,0.18,2,0.3,2,,,2.2,18,
1996,39,10220,0,0,1.45,2,,,6.6,9,
1996,39,21377,0,0,0.32,1,,,1.5,5,
1996,39,21735,10.1,119,12.8,141,,,104.5,1186,
1996,39,21740,0.01,1,0,0,,,0,5,
1996,39,21740,0,0,0,0,,,2.3,1,
1996,39,23055,0.1,2,0.01,3,,,0.5,23,
1996,39,23807,0.02,1,0,0,,,0.1,5,
1996,39,24185,0.4,2,0.35,2,,,3.4,18,
1996,39,41201,0.02,1,0,0,,,0.1,5,
1996,39,43040,0,0,0.05,1,,,0.2,5,
1996,39,66045,0.01,2,0,0,,,0,9,
1996,39,66611,0.1,22,0.1,14,,,0.9,164,
1996,39,68580,0.15,7,0.1,6,,,1.1,59,
1996,39,69061,0.04,3,0.04,2,,,0.4,23,
1996,39,69090,0,0,0.1,1,,,0.5,5,
1996,39,69120,0.05,1,0,0,,,0.2,5,
1996,39,69322,0,0,0,0,,,1.5,5,
1996,39,75241,0.05,2,0,0,,,0.2,9,
1996,39,80020,0.75,2,0,0,,,3.4,9,
1996,39,80200,2.7,19,2.2,10,,,22.4,132,
1996,39,80590,0.1,1,0,0,,,0.5,5,
1996,39,80594,0.03,2,0.01,1,,,0.2,14,
1996,39,81742,20.6,0,5.5,45,,,119.1,205,
1996,39,83020,0.9,14,0.6,0,,,6.8,64,
1996,39,98000,0.05,1,0.05,1,,,0.5,9,
1996,39,98310,0.9,1,0,0,,,4.1,5,
1996,39,99999,1.2,0,0.05,0,,,5.7,0,
1996,41,10130,0.05,5,0.05,5,,,1.1,115,
1996,41,10220,2.8,1,0,0,,,32.1,11,
1996,41,21314,0.5,9,0.05,2,,,6.3,126,
1996,41,21370,0.3,2,0,0,,,3.4,23,
1996,41,21735,0.15,1,0.35,1,,,5.7,23,
1996,41,21740,0,0,0,0,,,7.4,3,
1996,41,22200,0.05,1,0,0,,,0.6,11,
1996,41,23041,0.05,3,0.02,1,,,0.8,46,
1996,41,23807,0.4,7,0.5,9,,,10.3,184,
1996,41,24189,0.1,1,0,0,,,1.1,11,
1996,41,43040,0.6,13,0.2,4,,,9.2,195,
1996,41,50000,0.005,3,0.005,5,,,0.1,92,
1996,41,65201,2.2,0,1.4,0,,,41.3,0,
1996,41,66045,0,0,0.001,2,,,0,23,
1996,41,66611,0.25,48,0.3,47,,,6.3,1090,
1996,41,68577,0.2,2,0.08,3,,,3.2,57,
1996,41,68580,0.15,16,0.05,12,,,2.3,321,
1996,41,69061,0.1,4,0.2,6,,,3.4,115,
1996,41,69086,1.2,23,0.9,24,,,24.1,539,
1996,41,69120,1.9,31,0.7,20,,,29.8,585,
1996,41,71882,0.9,6,0.4,2,,,14.9,92,
1996,41,71884,3,24,2.7,17,,,65.4,470,
1996,41,80000,0.35,3,0,0,,,4,34,
1996,41,80200,0.85,2,0,0,,,9.8,23,
1996,41,80590,2.2,22,1.7,18,,,44.7,459,
1996,41,80594,0.45,18,0.07,3,,,6,241,
1996,41,81742,0.3,4,0.2,3,,,5.7,80,
1996,41,82510,1.15,12,1,12,,,24.7,275,
1996,41,82730,0.05,13,0.05,18,,,1.1,356,
1996,41,83020,1.3,4,2.1,10,,,39,161,
1996,41,83320,0.1,0,0.1,0,,,2.3,0,
1996,41,98000,0.21,3,0,0,,,2.4,34,
1996,41,98082,2.1,36,2.25,39,,,49.9,860,
1996,41,98310,2.5,7,1.5,3,,,45.9,115,
1996,41,99999,4.5,0,5.3,0,,,112.4,0,
1996,42,10130,0.1,5,0.02,2,,,1,60,
1996,42,21314,0,0,0.15,3,,,1.3,26,
1996,42,21370,0,0,0.15,2,,,1.3,17,
1996,42,21735,0.2,2,0.45,3,,,5.6,43,
1996,42,21740,0,0,0,0,,,2.1,3,
1996,42,23041,0,0,0.02,1,,,0.2,9,
1996,42,23807,0.1,3,0.02,1,,,1,35,
1996,42,40500,0.3,2,0,0,,,2.6,17,
1996,42,41201,0,0,0.04,0,,,0.3,0,
1996,42,43040,0.15,5,0.2,2,,,3,60,
1996,42,50000,0.001,1,0,0,,,0,9,
1996,42,56310,0.01,8,0.01,2,,,0.2,86,
1996,42,65201,1,0,1,0,,,17.3,0,
1996,42,65205,0.05,3,0,0,,,0.4,26,
1996,42,66611,0.1,10,0.1,4,,,1.7,121,
1996,42,68580,0.1,7,0.1,7,,,1.7,121,
1996,42,69061,0.05,1,0.05,1,,,0.9,17,
1996,42,69086,1.7,23,1.3,15,,,25.9,328,
1996,42,69120,2.2,40,1.7,16,,,33.7,484,
1996,42,69322,0,0,0,0,,,7.1,3,
1996,42,71884,0,0,0.2,2,,,1.7,17,
1996,42,74561,0.1,2,0,0,,,0.9,17,
1996,42,80200,0.5,2,1.35,6,,,16,69,
1996,42,80540,0.01,1,0,0,,,0.1,9,
1996,42,80590,0.7,11,2.4,17,,,26.8,242,
1996,42,80594,0.3,14,0.6,19,,,7.8,285,
1996,42,81095,0.07,1,0,0,,,0.6,9,
1996,42,81742,3.3,12,3.5,16,,,58.8,242,
1996,42,82510,0.55,7,0.3,3,,,7.3,86,
1996,42,83020,1.2,12,1.5,8,,,23.3,173,
1996,42,83320,0.1,0,0.1,0,,,1.7,0,
1996,42,95000,0,0,0.15,0,,,1.3,0,
1996,42,98000,0,0,0.2,2,,,1.7,17,
1996,42,98082,5.5,85,3.5,70,,,77.8,1339,
1996,42,98310,0.6,5,0.8,4,,,12.1,78,
1996,42,99999,5,0,2.6,0,,,65.7,0,
1996,43,10120,0,0,0,0,,,15.6,2,
1996,43,20000,0,0,0.01,1,,,0.2,17,
1996,43,20040,0.1,1,0,0,,,1.7,17,
1996,43,21405,0,0,0.01,1,,,0.2,17,
1996,43,21720,0,0,0,0,,,2.7,1,
1996,43,21735,0.25,2,0.6,5,,,14.6,120,
1996,43,22200,0,0,0.05,1,,,0.9,17,
1996,43,40500,0.45,1,0,0,,,7.7,17,
1996,43,41201,0.01,0,0.05,4,,,1,69,
1996,43,41500,0,0,0.01,1,,,0.2,17,
1996,43,43040,0.1,8,0.01,2,,,1.9,171,
1996,43,56310,0.005,5,0.005,1,,,0.2,103,
1996,43,60100,0.001,1,0,0,,,0,17,
1996,43,65201,0.8,0,0.4,0,,,20.6,0,
1996,43,65205,0.04,2,0.03,2,,,1.2,69,
1996,43,66611,0.02,2,0.05,5,,,1.2,120,
1996,43,68577,0.2,2,0,0,,,3.4,34,
1996,43,68580,0.1,2,0.02,1,,,2.1,51,
1996,43,69061,0.2,5,0,0,,,3.4,86,
1996,43,69086,4,58,2.5,45,,,111.4,1766,
1996,43,69120,0.75,13,1.4,21,,,36.9,583,
1996,43,71001,0.15,0,0.3,5,,,7.7,86,
1996,43,71882,0.4,4,0,0,,,6.9,69,
1996,43,71884,5.4,42,5.1,42,,,180,1440,
1996,43,74561,0.05,1,0,0,,,0.9,17,
1996,43,75111,0.15,1,0,0,,,2.6,17,
1996,43,80200,2.1,4,1.4,3,,,60,120,
1996,43,80540,0,0,0.02,1,,,0.3,17,
1996,43,80590,0.35,2,0.7,5,,,18,120,
1996,43,80594,0.4,22,0.25,17,,,11.1,669,
1996,43,81095,0,0,0.06,1,,,1,17,
1996,43,81742,2.9,13,3.7,18,,,113.2,532,
1996,43,82510,0.4,4,0.35,3,,,12.9,120,
1996,43,83020,0.15,2,0.5,5,,,11.1,120,
1996,43,83320,0.1,0,0.08,0,,,3.1,0,
1996,43,95000,0.002,0,0,0,,,0,0,
1996,43,98082,2.5,59,3.4,88,,,101.2,2520,
1996,43,98310,0,0,0.1,2,,,1.7,34,
1996,43,99999,3.9,0,2.4,0,,,108,0,
1996,44,10120,0,0,0,0,,,19.6,3,
1996,44,10210,0.03,1,0.05,1,,,1.8,44,
1996,44,21397,0,0,0,0,,,0.5,1,
1996,44,21405,0.01,1,0,0,,,0.2,22,
1996,44,21735,1.7,19,0.25,3,,,43.2,487,
1996,44,21740,0,0,0.03,1,,,0.7,22,
1996,44,40500,0.15,1,0.2,1,,,7.7,44,
1996,44,41201,0.02,2,0,0,,,0.4,44,
1996,44,56310,0.001,1,0,0,,,0,22,
1996,44,65205,0,0,0.05,2,,,1.1,44,
1996,44,66045,0.01,1,0,0,,,0.2,22,
1996,44,66611,0.05,12,0.05,7,,,2.2,421,
1996,44,68580,0.01,2,0,0,,,0.2,44,
1996,44,69061,0,0,0.05,1,,,1.1,22,
1996,44,69086,0.4,6,0.3,7,,,15.5,288,
1996,44,69120,0.05,1,0,0,,,1.1,22,
1996,44,71001,0.15,0,0.05,0,,,4.4,0,
1996,44,71010,0,0,0.03,1,,,0.7,22,
1996,44,71753,0.1,1,0,0,,,2.2,22,
1996,44,71884,0.5,4,0.6,5,,,24.4,199,
1996,44,80200,0.5,1,1.8,3,,,50.9,89,
1996,44,80590,0,0,0.13,1,,,2.9,22,
1996,44,80594,0.5,21,0.6,27,,,24.4,1063,
1996,44,81742,14.2,0,11.8,0,,,575.6,0,
1996,44,82510,0,0,0.35,3,,,7.7,66,
1996,44,83020,0.3,2,0.22,2,,,11.5,89,
1996,44,83320,0.05,6,0.07,10,,,2.7,354,
1996,44,98000,0.1,9,0.03,3,,,2.9,266,
1996,44,98082,1.9,26,0.9,33,,,62,1306,
1996,44,99999,0,0,0.35,0,,,7.7,0,
1996,44,99999,0,0,0,0,,,4.4,0,
1996,45,10120,0,0,0,0,,,61.9,7,
1996,45,10130,0.05,2,0,0,,,0.6,25,
1996,45,10210,0.05,2,0.3,7,,,4.4,114,
1996,45,10220,1.55,1,0,0,,,19.6,13,
1996,45,10260,0,0,0.7,1,,,8.9,13,
1996,45,20000,0,0,0.001,1,,,0,13,
1996,45,21314,0.04,1,0.02,1,,,0.8,25,
1996,45,21370,0,0,0.05,1,,,0.6,13,
1996,45,21371,0,0,1.6,1,,,20.2,13,
1996,45,21735,0.5,4,0.8,8,,,16.4,152,
1996,45,21740,0,0,0,0,,,6.8,3,
1996,45,21740,0,0,0.05,1,,,0.6,13,
1996,45,23807,0.05,2,0.07,3,,,1.5,63,
1996,45,24185,0,0,0.15,1,,,1.9,13,
1996,45,43040,0.01,1,0.03,1,,,0.5,25,
1996,45,50000,0.005,1,0,0,,,0.1,13,
1996,45,56310,0,0,0.005,1,,,0.1,13,
1996,45,66045,0.001,1,0.005,2,,,0.1,38,
1996,45,66203,0,0,0.01,1,,,0.1,13,
1996,45,66611,0.12,36,0.2,49,,,4,1075,
1996,45,68577,0.005,1,0.1,3,,,1.3,51,
1996,45,68580,0,0,0.2,10,,,2.5,126,
1996,45,69061,0.04,2,0.05,4,,,1.1,76,
1996,45,69086,0.05,2,0.5,6,,,7,101,
1996,45,69322,0,0,0,0,,,18.5,13,
1996,45,71001,0.01,0,0,0,,,0.1,0,
1996,45,80200,0.35,2,0.2,2,,,7,51,
1996,45,80590,0.1,1,0.2,1,,,3.8,25,
1996,45,80594,0.55,33,0.85,43,,,17.7,961,
1996,45,81742,13.9,0,14.5,90,,,359.1,1138,
1996,45,82510,0.3,4,0.4,5,,,8.9,114,
1996,45,83020,0.1,1,0.3,5,,,5.1,76,
1996,45,83320,0.1,0,0.15,0,,,3.2,0,
1996,45,85000,0,0,0.01,1,,,0.1,13,
1996,45,95000,0.005,0,0,0,,,0.1,0,
1996,45,98000,0.05,3,0.2,13,,,3.2,202,
1996,45,98082,0.9,29,2.2,66,,,39.2,1201,
1996,45,98105,0,0,0.1,1,,,1.3,13,
1996,45,98310,0.6,6,0,0,,,7.6,76,
1996,45,99999,0,0,0.1,0,,,1.3,0,
1996,46,10120,0,0,0,0,,,2.2,3,
1996,46,10210,0.6,8,0.25,7,,,9.1,161,
1996,46,10211,0.01,1,0,0,,,0.1,11,
1996,46,10220,2.3,2,0,0,,,24.7,21,
1996,46,10285,0.35,5,0.3,3,,,7,86,
1996,46,21314,0.05,1,0,0,,,0.5,11,
1996,46,21735,4,40,3.4,34,,,79.4,794,
1996,46,21740,0.05,5,0.1,2,,,1.6,75,
1996,46,21740,0,0,0,0,,,4,2,
1996,46,23807,0.1,5,0.05,4,,,1.6,97,
1996,46,41201,0.05,4,0.05,3,,,1.1,75,
1996,46,43040,0,0,0.03,2,,,0.3,21,
1996,46,56310,0.001,3,0.001,1,,,0,43,
1996,46,66611,0.2,30,0.05,20,,,2.7,537,
1996,46,68580,0.03,5,0.03,3,,,0.6,86,
1996,46,69061,0.01,1,0.05,4,,,0.6,54,
1996,46,69086,0.4,5,0.3,5,,,7.5,107,
1996,46,69090,0,0,0.15,1,,,1.6,11,
1996,46,69120,0.3,7,0.2,6,,,5.4,139,
1996,46,69322,0,0,0,0,,,1.2,1,
1996,46,71001,0.1,0,0.1,0,,,2.1,0,
1996,46,71882,0,0,0.1,1,,,1.1,11,
1996,46,71884,2.4,20,1.2,11,,,38.6,333,
1996,46,74561,0.05,3,0.05,2,,,1.1,54,
1996,46,80200,0,0,0.6,2,,,6.4,21,
1996,46,80594,0.005,1,0.03,1,,,0.4,21,
1996,46,81742,11,61,13.6,0,,,264,655,
1996,46,82510,0.1,3,0.1,3,,,2.1,64,
1996,46,83020,0.35,3,0.05,1,,,4.3,43,
1996,46,95000,0,0,0.02,1,,,0.2,11,
1996,46,98000,0.1,1,0,0,,,1.1,11,
1996,46,98082,0,0,0.2,5,,,2.1,54,
1996,46,99999,2.5,0,0.4,0,,,31.1,0,
1996,47,10120,0,0,0,0,,,6.4,1,
1996,47,10210,0.2,4,0.18,4,,,2.5,54,
1996,47,10220,0,0,1.9,1,,,12.7,7,
1996,47,10285,0,0,0.25,2,,,1.7,13,
1996,47,21370,0,0,0.05,2,,,0.3,13,
1996,47,21371,4.8,3,3.35,2,,,54.5,33,
1996,47,21735,5.4,73,6.7,88,,,80.9,1077,
1996,47,21740,0,0,0.5,1,,,3.3,7,
1996,47,21740,0,0,0,0,,,13.8,5,
1996,47,23055,0,0,0.3,3,,,2,20,
1996,47,40500,0.1,1,0,0,,,0.7,7,
1996,47,41201,0.05,0,0.03,0,,,0.5,0,
1996,47,43020,0.35,4,0.45,3,,,5.4,47,
1996,47,43040,0.03,1,0.03,1,,,0.4,13,
1996,47,56310,0,0,0.005,1,,,0,7,
1996,47,65201,0.02,20,0,0,,,0.1,134,
1996,47,66045,0.005,1,0,0,,,0,7,
1996,47,66611,0.005,1,0.05,9,,,0.4,67,
1996,47,68580,0,0,0.02,1,,,0.1,7,
1996,47,69061,0.02,1,0.05,4,,,0.5,33,
1996,47,69086,0.1,1,0,0,,,0.7,7,
1996,47,69090,0.15,2,0.15,1,,,2,20,
1996,47,69120,0.65,11,0.3,3,,,6.4,94,
1996,47,69322,0,0,0,0,,,0.5,1,
1996,47,71001,0.05,0,0.01,3,,,0.4,20,
1996,47,71010,0,0,0.01,1,,,0.1,7,
1996,47,71884,1.5,11,0.07,7,,,10.5,120,
1996,47,80020,0.95,2,0,0,,,6.4,13,
1996,47,80200,1.1,3,0.6,3,,,11.4,40,
1996,47,81742,6.4,0,10.1,0,,,110.3,0,
1996,47,82510,0,0,0.09,1,,,0.6,7,
1996,47,83020,0.3,3,0,0,,,2,20,
1996,47,98082,0.02,2,0,0,,,0.1,13,
1996,47,99999,0.15,0,0.2,0,,,2.3,0,
1996,48,10120,0,0,0,0,,,6.4,1,
1996,48,10210,0.7,8,0.25,9,,,2.4,44,
1996,48,10220,2.15,2,0,0,,,5.5,5,
1996,48,10285,0.1,5,0.2,4,,,0.8,23,
1996,48,20040,0,0,0.05,1,,,0.1,3,
1996,48,21371,1.9,3,2.6,4,,,11.6,18,
1996,48,21387,0.1,1,0.2,1,,,0.8,5,
1996,48,21735,2,42,3.1,51,,,13.1,240,
1996,48,21740,0,0,0,0,,,6.3,2,
1996,48,23055,0.1,1,0,0,,,0.3,3,
1996,48,43000,0.08,10,0,0,,,0.2,26,
1996,48,43020,0.9,8,0.4,3,,,3.3,28,
1996,48,62020,0.01,2,0.01,2,,,0.1,10,
1996,48,65201,0.05,50,0.1,100,,,0.4,386,
1996,48,66548,0.04,8,0.1,13,,,0.4,54,
1996,48,66611,0.01,1,0.07,4,,,0.2,13,
1996,48,68580,0.1,1,0.1,1,,,0.5,5,
1996,48,69086,0.4,5,0.9,8,,,3.3,33,
1996,48,69090,0.6,5,0.2,2,,,2.1,18,
1996,48,69120,0.2,4,0,0,,,0.5,10,
1996,48,71884,0.1,1,0,0,,,0.3,3,
1996,48,75111,0.2,1,0,0,,,0.5,3,
1996,48,80200,0.9,3,0.3,1,,,3.1,10,
1996,48,81742,14.8,0,13.4,0,,,72.6,0,
1996,48,82510,0,0,0.05,1,,,0.1,3,
1996,48,83020,0.1,1,0.1,2,,,0.5,8,
1996,48,83320,0.003,1,0,0,,,0,3,
1996,48,99999,0.2,0,0,0,,,0.5,0,
1996,49,10210,0.05,3,0.4,8,,,1.4,33,
1996,49,10211,0.03,1,0,0,,,0.1,3,
1996,49,21371,2.2,2,0.5,1,,,8.2,9,
1996,49,21735,5,111,5,96,,,30.4,630,
1996,49,21740,0.05,1,0,0,,,0.2,3,
1996,49,21740,0,0,0,0,,,4.3,2,
1996,49,23055,0.07,1,0.1,1,,,0.5,6,
1996,49,23807,0.1,3,0.05,1,,,0.5,12,
1996,49,23809,0.2,1,0,0,,,0.6,3,
1996,49,40500,0.1,0,0.5,2,,,1.8,6,
1996,49,43020,0.35,5,1.3,9,,,5,43,
1996,49,66548,0.2,42,0.1,11,,,0.9,161,
1996,49,66611,0.1,6,0.03,1,,,0.4,21,
1996,49,68580,0.05,1,0,0,,,0.2,3,
1996,49,69061,0.2,7,0.9,6,,,3.3,40,
1996,49,69086,0.5,7,0,0,,,1.5,21,
1996,49,69090,0.5,4,0,0,,,1.5,12,
1996,49,69120,0.7,7,0.6,7,,,4,43,
1996,49,71001,0.1,0,0.2,0,,,0.9,0,
1996,49,71882,0.1,1,0.07,1,,,0.5,6,
1996,49,71884,0.9,8,1.6,13,,,7.6,64,
1996,49,75240,0,0,0.04,1,,,0.1,3,
1996,49,80200,1.3,5,1.2,5,,,7.6,30,
1996,49,81742,10,0,10.2,0,,,61.5,0,
1996,49,82510,0,0,0.07,2,,,0.2,6,
1996,49,98082,0.15,7,0,0,,,0.5,21,
1996,49,99999,0,0,0,0,,,5,0,
1996,49,99999,0.3,0,0.1,0,,,1.2,0,
1996,50,10210,0.05,2,0.1,1,,,0.7,14,
1996,50,10220,0.9,1,0,0,,,4.3,5,
1996,50,10285,0.3,1,1.2,6,,,7.1,33,
1996,50,21370,0,0,0.03,1,,,0.1,5,
1996,50,21371,3,4,8.2,5,,,53,43,
1996,50,21735,14.9,292,10.8,197,,,121.6,2313,
1996,50,21740,0,0,0,0,,,4.9,2,
1996,50,21740,0.2,5,0.05,2,,,1.2,33,
1996,50,23055,0.2,5,0.2,3,,,1.9,38,
1996,50,24189,0.15,1,0,0,,,0.7,5,
1996,50,40500,1.3,5,0.25,2,,,7.3,33,
1996,50,43020,0.5,6,0.9,8,,,6.6,66,
1996,50,56310,0,0,0.005,2,,,0,9,
1996,50,66500,0.06,4,0,0,,,0.3,19,
1996,50,66611,0.03,1,0.06,7,,,0.4,38,
1996,50,69086,0,0,0.4,10,,,1.9,47,
1996,50,69090,0,0,0.2,3,,,0.9,14,
1996,50,69120,0.5,7,0,0,,,2.4,33,
1996,50,69322,0,0,0,0,,,0.6,1,
1996,50,71001,0.03,0,0.2,0,,,1.1,0,
1996,50,71884,0.9,5,0.2,1,,,5.2,28,
1996,50,80200,2.4,11,1.5,6,,,18.4,80,
1996,50,80594,0.05,1,0.03,2,,,0.4,14,
1996,50,81742,4.5,0,6.7,0,,,53,0,
1996,50,82510,0.05,2,0,0,,,0.2,9,
1996,50,83020,0.07,1,0.1,1,,,0.8,9,
1996,50,83320,0.01,2,0.001,1,,,0.1,14,
1996,50,99999,1.4,0,0.9,0,,,10.9,0,
1996,51,10210,0.6,9,0.3,7,,,4.4,78,
1996,51,10220,0,0,1.1,1,,,5.3,5,
1996,51,10285,0.75,12,1.6,7,,,11.4,92,
1996,51,20040,0.05,2,0.05,2,,,0.5,19,
1996,51,21314,0.06,6,0.1,6,,,0.8,58,
1996,51,21371,4.72,6,6,4,,,52,48,
1996,51,21735,7.3,101,5.5,86,,,62.1,907,
1996,51,21740,0,0,0,0,,,2.9,2,
1996,51,21740,0.05,2,0.05,1,,,0.5,15,
1996,51,23055,0.1,1,0,0,,,0.5,5,
1996,51,23807,0.09,3,0.05,1,,,0.7,19,
1996,51,23809,0.1,1,0,0,,,0.5,5,
1996,51,40500,0.5,2,0.2,2,,,3.4,19,
1996,51,41201,0.05,1,0.01,0,,,0.3,5,
1996,51,43040,0,0,0.01,1,,,0,5,
1996,51,56310,0,0,0.002,1,,,0,5,
1996,51,66045,0.01,1,0.001,1,,,0.1,10,
1996,51,66611,0.2,33,0.07,13,,,1.3,223,
1996,51,68580,0.05,3,0.05,1,,,0.5,19,
1996,51,69061,0.05,4,0.04,1,,,0.4,24,
1996,51,69120,0.1,1,0.2,6,,,1.5,34,
1996,51,69322,0,0,0,0,,,3.5,6,
1996,51,74561,0,0,0.01,1,,,0,5,
1996,51,80020,0.5,1,0,0,,,2.4,5,
1996,51,80200,2.3,7,2,8,,,20.8,73,
1996,51,80540,0.03,1,0,0,,,0.1,5,
1996,51,80594,0.05,3,0.03,4,,,0.4,34,
1996,51,81095,0.01,1,0,0,,,0,5,
1996,51,81742,7.8,0,6,0,,,66.9,0,
1996,51,82510,0.3,6,0.6,11,,,4.4,82,
1996,51,83020,0.3,2,0.3,3,,,2.9,24,
1996,51,98000,0,0,0,0,,,29,0,
1996,51,98082,0.5,16,0,0,,,2.4,78,
1996,51,98310,0.01,1,0,0,,,0,5,
1996,51,99999,0.85,0,0.4,0,,,6.1,0,
1996,52,10210,0.85,10,0.25,3,,,4.1,48,
1996,52,10220,0,0,5.5,3,,,20.3,11,
1996,52,10285,0.7,4,0.2,2,,,3.3,22,
1996,52,20040,0,0,0.01,1,,,0,4,
1996,52,21371,4.3,4,1.7,1,,,22.1,18,
1996,52,21735,2.6,46,2.9,48,,,20.3,347,
1996,52,21740,0,0,0,0,,,3.4,1,
1996,52,23055,0.2,3,0,0,,,0.7,11,
1996,52,23807,0.05,1,0.05,2,,,0.4,11,
1996,52,24189,0,0,0.05,1,,,0.2,4,
1996,52,40500,0.75,3,0.7,2,,,5.3,18,
1996,52,43000,0.01,2,0,0,,,0,7,
1996,52,43020,0.2,3,0.25,2,,,1.7,18,
1996,52,66045,0.001,1,0.01,3,,,0,15,
1996,52,66548,0,0,0.01,2,,,0,7,
1996,52,66611,0.12,18,0.05,12,,,0.6,111,
1996,52,68580,0,0,0.15,3,,,0.6,11,
1996,52,69061,0.05,1,0.05,3,,,0.4,15,
1996,52,69120,0.03,1,0.25,3,,,1,15,
1996,52,69322,0,0,0,0,,,4.2,4,
1996,52,80020,0,0,0.4,1,,,1.5,4,
1996,52,80200,0.65,4,0.5,2,,,4.2,22,
1996,52,81742,11.4,0,10.8,0,,,81.9,0,
1996,52,83020,0,0,0.2,1,,,0.7,4,
1996,52,98000,0,0,0.2,0,,,0.7,0,
1996,52,98082,0.05,2,0,0,,,0.2,7,
1996,52,99999,0,0,0,0,,,3,0,
1996,53,10210,2.1,22,1.5,12,,,16.4,155,
1996,53,10220,0.7,1,1.2,2,,,8.6,14,
1996,53,10285,0.9,5,0.5,2,,,6.4,32,
1996,53,21371,0.45,1,1.9,2,,,10.7,14,
1996,53,21735,6.1,118,4.9,82,,,50,910,
1996,53,23055,0.15,3,0.1,2,,,1.1,23,
1996,53,23807,0.05,2,0.05,3,,,0.5,23,
1996,53,40500,2.1,7,0.6,4,,,12.3,50,
1996,53,41201,0.01,0,0,0,,,0,0,
1996,53,43020,0.05,1,0.05,1,,,0.5,9,
1996,53,56310,0.01,1,0,0,,,0,5,
1996,53,62020,0.001,0,0.01,0,,,0.1,0,
1996,53,66045,0,0,0.01,1,,,0,5,
1996,53,66548,0.05,6,0,0,,,0.2,27,
1996,53,66611,0.1,14,0.07,15,,,0.8,132,
1996,53,68580,0.12,2,0,0,,,0.5,9,
1996,53,69061,0.05,4,0.03,1,,,0.4,23,
1996,53,69120,0,0,0.05,1,,,0.2,5,
1996,53,69322,0,0,0,0,,,1.4,7,
1996,53,80020,0.7,2,1.3,2,,,9.1,18,
1996,53,80200,1.1,3,4.4,14,,,25,77,
1996,53,80594,0.01,1,0,0,,,0,5,
1996,53,81742,13.2,0,9.7,0,,,104.2,0,
1996,53,83020,0,0,0.01,1,,,0,5,
1996,53,98082,0.05,1,0,0,,,0.2,5,
1996,53,98310,0.5,1,0.4,2,,,4.1,14,
1996,53,99999,0.05,0,0.04,0,,,0.4,0,
1996,53,99999,0,0,0,0,,,2.7,0,
1996,54,10210,0.6,15,0.3,9,,,3,80,
1996,54,10220,0.9,1,0,0,,,3,3,
1996,54,10285,0.1,1,0.15,2,,,0.8,10,
1996,54,20040,0.15,3,0,0,,,0.5,10,
1996,54,21314,0.6,13,0.1,5,,,2.3,60,
1996,54,21371,2.5,4,0.15,2,,,8.9,20,
1996,54,21735,1.2,13,1,12,,,7.4,84,
1996,54,23055,0.15,1,0,0,,,0.5,3,
1996,54,23804,0,0,0.02,1,,,0.1,3,
1996,54,23807,0.05,1,0,0,,,0.2,3,
1996,54,40500,0.01,1,0,0,,,0,3,
1996,54,56310,0.001,1,0,0,,,0,3,
1996,54,66045,0,0,0.01,1,,,0,3,
