Haul #,Station,Date,Species Code,Tare,Weight,Subsample weight (kg),Total # in subsample,100% sample catch (kg),# Caught,catchRecordComment
43,159,8/11,99999,,,0,,,,
43,159,8/11,21375,,,7,7.000,,,
43,159,8/11,23801,,,0,3.000,,,
43,159,8/11,21735,,,5,61.000,,,
43,159,8/11,21300,,,0,1.000,,,
43,159,8/11,41201,,,,,,,
43,159,8/11,10210,,,10,25.000,,,
43,159,8/11,10211,,,0,2.000,,,
43,159,8/11,69061,,,0,2.000,,,
43,159,8/11,65100,,,0,1.000,,,
43,159,8/11,21110,,,0,5.000,,,
43,159,8/11,75284,,,0,3.000,,,
43,159,8/11,23055,,,0,4.000,,,
43,159,8/11,10220,,,0,1.000,,,
43,159,8/11,80020,,,1,3.000,,,
43,159,8/11,81355,,,0,12.000,,,
43,159,8/11,64500,,,0,8.000,,,
43,159,8/11,66045,,,0,3.000,,,
44,158,8/11,69322,,,,,0.4,1,
44,158,8/11,10120,,,,,,,
44,158,8/11,21720,,,,,3.18,1,
44,158,8/11,21740,,,,,12.52,9,
44,158,8/11,85210,,,34,277.000,,,
44,158,8/11,10285,,,0,3.000,,,
44,158,8/11,66580,,,0.018,3.000,,,
44,158,8/11,74000,,,,,,,
44,158,8/11,66548,,,0,14.000,,,
44,158,8/11,99999,,,1,,,,
44,158,8/11,21375,,,3,4.000,,,
44,158,8/11,23801,,,0,3.000,,,
44,158,8/11,21735,,,9,111.000,,,
44,158,8/11,21300,,,,,,,
44,158,8/11,41201,,,,,,,
44,158,8/11,10210,,,2,74.000,,,
44,158,8/11,23055,,,0,18.000,,,
44,158,8/11,10220,,,1,2.000,,,
44,158,8/11,62000,,,0,2.000,,,
44,158,8/11,68781,,,0,1.000,,,
44,158,8/11,75284,,,0,2.000,,,
44,158,8/11,23806,,,0,1.000,,,
44,158,8/11,71710,,,0,1.000,,,
44,158,8/11,64500,,,0,3.000,,,
44,158,8/11,66045,,,0,2.000,,,
45,157,8/12,69322,,,,,,,
45,157,8/12,10120,,,,,3.99,2,
45,157,8/12,21720,,,,,,,
45,157,8/12,21740,,,,,3.53,2,
45,157,8/12,85210,,,19,338.000,,,
45,157,8/12,10285,,,1,12.000,,,
45,157,8/12,66580,,,0,5.000,,,
45,157,8/12,74000,,,1,5.000,,,
45,157,8/12,66548,,,0,37.000,,,
45,157,8/12,99999,,,1,,,,
45,157,8/12,21375,,,4,9.000,,,
45,157,8/12,23801,,,0,1.000,,,
45,157,8/12,21735,,,8,132.000,,,
45,157,8/12,21300,,,,,,,
45,157,8/12,41201,,,,,,,
45,157,8/12,10210,,,7,209.000,,,
45,157,8/12,80020,,,0,1.000,,,
45,157,8/12,10220,,,2,6.000,,,
45,157,8/12,21110,,,0,5.000,,,
45,157,8/12,20061,,,0,1.000,,,
45,157,8/12,21932,,,0,10.000,,,
45,157,8/12,62000,,,0,1.000,,,
45,157,8/12,23055,,,1,24.000,,,
45,157,8/12,68781,,,1,3.000,,,
45,157,8/12,80595,,,0,1.000,,,
45,157,8/12,21313,,,0,1.000,,,
45,157,8/12,83000,,,0,100.000,,,
45,157,8/12,71710,,,0,1.000,,,
46,156,8/12,69322,,,,,0.522,1,
46,156,8/12,10120,,,,,,,
46,156,8/12,21720,,,,,,,
46,156,8/12,21740,,,,,,,
46,156,8/12,85210,,,,,34.62,799,
46,156,8/12,10285,,,,,0.386,4,
46,156,8/12,66580,,,,,,,
46,156,8/12,74000,,,,,1.5,10,
46,156,8/12,66548,,,,,0.318,185,
46,156,8/12,99999,,,,,5.058,,
46,156,8/12,21375,,,,,,,
46,156,8/12,23801,,,,,0.028,2,
46,156,8/12,21735,,,,,1.372,27,
46,156,8/12,21300,,,,,,,
46,156,8/12,41201,,,,,0.02,3,
46,156,8/12,10210,,,,,2.67,57,
46,156,8/12,80020,,,,,6.34,19,
46,156,8/12,66530,,,,,0.538,1,
46,156,8/12,10220,,,,,2.876,5,
46,156,8/12,68781,,,,,3.86,25,
46,156,8/12,69090,,,,,0.542,3,
46,156,8/12,21932,,,,,0.118,3,
46,156,8/12,23055,,,,,0.096,4,
46,156,8/12,21313,,,,,0.014,1,
46,156,8/12,21110,,,,,0.028,1,
46,156,8/12,64500,,,,,0.068,40,
46,156,8/12,62000,,,,,0.424,9,
46,156,8/12,80540,,,,,0.024,2,
46,156,8/12,75284,,,,,0.066,1,
46,156,8/12,83000,,,,,0.01,1,
46,156,8/12,10211,,,,,1.226,21,
46,156,8/12,50000,,,,,0.026,3,
47,130,8/12,69322,,,,,0.524,2,
47,130,8/12,10120,,,,,,,
47,130,8/12,21720,,,,,,,
47,130,8/12,21740,,,,,4.43,2,
47,130,8/12,85210,,,33,368.000,,,
47,130,8/12,10285,,,0,1.000,,,
47,130,8/12,66580,,,0,2.000,,,
47,130,8/12,74000,,,,,,,
47,130,8/12,66548,,,0,36.000,,,
47,130,8/12,99999,,,1,,,,
47,130,8/12,21375,,,5,6.000,,,
47,130,8/12,23801,,,,,,,
47,130,8/12,21735,,,7.65,95,,,
47,130,8/12,21300,,,,,,,
47,130,8/12,41201,,,,,,,
47,130,8/12,10210,,,3,45.000,,,
47,130,8/12,21110,,,0,6.000,,,
47,130,8/12,75284,,,0,2.000,,,
47,130,8/12,69061,,,0,1.000,,,
47,130,8/12,82510,,,0,1.000,,,
47,130,8/12,21932,,,0,1.000,,,
47,130,8/12,68781,,,0,2.000,,,
47,130,8/12,80020,,,0,1.000,,,
47,130,8/12,10220,,,5,12.000,,,
47,130,8/12,66530,,,0,1.000,,,
47,130,8/12,23055,,,2,66.000,,,
47,130,8/12,62000,,,1,16.000,,,
47,130,8/12,10211,,,0,2.000,,,
47,130,8/12,71710,,,0,3.000,,,
47,130,8/12,91000,,,0,1.000,,,
47,130,8/12,64500,,,0,6.000,,,
47,130,8/12,66045,,,0,3.000,,,
47,130,8/12,66170,,,0,1.000,,,
48,131,8/12,69322,,,,,59.12,121,
48,131,8/12,10120,,,,,11.63,1,
48,131,8/12,21720,,,,,12.88,3,
48,131,8/12,21740,,,,,16.2,10,
48,131,8/12,85210,,,42,351.000,,,
48,131,8/12,10285,,,0,4.000,,,
48,131,8/12,66580,,,0,4.000,,,
48,131,8/12,74000,,,1,4.000,,,
48,131,8/12,66548,,,0,33.000,,,
48,131,8/12,99999,,,1,,,,
48,131,8/12,21375,,,4,4.000,,,
48,131,8/12,23801,,,,,,,
48,131,8/12,21735,,,1,20.000,,,
48,131,8/12,21300,,,0,1.000,,,
48,131,8/12,41201,,,,,,,
48,131,8/12,10210,,,3,21.000,,,
48,131,8/12,10220,,,3,2.000,,,
48,131,8/12,23055,,,0,11.000,,,
48,131,8/12,21110,,,0,2.000,,,
48,131,8/12,80020,,,0,1.000,,,
48,131,8/12,80590,,,0,1.000,,,
48,131,8/12,68781,,,0,1.000,,,
48,131,8/12,62000,,,0,2.000,,,
48,131,8/12,21725,,,0,1.000,,,
48,131,8/12,71710,,,0,3.000,,,
48,131,8/12,64500,,,0,11.000,,,
48,131,8/12,66045,,,0,1.000,,,
49,132,8/12,69322,,,,,4.09,5,
49,132,8/12,10120,,,,,,,
49,132,8/12,21720,,,,,61.7,13,
49,132,8/12,21740,,,,,32.63,25,
49,132,8/12,85210,,,32,279.000,,,
49,132,8/12,10285,,,0,4.000,,,
49,132,8/12,66580,,,0,13.000,,,
49,132,8/12,74000,,,2,8.000,,,
49,132,8/12,66548,,,0,6.000,,,
49,132,8/12,99999,,,1,,,,
49,132,8/12,21375,,,2,2.000,,,
49,132,8/12,23801,,,0,2.000,,,solitary tunicate per Lyle Britt
49,132,8/12,21735,,,1,9.000,,,
49,132,8/12,21300,,,,,,,
49,132,8/12,41201,,,0,2.000,,,
49,132,8/12,10210,,,2,5.000,,,
49,132,8/12,471,,,,,8.98,1,
49,132,8/12,10220,,,9,6.000,,,
49,132,8/12,80595,,,0,15.000,,,
49,132,8/12,80020,,,1,1.000,,,
49,132,8/12,65100,,,0,2.000,,,
49,132,8/12,21110,,,0,1.000,,,
49,132,8/12,23806,,,0,1.000,,,
49,132,8/12,68577,,,0,2.000,,,
49,132,8/12,99999,,,0,4.000,,,
49,132,8/12,21313,,,0,3.000,,,
50,133,8/12,69322,,,,,1.446,3,
50,133,8/12,10120,,,,,8.48,1,
50,133,8/12,21720,,,,,42.48,11,
50,133,8/12,21740,,,,,8.92,7,
50,133,8/12,85210,,,18,173.000,,,
50,133,8/12,10285,,,5,27.000,,,
50,133,8/12,66580,,,0,10.000,,,
50,133,8/12,74000,,,4,15.000,,,
50,133,8/12,66548,,,0,2.000,,,
50,133,8/12,99999,,,1,,,,
50,133,8/12,21375,,,5,6.000,,,
50,133,8/12,23801,,,,,,,
50,133,8/12,21735,,,6,73.000,,,
50,133,8/12,21300,,,0,7.000,,,
50,133,8/12,41201,,,0,12.000,,,
50,133,8/12,10210,,,7,68.000,,,
50,133,8/12,471,,,,,22.48,3,
50,133,8/12,10220,,,4,3.000,,,
50,133,8/12,65100,,,1,6.000,,,
50,133,8/12,80595,,,0,19.000,,,
50,133,8/12,71710,,,0,1.000,,,
50,133,8/12,81095,,,0,1.000,,,
50,133,8/12,24185,,,0,6.000,,,
50,133,8/12,56311,,,0,2.000,,,
50,133,8/12,10155,,,0,1.000,,,
50,133,8/12,10220,,,0,1.000,,,
50,133,8/12,80020,,,0,1.000,,,
50,133,8/12,10211,,,0,1.000,,,
50,133,8/12,82510,,,0,1.000,,,
50,133,8/12,62000,,,0,1.000,,,
50,133,8/12,23041,,,0,1.000,,,
50,133,8/12,98082,,,1,118.000,,,
50,133,8/12,21313,,,1,17.000,,,
50,133,8/12,40500,,,0,1.000,,,
50,133,8/12,64500,,,0,1.000,,,
51,106,8/12,69322,,,,,0.054,1,
51,106,8/12,10120,,,,,,,
51,106,8/12,21720,,,,,31.38,11,
51,106,8/12,21740,,,,,49.71,39,
51,106,8/12,85210,,,28,193.000,,,
51,106,8/12,10285,,,3,6.000,,,
51,106,8/12,66580,,,0,12.000,,,
51,106,8/12,74000,,,0,1.000,,,
51,106,8/12,66548,,,0,1.000,,,
51,106,8/12,99999,,,3,,,,
51,106,8/12,21375,,,4,5.000,,,
51,106,8/12,23801,,,0,2.000,,,
51,106,8/12,21735,,,0,4.000,,,
51,106,8/12,21300,,,0,3.000,,,
51,106,8/12,41201,,,,,,,
51,106,8/12,10210,,,0,3.000,,,
51,106,8/12,23041,,,0,2.000,,,
51,106,8/12,21313,,,3,43.000,,,
51,106,8/12,10130,,,0,4.000,,,
51,106,8/12,69061,,,0,1.000,,,
51,106,8/12,65100,,,1,6.000,,,
51,106,8/12,80590,,,0,1.000,,,
51,106,8/12,80595,,,1,79.000,,,
51,106,8/12,82510,,,1,9.000,,,
51,106,8/12,98082,,,0,3.000,,,
51,106,8/12,98320,,,2,11.000,,,
51,106,8/12,80020,,,1,2.000,,,
51,106,8/12,66611,,,0,3.000,,,
51,106,8/12,69035,,,0,1.000,,,
51,106,8/12,71710,,,0,6.000,,,
51,106,8/12,56311,,,0,1.000,,,
51,106,8/12,64500,,,0,1.000,,,
51,106,8/12,66045,,,0,1.000,,,
52,107,8/13,69322,,,,,0.554,1,
52,107,8/13,10120,,,,,,,
52,107,8/13,21720,,,,,,,
52,107,8/13,21740,,,,,9.9,10,
52,107,8/13,85210,,,23,132.000,,,
52,107,8/13,10285,,,,,,,
52,107,8/13,66580,,,0,7.000,,,
52,107,8/13,74000,,,1,6.000,,,
52,107,8/13,66548,,,,,,,
52,107,8/13,99999,,,3,,,,
52,107,8/13,21375,,,,,,,
52,107,8/13,23801,,,0,8.000,,,
52,107,8/13,21735,,,0,2.000,,,
52,107,8/13,21300,,,0,2.000,,,
52,107,8/13,41201,,,,,,,
52,107,8/13,10210,,,,,,,
52,107,8/13,81355,,,0,25.000,,,
52,107,8/13,24185,,,0,2.000,,,
52,107,8/13,23041,,,0,10.000,,,
52,107,8/13,82510,,,0,3.000,,,
52,107,8/13,71884,,,0,1.000,,,
52,107,8/13,81095,,,0,1.000,,,
52,107,8/13,80595,,,2,117.000,,,
52,107,8/13,62000,,,1,2.000,,,
52,107,8/13,66611,,,0,82.000,,,
52,107,8/13,65100,,,2,13.000,,,
52,107,8/13,80020,,,1,1.000,,,
52,107,8/13,98082,,,1,59.000,,,
52,107,8/13,80590,,,1,5.000,,,
52,107,8/13,98320,,,0,6.000,,,
52,107,8/13,98105,,,0,1,,,
52,107,8/13,21313,,,10,171.000,,,
52,107,8/13,69061,,,0,3.000,,,
52,107,8/13,10130,,,2,29.000,,,
52,107,8/13,56311,,,0,9.000,,,
52,107,8/13,71710,,,0,3.000,,,
52,107,8/13,69035,,,0,5.000,,,
52,107,8/13,74562,,,0,2.000,,,
53,82,8/13,69322,,,,,,,
53,82,8/13,10120,,,,,7.902,2,
53,82,8/13,21720,,,,,59.83,26,
53,82,8/13,21740,,,,,38.7,37,
53,82,8/13,85210,,,18,94.000,,,
53,82,8/13,10285,,,0,1.000,,,
53,82,8/13,66580,,,0,4.000,,,
53,82,8/13,74000,,,0,5.000,,,
53,82,8/13,66548,,,,,,,
53,82,8/13,99999,,,3,,,,
53,82,8/13,21375,,,3,2.000,,,
53,82,8/13,23801,,,0,7.000,,,
53,82,8/13,21735,,,6,65.000,,,
53,82,8/13,21300,,,0,8.000,,,
53,82,8/13,41201,,,0,1.000,,,
53,82,8/13,10210,,,2,23.000,,,
53,82,8/13,65100,,,1,5.000,,,
53,82,8/13,80595,,,1,60.000,,,
53,82,8/13,80590,,,0,1.000,,,
53,82,8/13,82510,,,0,1.000,,,
53,82,8/13,23041,,,0,2.000,,,
53,82,8/13,62000,,,0,2.000,,,
53,82,8/13,98082,,,1,53.000,,,
53,82,8/13,80020,,,1,1.000,,,
53,82,8/13,10220,,,4,3.000,,,
53,82,8/13,66611,,,0,11.000,,,
53,82,8/13,10140,,,0,3.000,,,
53,82,8/13,21313,,,9,146.000,,,
53,82,8/13,69061,,,0,8.000,,,
53,82,8/13,10130,,,2,32.000,,,
53,82,8/13,81355,,,0,3.000,,,
53,82,8/13,69035,,,0,10.000,,,
53,82,8/13,56311,,,0,6.000,,,
53,82,8/13,64500,,,0,2.000,,,
54,81,8/13,69322,,,,,,,
54,81,8/13,10120,,,,,2.88,1,
54,81,8/13,21720,,,,,7.39,4,
54,81,8/13,21740,,,,,20.43,15,
54,81,8/13,85210,,,22,202.000,,,
54,81,8/13,10285,,,5,20.000,,,
54,81,8/13,66580,,,0,9.000,,,
54,81,8/13,74000,,,1,9.000,,,
54,81,8/13,66548,,,0,2.000,,,
54,81,8/13,99999,,,1,,,,
54,81,8/13,21375,,,2,4.000,,,
54,81,8/13,23801,,,,,,,
54,81,8/13,21735,,,2,19.000,,,
54,81,8/13,21300,,,0,14.000,,,
54,81,8/13,41201,,,0,29.000,,,
54,81,8/13,10210,,,4,65.000,,,
54,81,8/13,471,,,,,18.5,2,
54,81,8/13,10220,,,4,3.000,,,
54,81,8/13,98320,,,0,4.000,,,
54,81,8/13,80595,,,0,8.000,,,
54,81,8/13,65100,,,1,12.000,,,
54,81,8/13,62000,,,2,4.000,,,
54,81,8/13,21313,,,4,63.000,,,
54,81,8/13,98082,,,0,1.000,,,
54,81,8/13,69090,,,0,1.000,,,
54,81,8/13,69061,,,0,1.000,,,
54,81,8/13,21932,,,0,1.000,,,
54,81,8/13,24185,,,0,5.000,,,
54,81,8/13,69035,,,0,2.000,,,
54,81,8/13,82510,,,0,1.000,,,
54,81,8/13,10211,,,0,1.000,,,
54,81,8/13,10130,,,0,6.000,,,
54,81,8/13,23041,,,0,2.000,,,
55,80,8/13,69322,,,,,,,
55,80,8/13,10120,,,,,,,
55,80,8/13,21720,,,,,13.6,5,
55,80,8/13,21740,,,,,14.688,11,
55,80,8/13,85210,,,33,385.000,,,
55,80,8/13,10285,,,1,7.000,,,
55,80,8/13,66580,,,0,20.000,,,
55,80,8/13,74000,,,3,10.000,,,
55,80,8/13,66548,,,0,11.000,,,
55,80,8/13,99999,,,2,,,,
55,80,8/13,21375,,,3,3.000,,,
55,80,8/13,23801,,,0,7.000,,,
55,80,8/13,21735,,,3,38.000,,,
55,80,8/13,21300,,,1,26.000,,,
55,80,8/13,41201,,,0,21.000,,,
55,80,8/13,10210,,,5,34.000,,,
55,80,8/13,80590,,,0,1.000,,,
55,80,8/13,98082,,,0,26.000,,,
55,80,8/13,10220,,,1,2.000,,,
55,80,8/13,21110,,,0,4.000,,,
55,80,8/13,21932,,,0,1.000,,,
55,80,8/13,21313,,,3,49.000,,,
55,80,8/13,10130,,,0,6.000,,,
55,80,8/13,80020,,,1,2.000,,,
55,80,8/13,65100,,,0,2.000,,,
55,80,8/13,23041,,,0,3.000,,,
55,80,8/13,99999,,,0,4.000,,,
55,80,8/13,64500,,,0,3.000,,,
56,79,8/13,69322,,,,,11.06,21,
56,79,8/13,10120,,,,,6.13,2,
56,79,8/13,21720,,,,,21.52,6,
56,79,8/13,21740,,,,,27.28,18,
56,79,8/13,85210,,,28,496.000,,,
56,79,8/13,10285,,,0,1.000,,,
56,79,8/13,66580,,,0,2.000,,,
56,79,8/13,74000,,,1,4.000,,,
56,79,8/13,66548,,,0,120.000,,,
56,79,8/13,99999,,,1,,,,
56,79,8/13,21375,,,4,5.000,,,
56,79,8/13,23801,,,0,1.000,,,
56,79,8/13,21735,,,7,73.000,,,
56,79,8/13,21300,,,0,2.000,,,
56,79,8/13,41201,,,,,,,
56,79,8/13,10210,,,5,11.000,,,
56,79,8/13,21110,,,0,6.000,,,
56,79,8/13,23055,,,1,17.000,,,
56,79,8/13,10130,,,0,1.000,,,
56,79,8/13,74435,,,0,2.000,,,
56,79,8/13,81355,,,0,1.000,,,
56,79,8/13,64500,,,0,26.000,,,
57,78,8/13,69322,,,,,0.644,2,
57,78,8/13,10120,,,,,,,
57,78,8/13,21720,,,,,,,
57,78,8/13,21740,,,,,20.69,16,
57,78,8/13,85210,,,33,556.000,,,
57,78,8/13,10285,,,1,19.000,,,
57,78,8/13,66580,,,,,,,
57,78,8/13,74000,,,,,,,
57,78,8/13,66548,,,1,366.000,,,
57,78,8/13,99999,,,1,,,,
57,78,8/13,21375,,,1,1.000,,,
57,78,8/13,23801,,,0,1.000,,,
57,78,8/13,21735,,,4,47.000,,,
57,78,8/13,21300,,,,,,,
57,78,8/13,41201,,,,,,,
57,78,8/13,10210,,,2,12.000,,,
57,78,8/13,10220,,,6,14.000,,,
57,78,8/13,62000,,,0,1.000,,,
57,78,8/13,71710,,,0,1.000,,,
57,78,8/13,23055,,,1,28.000,,,
57,78,8/13,80020,,,1,1.000,,,
57,78,8/13,64500,,,0,16.000,,,
58,103,8/14,69322,,,,,0.448,1,
58,103,8/14,10120,,,,,,,
58,103,8/14,21720,,,,,6.64,2,
58,103,8/14,21740,,,,,8.8,6,
58,103,8/14,85210,,,30,423.000,,,
58,103,8/14,10285,,,0,3.000,,,
58,103,8/14,66580,,,,,,,
58,103,8/14,74000,,,2,6.000,,,
58,103,8/14,66548,,,0,178.000,,,
58,103,8/14,99999,,,3,,,,
58,103,8/14,21375,,,3,5.000,,,
58,103,8/14,23801,,,0,2.000,,,
58,103,8/14,21735,,,6,67.000,,,
58,103,8/14,21300,,,0,29.000,,,
58,103,8/14,41201,,,,,,,
58,103,8/14,10210,,,2,12.000,,,
58,103,8/14,10220,,,3,3.000,,,
58,103,8/14,75284,,,0,1.000,,,
58,103,8/14,23055,,,0,12.000,,,
58,103,8/14,68781,,,0,1.000,,,
58,103,8/14,21313,,,1,7.000,,,
58,103,8/14,69090,,,1,8.000,,,
58,103,8/14,71710,,,0,2.000,,,
58,103,8/14,69061,,,0,1.000,,,
58,103,8/14,64500,,,0,17.000,,,
58,103,8/14,66045,,,0,1.000,,,
59,104,8/14,69322,,,,,1.888,4,
59,104,8/14,10120,,,,,,,
59,104,8/14,21720,,,,,7.42,2,
59,104,8/14,21740,,,,,18.22,10,
59,104,8/14,85210,,,33,549.000,,,
59,104,8/14,10285,,,,,,,
59,104,8/14,66580,,,0,18.000,,,
59,104,8/14,74000,,,2,6.000,,,
59,104,8/14,66548,,,0,67.000,,,
59,104,8/14,99999,,,5,,,,
59,104,8/14,21375,,,3,5.000,,,
59,104,8/14,23801,,,0,3.000,,,
59,104,8/14,21735,,,1,7.000,,,
59,104,8/14,21300,,,0,6.000,,,
59,104,8/14,41201,,,,,,,
59,104,8/14,10210,,,4,27.000,,,
59,104,8/14,10220,,,6,5.000,,,
59,104,8/14,71884,,,0,1.000,,,
59,104,8/14,75284,,,0,3.000,,,
59,104,8/14,74656,,,0,2.000,,,
59,104,8/14,98082,,,0,2.000,,,
59,104,8/14,98320,,,0,3.000,,,
59,104,8/14,24185,,,0,33.000,,,
59,104,8/14,23055,,,0,6.000,,,
59,104,8/14,21313,,,1,11.000,,,
59,104,8/14,69090,,,1,7.000,,,
59,104,8/14,69061,,,0,2.000,,,
59,104,8/14,64500,,,0,15.000,,,
59,104,8/14,66045,,,0,2.000,,,
60,105,8/14,69322,,,,,1.544,3,
60,105,8/14,10120,,,,,,,
60,105,8/14,21720,,,,,49.71,11,
60,105,8/14,21740,,,,,34.86,24,
60,105,8/14,85210,,,28,287.000,,,
60,105,8/14,10285,,,2,11.000,,,
60,105,8/14,66580,,,0,13.000,,,
60,105,8/14,74000,,,2,6.000,,,
60,105,8/14,66548,,,0,6.000,,,
60,105,8/14,99999,,,4,,,,
60,105,8/14,21375,,,2,2.000,,,
60,105,8/14,23801,,,0,4.000,,,
