Haul #,Station,Date,Species Code,Tare,Weight,Subsample weight (kg),Total # in subsample,100% sample catch (kg),# Caught,catchRecordComment
1,203,7/31,69322,,,,,,,
1,203,7/31,10120,,,,,,,
1,203,7/31,21720,,,,,4.09,2,
1,203,7/31,21740,,,,,44.09,28,
1,203,7/31,85210,,,38.32,509,,,
1,203,7/31,10285,,,0.568,2,,,
1,203,7/31,66580,,,,,,,
1,203,7/31,74000,,,1.518,4,,,
1,203,7/31,66548,,,0.18,83,,,
1,203,7/31,99999,,,1.968,,,,
1,203,7/31,21375,,,3.6,2,,,
1,203,7/31,23801,,,0.174,10,,,
1,203,7/31,21735,,,5.68,59,,,
1,203,7/31,21300,,,0.266,8,,,
1,203,7/31,41201,,,0.048,1,,,
1,203,7/31,10210,,,0.396,3,,,
1,203,7/31,81095,,,0.025,3,,,
1,203,7/31,99999,,,0.001,1,,,
1,203,7/31,80020,,,1.11,2,,,
1,203,7/31,68781,,,1.504,10,,,
1,203,7/31,82510,,,0.114,3,,,
1,203,7/31,69061,,,0.015,3,,,
1,203,7/31,75284,,,0.026,1,,,
1,203,7/31,71751,,,0.03,10,,,
1,203,7/31,10220,,,6,13,,,
2,202,7/31,69322,,,,,,,
2,202,7/31,10120,,,,,,,
2,202,7/31,21720,,,,,,,
2,202,7/31,21740,,,,,14.01,8,
2,202,7/31,85210,,,29.64,311.000,,,
2,202,7/31,10285,,,0.28,3.000,,,
2,202,7/31,66580,,,,,,,
2,202,7/31,74000,,,0.984,3.000,,,
2,202,7/31,66548,,,0.266,198.000,,,
2,202,7/31,99999,,,3.64,,,,
2,202,7/31,21375,,,0.456,4.000,,,
2,202,7/31,23801,,,0.03,3.000,,,
2,202,7/31,21735,,,3.518,46.000,,,
2,202,7/31,21300,,,0.21,4.000,,,
2,202,7/31,41201,,,,,,,
2,202,7/31,10210,,,0.72,19.000,,,
2,202,7/31,82510,,,0.58,17.000,,,
2,202,7/31,10220,,,0.298,1.000,,,
2,202,7/31,23055,,,0.057,2.000,,,
2,202,7/31,75284,,,0.158,4.000,,,
2,202,7/31,20061,,,0.034,2.000,,,
2,202,7/31,71751,,,0.004,3.000,,,
2,202,7/31,69090,,,0.102,1.000,,,
2,202,7/31,23804,,,0.006,1.000,,,
2,202,7/31,80020,,,2.49,4.000,,,
2,202,7/31,68781,,,2.52,17.000,,,
2,202,7/31,71884,,,0.944,6.000,,,
2,202,7/31,66045,,,0.004,2.000,,,
2,202,7/31,66050,,,0.004,1.000,,,
3,180,7/31,69322,,,,,0,1,
3,180,7/31,10120,,,,,,,
3,180,7/31,21720,,,,,,,
3,180,7/31,21740,,,,,6,3,
3,180,7/31,85210,,,36.08,486.000,,,
3,180,7/31,10285,,,0.092,1.000,,,
3,180,7/31,66580,,,0.02,7.000,,,
3,180,7/31,74000,,,0.568,1.000,,,
3,180,7/31,66548,,,0,276.000,,,
3,180,7/31,99999,,,2,,,,
3,180,7/31,21375,,,,,,,
3,180,7/31,23801,,,,,,,
3,180,7/31,21735,,,0,4.000,,,
3,180,7/31,21300,,,0,16.000,,,
3,180,7/31,41201,,,0,10.000,,,
3,180,7/31,10210,,,0,7.000,,,
3,180,7/31,68781,,,0,3.000,,,
3,180,7/31,62000,,,0,5.000,,,
3,180,7/31,80020,,,1,2.000,,,
3,180,7/31,82510,,,0,6.000,,,
3,180,7/31,71884,,,1,8.000,,,
3,180,7/31,69061,,,0,10.000,,,
3,180,7/31,21313,,,1,12.000,,,
3,180,7/31,69090,,,0,1.000,,,
3,180,7/31,71751,,,0,41.000,,,
3,180,7/31,50000,,,0,6.000,,,
3,180,7/31,10155,,,0,6.000,,,
3,180,7/31,69316,,,0,1.000,,,
3,180,7/31,64500,,,0,6.000,,,
3,180,7/31,66045,,,0,3.000,,,
3,180,7/31,66203,,,0,1.000,,,
3,180,7/31,66170,,,0,1.000,,,
4,179,7/31,69322,,,,,,,
4,179,7/31,10120,,,,,,,
4,179,7/31,21720,,,,,,,
4,179,7/31,21740,,,,,11.5,8,
4,179,7/31,85210,,,36,385.000,,,
4,179,7/31,10285,,,,,,,
4,179,7/31,66580,,,0.001,1.000,,,
4,179,7/31,74000,,,0.322,1.000,,,
4,179,7/31,66548,,,0,14.000,,,
4,179,7/31,99999,,,2,,,,
4,179,7/31,21375,,,,,2.676,2,
4,179,7/31,23801,,,0,1.000,,,
4,179,7/31,21735,,,1,3.000,,,
4,179,7/31,21300,,,0,7.000,,,
4,179,7/31,41201,,,0,2.000,,,
4,179,7/31,10210,,,0,3.000,,,
4,179,7/31,10220,,,1,1.000,,,
4,179,7/31,71751,,,0,4.000,,,
4,179,7/31,99999,,,0,1.000,,,
4,179,7/31,10155,,,0,2.000,,,
4,179,7/31,21313,,,0,2.000,,,
4,179,7/31,69090,,,0,1.000,,,
4,179,7/31,71884,,,1,4.000,,,
4,179,7/31,98320,,,0,1.000,,,
4,179,7/31,68781,,,1,4.000,,,
4,179,7/31,82510,,,1,26.000,,,
5,153,8/1,69322,,,,,,,
5,153,8/1,10120,,,,,,,
5,153,8/1,21720,,,,,,,
5,153,8/1,21740,,,,,5,3,
5,153,8/1,85210,,,25,414.000,,,
5,153,8/1,10285,,,1,11.000,,,
5,153,8/1,66580,,,0,23.000,,,
5,153,8/1,74000,,,4,10.000,,,
5,153,8/1,66548,,,0,294.000,,,
5,153,8/1,99999,,,3,,,,
5,153,8/1,21375,,,0,1.000,,,
5,153,8/1,23801,,,0,5.000,,,
5,153,8/1,21735,,,1,11.000,,,
5,153,8/1,21300,,,0,3.000,,,
5,153,8/1,41201,,,0.348,16.000,,,
5,153,8/1,10210,,,0.852,23.000,,,
5,153,8/1,82510,,,1,17.000,,,
5,153,8/1,21110,,,0,1.000,,,
5,153,8/1,21725,,,0,1.000,,,
5,153,8/1,81095,,,0,1.000,,,
5,153,8/1,80595,,,0,1.000,,,
5,153,8/1,21313,,,0,5.000,,,
5,153,8/1,62000,,,0,2.000,,,
5,153,8/1,68781,,,1,5.000,,,
5,153,8/1,80020,,,7,5.000,,,
5,153,8/1,83000,,,0,3.000,,,
5,153,8/1,50000,,,0,16.000,,,
5,153,8/1,98082,,,0,2.000,,,
5,153,8/1,98320,,,0,2.000,,,
5,153,8/1,65203,,,0,1.000,,,
5,153,8/1,71751,,,0,6.000,,,
5,153,8/1,71004,,,0,1.000,,,
5,153,8/1,71884,,,0,2.000,,,
5,153,8/1,99999,,,0,1.000,,,
5,153,8/1,71001,,,0,1.000,,,
5,153,8/1,69061,,,0,4.000,,,
5,153,8/1,21313,,,0,5.000,,,
5,153,8/1,10130,,,0,2.000,,,
5,153,8/1,69090,,,0,1.000,,,
5,153,8/1,10155,,,0,1.000,,,
5,153,8/1,66045,,,0,2.000,,,
5,153,8/1,64500,,,0,6.000,,,
6,152,8/1,69322,,,,,,,
6,152,8/1,10120,,,,,,,
6,152,8/1,21720,,,,,,,
6,152,8/1,21740,,,,,4.3,4,
6,152,8/1,85210,,,30,544.000,,,
6,152,8/1,10285,,,1,20.000,,,
6,152,8/1,66580,,,0,17.000,,,
6,152,8/1,74000,,,2,4.000,,,
6,152,8/1,66548,,,0,176.000,,,
6,152,8/1,99999,,,2,,,,
6,152,8/1,21375,,,0.022,1.000,,,
6,152,8/1,23801,,,0,15.000,,,
6,152,8/1,21735,,,1,10.000,,,
6,152,8/1,21300,,,0,3.000,,,
6,152,8/1,41201,,,0,18.000,,,
6,152,8/1,10210,,,1,17.000,,,
6,152,8/1,20322,,,0,1.000,,,
6,152,8/1,68781,,,1,7.000,,,
6,152,8/1,69061,,,0,36.000,,,
6,152,8/1,21313,,,1,4.000,,,
6,152,8/1,10130,,,1,6.000,,,
6,152,8/1,81095,,,0,2.000,,,
6,152,8/1,75284,,,0,1.000,,,
6,152,8/1,21313,,,0,8.000,,,
6,152,8/1,20061,,,0,2.000,,,
6,152,8/1,20001,,,0,1.000,,,
6,152,8/1,82510,,,2,40.000,,,
6,152,8/1,80020,,,4,5.000,,,
6,152,8/1,10220,,,0,1.000,,,
6,152,8/1,65100,,,0,1.000,,,
6,152,8/1,65203,,,0,1.000,,,
6,152,8/1,80595,,,0,1.000,,,
6,152,8/1,83000,,,0,15.000,,,
6,152,8/1,50000,,,0,16.000,,,
6,152,8/1,69316,,,0,1.000,,,
6,152,8/1,74080,,,0,1.000,,,
6,152,8/1,71639,,,0,1.000,,,
6,152,8/1,98082,,,0,1.000,,,
6,152,8/1,66601,,,0,1.000,,,
6,152,8/1,66050,,,0,1.000,,,
6,152,8/1,66045,,,0,41.000,,,
6,152,8/1,64500,,,0,7.000,,,
7,151,8/1,69322,,,,,0.102,1,
7,151,8/1,10120,,,,,,,
7,151,8/1,21720,,,,,,,
7,151,8/1,21740,,,,,2.2,1,
7,151,8/1,85210,,,26,465.000,,,
7,151,8/1,10285,,,0,11.000,,,
7,151,8/1,66580,,,0,11.000,,,
7,151,8/1,74000,,,1,3.000,,,
7,151,8/1,66548,,,0,120.000,,,
7,151,8/1,99999,,,4,,,,
7,151,8/1,21375,,,0.22,1.000,,,
7,151,8/1,23801,,,0,29.000,,,
7,151,8/1,21735,,,1,9.000,,,
7,151,8/1,21300,,,0,1.000,,,
7,151,8/1,41201,,,0,21.000,,,
7,151,8/1,10210,,,1,23.000,,,
7,151,8/1,65203,,,,3.000,,,
7,151,8/1,21313,,,0,10.000,,,
7,151,8/1,21388,,,0,7.000,,,
7,151,8/1,21313,,,1,18.000,,,
7,151,8/1,10130,,,0,4.000,,,
7,151,8/1,69090,,,0,1.000,,,
7,151,8/1,69061,,,0,17.000,,,
7,151,8/1,21932,,,0,1.000,,,
7,151,8/1,24185,,,0,1.000,,,
7,151,8/1,75284,,,0,3.000,,,
7,151,8/1,68781,,,2,16.000,,,
7,151,8/1,82510,,,4,103.000,,,
7,151,8/1,81095,,,0,1.000,,,
7,151,8/1,83000,,,0,16.000,,,
7,151,8/1,10155,,,0,1.000,,,
7,151,8/1,66601,,,0,6.000,,,
7,151,8/1,80595,,,0,2.000,,,
7,151,8/1,21405,,,0,1.000,,,
7,151,8/1,23804,,,0,1.000,,,
7,151,8/1,50000,,,0,10.000,,,
7,151,8/1,62000,,,0,2.000,,,
7,151,8/1,71004,,,0.196,2.000,,,
7,151,8/1,71772,,,0,1.000,,,
7,151,8/1,81742,,,0,1.000,,,
7,151,8/1,64500,,,0,6.000,,,
7,151,8/1,66050,,,0,5.000,,,
7,151,8/1,66045,,,0,16.000,,,
8,150,8/1,69322,,,,,,,
8,150,8/1,10120,,,,,,,
8,150,8/1,21720,,,,,,,
8,150,8/1,21740,,,,,,,
8,150,8/1,85210,,,32,408.000,,,
8,150,8/1,10285,,,0,8.000,,,
8,150,8/1,66580,,,0,8.000,,,
8,150,8/1,74000,,,,,,,
8,150,8/1,66548,,,0,354.000,,,
8,150,8/1,99999,,,4,,,,
8,150,8/1,21375,,,,,,,
8,150,8/1,23801,,,1,82.000,,,
8,150,8/1,21735,,,1,7.000,,,
8,150,8/1,21300,,,0,7.000,,,
8,150,8/1,41201,,,0,62.000,,,
8,150,8/1,10210,,,0,10.000,,,
8,150,8/1,21313,,,0,25.000,,,
8,150,8/1,21388,,,0,5.000,,,
8,150,8/1,82510,,,1,14.000,,,
8,150,8/1,68781,,,1,14.000,,,
8,150,8/1,10130,,,0,1.000,,,
8,150,8/1,69061,,,0,1.000,,,
8,150,8/1,24185,,,0,1.000,,,
8,150,8/1,23809,,,0.05,1.000,,,
8,150,8/1,23804,,,0,1.000,,,
8,150,8/1,83000,,,0,15.000,,,
8,150,8/1,74435,,,0,1.000,,,
8,150,8/1,71751,,,0,4.000,,,
8,150,8/1,50000,,,0,2.000,,,
8,150,8/1,62000,,,0,3.000,,,
8,150,8/1,24185,,,0,2.000,,,
8,150,8/1,75284,,,0,1.000,,,
8,150,8/1,71639,,,0,1.000,,,
8,150,8/1,66045,,,0,66.000,,,
8,150,8/1,64500,,,0,12.000,,,
8,150,8/1,60100,,,0,1.000,,,
9,176,8/1,69322,,,,,0.004,2,
9,176,8/1,10120,,,,,,,
9,176,8/1,21720,,,,,,,
9,176,8/1,21740,,,,,,,
9,176,8/1,85210,,,20,322.000,,,
9,176,8/1,10285,,,0,4.000,,,1 has no head
9,176,8/1,66580,,,0,10.000,,,
9,176,8/1,74000,,,,,,,
9,176,8/1,66548,,,0,81.000,,,
9,176,8/1,99999,,,9,,,,
9,176,8/1,21375,,,0,1.000,,,
9,176,8/1,23801,,,1,47.000,,,
9,176,8/1,21735,,,1,6.000,,,
9,176,8/1,21300,,,1,17.000,,,
9,176,8/1,41201,,,1,62.000,,,
9,176,8/1,10210,,,0,2.000,,,
9,176,8/1,75284,,,1,18.000,,,
9,176,8/1,62000,,,0,2.000,,,
9,176,8/1,65203,,,0,5.000,,,
9,176,8/1,74080,,,0,3.000,,,
9,176,8/1,83000,,,0,16.000,,,
9,176,8/1,24185,,,0,6.000,,,
9,176,8/1,21313,,,2,38.000,,,
9,176,8/1,10130,,,0,4.000,,,
9,176,8/1,69061,,,0,11.000,,,
9,176,8/1,50000,,,0,4.000,,,
9,176,8/1,82510,,,2,50.000,,,
9,176,8/1,21313,,,0,1.000,,,
9,176,8/1,21388,,,0,2.000,,,there was a third one that was released unmeasured by zach
9,176,8/1,99999,,,0,2.000,,,
9,176,8/1,71751,,,0,1.000,,,
9,176,8/1,71884,,,4,23.000,,,
9,176,8/1,71004,,,0,4.000,,,
9,176,8/1,72740,,,0,1.000,,,
9,176,8/1,74080,,,0,3.000,,,
9,176,8/1,71710,,,0,1.000,,,
9,176,8/1,23804,,,0,4.000,,,
9,176,8/1,23055,,,0,6.000,,,
9,176,8/1,24185,,,0,1.000,,,
9,176,8/1,23809,,,0,1.000,,,
9,176,8/1,20001,,,0,1.000,,,
9,176,8/1,71639,,,,lots,,,
9,176,8/1,66045,,,0,4.000,,,
9,176,8/1,66601,,,0,3.000,,,
9,176,8/1,68781,,,1,6.000,,,
9,176,8/1,21932,,,0,1.000,,,
10,175,8/2,69322,,,,,,,
10,175,8/2,10120,,,,,,,
10,175,8/2,21720,,,,,,,
10,175,8/2,21740,,,,,,,
10,175,8/2,85210,,,34,274.000,,,
10,175,8/2,10285,,,0,5.000,,,
10,175,8/2,66580,,,0,2.000,,,
10,175,8/2,74000,,,,,,,
10,175,8/2,66548,,,0,100.000,,,
10,175,8/2,99999,,,6,,,,
10,175,8/2,21375,,,0,3.000,,,
10,175,8/2,23801,,,0,13.000,,,
10,175,8/2,21735,,,0,2.000,,,
10,175,8/2,21300,,,0,10.000,,,
10,175,8/2,41201,,,0,9.000,,,
10,175,8/2,10210,,,0,1.000,,,
10,175,8/2,20322,,,1,1.000,,,
10,175,8/2,69061,,,0,2.000,,,
10,175,8/2,62000,,,0,3.000,,,
10,175,8/2,68781,,,0,2.000,,,
10,175,8/2,71751,,,0,41.000,,,
10,175,8/2,74435,,,0,2.000,,,
10,175,8/2,71639,,,0,lots,,,
10,175,8/2,24185,,,0,1.000,,,
10,175,8/2,82510,,,0,6.000,,,
10,175,8/2,21313,,,0,4.000,,,
10,175,8/2,23804,,,0,2.000,,,
10,175,8/2,23055,,,0,1.000,,,
10,175,8/2,20001,,,0,2.000,,,
10,175,8/2,20041,,,0,1.000,,,
10,175,8/2,21388,,,0,1.000,,,
10,175,8/2,83000,,,0,9.000,,,
10,175,8/2,81742,,,0,3.000,,,
10,175,8/2,71772,,,0,2.000,,,
10,175,8/2,71004,,,1,10.000,,,
10,175,8/2,71884,,,2,15.000,,,
10,175,8/2,74080,,,0,1.000,,,
10,175,8/2,71001,,,0,1.000,,,
10,175,8/2,71639,,,0.001,1.000,,,
10,175,8/2,66045,,,0.004,3.000,,,
11,149,8/2,69322,,,,,,,
11,149,8/2,10120,,,,,,,
11,149,8/2,21720,,,,,,,
11,149,8/2,21740,,,,,,,
11,149,8/2,85210,,,9,66.000,,,
11,149,8/2,10285,,,0,4.000,,,
11,149,8/2,66580,,,0,55.000,,,
11,149,8/2,74000,,,,,,,
11,149,8/2,66548,,,0,78.000,,,
11,149,8/2,99999,,,7,,,,
11,149,8/2,21375,,,0,1.000,,,
11,149,8/2,23801,,,0,36.000,,,
11,149,8/2,21735,,,0,2.000,,,
11,149,8/2,21300,,,0,7.000,,,
11,149,8/2,41201,,,0,16.000,,,
11,149,8/2,10210,,,,,,,
11,149,8/2,82510,,,5,200.000,,,
11,149,8/2,71772,,,0,4.000,,,
11,149,8/2,72740,,,0,1.000,,,
11,149,8/2,71004,,,2,24.000,,,
11,149,8/2,71884,,,5,47.000,,,
11,149,8/2,68781,,,1,5.000,,,
11,149,8/2,21388,,,0,2.000,,,
11,149,8/2,23804,,,0,1.000,,,
11,149,8/2,21313,,,0,2.000,,,
11,149,8/2,24185,,,0,1.000,,,
11,149,8/2,75284,,,0,2.000,,,
11,149,8/2,21313,,,2,35.000,,,
11,149,8/2,24185,,,0,1.000,,,
11,149,8/2,10130,,,4,81.000,,,
11,149,8/2,62000,,,0,7.000,,,
11,149,8/2,83000,,,0.018,6.000,,,
11,149,8/2,69061,,,1,69.000,,,
11,149,8/2,82500,,,0,1.000,,,
11,149,8/2,66045,,,0,3.000,,,
11,149,8/2,66601,,,0,3.000,,,
11,149,8/2,64500,,,0,3.000,,,
12,148,8/2,69322,,,,,,,
12,148,8/2,10120,,,,,,,
12,148,8/2,21720,,,,,,,
12,148,8/2,21740,,,,,,,
12,148,8/2,85210,,,4,50.000,,,includes 1 pollock as washdown (1.88).
12,148,8/2,10285,,,0,2.000,,,
12,148,8/2,66580,,,,,,,
12,148,8/2,74000,,,,,,,
12,148,8/2,66548,,,0,11.000,,,
12,148,8/2,99999,,,15,,,,
12,148,8/2,21375,,,0,1.000,,,
12,148,8/2,23801,,,0,10.000,,,
12,148,8/2,21735,,,0,3.000,,,
12,148,8/2,21300,,,0,12.000,,,
12,148,8/2,41201,,,0,27.000,,,
12,148,8/2,10210,,,,,,,
12,148,8/2,98320,,,0,1.000,,,
12,148,8/2,43000,,,0,1.000,,,
12,148,8/2,68781,,,0,4.000,,,
12,148,8/2,74640,,,0,18.000,,,
12,148,8/2,75284,,,0,4.000,,,
12,148,8/2,21313,,,0,3.000,,,
12,148,8/2,10130,,,0,1.000,,,
12,148,8/2,24185,,,0,4.000,,,
12,148,8/2,71639,,,0,,,,
12,148,8/2,71772,,,0,2.000,,,
12,148,8/2,71004,,,0,7.000,,,
12,148,8/2,71884,,,3,27.000,,,
12,148,8/2,82510,,,0,6.000,,,
12,148,8/2,81095,,,0,2.000,,,
12,148,8/2,20001,,,0,1.000,,,
12,148,8/2,23809,,,0,1.000,,,
12,148,8/2,21388,,,0,3.000,,,
12,148,8/2,21313,,,0,3.000,,,
12,148,8/2,71751,,,0,20.000,,,
12,148,8/2,66045,,,0,1.000,,,
12,148,8/2,74414,,,0,12.000,,,
12,148,8/2,75240,,,0,1.000,,,
13,121,8/2,69322,,,,,,,
13,121,8/2,10120,,,,,,,
13,121,8/2,21720,,,,,,,
13,121,8/2,21740,,,,,,,
13,121,8/2,85210,,,5,29.000,,,
13,121,8/2,10285,,,0,3.000,,,
13,121,8/2,66580,,,0,7.000,,,
13,121,8/2,74000,,,,,,,
13,121,8/2,66548,,,0,18.000,,,
13,121,8/2,99999,,,10,,,,
13,121,8/2,21375,,,,,,,
13,121,8/2,23801,,,0,22.000,,,
13,121,8/2,21735,,,,,,,
13,121,8/2,21300,,,0,3.000,,,
13,121,8/2,41201,,,0,34.000,,,
13,121,8/2,10210,,,,,,,
13,121,8/2,71639,,,9,82263.000,,,
13,121,8/2,68781,,,0,3.000,,,
13,121,8/2,71884,,,1,24.000,,,
13,121,8/2,71004,,,0,7.000,,,
13,121,8/2,71772,,,1,6.000,,,
13,121,8/2,72740,,,0,4.000,,,
13,121,8/2,10130,,,0,8.000,,,
13,121,8/2,69061,,,0.128,13.000,,,
13,121,8/2,21313,,,0.158,3.000,,,
13,121,8/2,82510,,,0.702,35.000,,,
13,121,8/2,66045,,,0,1.000,,,
13,121,8/2,21313,,,0,5.000,,,
13,121,8/2,20061,,,0,1.000,,,
13,121,8/2,23804,,,0,1.000,,,
13,121,8/2,98320,,,0,3.000,,,
13,121,8/2,71882,,,0,1.000,,,
13,121,8/2,69010,,,0,2.000,,,
13,121,8/2,98082,,,0,1.000,,,
13,121,8/2,24185,,,0,3.000,,,
13,121,8/2,62000,,,0,1.000,,,
13,121,8/2,23055,,,0,1.000,,,
13,121,8/2,75284,,,0,6.000,,,
13,121,8/2,68577,,,0,16.000,,,
13,121,8/2,74414,,,0,16.000,,,
13,121,8/2,75240,,,0,1.000,,,
14,94,8/2,69322,,,,,,,
14,94,8/2,10120,,,,,,,
14,94,8/2,21720,,,,,,,
14,94,8/2,21740,,,,,,,
14,94,8/2,85210,,,14,95.000,,,
14,94,8/2,10285,,,0,3.000,,,
14,94,8/2,66580,,,0,11.000,,,
14,94,8/2,74000,,,,,,,
14,94,8/2,66548,,,0,344.000,,,
14,94,8/2,99999,,,12,,,,
14,94,8/2,21375,,,,,,,
14,94,8/2,23801,,,1,70.000,,,
14,94,8/2,21735,,,1,6.000,,,
14,94,8/2,21300,,,2,28.000,,,
14,94,8/2,41201,,,0,53.000,,,
14,94,8/2,10210,,,0,5.000,,,
14,94,8/2,68781,,,1,7.000,,,
14,94,8/2,24185,,,0,2.000,,,
14,94,8/2,24189,,,0,1.000,,,
14,94,8/2,23055,,,0,3.000,,,
14,94,8/2,21725,,,0,1.000,,,
14,94,8/2,23804,,,0,2.000,,,
14,94,8/2,82510,,,5,161.000,,,
14,94,8/2,62000,,,1,14.000,,,
14,94,8/2,71639,,,0,1.000,,,
14,94,8/2,21313,,,0,19.000,,,
14,94,8/2,23809,,,0,1.000,,,
14,94,8/2,75284,,,0,1.000,,,
14,94,8/2,68577,,,0,1.000,,,
14,94,8/2,74640,,,0,2.000,,,
14,94,8/2,10220,,,0,1.000,,,
14,94,8/2,80595,,,0,3.000,,,
14,94,8/2,66045,,,0,23.000,,,
14,94,8/2,71884,,,4,31.000,,,
14,94,8/2,71004,,,1,15.000,,,
14,94,8/2,81742,,,0,2.000,,,
14,94,8/2,71772,,,0,3.000,,,
14,94,8/2,83000,,,0,2.000,,,
14,94,8/2,98082,,,0,1.000,,,
14,94,8/2,66601,,,0,8.000,,,
14,94,8/2,21313,,,2,44.000,,,
14,94,8/2,10130,,,0,5.000,,,
14,94,8/2,69090,,,0,1.000,,,
14,94,8/2,69061,,,0,4.000,,,
15,95,8/2,69322,,,,,,,
15,95,8/2,10120,,,,,,,
15,95,8/2,21720,,,,,,,
15,95,8/2,21740,,,,,,,
15,95,8/2,85210,,,31,284.000,,,
15,95,8/2,10285,,,0,2.000,,,
15,95,8/2,66580,,,0,3.000,,,
15,95,8/2,74000,,,,,,,
15,95,8/2,66548,,,0,639.000,,,
15,95,8/2,99999,,,4,,,,
15,95,8/2,21375,,,,,,,
15,95,8/2,23801,,,1,28.000,,,
15,95,8/2,21735,,,0,1.000,,,
15,95,8/2,21300,,,0,3.000,,,
15,95,8/2,41201,,,0,12.000,,,
15,95,8/2,10210,,,0,4.000,,,
15,95,8/2,69061,,,0,11.000,,,
15,95,8/2,83000,,,0,5.000,,,
15,95,8/2,62000,,,0,10.000,,,
15,95,8/2,75284,,,0,2.000,,,
15,95,8/2,80595,,,0,2.000,,,
15,95,8/2,74640,,,0,1.000,,,
15,95,8/2,21388,,,0,1.000,,,
15,95,8/2,21313,,,0,10.000,,,
15,95,8/2,23055,,,0,1.000,,,
15,95,8/2,21725,,,0,1.000,,,
15,95,8/2,23806,,,0,1.000,,,
15,95,8/2,23809,,,0,1.000,,,
15,95,8/2,99999,,,0,1.000,,,
15,95,8/2,68781,,,1,8.000,,,
15,95,8/2,82510,,,2,71.000,,,
15,95,8/2,10130,,,0,5.000,,,
15,95,8/2,10155,,,0,1.000,,,
15,95,8/2,21313,,,1,14.000,,,
15,95,8/2,71004,,,0,5.000,,,
15,95,8/2,71772,,,0,1.000,,,
15,95,8/2,71884,,,2,19.000,,,
15,95,8/2,66601,,,0,3.000,,,
15,95,8/2,66045,,,0,276.000,,,
15,95,8/2,64500,,,0,7.000,,,
16,122,8/3,69322,,,,,0.676,3,bunch
16,122,8/3,10120,,,,,,,
16,122,8/3,21720,,,,,,,
16,122,8/3,21740,,,,,1.89,1,
16,122,8/3,85210,,,32,343.000,,,
16,122,8/3,10285,,,0,3.000,,,
16,122,8/3,66580,,,0,34.000,,,
16,122,8/3,74000,,,,,,,
16,122,8/3,66548,,,0,92.000,,,
16,122,8/3,99999,,,11,,,,
16,122,8/3,21375,,,,,,,
16,122,8/3,23801,,,0,19.000,,,
16,122,8/3,21735,,,1,11.000,,,
16,122,8/3,21300,,,0,17.000,,,
16,122,8/3,41201,,,0,23.000,,,
16,122,8/3,10210,,,0,4.000,,,
16,122,8/3,62000,,,0,5.000,,,
16,122,8/3,80595,,,0,3.000,,,
16,122,8/3,20061,,,0,1.000,,,
16,122,8/3,23804,,,0,2.000,,,
16,122,8/3,83000,,,0,1.000,,,
16,122,8/3,21313,,,0,4.000,,,
16,122,8/3,21388,,,0,1.000,,,
16,122,8/3,69061,,,0,22.000,,,
16,122,8/3,71884,,,1,5.000,,,
16,122,8/3,71004,,,0,3.000,,,
16,122,8/3,71772,,,0,1.000,,,
16,122,8/3,10130,,,0,7.000,,,
16,122,8/3,21313,,,0,5.000,,,
16,122,8/3,75284,,,0,8.000,,,
16,122,8/3,68781,,,1,8.000,,,numerous tiny stars difficult to count
16,122,8/3,82510,,,3,115.000,,,
16,122,8/3,66045,,,0,9.000,,,
16,122,8/3,66601,,,0,4.000,,,
16,122,8/3,64500,,,0,3.000,,,
17,123,8/3,69322,,,,,1.08,8,
17,123,8/3,10120,,,,,,,
17,123,8/3,21720,,,,,,,
17,123,8/3,21740,,,,,,,
17,123,8/3,85210,,,34,285.000,,,
17,123,8/3,10285,,,1,25.000,,,
17,123,8/3,66580,,,0,5.000,,,
17,123,8/3,74000,,,1,2.000,,,
17,123,8/3,66548,,,0,106.000,,,
17,123,8/3,99999,,,2,,,,
17,123,8/3,21375,,,,,,,
17,123,8/3,23801,,,0,3.000,,,
17,123,8/3,21735,,,3,41.000,,,
17,123,8/3,21300,,,,,,,
17,123,8/3,41201,,,0,14.000,,,
17,123,8/3,10210,,,1,16.000,,,
17,123,8/3,21110,,,0,15.000,,,
17,123,8/3,82510,,,1,22.000,,,
17,123,8/3,68781,,,2,11.000,,,
17,123,8/3,50000,,,1,48.000,,,
17,123,8/3,21313,,,0,8.000,,,
17,123,8/3,21388,,,0,2.000,,,
17,123,8/3,20061,,,0,2.000,,,
17,123,8/3,75284,,,0,1.000,,,
17,123,8/3,71884,,,0,1.000,,,
17,123,8/3,80595,,,0,5.000,,,
17,123,8/3,83000,,,0,7.000,,,
17,123,8/3,62000,,,0,8.000,,,
17,123,8/3,10130,,,0,1.000,,,
17,123,8/3,69090,,,0,1.000,,,
17,123,8/3,69061,,,0,1.000,,,numerous tiny stars difficult to count
17,123,8/3,10220,,,0,1.000,,,
17,123,8/3,71751,,,0,1.000,,,
17,123,8/3,66601,,,0,1.000,,,
17,123,8/3,64500,,,0,5.000,,,
17,123,8/3,66045,,,0,2.000,,,
18,96,8/3,69322,,,,,0.322,1,
18,96,8/3,10120,,,,,,,
18,96,8/3,21720,,,,,,,
18,96,8/3,21740,,,,,,,
18,96,8/3,85210,,,26,435.000,,,
18,96,8/3,10285,,,0,5.000,,,
18,96,8/3,66580,,,0,1.000,,,
18,96,8/3,74000,,,1,2.000,,,
18,96,8/3,66548,,,0,224.000,,,
18,96,8/3,99999,,,9,,,,
18,96,8/3,21375,,,0,1.000,,,
18,96,8/3,23801,,,0,16.000,,,
