Year,Agent,Haul,Spcode,Total_n,Weight_kg
2002,ADFG,67,71884,169.1666667,20.97666667
2002,ADFG,67,75284,219.9166667,6.428333333
2002,ADFG,67,80200,33.83333333,7.105
2002,ADFG,67,80595,16.91666667,0
2002,ADFG,67,81742,8678.25,520.1875
2002,ADFG,67,82510,287.5833333,6.766666667
2002,ADFG,68,10210,292.0094048,12.36745714
2002,ADFG,68,10285,85.88511905,4.809566667
2002,ADFG,68,20061,1,0.02
2002,ADFG,68,21375,17.17702381,0.343540476
2002,ADFG,68,21388,34.35404762,2.061242857
2002,ADFG,68,21735,120.2391667,13.39807857
2002,ADFG,68,23055,51.53107143,2.404783333
2002,ADFG,68,23804,17.17702381,0
2002,ADFG,68,23808,51.53107143,1.374161905
2002,ADFG,68,24185,17.17702381,0.687080952
2002,ADFG,68,41221,841.6741667,5.153107143
2002,ADFG,68,43000,17.17702381,5.496647619
2002,ADFG,68,65100,51.53107143,1.374161905
2002,ADFG,68,66548,480.9566667,1.030621429
2002,ADFG,68,66580,120.2391667,0.171770238
2002,ADFG,68,68781,120.2391667,13.0545381
2002,ADFG,68,69010,446.602619,17.17702381
2002,ADFG,68,69322,2,1.52
2002,ADFG,68,71001,17.17702381,0
2002,ADFG,68,71753,34.35404762,4.122485714
2002,ADFG,68,71884,343.5404762,54.96647619
2002,ADFG,68,75284,154.5932143,6.870809524
2002,ADFG,68,80595,103.0621429,3.778945238
2002,ADFG,68,81742,11955.20857,717.3125143
2002,ADFG,68,82510,292.0094048,7.557890476
2002,ADFG,68,98000,68.70809524,1.374161905
2002,ADFG,69,0,6.96964539,0
2002,ADFG,69,10210,55.75716312,1.672714894
2002,ADFG,69,21110,20.90893617,0.418178723
2002,ADFG,69,21388,6.96964539,0.278785816
2002,ADFG,69,21405,6.96964539,0.069696454
2002,ADFG,69,21725,592.4198582,7.806002837
2002,ADFG,69,21735,27.87858156,3.206036879
2002,ADFG,69,23804,6.96964539,0
2002,ADFG,69,23808,55.75716312,0.975750355
2002,ADFG,69,43000,20.90893617,1.533321986
2002,ADFG,69,65100,6.96964539,0.139392908
2002,ADFG,69,66045,6.96964539,0
2002,ADFG,69,66580,34.84822695,0.557571631
2002,ADFG,69,69010,132.4232624,5.854502128
2002,ADFG,69,69322,1,0.08
2002,ADFG,69,71004,0,0.696964539
2002,ADFG,69,71500,6.96964539,0
2002,ADFG,69,71772,34.84822695,3.345429787
2002,ADFG,69,71884,104.5446809,15.33321986
2002,ADFG,69,74414,13.93929078,0
2002,ADFG,69,75284,41.81787234,1.672714894
2002,ADFG,69,81095,6.96964539,0.069696454
2002,ADFG,69,81742,1470.595177,88.09631773
2002,ADFG,69,82510,195.1500709,2.787858156
2002,ADFG,69,98000,13.93929078,0.766660993
2002,ADFG,70,10210,132.0336832,7.991512405
2002,ADFG,70,10285,41.69484733,3.196604962
2002,ADFG,70,21110,118.1354008,2.50169084
2002,ADFG,70,21313,55.59312977,1.111862595
2002,ADFG,70,21375,13.89828244,1.111862595
2002,ADFG,70,21388,34.74570611,2.640673664
2002,ADFG,70,21735,264.0673664,4.030501908
2002,ADFG,70,23055,13.89828244,0.555931298
2002,ADFG,70,23804,13.89828244,0
2002,ADFG,70,23808,27.79656489,0.138982824
2002,ADFG,70,24185,27.79656489,4.516941794
2002,ADFG,70,24189,20.84742366,4.864398855
2002,ADFG,70,41221,159.8302481,0.555931298
2002,ADFG,70,43000,208.4742366,7.366089695
2002,ADFG,70,65100,6.949141221,0
2002,ADFG,70,66045,83.38969466,0.069491412
2002,ADFG,70,66548,125.084542,0.347457061
2002,ADFG,70,66580,257.1182252,3.822027672
2002,ADFG,70,68781,6.949141221,0.555931298
2002,ADFG,70,69010,236.2708015,5.837278626
2002,ADFG,70,69316,6.949141221,0.138982824
2002,ADFG,70,69322,1,0.76
2002,ADFG,70,71004,6.949141221,0.069491412
2002,ADFG,70,71882,62.54227099,4.308467557
2002,ADFG,70,71884,243.2199427,44.33552099
2002,ADFG,70,75284,55.59312977,3.335587786
2002,ADFG,70,82510,173.7285305,6.949141221
2002,ADFG,70,98310,6.949141221,0.138982824
2002,ADFG,71,10285,8.685994429,0.955459387
2002,ADFG,71,20322,4.342997214,0.955459387
2002,ADFG,71,21313,4.342997214,0.086859944
2002,ADFG,71,21332,4.342997214,0.043429972
2002,ADFG,71,21375,52.11596657,4.473287131
2002,ADFG,71,21388,39.08697493,2.779518217
2002,ADFG,71,21725,4.342997214,0.086859944
2002,ADFG,71,21735,0,5.298456602
2002,ADFG,71,21740,4.342997214,0.086859944
2002,ADFG,71,23804,4.342997214,0
2002,ADFG,71,23808,13.02899164,0.694879554
2002,ADFG,71,24185,8.685994429,0.781739499
2002,ADFG,71,24189,8.685994429,2.084638663
2002,ADFG,71,41221,34.74397772,0.434299721
2002,ADFG,71,43000,17.37198886,0.434299721
2002,ADFG,71,65100,17.37198886,0.434299721
2002,ADFG,71,66045,78.17394986,0.260579833
2002,ADFG,71,66050,8.685994429,0.260579833
2002,ADFG,71,66530,4.342997214,0
2002,ADFG,71,66548,47.77296936,0.260579833
2002,ADFG,71,66580,356.1257716,2.605798329
2002,ADFG,71,69010,290.9808134,9.033434206
2002,ADFG,71,69316,4.342997214,0.173719889
2002,ADFG,71,71001,21.71498607,0
2002,ADFG,71,71882,17.37198886,1.042319331
2002,ADFG,71,71884,56.45896379,14.76619053
2002,ADFG,71,75284,26.05798329,0.868599443
2002,ADFG,71,81742,1302.899164,78.21737983
2002,ADFG,71,82510,191.0918774,3.821837549
2002,ADFG,71,98000,21.71498607,0.434299721
2002,ADFG,72,10210,74.67104101,3.816519874
2002,ADFG,72,10285,33.18712934,3.650584227
2002,ADFG,72,21313,8.296782334,3.318712934
2002,ADFG,72,21388,49.78069401,2.98684164
2002,ADFG,72,21423,8.296782334,0.414839117
2002,ADFG,72,21725,323.574511,1.825292114
2002,ADFG,72,21735,33.18712934,2.820905994
2002,ADFG,72,23055,8.296782334,0.414839117
2002,ADFG,72,23808,24.890347,0.829678233
2002,ADFG,72,24185,257.2002524,1.161549527
2002,ADFG,72,24189,8.296782334,4.563230284
2002,ADFG,72,40050,8.296782334,0
2002,ADFG,72,41221,16.59356467,1.24451735
2002,ADFG,72,43000,33.18712934,1.659356467
2002,ADFG,72,65100,116.1549527,3.650584227
2002,ADFG,72,66045,149.342082,0.165935647
2002,ADFG,72,66530,41.48391167,0.99561388
2002,ADFG,72,66548,149.342082,0.99561388
2002,ADFG,72,66580,672.0393691,2.820905994
2002,ADFG,72,69010,439.7294637,17.7551142
2002,ADFG,72,69316,8.296782334,0
2002,ADFG,72,69322,4,5.38
2002,ADFG,72,71580,24.890347,0.663742587
2002,ADFG,72,71772,8.296782334,1.24451735
2002,ADFG,72,71882,49.78069401,5.807747634
2002,ADFG,72,71884,91.26460568,20.07821325
2002,ADFG,72,74414,8.296782334,0
2002,ADFG,72,75284,132.7485174,4.148391167
2002,ADFG,72,80020,8.296782334,11.78143091
2002,ADFG,72,80200,8.296782334,2.074195584
2002,ADFG,72,80595,49.78069401,2.157163407
2002,ADFG,72,81742,3169.370852,189.9963155
2002,ADFG,72,82510,323.574511,7.052264984
2002,ADFG,72,83020,8.296782334,0.99561388
2002,ADFG,72,98000,530.9940694,2.4890347
2002,ADFG,75,10130,6.288785047,0
2002,ADFG,75,10210,207.5299065,8.04964486
2002,ADFG,75,10220,81.75420561,55.97018692
2002,ADFG,75,21375,12.57757009,11.69714019
2002,ADFG,75,21388,6.288785047,0.251551402
2002,ADFG,75,21735,69.17663551,5.659906542
2002,ADFG,75,21740,6.288785047,0.251551402
2002,ADFG,75,23055,6.288785047,0.377327103
2002,ADFG,75,23808,12.57757009,0.377327103
2002,ADFG,75,40050,6.288785047,0
2002,ADFG,75,43000,276.7065421,15.34463551
2002,ADFG,75,66045,12.57757009,0
2002,ADFG,75,66530,264.128972,1.635084112
2002,ADFG,75,66548,295.5728972,1.38353271
2002,ADFG,75,66580,125.7757009,1.257757009
2002,ADFG,75,69010,18.86635514,1.635084112
2002,ADFG,75,71772,6.288785047,1.38353271
2002,ADFG,75,71882,6.288785047,1.38353271
2002,ADFG,75,71884,163.5084112,20.12411215
2002,ADFG,75,80020,31.44392523,1.760859813
2002,ADFG,75,80200,31.44392523,12.9548972
2002,ADFG,75,81742,25.15514019,141.4976636
2002,ADFG,75,82510,6.288785047,0.251551402
2002,ADFG,75,83020,6.288785047,1.760859813
2002,ADFG,76,0,0,0.369934566
2002,ADFG,76,10210,55.49018492,2.682025605
2002,ADFG,76,10220,9.248364154,8.41601138
2002,ADFG,76,10285,27.74509246,5.271567568
2002,ADFG,76,21375,9.248364154,0.462418208
2002,ADFG,76,21388,4.624182077,0.462418208
2002,ADFG,76,21735,134.1012802,11.09803698
2002,ADFG,76,21740,13.87254623,0.184967283
2002,ADFG,76,23808,9.248364154,0.462418208
2002,ADFG,76,24185,18.49672831,1.664705548
2002,ADFG,76,40050,3121.322902,1.942156472
2002,ADFG,76,41221,23.12091038,0.554901849
2002,ADFG,76,43000,18.49672831,0.739869132
2002,ADFG,76,69010,87.85945946,7.21372404
2002,ADFG,76,71004,0,0.046241821
2002,ADFG,76,71772,9.248364154,1.572221906
2002,ADFG,76,75284,4.624182077,0.832352774
2002,ADFG,76,80200,18.49672831,8.231044097
2002,ADFG,76,81742,2233.479943,133.9163129
2002,ADFG,76,82510,13.87254623,0.924836415
2002,ADFG,76,83020,27.74509246,1.572221906
2002,ADFG,76,98000,13.87254623,0.369934566
2002,ADFG,76,98310,27.74509246,3.884312945
2006,ADFG,1,10140,30.16434783,0.50273913
2006,ADFG,1,10210,60.32869565,3.418626087
2006,ADFG,1,10220,20.10956522,40.21913043
2006,ADFG,1,10261,10.05478261,3.318078261
2006,ADFG,1,10285,20.10956522,4.223008696
2006,ADFG,1,20202,40.21913043,0.100547826
2006,ADFG,1,21375,20.10956522,5.027391304
2006,ADFG,1,21725,30.16434783,0.50273913
2006,ADFG,1,21740,10.05478261,0.100547826
2006,ADFG,1,23808,10.05478261,0.201095652
2006,ADFG,1,41221,10.05478261,0.100547826
2006,ADFG,1,66502,10.05478261,0.100547826
2006,ADFG,1,66570,311.6982609,3.016434783
2006,ADFG,1,68577,20.10956522,1.005478261
2006,ADFG,1,68580,20.10956522,0.201095652
2006,ADFG,1,69010,30.16434783,1.005478261
2006,ADFG,1,69322,1,1.48
2006,ADFG,1,71001,10.05478261,0.100547826
2006,ADFG,1,75284,10.05478261,0.301643478
2006,ADFG,1,80020,40.21913043,31.16982609
2006,ADFG,1,80200,191.0408696,47.25747826
2006,ADFG,1,80595,965.2591304,20.61230435
2006,ADFG,1,81742,1287.012174,261.4243478
2006,ADFG,1,82510,60.32869565,2.513695652
2006,ADFG,1,83020,60.32869565,3.418626087
2006,ADFG,2,10210,295.4259259,11.53833333
2006,ADFG,2,10220,50.16666667,44.59259259
2006,ADFG,2,10285,61.31481481,13.99092593
2006,ADFG,2,21110,5.574074074,0.501666667
2006,ADFG,2,21375,11.14814815,3.455925926
2006,ADFG,2,21725,6031.148148,89.18518519
2006,ADFG,2,21735,863.9814815,89.18518519
2006,ADFG,2,23055,11.14814815,0.947592593
2006,ADFG,2,23808,22.2962963,0.668888889
2006,ADFG,2,24180,5.574074074,3.232962963
2006,ADFG,2,41221,16.72222222,0.278703704
2006,ADFG,2,66050,22.2962963,0.222962963
2006,ADFG,2,66601,44.59259259,1.170555556
2006,ADFG,2,68577,11.14814815,0.836111111
2006,ADFG,2,68580,183.9444444,2.118148148
2006,ADFG,2,68781,16.72222222,3.01
2006,ADFG,2,69010,0,22.2962963
2006,ADFG,2,69322,179,55
2006,ADFG,2,80020,16.72222222,4.570740741
2006,ADFG,2,80200,5.574074074,11.14814815
2006,ADFG,2,80595,61.31481481,1.282037037
2006,ADFG,2,81355,5.574074074,0.111481481
2006,ADFG,2,81742,139.3518519,18.67314815
2006,ADFG,2,82510,22.2962963,1.950925926
2006,ADFG,2,83020,5.574074074,0.668888889
2006,ADFG,2,98000,22.2962963,3.065740741
2006,ADFG,3,10120,1,2
2006,ADFG,3,10140,4,0.14
2006,ADFG,3,10210,138,8
2006,ADFG,3,10220,16,14
2006,ADFG,3,10261,1,0.53
2006,ADFG,3,10285,16,2.15
2006,ADFG,3,21110,16,1.1
2006,ADFG,3,21375,9,3.3
2006,ADFG,3,21388,1,0.06
2006,ADFG,3,21725,40,0.57
2006,ADFG,3,21735,274,22
2006,ADFG,3,21740,68,0.73
2006,ADFG,3,21932,1,0.11
2006,ADFG,3,23055,52,2.1
2006,ADFG,3,23808,5,0.17
2006,ADFG,3,41221,2,0.12
2006,ADFG,3,66045,15,0.09
2006,ADFG,3,66050,16,0.12
2006,ADFG,3,66530,4,0.03
2006,ADFG,3,66548,11,0.05
2006,ADFG,3,66611,33,0.3
2006,ADFG,3,68580,21,0.54
2006,ADFG,3,68781,2,0.62
2006,ADFG,3,69010,3,0.09
2006,ADFG,3,69322,33,20
2006,ADFG,3,71001,1,0.12
2006,ADFG,3,75284,1,0.09
2006,ADFG,3,80020,7,4
2006,ADFG,3,80200,29,6
2006,ADFG,3,80595,2,0.12
2006,ADFG,3,81742,192,26
2006,ADFG,3,83020,13,0.44
2006,ADFG,5,10210,180,8.4
2006,ADFG,5,10220,4,2.4
2006,ADFG,5,10285,8,0.6
2006,ADFG,5,21110,4,0.52
2006,ADFG,5,21375,12,3.12
2006,ADFG,5,21446,4,0.12
2006,ADFG,5,21725,12,2
2006,ADFG,5,21735,240,9.4
2006,ADFG,5,21740,4,0.08
2006,ADFG,5,21932,4,0.6
2006,ADFG,5,23055,12,0.52
2006,ADFG,5,23808,8,0.72
2006,ADFG,5,41221,4,0.16
2006,ADFG,5,43000,12,1.4
2006,ADFG,5,66530,4,0.04
2006,ADFG,5,66548,12,0.08
2006,ADFG,5,66611,48,0.52
2006,ADFG,5,68781,24,3.84
2006,ADFG,5,69322,3,2
2006,ADFG,5,71772,4,1
2006,ADFG,5,80020,12,4.2
2006,ADFG,5,80200,104,24
2006,ADFG,5,81742,752,76
2006,ADFG,5,82510,8,0.6
2006,ADFG,5,83020,8,0.72
2006,ADFG,6,10120,1,3.05
2006,ADFG,6,10210,479.5169565,21.9626087
2006,ADFG,6,10220,7.320869565,5.856695652
2006,ADFG,6,10285,7.320869565,0.256230435
2006,ADFG,6,21375,29.28347826,11.34734783
2006,ADFG,6,21388,32.94391304,1.427569565
2006,ADFG,6,21725,7.320869565,0.073208696
2006,ADFG,6,21735,278.1930435,13.17756522
2006,ADFG,6,21740,7.320869565,0.073208696
2006,ADFG,6,21932,3.660434783,0.366043478
2006,ADFG,6,23055,43.92521739,2.01323913
2006,ADFG,6,23809,3.660434783,0.51246087
2006,ADFG,6,41221,3.660434783,0.036604348
2006,ADFG,6,43000,65.88782609,21.9626087
2006,ADFG,6,66045,80.52956522,0.402647826
2006,ADFG,6,66050,7.320869565,0.036604348
2006,ADFG,6,66530,10.98130435,0.183021739
2006,ADFG,6,66548,25.62304348,0.073208696
2006,ADFG,6,66611,87.85043478,0.805295652
2006,ADFG,6,68580,3.660434783,0.073208696
2006,ADFG,6,68781,43.92521739,8.052956522
2006,ADFG,6,69010,29.28347826,0.549065217
2006,ADFG,6,69322,1,0.57
2006,ADFG,6,80020,18.30217391,3.074765217
2006,ADFG,6,80200,51.24608696,7.686913043
2006,ADFG,6,81742,563.7069565,58.56695652
2006,ADFG,6,82510,3.660434783,0.146417391
2006,ADFG,6,83020,3.660434783,0.036604348
2006,ADFG,6,95000,3.660434783,0.036604348
2006,ADFG,7,10140,2.621590909,0.078647727
2006,ADFG,7,10210,865.125,34.86715909
2006,ADFG,7,10220,7.864772727,4.325625
2006,ADFG,7,10285,62.91818182,3.250772727
2006,ADFG,7,21110,2.621590909,0.052431818
2006,ADFG,7,21313,2.621590909,0.262159091
2006,ADFG,7,21375,2.621590909,0.183511364
2006,ADFG,7,21388,23.59431818,1.1535
2006,ADFG,7,21735,188.7545455,6.685056818
2006,ADFG,7,21740,13.10795455,0.078647727
2006,ADFG,7,21932,28.8375,0.524318182
2006,ADFG,7,23055,23.59431818,0.786477273
2006,ADFG,7,41221,23.59431818,0.209727273
2006,ADFG,7,66548,20.97272727,0.235943182
2006,ADFG,7,66611,2.621590909,0.026215909
2006,ADFG,7,68781,18.35113636,3.4605
2006,ADFG,7,69010,5.243181818,0.078647727
2006,ADFG,7,69322,1,0.65
2006,ADFG,7,74981,2.621590909,0.131079545
2006,ADFG,7,75284,2.621590909,0.104863636
2006,ADFG,7,80020,10.48636364,4.981022727
2006,ADFG,7,80200,18.35113636,3.591579545
2006,ADFG,7,80595,26.21590909,0.026215909
2006,ADFG,7,81742,1082.717045,52.43181818
2006,ADFG,7,82510,2.621590909,0.131079545
2006,ADFG,7,91000,2.621590909,0.052431818
2006,ADFG,7,95000,13.10795455,0.131079545
2006,ADFG,8,10210,426.5625,10.546875
2006,ADFG,8,10220,9.375,2.203125
2006,ADFG,8,10285,79.6875,2.34375
2006,ADFG,8,21110,9.375,0.890625
2006,ADFG,8,21313,28.125,1.125
2006,ADFG,8,21375,4.6875,0.5625
2006,ADFG,8,21735,75,4.359375
2006,ADFG,8,23055,4.6875,0.375
2006,ADFG,8,66548,150,0.65625
2006,ADFG,8,66611,4.6875,0.046875
2006,ADFG,8,68781,79.6875,11.484375
2006,ADFG,8,69010,4.6875,0.046875
2006,ADFG,8,71001,4.6875,0.046875
2006,ADFG,8,80200,4.6875,0.28125
2006,ADFG,8,81742,2610.9375,121.875
2006,ADFG,8,95000,4.6875,0.046875
2006,ADFG,9,10210,170.6505,9.120975
2006,ADFG,9,10285,41.1915,3.5307
2006,ADFG,9,20061,5.8845,0.647295
2006,ADFG,9,20322,58.845,5.590275
2006,ADFG,9,21110,58.845,2.648025
2006,ADFG,9,21313,11.769,0.47076
2006,ADFG,9,21388,5.8845,0.882675
2006,ADFG,9,21725,5.8845,0.294225
2006,ADFG,9,21735,388.377,22.655325
2006,ADFG,9,21740,5.8845,0.58845
2006,ADFG,9,21932,5.8845,0.58845
2006,ADFG,9,23055,5.8845,0.58845
2006,ADFG,9,23808,5.8845,0.176535
2006,ADFG,9,41221,11.769,0.58845
2006,ADFG,9,43000,35.307,2.177265
2006,ADFG,9,66548,70.614,0.47076
2006,ADFG,9,66611,41.1915,0.47076
2006,ADFG,9,68781,17.6535,4.295685
2006,ADFG,9,69010,17.6535,1.41228
2006,ADFG,9,69322,1,0.62
2006,ADFG,9,71884,23.538,3.236475
2006,ADFG,9,75284,5.8845,0.82383
2006,ADFG,9,80020,5.8845,2.58918
2006,ADFG,9,80200,5.8845,4.060305
2006,ADFG,9,80595,5.8845,0.058845
2006,ADFG,9,81742,1765.35,152.997
2006,ADFG,9,82510,23.538,1.941885
2006,ADFG,10,10210,403.5789474,11.95789474
2006,ADFG,10,10220,7.473684211,8.221052632
2006,ADFG,10,10285,52.31578947,2.989473684
2006,ADFG,10,21110,52.31578947,3.363157895
2006,ADFG,10,21313,14.94736842,0.448421053
2006,ADFG,10,21388,7.473684211,0.373684211
2006,ADFG,10,21735,134.5263158,4.110526316
2006,ADFG,10,21932,14.94736842,0.597894737
2006,ADFG,10,23055,14.94736842,8.221052632
2006,ADFG,10,41221,14.94736842,0.224210526
2006,ADFG,10,66548,186.8421053,0.672631579
2006,ADFG,10,66611,7.473684211,0.074736842
2006,ADFG,10,68781,7.473684211,0.224210526
2006,ADFG,10,69010,22.42105263,0.224210526
2006,ADFG,10,80020,44.84210526,74.73684211
2006,ADFG,10,80200,22.42105263,8.968421053
2006,ADFG,10,80595,22.42105263,0.224210526
2006,ADFG,10,81742,3213.684211,134.5263158
2006,ADFG,10,82510,37.36842105,2.989473684
2006,ADFG,11,10210,81.55363636,3.981736364
2006,ADFG,11,10285,153.5127273,6.236454545
2006,ADFG,11,21313,28.78363636,1.199318182
2006,ADFG,11,21405,4.797272727,0.047972727
2006,ADFG,11,21725,110.3372727,2.158772727
2006,ADFG,11,21735,100.7427273,7.195909091
2006,ADFG,11,23808,4.797272727,0.095945455
2006,ADFG,11,41221,14.39181818,0.575672727
2006,ADFG,11,66530,9.594545455,0.047972727
2006,ADFG,11,66611,43.17545455,0.431754545
2006,ADFG,11,68781,4.797272727,0.719590909
2006,ADFG,11,69010,14.39181818,0.479727273
2006,ADFG,11,69322,0,0
2006,ADFG,11,71001,4.797272727,1.199318182
2006,ADFG,11,71500,9.594545455,0.047972727
2006,ADFG,11,80200,43.17545455,19.18909091
2006,ADFG,11,80595,9.594545455,0.095945455
2006,ADFG,11,81742,954.6572727,67.16181818
2006,ADFG,11,82510,28.78363636,1.679045455
2006,ADFG,11,98310,9.594545455,1.439181818
2006,ADFG,12,10210,89.28025,4.7745525
2006,ADFG,12,10220,3.88175,15.527
2006,ADFG,12,10285,42.69925,3.2994875
2006,ADFG,12,21313,3.88175,0.5822625
2006,ADFG,12,21725,725.88725,5.046275
2006,ADFG,12,21735,135.86125,9.3162
2006,ADFG,12,21932,3.88175,0.9704375
2006,ADFG,12,41221,31.054,0.543445
2006,ADFG,12,65100,3.88175,0.0388175
2006,ADFG,12,66045,3.88175,0.0388175
2006,ADFG,12,66530,19.40875,0.1940875
2006,ADFG,12,66548,19.40875,0.1164525
2006,ADFG,12,66601,3.88175,0.5822625
2006,ADFG,12,66611,23.2905,0.232905
2006,ADFG,12,68781,3.88175,1.940875
2006,ADFG,12,69010,27.17225,1.5527
2006,ADFG,12,69322,1,0.73
2006,ADFG,12,71004,11.64525,0.9704375
2006,ADFG,12,71753,7.7635,1.940875
2006,ADFG,12,71800,19.40875,1.940875
2006,ADFG,12,71884,7.7635,1.164525
2006,ADFG,12,74311,15.527,0.15527
2006,ADFG,12,75241,3.88175,0.5822625
2006,ADFG,12,80020,3.88175,2.48432
2006,ADFG,12,80595,3.88175,0.0388175
2006,ADFG,12,81742,888.92075,93.162
2006,ADFG,12,82510,15.527,1.319795
2006,ADFG,12,95000,3.88175,0.0388175
2006,ADFG,12,98000,7.7635,0.5822625
2006,ADFG,12,98310,7.7635,4.6581
2006,ADFG,13,10210,6.721764706,2.912764706
2006,ADFG,13,10220,8.962352941,17.92470588
2006,ADFG,13,10285,17.92470588,1.075482353
2006,ADFG,13,21110,8.962352941,0.716988235
2006,ADFG,13,21375,2.240588235,0.134435294
2006,ADFG,13,21388,4.481176471,0.336088235
2006,ADFG,13,21725,188.2094118,1.837282353
2006,ADFG,13,21735,98.58588235,7.505970588
2006,ADFG,13,21932,4.481176471,0.627364706
2006,ADFG,13,23808,2.240588235,0.112029412
2006,ADFG,13,41221,35.84941176,0.716988235
2006,ADFG,13,43000,2.240588235,0.134435294
2006,ADFG,13,66530,6.721764706,0.022405882
2006,ADFG,13,66548,26.88705882,0.134435294
2006,ADFG,13,66601,4.481176471,0.492929412
2006,ADFG,13,66611,6.721764706,0.156841176
2006,ADFG,13,68781,8.962352941,1.971717647
2006,ADFG,13,69010,6.721764706,0.224058824
2006,ADFG,13,69322,4,1.82
2006,ADFG,13,71001,11.20294118,0.044811765
2006,ADFG,13,71500,2.240588235,0.022405882
2006,ADFG,13,80020,11.20294118,8.962352941
2006,ADFG,13,80200,22.40588235,9.298441176
2006,ADFG,13,80595,2.240588235,0.022405882
2006,ADFG,13,81742,282.3141176,22.40588235
2006,ADFG,13,82510,15.68411765,1.232323529
2006,ADFG,13,98000,6.721764706,0.224058824
2006,ADFG,14,10210,154.7840909,4.672727273
2006,ADFG,14,10211,32.125,1.460227273
2006,ADFG,14,10220,5.840909091,4.147045455
2006,ADFG,14,10285,49.64772727,5.694886364
2006,ADFG,14,21110,8.761363636,0.730113636
2006,ADFG,14,21313,26.28409091,1.314204545
2006,ADFG,14,21375,2.920454545,0.876136364
2006,ADFG,14,21388,5.840909091,0.408863636
2006,ADFG,14,21725,17.52272727,0.292045455
2006,ADFG,14,21735,148.9431818,9.345454545
2006,ADFG,14,21932,8.761363636,0.292045455
2006,ADFG,14,23055,5.840909091,0.438068182
2006,ADFG,14,41221,8.761363636,0.175227273
2006,ADFG,14,66530,5.840909091,0.058409091
2006,ADFG,14,66548,14.60227273,0.116818182
2006,ADFG,14,66601,2.920454545,0.146022727
2006,ADFG,14,66611,2.920454545,0.058409091
2006,ADFG,14,68781,43.80681818,7.301136364
2006,ADFG,14,69010,11.68181818,0.233636364
2006,ADFG,14,69322,2,1.75
2006,ADFG,14,80020,2.920454545,2.978863636
2006,ADFG,14,80200,2.920454545,0.292045455
2006,ADFG,14,80595,2.920454545,0.087613636
2006,ADFG,14,81742,619.1363636,29.20454545
2006,ADFG,14,95000,2.920454545,0.058409091
2006,ADFG,15,1,0,0.165190476
2006,ADFG,15,10210,426.1914286,14.86714286
2006,ADFG,15,10220,4.955714286,3.303809524
2006,ADFG,15,10285,24.77857143,1.982285714
2006,ADFG,15,20061,1.651904762,0.033038095
2006,ADFG,15,21110,19.82285714,1.238928571
2006,ADFG,15,21313,1.651904762,0.06607619
2006,ADFG,15,21375,11.56333333,9.911428571
2006,ADFG,15,21388,4.955714286,0.363419048
2006,ADFG,15,21405,1.651904762,0.033038095
2006,ADFG,15,21725,36.34190476,0.429495238
2006,ADFG,15,21735,118.9371429,2.973428571
2006,ADFG,15,21932,11.56333333,0.330380952
2006,ADFG,15,23055,4.955714286,0.165190476
2006,ADFG,15,23808,3.303809524,0.165190476
2006,ADFG,15,23809,1.651904762,0.247785714
2006,ADFG,15,40500,1.651904762,0.165190476
2006,ADFG,15,41221,3.303809524,0.082595238
2006,ADFG,15,66548,26.43047619,0.165190476
2006,ADFG,15,68781,13.2152381,2.180514286
2006,ADFG,15,69322,6,2.62
2006,ADFG,15,80020,1.651904762,0.825952381
2006,ADFG,15,80200,19.82285714,3.799380952
2006,ADFG,15,80595,1.651904762,0.082595238
2006,ADFG,15,81742,604.5971429,23.12666667
2006,ADFG,15,95000,1.651904762,0.016519048
2006,ADFG,16,10155,1,0.1
2006,ADFG,16,10210,113,3.9
2006,ADFG,16,10211,11,0.45
2006,ADFG,16,10220,1,0.9
2006,ADFG,16,10261,1,0.25
2006,ADFG,16,10285,34,1.5
2006,ADFG,16,20322,3,1.2
2006,ADFG,16,21110,12,0.8
2006,ADFG,16,21300,2,1.2
2006,ADFG,16,21313,13,0.25
2006,ADFG,16,21375,8,0.4
2006,ADFG,16,21376,2,0.25
2006,ADFG,16,21388,2,0.09
2006,ADFG,16,21397,1,0.08
2006,ADFG,16,21725,9,0.16
2006,ADFG,16,21735,751,18
2006,ADFG,16,21932,24,0.85
2006,ADFG,16,23055,7,0.3
2006,ADFG,16,23808,1,0.03
2006,ADFG,16,40500,1,0.14
2006,ADFG,16,41221,8,0.1
2006,ADFG,16,65100,39,2
2006,ADFG,16,66548,7,0.06
2006,ADFG,16,68781,59,8
2006,ADFG,16,80020,2,1.3
2006,ADFG,16,80595,1,0.08
2006,ADFG,16,81095,6,0.1
2006,ADFG,16,81742,129,6
2006,ADFG,16,82510,1,0.08
2006,ADFG,16,83020,1,0.02
2006,ADFG,16,95000,8,0.02
2006,ADFG,18,10140,19.72413793,0.986206897
2006,ADFG,18,10210,133.137931,4.437931034
2006,ADFG,18,10220,9.862068966,19.72413793
2006,ADFG,18,10261,24.65517241,9.862068966
2006,ADFG,18,10285,24.65517241,7.396551724
2006,ADFG,18,21110,9.862068966,1.479310345
2006,ADFG,18,21313,14.79310345,0.739655172
2006,ADFG,18,21375,4.931034483,4.931034483
2006,ADFG,18,21725,276.137931,3.451724138
2006,ADFG,18,21735,4.931034483,7.396551724
2006,ADFG,18,23041,19.72413793,0.739655172
2006,ADFG,18,23808,49.31034483,0.986206897
2006,ADFG,18,40500,9.862068966,3.205172414
2006,ADFG,18,41221,88.75862069,1.923103448
