Year,Agent,Haul,ADFG_Station,NOAA_Station,Month,Day,Swept_km2,Swept_NM2,Depth_m,Bottom_Temp,Surface_Temp,Latitude,Longitude
1988,NOAA,47,55,D12,8,20,0.044312434,0.012919452,20.1168,11.8,12.8,63.5,-165.3418333
1988,NOAA,48,37,C12,8,20,0.044876923,0.013084031,18.288,11.9,13.4,63.33333333,-165.3396667
1988,NOAA,49,19,B13,8,20,0.026813256,0.007817503,23.7744,10.3,12.9,63.16666667,-165.7051667
1988,NOAA,50,38,C13,8,20,0.046570392,0.013577768,23.7744,7.8,13.5,63.33333333,-165.7093333
1988,NOAA,51,56,D13,8,20,0.045723658,0.013330899,25.6032,8,13.7,63.5,-165.7136667
1988,NOAA,52,80,E13,8,20,0.045441413,0.01324861,23.7744,11.4,13.7,63.66666667,-165.718
1988,NOAA,53,105,F13,8,20,0.046570392,0.013577768,23.7744,9.6,13,63.83333333,-165.7225
1988,NOAA,54,132,G13,8,21,0.046288147,0.013495478,21.9456,5.6,12.3,64,-165.727
1988,NOAA,55,159,H13,8,21,0.045723658,0.013330899,21.9456,9.5,11.9,64.16666667,-165.7315
1988,NOAA,56,185,I13,8,21,0.045723658,0.013330899,23.7744,9.4,12.4,64.33333333,-165.7361667
1988,NOAA,58,204,J13,8,21,0.046288147,0.013495478,20.1168,10.8,13.1,64.5,-165.7408333
1988,NOAA,60,186,I14,8,21,0.044876923,0.013084031,27.432,9.2,11.3,64.33333333,-166.1191667
1988,NOAA,61,160,H14,8,21,0.045723658,0.013330899,23.7744,9,11.6,64.16666667,-166.1123333
1988,NOAA,62,133,G14,8,21,0.04290121,0.012508004,25.6032,4.5,12,64,-166.1055
1988,NOAA,63,106,F14,8,21,0.044594678,0.013001741,29.2608,5.6,11.9,63.83333333,-166.0986667
1988,NOAA,64,81,E14,8,21,0.044030189,0.012837162,29.2608,5.4,13.1,63.66666667,-166.0921667
1988,NOAA,65,57,D14,8,21,0.046288147,0.013495478,27.432,5.7,11.3,63.5,-166.0855
1988,NOAA,66,39,C14,8,21,0.044594678,0.013001741,25.6032,6.9,10.3,63.33333333,-166.0791667
1988,NOAA,67,20,B14,8,21,0.045723658,0.013330899,23.7744,7.5,10.5,63.16666667,-166.0726667
1988,NOAA,68,21,B15,8,22,0.044312434,0.012919452,23.7744,7.6,9.9,63.16666667,-166.4403333
1988,NOAA,69,40,C15,8,22,0.045723658,0.013330899,25.6032,6.1,9.1,63.33333333,-166.4488333
1988,NOAA,70,58,D15,8,22,0.044030189,0.012837162,27.432,5.3,8,63.5,-166.4575
1988,NOAA,71,82,E15,8,22,0.045441413,0.01324861,29.2608,3.9,8.9,63.66666667,-166.4661667
1988,NOAA,72,107,F15,8,22,0.046570392,0.013577768,32.9184,4,8.5,63.83333333,-166.475
1988,NOAA,73,134,G15,8,22,0.04290121,0.012508004,32.9184,3.6,10.4,64,-166.484
1988,NOAA,74,161,H15,8,22,0.044312434,0.012919452,29.2608,4.4,9.6,64.16666667,-166.493
1988,NOAA,75,187,I15,8,22,0.043465699,0.012672583,29.2608,3.9,10.4,64.33333333,-166.5021667
1988,NOAA,76,206,J15,8,22,0.043747944,0.012754873,29.2608,10.5,12.1,64.5,-166.5115
1988,NOAA,78,223,K16,8,22,0.044594678,0.013001741,27.432,7,11.8,64.66666667,-166.9088333
1988,NOAA,79,207,J16,8,23,0.045723658,0.013330899,27.432,3.6,11.7,64.5,-166.897
1988,NOAA,80,188,I15,8,23,0.045159168,0.01316632,31.0896,3.4,9.7,64.33333333,-166.8853333
1988,NOAA,81,189,I17,8,23,0.044876923,0.013084031,31.0896,2.8,7.7,64.33333333,-167.2683333
1988,NOAA,82,163,H17,8,23,0.046570392,0.013577768,34.7472,2.2,7.6,64.16666667,-167.2545
1988,NOAA,83,162,H16,8,23,0.044876923,0.013084031,32.9184,2.6,8.6,64.16666667,-166.8738333
1988,NOAA,84,135,G16,8,23,0.045723658,0.013330899,-16.4592,2.7,8.9,64,-166.8625
1988,NOAA,85,108,F16,8,23,0.043465699,0.012672583,32.9184,2.4,7.1,63.83333333,-166.8511667
1991,NOAA,193,,T21,8,17,0.047134882,0.013742347,49.3776,0.4,10.2,,
1991,NOAA,194,,U22,8,17,0.045441413,0.01324861,56.6928,0.9,10.2,,
1991,NOAA,195,,V21,8,17,0.044030189,0.012837162,51.2064,,10.2,,
1991,NOAA,196,,W22,8,18,0.038949782,0.011355951,47.5488,,10,,
1991,NOAA,197,,X21,8,18,0.046570392,0.013577768,47.5488,0.7,9.7,,
1991,NOAA,198,,Y22,8,18,0.041489986,0.012096557,56.6928,0.9,10.2,,
1991,NOAA,199,,Y20,8,19,0.040925496,0.011931978,42.0624,0.9,9,,
1991,NOAA,200,,X19,8,19,0.040643251,0.011849688,40.2336,0.9,9.8,,
1991,NOAA,201,,W20,8,19,0.040925496,0.011931978,40.2336,0.9,10.1,,
1991,NOAA,202,,V19,8,19,0.043183454,0.012590294,43.8912,2.1,10.1,,
1991,NOAA,203,,U20,8,19,0.026813256,0.007817503,45.72,1,,,
1991,NOAA,204,,T19,8,20,0.040078762,0.011685109,42.0624,2.8,10.7,,
1991,NOAA,205,,T01,8,20,0.043183454,0.012590294,31.0896,6.5,11.7,,
1991,NOAA,206,,U18,8,20,0.039514272,0.01152053,36.576,3.9,,,
1991,NOAA,207,,V01,8,20,0.038385293,0.011191372,29.2608,3.6,12.8,,
1991,NOAA,208,,W18,8,21,0.044312434,0.012919452,34.7472,1.7,,,
1991,NOAA,209,,X01,8,21,0.039514272,0.01152053,34.7472,3,10.2,,
1991,NOAA,210,,Y18,8,21,0.015523464,0.004525923,27.432,2.9,,,
1991,NOAA,211,40,C15,8,22,0.041489986,0.012096557,27.432,3.6,12.2,63.33333333,-166.4488333
1991,NOAA,212,58,D15,8,22,0.040361006,0.011767399,27.432,3.7,11.2,63.5,-166.4575
1991,NOAA,213,82,E15,8,22,0.039514272,0.01152053,27.432,3.9,11,63.66666667,-166.4661667
1991,NOAA,214,107,F15,8,22,0.040925496,0.011931978,31.0896,3.3,10.6,63.83333333,-166.475
1991,NOAA,215,134,G15,8,22,0.038385293,0.011191372,31.0896,4.1,11.5,64,-166.484
1991,NOAA,216,161,H15,8,22,0.044030189,0.012837162,27.432,3.1,11.7,64.16666667,-166.493
1991,NOAA,217,162,H16,8,22,0.046005902,0.013413189,31.0896,3.1,11,64.16666667,-166.8738333
1991,NOAA,218,188,I16,8,23,0.046570392,0.013577768,29.2608,4.2,11.8,64.33333333,-166.8853333
1991,NOAA,219,189,I17,8,23,0.039796517,0.01160282,29.2608,2.1,11.2,64.33333333,-167.2683333
1991,NOAA,220,207,J16,8,23,0.040078762,0.011685109,27.432,3.6,12,64.5,-166.897
1991,NOAA,221,206,J15,8,23,0.037256314,0.010862214,27.432,3.5,10.4,64.5,-166.5115
1991,NOAA,222,187,I15,8,23,0.037256314,0.010862214,27.432,3.6,11,64.33333333,-166.5021667
1991,NOAA,223,186,I14,8,23,0.02173285,0.006336292,31.0896,3.1,,64.33333333,-166.1191667
1991,NOAA,224,160,H14,8,24,0.040361006,0.011767399,23.7744,4.5,11,64.16666667,-166.1123333
1991,NOAA,225,133,G14,8,25,0.042054475,0.012261136,25.6032,3.3,10,64,-166.1055
1991,NOAA,226,106,F14,8,25,0.040078762,0.011685109,27.432,2.8,10,63.83333333,-166.0986667
1991,NOAA,227,81,E14,8,25,0.040925496,0.011931978,27.432,3.2,,63.66666667,-166.0921667
1991,NOAA,228,57,D14,8,25,0.035562845,0.010368477,25.6032,3.7,11.5,63.5,-166.0855
1991,NOAA,229,39,C14,8,25,0.040078762,0.011685109,23.7744,3.1,12.5,63.33333333,-166.0791667
1991,NOAA,230,38,C13,8,25,0.040925496,0.011931978,23.7744,4.9,12.5,63.33333333,-165.7093333
1991,NOAA,231,56,D13,8,26,0.044876923,0.013084031,23.7744,4.5,11,63.5,-165.7136667
1991,NOAA,232,80,E13,8,26,0.048263861,0.014071505,23.7744,3.9,11.8,63.66666667,-165.718
1991,NOAA,233,105,F13,8,26,0.038949782,0.011355951,21.9456,4.1,10.5,63.83333333,-165.7225
1991,NOAA,234,132,G13,8,26,0.045159168,0.01316632,20.1168,3.7,10,64,-165.727
1991,NOAA,235,159,H13,8,26,0.045441413,0.01324861,20.1168,3.9,9.8,64.16666667,-165.7315
1991,NOAA,236,185,I13,8,26,0.04939284,0.014400663,20.1168,4.7,9.2,64.33333333,-165.7361667
1991,NOAA,237,,j12,8,26,0.026248766,0.007652924,18.288,8.2,12.4,,
1991,NOAA,238,184,I12,8,27,0.04233672,0.012343425,21.9456,6.8,12,64.33333333,-165.353
1991,NOAA,239,158,H12,8,27,0.043183454,0.012590294,18.288,6.7,10.2,64.16666667,-165.3508333
1991,NOAA,240,131,G12,8,27,0.041489986,0.012096557,18.288,6.8,12.5,64,-165.3485
1991,NOAA,241,104,F12,8,27,0.040078762,0.011685109,18.288,7.5,12,63.83333333,-165.3461667
1991,NOAA,242,79,E12,8,28,0.045441413,0.01324861,18.288,5.5,11.9,63.66666667,-165.344
1991,NOAA,243,55,D12,8,28,0.043465699,0.012672583,18.288,5.9,12,63.5,-165.3418333
1991,NOAA,244,78,E11,8,28,0.042618965,0.012425715,16.4592,8.6,12.2,63.66666667,-164.97
1991,NOAA,245,103,F11,8,28,0.039232027,0.011438241,16.4592,10.2,12.4,63.83333333,-164.97
1991,NOAA,246,130,G11,8,28,0.046852637,0.013660057,16.4592,8.4,12.8,64,-164.97
1991,NOAA,247,157,H11,8,28,0.04290121,0.012508004,16.4592,7.1,11.5,64.16666667,-164.97
1991,NOAA,248,183,I11,8,28,0.048263861,0.014071505,16.4592,7.4,11.5,64.33333333,-164.97
1991,NOAA,249,182,I10,8,28,0.048263861,0.014071505,32.9184,6.4,12.2,64.33333333,-164.587
1991,NOAA,250,203,J09,8,29,0.050804064,0.01481211,23.7744,7.1,12.1,64.5,-164.1991667
1991,NOAA,251,181,I09,8,29,0.02060387,0.006007134,14.6304,,,64.33333333,-164.2038333
1991,NOAA,252,156,H10,8,29,0.041489986,0.012096557,16.4592,,11.9,64.16666667,-164.5891667
1991,NOAA,253,155,H09,8,29,0.044594678,0.013001741,20.1168,10.1,12,64.16666667,-164.2085
1991,NOAA,254,154,H08,8,29,0.04177223,0.012178846,21.9456,9.5,13,64.16666667,-163.8276667
1991,NOAA,255,180,I08,8,29,0.044030189,0.012837162,14.6304,9.5,13,64.33333333,-163.8208333
1991,NOAA,256,153,H07,8,29,0.041489986,0.012096557,21.9456,8.7,13.5,64.16666667,-163.447
1991,NOAA,257,152,H06,8,29,0.037256314,0.010862214,23.7744,9.7,13.1,64.16666667,-163.0661667
1991,NOAA,258,125,G06,8,30,0.046288147,0.013495478,20.1168,11,12.7,64,-163.0775
1991,NOAA,259,126,G07,8,30,0.050804064,0.01481211,18.288,9.7,12.3,64,-163.456
1991,NOAA,260,127,G08,8,30,0.045441413,0.01324861,16.4592,11.3,12.8,64,-163.8345
1991,NOAA,261,128,G09,8,30,0.043183454,0.012590294,16.4592,10.9,12.1,64,-164.213
1991,NOAA,262,129,G10,8,30,0.042618965,0.012425715,16.4592,9.9,12.5,64,-164.5915
1991,NOAA,263,102,,8,30,0.046288147,0.013495478,16.4592,,12.8,63.83333333,-164.5938333
1996,ADFG,1,184,,8,7,0.031611418,0.009216424,21.9456,10,,64.33333333,-165.353
1996,ADFG,3,183,,8,7,0.031611418,0.009216424,29.2608,8.7,,64.33333333,-164.97
1996,ADFG,4,182,,8,7,0.032740397,0.009545582,14.6304,9.3,,64.33333333,-164.587
1996,ADFG,5,203,,8,7,0.031611418,0.009216424,16.4592,9.1,,64.5,-164.1991667
1996,ADFG,6,202,,8,7,0.030482438,0.008887266,12.8016,10,,64.5,-163.8138333
1996,ADFG,7,181,,8,7,0.029353459,0.008558108,10.9728,8.7,,64.33333333,-164.2038333
1996,ADFG,8,201,,8,8,0.033869376,0.00987474,10.9728,12.4,,64.5,-162.2723333
1996,ADFG,9,176,,8,8,0.031611418,0.009216424,16.4592,6.5,,64.33333333,-162.2886667
1996,ADFG,10,150,,8,8,0.031611418,0.009216424,16.4592,6.1,,64.16666667,-162.3046667
1996,ADFG,11,123,,8,8,0.033869376,0.00987474,14.6304,6.5,,64,-162.3206667
1996,ADFG,12,124,,8,8,0.030256643,0.008821434,16.4592,7.3,,64,-162.699
1996,ADFG,13,151,,8,8,0.033191988,0.009677245,20.1168,5.9,,64.16666667,-162.6855
1996,ADFG,14,177,,8,9,0.031385622,0.009150592,20.1168,7,,64.33333333,-162.6716667
1996,ADFG,15,152,,8,9,0.033417784,0.009743077,23.7744,6.7,,64.16666667,-163.0661667
1996,ADFG,16,125,,8,9,0.038385293,0.011191372,16.4592,8.1,,64,-163.0775
1996,ADFG,17,126,,8,9,0.040643251,0.011849688,18.288,8.3,,64,-163.456
1996,ADFG,18,153,,8,9,0.033869376,0.00987474,18.288,9.4,,64.16666667,-163.447
1996,ADFG,19,180,,8,9,0.038385293,0.011191372,14.6304,10.7,,64.33333333,-163.8208333
1996,ADFG,20,179,,8,9,0.036127334,0.010533056,16.4592,9.5,,64.33333333,-163.4378333
1996,ADFG,21,127,,8,10,0.03093403,0.009018929,16.4592,9.5,,64,-163.8345
1996,ADFG,22,154,,8,10,0.036127334,0.010533056,18.288,8.6,,64.16666667,-163.8276667
1996,ADFG,23,155,,8,10,0.031611418,0.009216424,16.4592,9.3,,64.16666667,-164.2085
1996,ADFG,24,128,,8,10,0.029353459,0.008558108,14.6304,10.1,,64,-164.213
1996,ADFG,25,129,,8,10,0.032063009,0.009348087,16.4592,9.9,,64,-164.5915
1996,ADFG,26,130,,8,10,0.032288805,0.009413919,14.6304,10.3,,64,-164.97
1996,ADFG,27,156,,8,10,0.04290121,0.012508004,12.8016,9.5,,64.16666667,-164.5891667
1996,ADFG,28,157,,8,11,0.031385622,0.009150592,12.8016,10.1,,64.16666667,-164.97
1996,ADFG,29,158,,8,11,0.031611418,0.009216424,16.4592,9.3,,64.16666667,-165.3508333
1996,ADFG,30,131,,8,11,0.03093403,0.009018929,14.6304,8.8,,64,-165.3485
1996,ADFG,31,132,,8,11,0.029805051,0.008689771,18.288,8.4,,64,-165.727
1996,ADFG,32,159,,8,11,0.029353459,0.008558108,18.288,8.6,,64.16666667,-165.7315
1996,ADFG,33,160,,8,11,0.028450276,0.008294782,20.1168,7.9,,64.16666667,-166.1123333
1996,ADFG,34,133,,8,11,0.027095501,0.007899792,20.1168,7.5,,64,-166.1055
1996,ADFG,35,134,,8,11,0.027998684,0.008163118,27.432,7,,64,-166.484
1996,ADFG,36,161,,8,12,0.028450276,0.008294782,23.7744,7.1,,64.16666667,-166.493
1996,ADFG,37,187,,8,12,0.030708234,0.008953098,25.6032,7.3,,64.33333333,-166.5021667
1996,ADFG,38,186,,8,12,0.028450276,0.008294782,21.9456,7.1,,64.33333333,-166.1191667
1996,ADFG,39,185,,8,12,0.029579255,0.00862394,20.1168,9,,64.33333333,-165.7361667
1996,ADFG,40,206,,8,13,0.006773875,0.001974948,21.9456,7.6,,64.5,-166.5115
1996,ADFG,41,135,,8,14,0.032063009,0.009348087,31.0896,5.1,,64,-166.8625
1996,ADFG,42,107,,8,14,0.028676072,0.008360613,29.2608,6.2,,63.83333333,-166.475
1996,ADFG,43,82,,8,14,0.028901868,0.008426445,25.6032,6.9,,63.66666667,-166.4661667
1996,ADFG,44,81,,8,14,0.028450276,0.008294782,23.7744,7.3,,63.66666667,-166.0921667
1996,ADFG,45,106,,8,14,0.029805051,0.008689771,23.7744,7.9,,63.83333333,-166.0986667
1996,ADFG,46,80,,8,15,0.027321297,0.007965624,20.1168,8.2,,63.66666667,-165.718
1996,ADFG,47,79,,8,15,0.029579255,0.00862394,16.4592,9.5,,63.66666667,-165.344
1996,ADFG,48,78,,8,15,0.029579255,0.00862394,12.8016,10.5,,63.66666667,-164.97
1996,ADFG,49,103,,8,15,0.028676072,0.008360613,14.6304,10.2,,63.83333333,-164.97
1996,ADFG,50,104,,8,15,0.029579255,0.00862394,16.4592,9.1,,63.83333333,-165.3461667
1996,ADFG,51,105,,8,15,0.031837213,0.009282256,18.288,8.5,,63.83333333,-165.7225
1999,ADFG,1,134,,7,28,0.022579584,0.00658316,27.432,1.3,,64,-166.484
1999,ADFG,2,133,,7,28,0.022579584,0.00658316,20.1168,1.9,,64,-166.1055
1999,ADFG,3,132,,7,28,0.022579584,0.00658316,16.4592,5.3,,64,-165.727
1999,ADFG,4,131,,7,29,0.033869376,0.00987474,14.6304,5.5,,64,-165.3485
1999,ADFG,5,130,,7,29,0.029353459,0.008558108,16.4592,4.3,,64,-164.97
1999,ADFG,6,129,,7,29,0.022579584,0.00658316,16.4592,3.7,,64,-164.5915
1999,ADFG,8,128,,7,29,0.022579584,0.00658316,14.6304,3.4,,64,-164.213
1999,ADFG,9,127,,7,29,0.022579584,0.00658316,16.4592,2.9,,64,-163.8345
1999,ADFG,10,126,,7,29,0.022579584,0.00658316,18.288,3.5,,64,-163.456
1999,ADFG,11,125,,7,29,0.022579584,0.00658316,16.4592,2.8,,64,-163.0775
1999,ADFG,12,124,,7,30,0.022579584,0.00658316,16.4592,2.2,,64,-162.699
1999,ADFG,13,123,,7,30,0.022579584,0.00658316,14.6304,3.1,,64,-162.3206667
1999,ADFG,14,150,,7,30,0.024837542,0.007241476,14.6304,6,,64.16666667,-162.3046667
1999,ADFG,15,176,,7,30,0.031611418,0.009216424,14.6304,9.1,,64.33333333,-162.2886667
1999,ADFG,16,201,,7,30,0.029353459,0.008558108,9.144,,,64.5,-162.2723333
1999,ADFG,17,204,,7,31,0.020321626,0.005924844,14.6304,8.7,,64.5,-165.7408333
1999,ADFG,18,186,,7,31,0.018063667,0.005266528,20.1168,5,,64.33333333,-166.1191667
1999,ADFG,19,187,,8,1,0.029353459,0.008558108,23.7744,,,64.33333333,-166.5021667
1999,ADFG,20,161,,8,1,0.020321626,0.005924844,23.7744,,,64.16666667,-166.493
1999,ADFG,21,160,,8,1,0.022579584,0.00658316,18.288,,,64.16666667,-166.1123333
1999,ADFG,22,159,,8,1,0.024837542,0.007241476,16.4592,5.6,,64.16666667,-165.7315
1999,ADFG,23,185,,8,1,0.022579584,0.00658316,18.288,6.3,,64.33333333,-165.7361667
1999,ADFG,24,184,,8,2,0.027095501,0.007899792,20.1168,5.6,,64.33333333,-165.353
1999,ADFG,26,158,,8,2,0.022579584,0.00658316,0,4.3,,64.16666667,-165.3508333
1999,ADFG,27,157,,8,2,0.027095501,0.007899792,12.8016,6.1,,64.16666667,-164.97
1999,ADFG,28,183,,8,2,0.020321626,0.005924844,29.2608,6.3,,64.33333333,-164.97
1999,ADFG,29,,,,,,,,,,,
1999,ADFG,31,182,,8,2,0.022579584,0.00658316,12.8016,8.4,,64.33333333,-164.587
1999,ADFG,33,156,,8,3,0.022579584,0.00658316,12.8016,6.8,,64.16666667,-164.5891667
1999,ADFG,34,155,,8,3,0.027095501,0.007899792,14.6304,4.5,,64.16666667,-164.2085
1999,ADFG,35,181,,8,3,0.022579584,0.00658316,10.9728,8.7,,64.33333333,-164.2038333
1999,ADFG,36,203,,8,3,0.027095501,0.007899792,14.6304,10.4,,64.5,-164.1991667
1999,ADFG,37,202,,8,3,0.024837542,0.007241476,12.8016,11,,64.5,-163.8138333
1999,ADFG,38,180,,8,3,0.024837542,0.007241476,14.6304,7.7,,64.33333333,-163.8208333
1999,ADFG,39,154,,8,3,0.022579584,0.00658316,14.6304,5.4,,64.16666667,-163.8276667
1999,ADFG,40,179,,8,4,0.020321626,0.005924844,16.4592,8.4,,64.33333333,-163.4378333
1999,ADFG,41,153,,8,4,0.024837542,0.007241476,18.288,7.5,,64.16666667,-163.447
1999,ADFG,44,152,,8,4,0.020321626,0.005924844,21.9456,3.4,,64.16666667,-163.0661667
1999,ADFG,46,151,,8,4,0.018063667,0.005266528,18.288,3.1,,64.16666667,-162.6855
1999,ADFG,48,98,,8,5,0.027095501,0.007899792,14.6304,4.6,,63.83333333,-163.0888333
1999,ADFG,50,97,,8,5,0.024837542,0.007241476,14.6304,4.3,,63.83333333,-162.7125
1999,ADFG,51,99,,8,5,0.029353459,0.008558108,14.6304,5.4,,63.83333333,-163.465
1999,ADFG,52,100,,8,5,0.024837542,0.007241476,14.6304,9.2,,63.83333333,-163.8413333
1999,ADFG,53,101,,8,5,0.029353459,0.008558108,14.6304,8.6,,63.83333333,-164.2175
1999,ADFG,54,102,,8,5,0.027095501,0.007899792,14.6304,8,,63.83333333,-164.5938333
1999,ADFG,55,103,,8,6,0.029353459,0.008558108,14.6304,7.9,,63.83333333,-164.97
1999,ADFG,56,104,,8,6,0.022579584,0.00658316,14.6304,7.8,,63.83333333,-165.3461667
1999,ADFG,57,105,,8,6,0.020321626,0.005924844,18.288,7.7,,63.83333333,-165.7225
1999,ADFG,58,106,,8,6,0.018063667,0.005266528,23.7744,6.2,,63.83333333,-166.0986667
1999,ADFG,59,107,,8,6,0.018063667,0.005266528,27.432,5.1,,63.83333333,-166.475
1999,ADFG,60,135,,8,6,0.020321626,0.005924844,29.2608,3.2,,64,-166.8625
1999,ADFG,61,,,,,,,,,,,
1999,ADFG,62,78,,8,7,0.011289792,0.00329158,12.8016,,,63.66666667,-164.97
1999,ADFG,64,77,,8,7,0.027095501,0.007899792,7.3152,9.8,,63.66666667,-164.596
2002,ADFG,1,184,,7,27,0.022579584,0.00658316,21.9456,10.06,,64.33333333,-165.353
2002,ADFG,3,183,,7,27,0.022579584,0.00658316,29.2608,9.98,,64.33333333,-164.97
2002,ADFG,5,182,,7,27,0.022579584,0.00658316,14.6304,11.85,,64.33333333,-164.587
2002,ADFG,6,181,,7,27,0.022579584,0.00658316,10.9728,12.26,,64.33333333,-164.2038333
2002,ADFG,7,203,,7,27,0.022579584,0.00658316,16.4592,11.08,,64.5,-164.1991667
2002,ADFG,8,202,,7,28,0.022579584,0.00658316,12.8016,11.04,,64.5,-163.8138333
2002,ADFG,9,180,,7,28,0.022579584,0.00658316,14.6304,11.01,,64.33333333,-163.8208333
2002,ADFG,10,179,,7,28,0.022579584,0.00658316,16.4592,10.09,,64.33333333,-163.4378333
2002,ADFG,11,,,,,,,,,,,
2002,ADFG,12,201,,7,28,0.022579584,0.00658316,10.9728,14.37,,64.5,-162.2723333
2002,ADFG,13,176,,7,28,0.022579584,0.00658316,14.6304,9.24,,64.33333333,-162.2886667
2002,ADFG,14,,,,,,,,,,,
2002,ADFG,15,,,,,,,,,,,
2002,ADFG,16,,,,,,,,,,,
2002,ADFG,17,,,,,,,,,,,
2002,ADFG,18,,,,,,,,,,,
2002,ADFG,19,,,,,,,,,,,
2002,ADFG,20,,,,,,,,,,,
2002,ADFG,21,,,,,,,,,,,
2002,ADFG,22,,,,,,,,,,,
2002,ADFG,23,,,,,,,,,,,
2002,ADFG,24,,,,,,,,,,,
2002,ADFG,25,,,,,,,,,,,
2002,ADFG,26,,,,,,,,,,,
2002,ADFG,27,,,,,,,,,,,
2002,ADFG,28,129,,7,30,0.033869376,0.00987474,16.4592,9.67,,64,-164.5915
2002,ADFG,29,130,,7,30,0.033869376,0.00987474,14.6304,9.93,,64,-164.97
2002,ADFG,30,157,,7,30,0.033869376,0.00987474,12.8016,11.09,,64.16666667,-164.97
2002,ADFG,31,158,,7,31,0.031611418,0.009216424,14.6304,,,64.16666667,-165.3508333
2002,ADFG,32,131,,7,31,0.029353459,0.008558108,14.6304,,,64,-165.3485
2002,ADFG,33,132,,7,31,0.033869376,0.00987474,16.4592,5.91,,64,-165.727
2002,ADFG,34,159,,7,31,0.031611418,0.009216424,16.4592,7.76,,64.16666667,-165.7315
2002,ADFG,35,185,,7,31,0.031611418,0.009216424,18.288,10.4,,64.33333333,-165.7361667
2002,ADFG,36,204,,7,31,0.031611418,0.009216424,14.6304,10.82,,64.5,-165.7408333
2002,ADFG,37,186,,8,1,0.031611418,0.009216424,20.1168,,,64.33333333,-166.1191667
2002,ADFG,38,187,,8,1,0.029353459,0.008558108,23.7744,1.33,,64.33333333,-166.5021667
2002,ADFG,39,161,,8,1,0.031611418,0.009216424,23.7744,1.46,,64.16666667,-166.493
2002,ADFG,40,160,,8,1,0.031611418,0.009216424,20.1168,1.7,,64.16666667,-166.1123333
2002,ADFG,41,133,,8,1,0.031611418,0.009216424,20.1168,1.7,,64,-166.1055
2002,ADFG,42,134,,8,1,0.031611418,0.009216424,25.6032,1.6,,64,-166.484
2002,ADFG,43,135,,8,1,0.031611418,0.009216424,29.2608,2.17,,64,-166.8625
2002,ADFG,44,107,,8,2,0.031611418,0.009216424,27.432,2.86,,63.83333333,-166.475
2002,ADFG,45,82,,8,2,0.031611418,0.009216424,23.7744,2.42,,63.66666667,-166.4661667
2002,ADFG,46,81,,8,2,0.031611418,0.009216424,23.7744,2,,63.66666667,-166.0921667
2002,ADFG,47,106,,8,2,0.031611418,0.009216424,23.7744,1.56,,63.83333333,-166.0986667
2002,ADFG,48,105,,8,2,0.033869376,0.00987474,18.288,3.11,,63.83333333,-165.7225
2002,ADFG,49,80,,8,2,0.033869376,0.00987474,18.288,2.13,,63.66666667,-165.718
2002,ADFG,50,79,,8,2,0.031611418,0.009216424,14.6304,6.57,,63.66666667,-165.344
2002,ADFG,51,104,,8,2,0.031611418,0.009216424,14.6304,7.75,,63.83333333,-165.3461667
2002,ADFG,52,78,,8,3,0.031611418,0.009216424,12.8016,9.69,,63.66666667,-164.97
2002,ADFG,53,103,,8,3,0.031611418,0.009216424,12.8016,10.74,,63.83333333,-164.97
2002,ADFG,54,156,,8,3,0.031611418,0.009216424,12.8016,11.02,,64.16666667,-164.5891667
2002,ADFG,55,155,,8,3,0.031611418,0.009216424,14.6304,10.34,,64.16666667,-164.2085
2002,ADFG,56,128,,8,3,0.031611418,0.009216424,12.8016,10.82,,64,-164.213
2002,ADFG,57,127,,8,3,0.031611418,0.009216424,14.6304,9.04,,64,-163.8345
2002,ADFG,58,154,,8,3,0.031611418,0.009216424,16.4592,10.7,,64.16666667,-163.8276667
2002,ADFG,59,153,,8,4,0.031611418,0.009216424,16.4592,8.32,,64.16666667,-163.447
2002,ADFG,60,126,,8,4,0.031611418,0.009216424,16.4592,8.67,,64,-163.456
2002,ADFG,61,125,,8,4,0.031611418,0.009216424,14.6304,8.28,,64,-163.0775
2002,ADFG,62,152,,8,4,0.031611418,0.009216424,21.9456,7.41,,64.16666667,-163.0661667
2002,ADFG,63,151,,8,4,0.033869376,0.00987474,18.288,8.21,,64.16666667,-162.6855
2002,ADFG,64,124,,8,4,0.031611418,0.009216424,14.6304,7.5,,64,-162.699
2002,ADFG,65,123,,8,4,0.033869376,0.00987474,14.6304,6.78,,64,-162.3206667
2002,ADFG,66,150,,8,4,0.031611418,0.009216424,12.8016,8.68,,64.16666667,-162.3046667
2002,ADFG,67,149,,8,5,0.031611418,0.009216424,16.4592,5.31,,64.16666667,-161.924
2002,ADFG,68,148,,8,5,0.031611418,0.009216424,14.6304,6.19,,64.16666667,-161.5431667
2002,ADFG,69,121,,8,5,0.031611418,0.009216424,14.6304,5.07,,64,-161.5636667
2002,ADFG,70,94,,8,5,0.029353459,0.008558108,12.8016,7.34,,63.83333333,-161.5838333
2002,ADFG,71,95,,8,5,0.031611418,0.009216424,12.8016,9.08,,63.83333333,-161.96
2002,ADFG,72,122,,8,5,0.031611418,0.009216424,14.6304,6.08,,64,-161.9421667
2002,ADFG,74,,,,,,,,,,,
2002,ADFG,75,101,,8,6,0.031611418,0.009216424,14.6304,12.17,,63.83333333,-164.2175
2002,ADFG,76,102,,8,6,0.031611418,0.009216424,12.8016,12.02,,63.83333333,-164.5938333
2006,ADFG,1,187,,7,25,0.022579584,0.00658316,25.23744,1.3,11.4,64.33333333,-166.5021667
