Year,Agent,Haul,Month,Day,Latitude,Longitude,Tow_dist_km,Tow_minutes,Swept_km2,Swept_NM2,Depth_m,Bottom_Temp,Surface_Temp,Spcode,Weight_kg,CPUE_kg_km2
1996,ADFG,25,8,10,63.98866667,-164.5803333,2.62984,34,0.032063009,0.009348087,16.4592,9.9,,10210,54.2,1690.421492
1996,ADFG,26,8,10,63.99116667,-164.955,2.64836,36,0.032288805,0.009413919,14.6304,10.3,,10210,20.9,647.2831659
1996,ADFG,27,8,10,64.15616667,-164.6531667,3.5188,44,0.04290121,0.012508004,12.8016,9.5,,10210,3.3,76.92090808
1996,ADFG,28,8,11,64.1645,-164.9531667,2.57428,32,0.031385622,0.009150592,12.8016,10.1,,10210,13.6,433.3194386
1996,ADFG,29,8,11,64.1655,-165.2915,2.5928,36,0.031611418,0.009216424,16.4592,9.3,,10210,26,822.4876318
1996,ADFG,30,8,11,64.00416667,-165.353,2.53724,30,0.03093403,0.009018929,14.6304,8.8,,10210,6.6,213.3572633
1996,ADFG,31,8,11,63.99016667,-165.6916667,2.44464,32,0.029805051,0.008689771,18.288,8.4,,10210,8.6,288.5416983
1996,ADFG,32,8,11,64.14633333,-165.7121667,2.4076,31,0.029353459,0.008558108,18.288,8.6,,10210,3.1,105.6093586
1996,ADFG,33,8,11,64.16883333,-166.0713333,2.33352,33,0.028450276,0.008294782,20.1168,7.9,,10210,5.3,186.2899337
1996,ADFG,34,8,11,64.0165,-166.1195,2.2224,33,0.027095501,0.007899792,20.1168,7.5,,10210,3.2,118.1007882
1996,ADFG,35,8,11,63.996,-166.4653333,2.29648,31,0.027998684,0.008163118,27.432,7,,10210,5,178.5798208
1996,ADFG,36,8,12,64.17866667,-166.4951667,2.33352,30,0.028450276,0.008294782,23.7744,7.1,,10210,4.8,168.7154117
1996,ADFG,37,8,12,64.31233333,-166.4875,2.51872,30,0.030708234,0.008953098,25.6032,7.3,,,,0
1996,ADFG,38,8,12,64.33333333,-166.162,2.33352,31,0.028450276,0.008294782,21.9456,7.1,,,,0
1996,ADFG,39,8,12,64.33416667,-165.7316667,2.42612,31,0.029579255,0.00862394,20.1168,9,,10210,2.2,74.37645056
1996,ADFG,40,8,13,64.52083333,-166.575,0.5556,7,0.006773875,0.001974948,21.9456,7.6,,,,0
1996,ADFG,41,8,14,64.00183333,-166.8708333,2.62984,34,0.032063009,0.009348087,31.0896,5.1,,,,0
1996,ADFG,42,8,14,63.856,-166.5308333,2.35204,31,0.028676072,0.008360613,29.2608,6.2,,,,0
1996,ADFG,43,8,14,63.6905,-166.457,2.37056,29,0.028901868,0.008426445,25.6032,6.9,,,,0
1996,ADFG,44,8,14,63.65783333,-166.145,2.33352,30,0.028450276,0.008294782,23.7744,7.3,,10210,1.8,63.26827937
1996,ADFG,45,8,14,63.817,-166.0818333,2.44464,33,0.029805051,0.008689771,23.7744,7.9,,10210,4.4,147.6259852
1996,ADFG,46,8,15,63.68466667,-165.7361667,2.24092,30,0.027321297,0.007965624,20.1168,8.2,,10210,9.1,333.0735038
1996,ADFG,47,8,15,63.68533333,-165.3796667,2.42612,30,0.029579255,0.00862394,16.4592,9.5,,10210,2.5,84.51869381
1996,ADFG,48,8,15,63.66916667,-164.9993333,2.42612,32,0.029579255,0.00862394,12.8016,10.5,,10210,2.4,81.13794606
1996,ADFG,49,8,15,63.80016667,-164.945,2.35204,30,0.028676072,0.008360613,14.6304,10.2,,10210,1.4,48.82119195
1996,ADFG,50,8,15,63.82583333,-165.2866667,2.42612,32,0.029579255,0.00862394,16.4592,9.1,,10210,0.7,23.66523427
1996,ADFG,51,8,15,63.82983333,-165.7271667,2.61132,31,0.031837213,0.009282256,18.288,8.5,,10210,4.4,138.20305
1996,ADFG,52,8,15,63.9695,-165.3778333,2.24092,30,0.027321297,0.007965624,16.4592,9.9,,10210,4.1,150.0660841
1996,ADFG,53,8,15,64.02283333,-165.0266667,2.27796,31,0.027772888,0.008097287,16.4592,10.8,,10210,16.4,590.5039408
1996,ADFG,54,8,16,64.16033333,-163.4803333,2.37056,31,0.028901868,0.008426445,18.288,7.6,,10210,3,103.7995208
1996,ADFG,55,8,16,63.99466667,-163.5178333,2.24092,29,0.027321297,0.007965624,18.288,8.6,,10210,7.3,267.1908327
1996,ADFG,56,8,16,63.9815,-163.1906667,2.42612,31,0.029579255,0.00862394,16.4592,8.3,,10210,5.1,172.4181354
1996,ADFG,57,8,16,63.99666667,-162.737,2.4076,32,0.029353459,0.008558108,16.4592,9.2,,10210,7.3,248.6930058
1996,ADFG,58,8,16,64.14333333,-162.6583333,2.18536,30,0.026643909,0.007768129,20.1168,7.3,,10210,0.2,7.506406027
1996,ADFG,59,8,16,64.16416667,-163.061,2.24092,29,0.027321297,0.007965624,23.7744,7.1,,10210,1,36.60148393
1996,ADFG,60,8,17,64.16516667,-164.9351667,2.35204,31,0.028676072,0.008360613,14.6304,10.6,,10210,28.1,979.9110671
1996,ADFG,61,8,17,64.16583333,-165.2976667,2.42612,29,0.029579255,0.00862394,16.4592,10.3,,10210,3.8,128.4684146
1996,ADFG,62,8,17,64.15016667,-165.7025,2.44464,32,0.029805051,0.008689771,18.288,9.1,,10210,4.7,157.6913933
1996,ADFG,63,8,17,64.007,-165.7608333,2.4076,31,0.029353459,0.008558108,18.288,8.5,,10210,4.4,149.8971542
1996,ADFG,64,8,17,63.988,-166.0891667,2.33352,31,0.028450276,0.008294782,20.1168,7.9,,10210,2.9,101.9322279
1996,ADFG,65,8,17,64.16766667,-166.0718333,2.35204,30,0.028676072,0.008360613,20.1168,8,,10210,2.7,94.15515591
1996,ADFG,66,8,17,63.9995,-166.4721667,2.24092,28,0.027321297,0.007965624,27.432,6.5,,10210,1.5,54.9022259
1996,ADFG,67,8,17,64.15033333,-166.5181667,2.24092,29,0.027321297,0.007965624,25.6032,7.8,,10210,0.1,3.660148393
1996,ADFG,68,8,17,64.31233333,-166.49,2.35204,31,0.028676072,0.008360613,25.6032,7.5,,,,0
1996,ADFG,69,8,18,64.33466667,-166.1673333,2.27796,29,0.027772888,0.008097287,21.9456,9,,10210,4.2,151.226619
1996,ADFG,70,8,18,64.33233333,-165.7603333,2.2224,30,0.027095501,0.007899792,20.1168,10,,10210,3.2,118.1007882
1996,ADFG,71,8,18,64.32816667,-165.3981667,2.42612,33,0.029579255,0.00862394,21.9456,10.2,,10210,3.5,118.3261713
1996,ADFG,72,8,18,64.333,-164.9863333,2.20388,30,0.026869705,0.00783396,31.0896,10.2,,10210,2.2,81.87659683
1999,ADFG,1,7,28,64.00183333,-166.5001667,1.852,30,0.022579584,0.00658316,27.432,1.3,,10210,2.473933649,109.5650677
1999,ADFG,2,7,28,64.00116667,-166.0771667,1.852,30,0.022579584,0.00658316,20.1168,1.9,,10210,7.027027027,311.2115364
1999,ADFG,3,7,28,64.00233333,-165.0066667,1.852,30,0.022579584,0.00658316,16.4592,5.3,,10210,5.358604432,237.3207776
1999,ADFG,4,7,29,64.00966667,-165.0025,2.778,30,0.033869376,0.00987474,14.6304,5.5,,10210,14.9249531,440.662181
1999,ADFG,5,7,29,64.00266667,-164.0093333,2.4076,30,0.029353459,0.008558108,16.4592,4.3,,10210,6.052875696,206.2065549
1999,ADFG,6,7,29,64,-164.5928333,1.852,30,0.022579584,0.00658316,16.4592,3.7,,10210,16.39,725.8769692
1999,ADFG,7,7,29,67.00283333,-164.5835,1.852,30,0.022579584,0.00658316,16.4592,3.8,,,,0
1999,ADFG,8,7,29,64.0025,-164.214,1.852,30,0.022579584,0.00658316,14.6304,3.4,,10210,18.05375,799.5607891
1999,ADFG,9,7,29,64.009,-163.8438333,1.852,30,0.022579584,0.00658316,16.4592,2.9,,10210,7.4252149,328.8463995
1999,ADFG,10,7,29,64.00233333,-163.4466667,1.852,30,0.022579584,0.00658316,18.288,3.5,,10210,12.55172414,555.8881925
1999,ADFG,11,7,29,64.00416667,-163.0575,1.852,30,0.022579584,0.00658316,16.4592,2.8,,10210,4.187857143,185.470961
1999,ADFG,12,7,30,64.00533333,-162.6951667,1.852,30,0.022579584,0.00658316,16.4592,2.2,,10210,0.657112971,29.10208491
1999,ADFG,13,7,30,64.00733333,-162.3263333,1.852,30,0.022579584,0.00658316,14.6304,3.1,,10210,0.786287425,34.82293674
1999,ADFG,14,7,30,64.17066667,-162.3121667,2.0372,30,0.024837542,0.007241476,14.6304,6,,10210,8.420533881,339.0244391
1999,ADFG,15,7,30,64.33666667,-162.2845,2.5928,30,0.031611418,0.009216424,14.6304,9.1,,10210,4.704589372,148.8256374
1999,ADFG,16,7,30,64.49883333,-162.2646667,2.4076,30,0.029353459,0.008558108,9.144,,,10210,21.53405337,733.6121178
1999,ADFG,17,7,31,64.50383333,-165.747,1.6668,30,0.020321626,0.005924844,14.6304,8.7,,10210,2.757352941,135.6856482
1999,ADFG,18,7,31,64.33483333,-166.1065,1.4816,30,0.018063667,0.005266528,20.1168,5,,10210,1.112724936,61.60016808
1999,ADFG,19,8,1,64.33416667,-166.5133333,2.4076,30,0.029353459,0.008558108,23.7744,,,10210,2.6,88.57559112
1999,ADFG,20,8,1,64.1705,-166.4951667,1.6668,30,0.020321626,0.005924844,23.7744,,,10210,7.1,349.3814983
1999,ADFG,21,8,1,64.16866667,-166.114,1.852,30,0.022579584,0.00658316,18.288,,,10210,12.66521061,560.9142581
1999,ADFG,22,8,1,64.16666667,-165.7288333,2.0372,30,0.024837542,0.007241476,16.4592,5.6,,10210,2.5,100.6540808
1999,ADFG,23,8,1,64.338,-165.749,1.852,30,0.022579584,0.00658316,18.288,6.3,,10210,0.041639004,1.844099703
1999,ADFG,24,8,2,64.33883333,-465.3511667,2.2224,30,0.027095501,0.007899792,20.1168,5.6,,10210,0.075049834,2.769826417
1999,ADFG,25,8,2,64.338,-165.3228333,2.2224,30,0.027095501,0.007899792,21.9456,5.6,,,,0
1999,ADFG,26,8,2,64.16766667,-165.3436667,1.852,30,0.022579584,0.00658316,0,4.3,,10210,2.957486137,130.9805414
1999,ADFG,27,8,2,64.33083333,-164.966,2.2224,30,0.027095501,0.007899792,12.8016,6.1,,10210,4.1,151.3166348
1999,ADFG,28,8,2,64.33466667,-164.972,1.6668,30,0.020321626,0.005924844,29.2608,6.3,,10210,1.60875,79.16443456
1999,ADFG,29,8,2,64.34116667,-164.9751667,1.2964,30,0.015805709,0.004608212,31.0896,,,,,0
1999,ADFG,30,8,2,64.32983333,-164.9758333,1.4816,30,0.018063667,0.005266528,27.432,6,,,,0
1999,ADFG,31,8,2,64.33716667,-164.5813333,1.852,30,0.022579584,0.00658316,12.8016,8.4,,10210,9.639201774,426.8989975
1999,ADFG,32,8,2,64.34133333,-164.6015,2.2224,30,0.027095501,0.007899792,14.6304,8.2,,,,0
1999,ADFG,33,8,3,64.17766667,-164.5675,1.852,30,0.022579584,0.00658316,12.8016,6.8,,10210,1.22,54.03111058
1999,ADFG,34,8,3,64.174,-164.1903333,2.2224,30,0.027095501,0.007899792,14.6304,4.5,,10210,2.279808362,84.13973889
1999,ADFG,35,8,3,64.33466667,-164.1968333,1.852,30,0.022579584,0.00658316,10.9728,8.7,,10210,3.8,168.2936231
1999,ADFG,36,8,3,64.502,-164.1998333,2.2224,30,0.027095501,0.007899792,14.6304,10.4,,10210,5.471541219,201.9354157
1999,ADFG,37,8,3,64.50166667,-163.808,2.0372,30,0.024837542,0.007241476,12.8016,11,,10210,3.230176565,130.0521812
1999,ADFG,38,8,3,64.33633333,-163.8221667,2.0372,30,0.024837542,0.007241476,14.6304,7.7,,10210,24.24667864,976.2108604
1999,ADFG,39,8,3,64.17,-163.8261667,1.852,30,0.022579584,0.00658316,14.6304,5.4,,10210,1.420668693,62.91828463
1999,ADFG,40,8,4,64.33366667,-163.443,1.6668,30,0.020321626,0.005924844,16.4592,8.4,,10210,2.262264151,111.3229914
1999,ADFG,41,8,4,64.16766667,-163.4301667,2.0372,30,0.024837542,0.007241476,18.288,7.5,,10210,1.443983402,58.13712884
1999,ADFG,42,8,4,64.17883333,-163.4225,1.852,30,0.022579584,0.00658316,16.4592,,,,,0
1999,ADFG,43,8,4,64.16133333,-163.4208333,2.0372,30,0.024837542,0.007241476,18.288,7.6,,,,0
1999,ADFG,44,8,4,64.17333333,-163.0763333,1.6668,30,0.020321626,0.005924844,21.9456,3.4,,10210,1.043878327,51.36785548
1999,ADFG,45,8,4,64.16483333,-163.249,1.852,30,0.022579584,0.00658316,21.9456,3.6,,,,0
1999,ADFG,46,8,4,64.1715,-162.7046667,1.4816,30,0.018063667,0.005266528,18.288,3.1,,10210,0.493912338,27.34286079
1999,ADFG,47,8,4,64.164,-162.697,1.6668,30,0.020321626,0.005924844,18.288,3.3,,,,0
1999,ADFG,48,8,5,63.834,-163.0775,2.2224,30,0.027095501,0.007899792,14.6304,4.6,,10210,5.6,206.6763793
1999,ADFG,49,8,5,63.826,-163.092,2.2224,30,0.027095501,0.007899792,14.6304,4.7,,,,0
1999,ADFG,50,8,5,63.83116667,-162.708,2.0372,30,0.024837542,0.007241476,14.6304,4.3,,10210,2.08,83.74419524
1999,ADFG,51,8,5,63.83716667,-163.455,2.4076,30,0.029353459,0.008558108,14.6304,5.4,,10210,6.916178195,235.617143
1999,ADFG,52,8,5,63.83633333,-163.8371667,2.0372,30,0.024837542,0.007241476,14.6304,9.2,,10210,10.93292868,440.1775548
1999,ADFG,53,8,5,63.8315,-164.2073333,2.4076,30,0.029353459,0.008558108,14.6304,8.6,,10210,21.78611111,742.1991038
1999,ADFG,54,8,5,63.8395,-164.544,2.2224,30,0.027095501,0.007899792,14.6304,8,,10210,24.32857143,897.8823314
1999,ADFG,55,8,6,63.836,-164.9765,2.4076,30,0.029353459,0.008558108,14.6304,7.9,,10210,3.795535714,129.304546
1999,ADFG,56,8,6,63.83966667,-165.3471667,1.852,30,0.022579584,0.00658316,14.6304,7.8,,10210,1.732473734,76.72744256
1999,ADFG,57,8,6,63.83566667,-165.7243333,1.6668,30,0.020321626,0.005924844,18.288,7.7,,10210,4.227272727,208.0184337
1999,ADFG,58,8,6,63.836,-166.1063333,1.4816,30,0.018063667,0.005266528,23.7744,6.2,,10210,7.002261712,387.643419
1999,ADFG,59,8,6,63.84583333,-166.463,1.4816,30,0.018063667,0.005266528,27.432,5.1,,10210,2.2556231,124.8707184
1999,ADFG,60,8,6,64.004,-166.8686667,1.6668,30,0.020321626,0.005924844,29.2608,3.2,,10210,8.341463415,410.4722515
1999,ADFG,61,8,7,64.1705,-166.8655,1.6668,30,0.020321626,0.005924844,27.432,,,,,0
1999,ADFG,62,8,7,63.67316667,-164.9595,0.926,14,0.011289792,0.00329158,12.8016,,,,,0
1999,ADFG,63,8,7,63.6895,-164.9568333,1.1112,18,0.01354775,0.003949896,12.8016,,,,,0
1999,ADFG,64,8,7,63.67233333,-164.5973333,2.2224,30,0.027095501,0.007899792,7.3152,9.8,,10210,1.48,54.62161452
2002,ADFG,1,7,27,64.334,-165.3411667,1.852,19,0.022579584,0.00658316,21.9456,10.06,,10210,1.691299329,74.90391892
2002,ADFG,2,7,27,64.32316667,-165.2855,1.852,20,0.022579584,0.00658316,21.9456,9.81,,10210,5.394864273,238.926646
2002,ADFG,3,7,27,64.33483333,-164.9698333,1.852,19,0.022579584,0.00658316,29.2608,9.98,,10210,2.103124644,93.14275428
2002,ADFG,4,7,27,64.32783333,-164.9436667,1.852,19,0.022579584,0.00658316,25.6032,10.24,,10210,1.697106383,75.16110053
2002,ADFG,5,7,27,64.341,-164.6125,1.852,19,0.022579584,0.00658316,14.6304,11.85,,10210,3.554039283,157.4005652
2002,ADFG,6,7,27,64.33633333,-164.1936667,1.852,19,0.022579584,0.00658316,10.9728,12.26,,10210,6.377580886,282.4489984
2002,ADFG,7,7,27,64.5085,-164.1663333,1.852,19,0.022579584,0.00658316,16.4592,11.08,,10210,8.853326951,392.094334
2002,ADFG,8,7,28,64.502,-163.7911667,1.852,19,0.022579584,0.00658316,12.8016,11.04,,10210,4.252343572,188.3269228
2002,ADFG,9,7,28,64.33733333,-163.7945,1.852,20,0.022579584,0.00658316,14.6304,11.01,,10210,12.67313985,561.2654269
2002,ADFG,10,7,28,64.32933333,-163.4451667,1.852,19,0.022579584,0.00658316,16.4592,10.09,,10210,3.082957122,136.5373747
2002,ADFG,11,7,28,64.48583333,-162.2716667,0.926,10,0.011289792,0.00329158,10.9728,14.69,,,,0
2002,ADFG,12,7,28,64.494,-162.2638333,1.852,20,0.022579584,0.00658316,10.9728,14.37,,10210,1.558140221,69.00659558
2002,ADFG,13,7,28,64.335,-162.2861667,1.852,18,0.022579584,0.00658316,14.6304,9.24,,10210,2.485437312,110.0745395
2002,ADFG,14,7,28,64.17033333,-162.3201667,1.852,19,0.022579584,0.00658316,14.6304,9.16,,10210,1.336363636,59.18459952
2002,ADFG,15,7,29,64.00183333,-162.3338333,1.852,19,0.022579584,0.00658316,14.6304,6.61,,10210,0.313419023,13.88063762
2002,ADFG,16,7,29,63.99783333,-162.7033333,1.852,20,0.022579584,0.00658316,16.4592,7.63,,10210,2.268037775,100.4463933
2002,ADFG,17,7,29,64.1665,-162.6748333,1.852,20,0.022579584,0.00658316,18.288,8.43,,10210,0.999736,44.27610358
2002,ADFG,18,7,29,64.16716667,-163.0525,1.852,19,0.022579584,0.00658316,21.9456,7.39,,10210,1.32960373,58.88521815
2002,ADFG,19,7,29,63.9975,-163.0421667,1.852,19,0.022579584,0.00658316,14.6304,8.41,,10210,0.772390244,34.20746121
2002,ADFG,20,7,29,64.004,-163.4263333,1.852,20,0.022579584,0.00658316,16.4592,8.08,,10210,0.604571157,26.7751238
2002,ADFG,21,7,29,64.171,-163.3881667,1.852,19,0.022579584,0.00658316,16.4592,8.07,,10210,0.76,33.65872462
2002,ADFG,22,7,29,64.17083333,-163.8015,1.852,20,0.022579584,0.00658316,16.4592,11.23,,10210,4.520550248,200.2052052
2002,ADFG,23,7,30,64.01266667,-163.827,1.852,20,0.022579584,0.00658316,14.6304,9.33,,10210,2.630248447,116.4879055
2002,ADFG,24,7,30,63.99783333,-164.2043333,1.852,19,0.022579584,0.00658316,14.6304,,,10210,4.054434538,179.5619679
2002,ADFG,25,7,30,64.17983333,-164.1653333,1.852,20,0.022579584,0.00658316,14.6304,,,10210,0.196317495,8.694469066
2002,ADFG,26,7,30,64.177,-164.5238333,2.778,30,0.033869376,0.00987474,12.8016,,,10210,1.949208511,57.55076535
2002,ADFG,27,7,30,64.003,-164.5568333,2.778,30,0.033869376,0.00987474,16.4592,11.23,,10210,5.54221709,163.6350516
2002,ADFG,28,7,30,64.00066667,-164.5616667,2.778,30,0.033869376,0.00987474,16.4592,9.67,,10210,11.85688193,350.0767752
2002,ADFG,29,7,30,63.999,-164.8983333,2.778,30,0.033869376,0.00987474,14.6304,9.93,,10210,8.912394549,263.1402052
2002,ADFG,30,7,30,64.1525,-164.9418333,2.778,30,0.033869376,0.00987474,12.8016,11.09,,10210,7.84331723,231.5754867
2002,ADFG,31,7,31,64.15416667,-165.3221667,2.5928,30,0.031611418,0.009216424,14.6304,,,10210,5.218059458,165.0688218
2002,ADFG,32,7,31,64.01933333,-165.2333333,2.4076,30,0.029353459,0.008558108,14.6304,,,10210,27.14601316,924.7977546
2002,ADFG,33,7,31,64.0075,-165.6338333,2.778,30,0.033869376,0.00987474,16.4592,5.91,,10210,33.87459966,1000.15423
2002,ADFG,34,7,31,64.1435,-165.7216667,2.5928,30,0.031611418,0.009216424,16.4592,7.76,,10210,26.28239917,831.4210867
2002,ADFG,35,7,31,64.32033333,-165.7576667,2.5928,30,0.031611418,0.009216424,18.288,10.4,,10210,2.008907741,63.5500681
2002,ADFG,36,7,31,64.49133333,-165.7315,2.5928,30,0.031611418,0.009216424,14.6304,10.82,,10210,11.81371606,373.7167439
2002,ADFG,37,8,1,64.33133333,-166.1076667,2.5928,30,0.031611418,0.009216424,20.1168,,,10210,16.33866698,516.8596734
2002,ADFG,38,8,1,64.327,-166.522,2.4076,30,0.029353459,0.008558108,23.7744,1.33,,,,0
2002,ADFG,39,8,1,64.16566667,-166.483,2.5928,30,0.031611418,0.009216424,23.7744,1.46,,,,0
2002,ADFG,40,8,1,64.14533333,-166.1273333,2.5928,30,0.031611418,0.009216424,20.1168,1.7,,10210,2.17059789,68.66499685
2002,ADFG,41,8,1,64.0065,-166.085,2.5928,30,0.031611418,0.009216424,20.1168,1.7,,10210,2.267471591,71.72951304
2002,ADFG,42,8,1,63.997,-166.447,2.5928,30,0.031611418,0.009216424,25.6032,1.6,,10210,2.044856266,64.68726874
2002,ADFG,43,8,1,63.99283333,-166.8416667,2.5928,30,0.031611418,0.009216424,29.2608,2.17,,,,0
2002,ADFG,44,8,2,63.837,-166.4678333,2.5928,30,0.031611418,0.009216424,27.432,2.86,,10210,2.254936327,71.33297074
2002,ADFG,45,8,2,63.66933333,-166.4656667,2.5928,30,0.031611418,0.009216424,23.7744,2.42,,10210,12.85827649,406.7605146
2002,ADFG,46,8,2,63.665,-166.1133333,2.5928,30,0.031611418,0.009216424,23.7744,2,,10210,11.09264877,350.9064008
2002,ADFG,47,8,2,63.81966667,-166.0915,2.5928,30,0.031611418,0.009216424,23.7744,1.56,,10210,6.919390537,218.8889668
2002,ADFG,48,8,2,63.83366667,-165.7225,2.778,30,0.033869376,0.00987474,18.288,3.11,,10210,2.333820646,68.90651444
2002,ADFG,49,8,2,63.68133333,-165.7083333,2.778,30,0.033869376,0.00987474,18.288,2.13,,10210,6.907922323,203.9577677
2002,ADFG,50,8,2,63.65516667,-165.3685,2.5928,30,0.031611418,0.009216424,14.6304,6.57,,10210,5.62803503,178.0380463
2002,ADFG,51,8,2,63.83133333,-165.3363333,2.5928,30,0.031611418,0.009216424,14.6304,7.75,,10210,5.922008032,187.3376293
2002,ADFG,52,8,3,63.67733333,-164.9375,2.5928,30,0.031611418,0.009216424,12.8016,9.69,,10210,11.15018721,352.7265799
2002,ADFG,53,8,3,63.82916667,-164.9876667,2.5928,30,0.031611418,0.009216424,12.8016,10.74,,10210,8.064835907,255.1241456
2002,ADFG,54,8,3,64.1725,-164.5966667,2.5928,30,0.031611418,0.009216424,12.8016,11.02,,10210,6.013041183,190.2173847
2002,ADFG,55,8,3,64.181,-164.2013333,2.5928,30,0.031611418,0.009216424,14.6304,10.34,,10210,26.5173913,838.8548606
2002,ADFG,56,8,3,64.00033333,-164.239,2.5928,30,0.031611418,0.009216424,12.8016,10.82,,10210,14.65891063,463.7220265
2002,ADFG,57,8,3,64.005,-163.8646667,2.5928,30,0.031611418,0.009216424,14.6304,9.04,,10210,13.03846154,412.4605136
2002,ADFG,58,8,3,64.169,-163.8348333,2.5928,30,0.031611418,0.009216424,16.4592,10.7,,10210,17.48529439,553.1322453
2002,ADFG,59,8,4,64.1725,-163.4188333,2.5928,30,0.031611418,0.009216424,16.4592,8.32,,10210,3.027191235,95.76259038
2002,ADFG,60,8,4,64.00683333,-163.4653333,2.5928,30,0.031611418,0.009216424,16.4592,8.67,,10210,2.961282591,93.67762713
2002,ADFG,61,8,4,63.99933333,-163.0801667,2.5928,30,0.031611418,0.009216424,14.6304,8.28,,10210,5.742704961,181.6655309
2002,ADFG,62,8,4,64.16433333,-163.0871667,2.5928,30,0.031611418,0.009216424,21.9456,7.41,,10210,1.98578455,62.81858583
2002,ADFG,63,8,4,64.168,-162.7145,2.778,30,0.033869376,0.00987474,18.288,8.21,,10210,3.599569161,106.2779887
2002,ADFG,64,8,4,64.00083333,-162.7366667,2.5928,30,0.031611418,0.009216424,14.6304,7.5,,10210,11.98229407,379.0495642
2002,ADFG,65,8,4,63.9995,-162.3483333,2.778,30,0.033869376,0.00987474,14.6304,6.78,,10210,2.494461389,73.64946402
2002,ADFG,66,8,4,64.16383333,-162.3353333,2.5928,30,0.031611418,0.009216424,12.8016,8.68,,10210,2.71360671,85.84261372
2002,ADFG,67,8,5,64.17133333,-161.939,2.5928,30,0.031611418,0.009216424,16.4592,5.31,,10210,2.703171282,85.51249793
2002,ADFG,68,8,5,64.16433333,-161.5505,2.5928,30,0.031611418,0.009216424,14.6304,6.19,,10210,12.37542857,391.4860361
2002,ADFG,69,8,5,63.99533333,-161.5703333,2.5928,30,0.031611418,0.009216424,14.6304,5.07,,10210,1.673361702,52.93535783
2002,ADFG,70,8,5,63.82916667,-161.5878333,2.4076,30,0.029353459,0.008558108,12.8016,7.34,,10210,7.96802958,271.451127
