"SURVEY_YEAR","NUM_FEMALE_IMMATURE","CV_NUM_FEMALE_IMMATURE","CI_NUM_FEMALE_IMMATURE","NUM_FEMALE_MATURE","CV_NUM_FEMALE_MATURE","CI_NUM_FEMALE_MATURE","NUM_FEMALE_TOTAL","CV_NUM_FEMALE_TOTAL","CI_NUM_FEMALE_TOTAL"
2010,287075.5157597203571823596668082576294421,0.4071138131964906463819855282427644058035,229069.9194767264401534713449102705173208,644343.6893152349918361531204755235748824,0.3764581074950573404003925553565218797832,475434.0754777532662690324322160254938089,931419.205074955349018512787283781204324,0.2755171055045316440158564709921048281733,502978.9698514235983976990583978823381857
2017,1645171.01257288213538875509113555704353,0.4770640381157682870408886152797913386318,1538309.77623209203961015763145362078532,312461.9386980895873423919730551710258297,0.4718229652456051090366765347680698577419,288956.3681481293102201681872061484723599,1957632.95127097172273114706419072806937,0.4245943983749879446565261070568644096692,1629151.97096054264734300882191347203289
2019,2559260.07885261479371871877310671346221,0.4562412033676356809041240401908076667079,2288574.20028867562356783470429724587659,570164.0109342782939219227498860761092074,0.33143682353815752584593118874404566423,370387.7634124717254528068622756078602457,3129424.08978689308764064152299278957142,0.4002722846987770358043211047540166429859,2455138.59121236529903171895569989121789
2021,731852.9196889637554160860726907069371192,0.8553733225864169932797357535876765394283,1226974.62857548148087390812655493121714,4002533.71954776657483439244872628146809,0.2983293639595367074350911727502727078641,2340383.74400739639891182422877857188314,4734386.63923673033025047852141698840524,0.3095407172156121909898592471297283191125,2872351.45433528465826304221437058954215
2022,62391.4479009623135509455255382718316236,0.6984972420415057992455581166881462893114,85417.2984001650052620837637863996948879,2292983.59353325663860970374339171508841,0.422217687021017530115734406219046266393,1897550.92930795514943578209942041870019,2355375.04143421895216064926892998692005,0.4111961261579592642924176080961442868735,1898301.34166631150625814394282838475995
