"SURVEY_YEAR","NUM_MALE_GE64","CV_NUM_MALE_GE64","CI_NUM_MALE_GE64","NUM_MALE_LE73","CV_NUM_MALE_LE73","CI_NUM_MALE_LE73","NUM_MALE_GE74","CV_NUM_MALE_GE74","CI_NUM_MALE_GE74","NUM_MALE_74TO83","CV_NUM_MALE_74TO83","CI_NUM_MALE_74TO83","NUM_MALE_84TO93","CV_NUM_MALE_84TO93","CI_NUM_MALE_84TO93","NUM_MALE_LE93","CV_NUM_MALE_LE93","CI_NUM_MALE_LE93","NUM_MALE_LE93_NEWSHELL","CV_NUM_MALE_LE93_NEWSHELL","CI_NUM_MALE_LE93_NEWSHELL","NUM_MALE_GE94","CV_NUM_MALE_GE94","CI_NUM_MALE_GE94","NUM_MALE_94TO103","CV_NUM_MALE_94TO103","CI_NUM_MALE_94TO103","NUM_MALE_LE103","CV_NUM_MALE_LE103","CI_NUM_MALE_LE103","NUM_MALE_GE104","CV_NUM_MALE_GE104","CI_NUM_MALE_GE104","NUM_MALE_GE120","CV_NUM_MALE_GE120","CI_NUM_MALE_GE120","NUM_MALE_GE124","CV_NUM_MALE_GE124","CI_NUM_MALE_GE124","NUM_MALE_GE135","CV_NUM_MALE_GE135","CI_NUM_MALE_GE135"
2010,2216411.75529303765092054205681416259458,0.470102604019625985699339696770829805499,2042204.23797621541443479796599809467035,652688.3560178409039559854459995562930832,0.4270464142315901905975744014954637926053,546307.3152143357777027060903714117446352,2183898.45796308203047131027431865328795,0.4766605933206430162666304046231867318019,2040317.53606045128140551181077410991714,160059.1562586994190922092206151057661107,0.5120166214621619743091129981851453152249,160627.7789064605267988133050279074849455,323637.0377647222706364132540040754462662,0.5676923216940096665150996312762540211266,360103.4722554610579624501836265319880636,1136384.55004126259368460792061873750546,0.335602132841832845630820108189982930103,747491.2342958143376528970969523725727058,848388.5949600938140049671877108324606744,0.3523026631284474214657361606151926418014,585823.5402895958033815854801946786376122,1700202.26393966034074268779969947207557,0.4859640403728431002391944758857338587272,1619424.8368049377835306645217295024538,837145.0928934243306614680774136680150531,0.538426684432819925340597044470772759948,883452.8632413905485619716442442992696267,1973529.64293468692434607599803240552052,0.3777605874640066873181019450599209094121,1461222.56589357182680302187411012726544,863057.1710462360100812197222858040605212,0.4711338157600057788635528547308594688607,796966.2196995363345972368219889203512346,160788.6052941727909557204082196586025727,0.6512185787282488662407336689716045411721,205228.7129501224483998759083181053125789,31983.6681814945257717542071520436086738,0.9999999999999999999999999999999999999969,62687.9896357292705126382460180054730005,31983.6681814945257717542071520436086738,0.9999999999999999999999999999999999999969,62687.9896357292705126382460180054730005
2017,1749313.42275542033194468491694671176864,0.3718738862761082037341204507225365532445,1275027.00243663679572418358000966087786,1626030.66686434011907737773250274560891,0.4011961080289530002059075263138864693159,1278620.06316012472054948595027961208606,1513096.85104891199329619013347129427795,0.3826990990542356476066110286758260836177,1134959.1712893104402508989197465099452,202664.9384434006226184799145295912182129,0.4566803632701731069283928571392141274712,181404.0715125005560580153630469593284624,334063.9057709112364735757123981631066523,0.5839994502701571735374843436429235337896,382382.549157614947380166078363918007622,2162759.51107865197816943335943049993378,0.362910536716822031835340949447830776864,1538380.90131173178152877301868780132738,2035676.10256277370850904704133812413419,0.3830654066989558808231893994191391571014,1528402.30450568649556830402101064534896,976368.0068346001342041345065435399530868,0.4158170724297171394794141472576998519113,795741.3529833629068206333556976274110517,203521.3740943592629210117343862628859848,0.6094501119447695039366153300435355025958,243110.8034809227072132412052850606225715,2366280.88517301124109044509381676281977,0.3400623734178765804070071243397544114348,1577178.86421116464224773315320823064747,772846.6327402408712831227721572770671018,0.4110271417850216207212675644431997035624,622615.4472870630536680354184410853744925,286614.699050572905578551581964842350498,0.4608995006473536939255871403287498406624,258917.120474377197674582538279882083448,33710.8547774684560470950753697013753807,1,66073.2753638381738523063477246146957464,33710.8547774684560470950753697013753807,1,66073.2753638381738523063477246146957464
2019,4418782.07061777116478788119177913885678,0.2659789131958486287335778696543881287184,2303593.59147274418730822830175663713541,2724972.20075353207447714791405109506773,0.2859666535899138552502289462099981621883,1527332.31549505978325868354838299408151,2604375.56743767847001606294305609646665,0.269215250040133505063154234918472484108,1374229.73438885240994432999772661785957,1416179.23485583804384587904485123582647,0.3300577669284555352013054061270204692016,916145.0734208547050473210342570627556511,565595.8341185137702066209667846522999258,0.3150766943236795673331130923355906148911,349283.8888451188540548163616393108236297,4706747.26972788388852964792568698319415,0.2757964225362984368339850834303460359982,2544283.95519594336709460545539313396087,4270735.6057460055969283493166844208978,0.2830547141357305817722879929239652284425,2369349.61822609472651918727132619522021,622600.4984633266559635629314202083402498,0.3497893594858265864872129858594006394318,426846.8979631650461851356373837138872881,244255.705970388723096117532476020771596,0.4109457383075435853724440818540199768042,196736.649194630084021988116092377144585,4951002.97569827261162576545816300396573,0.273987275007081496622857833234133997569,2658763.15517250203400054066838678161741,378344.7924929379328674453989441875686538,0.3981841478779155661630955479134860301723,295275.7616535806629769644949187901228448,238312.4018895807655797129439051713761353,0.452376294107554981092677569057343816835,211301.4871650905064589947715189363419396,32470.0011444875075596591943472508279231,1,63641.2022431955148169320209206116227293,32470.0011444875075596591943472508279231,1,63641.2022431955148169320209206116227293
2021,2706601.72213333132808857401793084347448,0.4356322907784489378867410425237165263306,2311002.8925381625734157222873454772617,279543.8407260251320747386639151451836206,0.6641627091260981102525773890835053708258,363898.6853691782039955153248946058796768,2533424.6121163294545439913259673341777,0.4334817167479733412644462224503051108957,2152458.77021903971286488357960528180494,548839.637047056332558007235700345279897,0.6219050103376213175044559443218463265317,668999.1954968339646439489504008022449892,880120.3068943892612538969636599374891953,0.446358082141536887965286499628160672523,769983.6719888328947156393713325453656868,1708503.78466747072588664286327542795271,0.4861412266979691858853381015432501291027,1627925.28636487974466931142729127231388,1215457.12305853037391495836165348072305,0.5369425143091239136270881340846344935372,1279155.98323236380044842260530891043543,1104464.66817488386073208712660705140861,0.4331908294981945001415799185904156032038,937750.1728859271165935641066881648026799,577092.3104435368769993363724675349221586,0.5232284069475773871431858606816364698949,591824.1368999344105771798835722764734287,2285596.09511100760288597923574296287487,0.4709762414653071037684202288419489880983,2109864.45843100327834313895771479326696,527372.3577313469837327507541395164864469,0.4133519651899732317872289329732997368769,427261.1848920388239934111018734723528496,60912.6886867252448797717728246017714844,0.6986019948259162566438322117786722908812,83405.3026204423033617802230692711680826,0,0,0,0,0,0
2022,1467343.24083655450603275557771496212746,0.4166308556783546502052542123711960075228,1198227.32120702411074365908395571190563,156944.8300754217420533476602723760538715,0.5856542522946099688852347963336336115903,180154.1979342784414467371103551627580553,1435393.48180380051936161523492412306335,0.4218112469340568866983784338338596366379,1186711.62422533003916002001032083845254,34560.8960545395204177312254508100575224,1,67739.3562668974600187532018835877127439,215121.4431479269077584314420282744264194,0.4474623621489232410379092607552493681273,188667.1482357190772753995229284685607499,406627.1692778881702295103277514605378131,0.3365301080322117158407183040961642162627,268210.8790036034876675427985994438703361,253208.2567747985287241358757619883043962,0.4077387515898283883707297892495648566896,202355.924278802394452745923882768260134,1185711.14260133409118545256744503857941,0.4532349171098971143743144048236622866423,1053315.15520906622576369103740736850023,367486.6070039760629014792236476916071941,0.5595845660858783089031554881184844598825,403054.0737044756022228589067420225361247,774113.7762818642331309895513991521450079,0.3764644407862420975330048592052183445045,571195.567390041154154481835143929170901,818224.5355973580282839733437973469722122,0.4363819209507846964125267140225963476641,699834.4534415560675709710345128573058933,33210.462649657476520802370771354057408,0.999999999999999999999999999999999999997,65092.5067933286539807726467118539525195,0,0,0,0,0,0
