Year,Haul,Spcode,subsample_w_kg,subsample_n,wholesample_w_kg,wholesample_n
2002,37,66050,0.06,8,,
2002,37,21720,0.08,1,,
2002,37,21725,0.04,2,,
2002,37,21740,0.02,1,,
2002,37,68577,0.01,6,,
2002,37,66530,0.02,9,,
2002,37,66580,0.24,24,,
2002,37,50010,0.02,1,,
2002,38,81742,9.66,161,,
2002,38,10285,0.16,2,,
2002,38,69322,,,1.1,1
2002,38,80020,4.34,10,,
2002,38,80200,6.14,20,,
2002,38,83010,1.86,16,,
2002,38,80590,1.28,6,,
2002,38,82510,2.1,34,,
2002,38,81095,0.12,7,,
2002,38,68577,0.2,8,,
2002,38,83320,0.04,,,
2002,38,80595,1.24,70,,
2002,38,99999,1.84,,,
2002,38,98310,0.41,2,,
2002,38,71001,0.15,,,
2002,38,68580,0.08,2,,
2002,38,71772,0.08,2,,
2002,38,75285,0.18,5,,
2002,38,43000,0.06,1,,
2002,38,41201,0.02,2,,
2002,38,98082,0.01,3,,
2002,38,94000,0,1,,
2002,38,71010,0.01,8,,
2002,38,74983,0,1,,
2002,38,69061,0.04,3,,
2002,38,69120,0.1,10,,
2002,38,23041,0.04,5,,
2002,38,24185,0.06,1,,
2002,38,23808,0.1,9,,
2002,38,21740,0.04,7,,
2002,38,20041,0.06,3,,
2002,38,21388,0.06,1,,
2002,38,21314,0.02,2,,
2002,38,66050,0.02,2,,
2002,38,66045,0.06,44,,
2002,38,66580,0.34,,,
2002,38,66530,0.01,10,,
2002,38,69086,0,1,,
2002,38,21368,0.24,6,,
2002,38,21375,0.16,14,,
2002,39,81742,19.14,319,,
2002,39,21735,0.22,1,,
2002,39,10120,,,0.6,1
2002,39,21720,,,2.32,1
2002,39,21740,,,3.04,1
2002,39,10220,,,3.44,2
2002,39,10285,,,1.14,1
2002,39,10260,,,2.52,3
2002,39,80020,1.56,4,,
2002,39,80590,0.78,5,,
2002,39,81095,0.1,2,,
2002,39,83320,0.08,17,,
2002,39,80200,4.66,18,,
2002,39,80595,0.92,71,,
2002,39,68577,0.76,16,,
2002,39,82510,0.48,5,,
2002,39,80540,0,11,,
2002,39,68580,0.18,21,,
2002,39,23041,0.14,17,,
2002,39,40050,0.44,9,,
2002,39,83010,1.52,18,,
2002,39,98082,0.21,20,,
2002,39,71001,0.02,,,
2002,39,75285,0.02,1,,
2002,39,41201,0.6,5,,
2002,39,98000,0.08,3,,
2002,39,43000,0.04,2,,
2002,39,50010,0,2,,
2002,39,50000,0,1,,
2002,39,21725,0.08,5,,
2002,39,21415,0.1,3,,
2002,39,23808,0,1,,
2002,39,66045,0,2,,
2002,39,66580,0.06,27,,
2002,39,99999,3.56,,,
2002,39,65000,0.5,,,
2002,39,56310,0,3,,
2002,39,69061,0.15,7,,
2002,39,69120,0.65,22,,
2002,39,98000,0.01,1,,
2002,39,94000,0.01,1,,
2002,40,81742,26.24,437,,
2002,40,10210,0.22,6,,
2002,40,10285,0.14,1,,
2002,40,69322,,,1.2,1
2002,40,71030,,,0.36,1
2002,40,10220,0.86,1,,
2002,40,80020,2.72,7,,
2002,40,81095,0.05,1,,
2002,40,80590,0.14,2,,
2002,40,83010,2.12,22,,
2002,40,80200,4.54,25,,
2002,40,80595,0.72,76,,
2002,40,10211,0.03,1,,
2002,40,23808,0.05,8,,
2002,40,98082,0.1,9,,
2002,40,41201,0.12,6,,
2002,40,75241,0.02,1,,
2002,40,21725,0.01,1,,
2002,40,43000,0.06,2,,
2002,40,23041,0.03,4,,
2002,40,50010,0,1,,
2002,40,20041,0.01,1,,
2002,40,66580,0.12,17,,
2002,40,68577,0.12,4,,
2002,40,68580,0,1,,
2002,40,22201,0.01,1,,
2002,40,69061,0.05,,,
2002,40,21315,0.04,2,,
2002,40,21375,0.06,6,,
2002,41,81742,18.05,301,,
2002,41,21735,0.76,5,,
2002,41,10210,0.25,6,,
2002,41,10285,0.08,1,,
2002,41,69322,,,2.74,2
2002,41,83010,3.85,36,,
2002,41,80020,2.48,7,,
2002,41,81095,0.02,1,,
2002,41,80200,2.68,18,,
2002,41,10211,0.2,2,,
2002,41,10220,2.6,2,,
2002,41,69061,0.15,4,,
2002,41,40050,0.2,4,,
2002,41,21315,0.2,4,,
2002,41,21314,0.06,1,,
2002,41,68577,0.03,1,,
2002,41,68580,0.03,2,,
2002,41,83320,0,1,,
2002,41,71772,0.2,2,,
2002,41,80595,0.22,31,,
2002,41,82501,0.68,8,,
2002,41,21375,0.2,11,,
2002,41,21388,0.06,1,,
2002,41,23808,0.12,8,,
2002,41,66580,0.16,43,,
2002,41,66530,0,2,,
2002,41,66045,0.05,5,,
2002,41,66203,0.08,1,,
2002,41,23041,0.14,10,,
2002,41,21725,0.1,2,,
2002,41,24189,0.08,1,,
2002,41,99999,0.06,,,
2002,42,81742,11.5,192,,
2002,42,10210,0.12,2,,
2002,42,69322,,,1.44,1
2002,42,10120,,,11.25,1
2002,42,21720,,,10.66,2
2002,42,21740,,,9.22,3
2002,42,21720,0.3,1,,
2002,42,21315,0.26,6,,
2002,42,68577,1.54,19,,
2002,42,80020,3.48,6,,
2002,42,83010,3.4,24,,
2002,42,80590,0.14,1,,
2002,42,80200,6.1,25,,
2002,42,80595,1.28,56,,
2002,42,20041,0.06,1,,
2002,42,23041,0.12,10,,
2002,42,23808,0.01,1,,
2002,42,69120,0.76,16,,
2002,42,69061,0.16,8,,
2002,42,81095,0.04,1,,
2002,42,75285,0.01,1,,
2002,42,10130,0,1,,
2002,42,21725,0.05,3,,
2002,42,98000,1.68,35,,
2002,42,68580,0.06,6,,
2002,42,22201,0,1,,
2002,42,66580,0.36,66,,
2002,42,66045,0,1,,
2002,42,66203,0.06,1,,
2002,42,75285,0,2,,
2002,42,40050,0.14,3,,
2002,42,83320,0.02,9,,
2002,42,71250,0.05,7,,
2002,42,71010,0,1,,
2002,42,98082,0.1,2,,
2002,42,98001,0.02,2,,
2002,42,91000,0.06,3,,
2002,42,50010,0,1,,
2002,42,71001,0,1,,
2002,42,99999,1.34,,,
2002,43,81742,0.9,15,,
2002,43,10285,0.2,1,,
2002,43,69322,,,1.6,2
2002,43,80595,0.74,28,,
2002,43,80020,0.36,,,
2002,43,80590,2.6,22,,
2002,43,80200,1.94,5,,
2002,43,10260,1.04,2,,
2002,43,68577,0.42,4,,
2002,43,82510,0.24,2,,
2002,43,23041,0.06,2,,
2002,43,10130,0.01,2,,
2002,43,98310,0.92,2,,
2002,43,71884,4.74,27,,
2002,43,71882,0.3,2,,
2002,43,68580,0.14,12,,
2002,43,82730,0.1,7,,
2002,43,71250,0,1,,
2002,43,71010,0,1,,
2002,43,83320,0.02,7,,
2002,43,21725,0.02,1,,
2002,43,20041,0.02,1,,
2002,43,56130,0.02,,,
2002,43,43000,0.06,4,,
2002,43,71001,0,4,,
2002,43,98082,0.02,4,,
2002,43,98000,0,2,,
2002,43,83020,6.75,,,
2002,43,99999,15.94,,,
2002,43,66580,0.1,29,,
2002,43,66045,0,3,,
2002,43,66530,0,1,,
2002,43,69061,0.08,3,,
2002,43,69086,1.02,55,,
2002,43,21740,,,22.5,8
2002,43,21720,,,14.5,65
2002,43,69120,0.5,37,,
2002,44,81742,10.72,179,,
2002,44,21735,0.38,30,,
2002,44,10210,0.12,1,,
2002,44,10120,,,0.73,1
2002,44,21720,,,35.85,13
2002,44,21740,,,15.62,6
2002,44,83020,4.96,38,,
2002,44,10260,0.68,1,,
2002,44,81095,0.02,1,,
2002,44,68577,0.12,1,,
2002,44,82510,0.42,5,,
2002,44,10130,0.06,2,,
2002,44,71001,0.03,7,,
2002,44,66580,0.1,19,,
2002,44,23041,0.06,4,,
2002,44,74311,0,1,,
2002,44,74562,0,1,,
2002,44,98082,1.12,18,,
2002,44,21315,0.2,3,,
2002,44,22200,0.08,1,,
2002,44,43000,0.06,3,,
2002,44,98310,0.15,2,,
2002,44,94000,0,1,,
2002,44,41201,0,1,,
2002,44,80595,1.06,35,,
2002,44,80590,0.74,5,,
2002,44,80200,5.4,13,,
2002,44,71884,1.36,7,,
2002,44,71882,0.68,5,,
2002,44,69061,0.14,3,,
2002,44,68580,0.08,3,,
2002,44,69086,0.48,16,,
2002,44,69120,1.8,41,,
2002,44,82730,0.01,1,,
2002,44,83320,0.03,8,,
2002,44,99999,5.75,,,
2002,45,81742,8.1,135,,
2002,45,21371,2.04,1,,
2002,45,10210,0.42,5,,
2002,45,21740,,,17.54,7
2002,45,21720,,,16.96,5
2002,45,10130,0,2,,
2002,45,82510,0.72,7,,
2002,45,71001,0,1,,
2002,45,71004,0,1,,
2002,45,80590,0.62,2,,
2002,45,80200,1.7,4,,
2002,45,80595,1.58,66,,
2002,45,83020,2.44,26,,
2002,45,98082,1.24,45,,
2002,45,43000,0.04,3,,
2002,45,41201,,,0.02,4
2002,45,71884,3.72,42,,
2002,45,71882,0.3,4,,
2002,45,48580,0.06,4,,
2002,45,48577,0.02,1,,
2002,45,44580,0.18,34,,
2002,45,44530,0,1,,
2002,45,74562,0.08,7,,
2002,45,23041,0.06,13,,
2002,45,23808,0.2,15,,
2002,45,83320,0.18,55,,
2002,45,21315,0.08,2,,
2002,45,21368,0.08,1,,
2002,45,99999,9.72,,,
2002,45,69061,0.02,3,,
2002,45,69086,0.98,51,,
2002,45,69120,2.46,42,,
2002,46,81742,14.52,242,,
2002,46,21735,0.14,1,,
2002,46,10210,0.5,11,,
2002,46,10285,0.72,3,,
2002,46,21740,,,4.92,3
2002,46,21720,,,4.46,1
2002,46,80590,0.56,1,,
2002,46,82510,0.32,3,,
2002,46,80595,1.32,82,,
2002,46,83320,0.08,34,,
2002,46,80020,0.8,1,,
2002,46,71884,0.26,3,,
2002,46,71753,0.06,1,,
2002,46,69061,0.24,11,,
2002,46,89082,1.02,53,,
2002,46,41201,0.16,7,,
2002,46,23808,0.16,16,,
2002,46,98000,0.9,5,,
2002,46,74562,0.25,17,,
2002,46,23041,0.24,27,,
2002,46,22200,0.02,1,,
2002,46,21725,0.02,4,,
2002,46,23804,0.04,1,,
2002,46,21375,0.01,1,,
2002,46,10130,0.02,1,,
2002,46,83020,2.36,0,,
2002,46,80200,1,3,,
2002,46,69120,5.3,63,,
2002,46,69086,1.42,37,,
2002,46,43000,0.02,8,,
2002,46,74983,0,1,,
2002,46,21315,0.04,1,,
2002,46,68577,0,1,,
2002,46,66580,0.22,52,,
2002,46,50010,0.02,1,,
2002,46,99999,8.45,,,
2002,47,81742,18.36,306,,
2002,47,21735,0.32,2,,
2002,47,21371,1.62,1,,
2002,47,10210,0.32,4,,
2002,47,10285,0.24,1,,
2002,47,21740,,,5.68,2
2002,47,21720,,,9.4,2
2002,47,80590,0.06,1,,
2002,47,80595,1.58,67,,
2002,47,23808,0.26,24,,
2002,47,69120,1.34,15,,
2002,47,69061,0.18,9,,
2002,47,10220,1.04,1,,
2002,47,23041,0.12,2,,
2002,47,23804,0.04,1,,
2002,47,83020,4.6,34,,
2002,47,68577,0.24,16,,
2002,47,80200,1.5,7,,
2002,47,82510,0.68,8,,
2002,47,83320,0.01,11,,
2002,47,68580,0,1,,
2002,47,21315,0.18,3,,
2002,47,21725,0.36,33,,
2002,47,98310,0.76,24,,
2002,47,98082,0.2,21,,
2002,47,21201,0.02,2,,
2002,47,71250,0,4,,
2002,47,94000,0,5,,
2002,47,40050,0.08,2,,
2002,47,66580,38,90,,
2002,47,66203,0.04,3,,
2002,47,66045,0,2,,
2002,47,99999,1.46,,,
2002,48,81742,15.8,263,,
2002,48,21735,0.42,3,,
2002,48,21371,1.58,1,,
2002,48,10210,0.24,5,,
2002,48,10285,0.42,4,,
2002,48,69322,,,3.74,4
2002,48,10120,,,7.12,1
2002,48,80200,9.45,26,,
2002,48,75285,0.24,6,,
2002,48,23808,0.26,21,,
2002,48,80595,0.24,7,,
2002,48,83020,3.8,35,,
2002,48,40050,0.32,8,,
2002,48,82510,0.54,9,,
2002,48,68580,0.1,1,,
2002,48,10130,0.01,1,,
2002,48,43000,0.1,3,,
2002,48,66580,0.14,18,,
2002,48,21368,0.42,1,,
2002,48,21375,0.02,1,,
2002,48,21315,0,1,,
2002,48,21725,0.24,22,,
2002,48,98082,,,0.54,43
2002,48,41201,0.64,41,,
2002,48,71001,0.3,4,,
2002,48,98310,0.04,2,,
2002,48,66045,0,1,,
2002,48,74562,0,2,,
2002,48,69120,2.44,32,,
2002,48,69061,0,1,,
2002,48,99999,1.08,,,
2002,49,81742,20.8,347,,
2002,49,21371,2.08,1,,
2002,49,10210,0.34,7,,
2002,49,10285,0.58,8,,
2002,49,69322,,,3.64,21
2002,49,10120,,,7.85,1
2002,49,82510,0.12,2,,
2002,49,23808,0.14,12,,
2002,49,71250,0.02,4,,
2002,49,22201,0.03,1,,
2002,49,83020,0.34,6,,
2002,49,21388,0.06,1,,
2002,49,21720,,,3.28,2
2002,49,71884,0.56,3,,
2002,49,21725,0.08,6,,
2002,49,98082,0.34,38,,
2002,49,21368,0.04,1,,
2002,49,41201,0.16,16,,
2002,49,10211,0.02,2,,
2002,49,80540,0,1,,
2002,49,75333,0.04,1,,
2002,49,75285,0.04,1,,
2002,49,74561,0.02,1,,
2002,49,98310,0.46,3,,
2002,49,71004,0.02,3,,
2002,49,71001,0,1,,
2002,49,74311,0,1,,
2002,49,43000,0.02,2,,
2002,49,80595,0.02,3,,
2002,49,80020,1.9,3,,
2002,49,99999,3,,,
2002,49,69120,1.76,25,,
2002,49,69086,0.56,9,,
2002,49,69061,0.01,1,,
2002,49,80200,2.7,5,,
2002,49,66580,1.02,62,,
2002,49,66530,0,1,,
2002,49,66045,0,2,,
2002,50,81742,22.56,376,,
2002,50,21735,2.48,18,,
2002,50,10210,0.38,7,,
2002,50,10285,0.02,1,,
2002,50,69322,,,4.34,6
2002,50,80020,0.56,1,,
2002,50,21740,,,14.92,5
2002,50,21720,,,3.09,1
2002,50,40080,0.64,,,
2002,50,83020,0.74,9,,
2002,50,71884,0.38,3,,
2002,50,24185,0.18,3,,
2002,50,21720,0.08,27,,
2002,50,23808,0.06,7,,
2002,50,20041,0.02,2,,
2002,50,21315,0.04,1,,
2002,50,75285,0.06,2,,
2002,50,41201,0.03,6,,
2002,50,69120,1.28,7,,
2002,50,69090,0.28,3,,
2002,50,69616,0.06,3,,
2002,50,80200,2.48,7,,
2002,50,82510,0.04,1,,
2002,50,71001,0.02,2,,
2002,50,43000,0,1,,
2002,50,98082,0.04,6,,
2002,50,80595,0.02,1,,
2002,50,74562,0.01,2,,
2002,50,40011,0,1,,
2002,50,21725,0.32,29,,
2002,50,21740,0.08,2,,
2002,50,21375,0.1,5,,
2002,50,66580,0.12,18,,
2002,50,66530,0.06,12,,
2002,50,66045,0,2,,
2002,50,99999,1.18,,,
2002,51,81742,21.26,354,,
2002,51,21735,1.92,17,,
2002,51,10210,0.68,6,,
2002,51,10285,1.2,3,,
2002,51,69322,,,6.14,11
2002,51,10120,,,4.58,1
2002,51,24189,0.06,3,,
2002,51,24185,0.16,3,,
2002,51,21405,0.02,1,,
2002,51,80020,0.7,1,,
2002,51,21375,,,84.32,50
2002,51,21740,,,2.96,1
2002,51,40050,0.24,,,
2002,51,23808,0.08,8,,
2002,51,20041,0.08,6,,
2002,51,21725,0.08,6,,
2002,51,21740,0.08,5,,
2002,51,21720,0.02,1,,
2002,51,66580,0.18,43,,
2002,51,66045,0.02,15,,
2002,51,66530,0.18,55,,
2002,51,41201,0.24,13,,
2002,51,71004,0.1,7,,
2002,51,98082,0.06,6,,
2002,51,91000,0,1,,
2002,51,43000,0.02,3,,
2002,51,71884,1.12,7,,
2002,51,71772,0.08,1,,
2002,51,80200,4.78,13,,
2002,51,69086,0.3,5,,
2002,51,69120,1.28,40,,
2002,51,69090,0.08,1,,
2002,51,82510,0.2,5,,
2002,51,83020,0.56,11,,
2002,51,75285,0.16,6,,
2002,51,80595,0.04,2,,
2002,51,69061,0.01,2,,
2002,51,99999,2.47,,,
2002,51,21375,0.02,3,,
2002,51,68580,0,1,,
2002,51,40010,0,1,,
2002,52,81742,22.8,380,,
2002,52,21735,3.5,34,,
2002,52,10210,1.22,10,,
2002,52,10285,0.38,2,,
2002,52,10120,,,4.17,1
2002,52,21740,,,7.08,2
2002,52,10220,2.44,2,,
2002,52,80200,2.28,6,,
2002,52,24189,0.12,3,,
2002,52,23808,0.05,5,,
2002,52,23055,0.12,1,,
2002,52,21110,0.16,1,,
2002,52,83020,0.26,10,,
2002,52,71884,0.18,1,,
2002,52,21740,0.18,12,,
2002,52,21725,0.08,3,,
2002,52,80595,0.02,1,,
2002,52,71004,0.15,3,,
2002,52,43000,0.26,4,,
2002,52,50000,0.01,4,,
2002,52,21371,4.58,4,,
2002,52,94500,0.01,1,,
2002,52,69061,0.14,3,,
2002,52,69090,0.65,5,,
2002,52,69120,0.85,16,,
2002,52,99999,1.4,,,
2002,52,66548,0.2,53,,
2002,52,66045,0.08,13,,
2002,52,66530,0.12,48,,
2002,52,66580,0.01,1,,
2002,52,66500,0,4,,
2002,53,81742,21.25,354,,
2002,53,21735,0.96,74,,
2002,53,21371,3.22,3,,
2002,53,10210,1.22,20,,
2002,53,10285,0.04,1,,
2002,53,69322,,,1.06,4
2002,53,10220,3.46,4,,
2002,53,24185,0.12,2,,
2002,53,23808,0.1,4,,
2002,53,23055,0.24,4,,
2002,53,24189,0.04,1,,
2002,53,21388,0.04,1,,
2002,53,20041,0.04,1,,
2002,53,80200,3.18,10,,
2002,53,71884,0.18,1,,
2002,53,71882,0.1,1,,
2002,53,83020,0.76,11,,
2002,53,40050,0.18,1,,
2002,53,43000,1.52,15,,
2002,53,71004,0.02,3,,
2002,53,82510,0,1,,
2002,53,74983,0.01,1,,
2002,53,21375,0.01,1,,
2002,53,69090,0.12,2,,
2002,53,69091,0.06,6,,
2002,53,69120,0.42,14,,
2002,53,66530,0.01,11,,
2002,53,66045,0,3,,
2002,53,99999,2.36,,,
2002,53,66548,0.04,18,,
2002,53,66580,0.04,6,,
2002,54,81742,21.82,364,,
2002,54,21735,1.16,11,,
2002,54,10210,1.22,51,,
2002,54,10285,0.02,1,,
2002,54,69322,,,0.3,1
2002,54,68781,2.5,26,,
2002,54,40050,0.98,5,,
2002,54,83020,0.46,10,,
2002,54,80595,0.04,3,,
2002,54,10211,1.14,27,,
2002,54,24189,0.04,1,,
2002,54,80200,0.92,5,,
2002,54,20041,0.8,7,,
2002,54,23041,0,1,,
2002,54,23808,0.02,2,,
2002,54,22200,0.01,1,,
2002,54,80540,0,1,,
2002,54,83320,0,1,,
2002,54,71001,0,1,,
2002,54,10220,0.76,2,,
2002,54,99999,0.46,,,
2002,54,41201,0.02,2,,
2002,54,68577,0,2,,
2002,54,75285,0.02,1,,
2002,54,69090,0.2,1,,
2002,54,69061,0.04,8,,
2002,54,69120,0.01,1,,
2002,54,66548,0.38,221,,
2002,54,21315,0.04,1,,
2002,54,21316,0.08,1,,
2002,54,21314,0.28,11,,
2002,54,21375,0.16,4,,
2002,54,66530,0.06,13,,
2002,54,66045,0.01,7,,
2002,54,66580,0.02,3,,
2002,55,81742,21.52,,,
2002,55,21735,0.94,10,,
2002,55,21371,0.22,2,,
2002,55,10210,1.9,67,,
2002,55,10285,0.44,5,,
2002,55,69322,,,4.58,27
2002,55,68781,2.4,12,,
2002,55,80020,1.02,2,,
2002,55,80595,0.1,13,,
2002,55,80200,7.42,12,,
2002,55,82510,0.2,4,,
2002,55,23808,0.5,46,,
2002,55,21932,0.02,1,,
2002,55,23809,0.04,1,,
2002,55,24189,0.04,1,,
2002,55,71753,0.2,1,,
2002,55,71884,0.28,1,,
2002,55,21740,0.02,3,,
2002,55,21725,0.04,4,,
2002,55,75285,0.15,5,,
2002,55,21388,0.76,19,,
2002,55,69061,0.2,12,,
2002,55,21315,0.16,4,,
2002,55,21314,0.12,4,,
2002,55,69120,0.24,4,,
2002,55,66045,0.82,1260,,
2002,55,41201,0.38,42,,
2002,55,83020,0.02,2,,
2002,55,71001,0.08,3,,
2002,55,98082,0.02,2,,
2002,55,66530,0.4,24,,
2002,55,66548,0.2,17,,
2002,55,99999,1.48,,,
2002,55,43000,0.06,1,,
2002,55,95000,0.02,1,,
2002,55,66580,0.36,146,,
2002,55,20041,0.02,1,,
2002,55,21355,0.01,1,,
2002,55,21375,0.02,4,,
2002,56,81742,20.4,340,,
2002,56,21735,1.1,23,,
2002,56,10210,1.12,27,,
2002,56,68781,0.62,4,,
2002,56,10220,0.64,1,,
2002,56,82510,0.36,7,,
2002,56,80200,5.62,12,,
2002,56,21932,0.06,2,,
2002,56,24189,0.02,1,,
2002,56,23808,0.02,2,,
2002,56,69086,0.14,2,,
2002,56,69120,1.18,14,,
2002,56,69090,0.1,1,,
2002,56,69061,0.02,1,,
2002,56,23055,0.04,1,,
2002,56,66580,0.04,10,,
2002,56,20041,0.02,1,,
2002,56,43000,0.4,26,,
2002,56,66548,0.06,28,,
2002,56,66530,0,5,,
2002,56,41201,0.04,10,,
2002,56,98310,0.2,1,,
2002,56,98082,0.04,1,,
2002,56,75285,0.02,8,,
2002,56,80595,0.02,1,,
2002,56,99999,0.66,,,
2002,56,21725,0,1,,
2002,56,21740,0.04,5,,
2002,56,21110,0.28,7,,
2002,56,74414,0,1,,
2002,56,21735,0.06,21,,
2002,56,21375,0.32,7,,
2002,56,21388,0.04,1,,
2002,56,71884,2.16,10,,
2002,56,71882,0.08,1,,
2002,56,71772,0.08,1,,
2002,57,81742,20.9,,,
2002,57,21735,0.24,2,,
2002,57,10210,0.7,17,,
2002,57,10285,0.08,1,,
2002,57,69322,,,9.5,13
2002,57,68781,0.3,2,,
2002,57,75285,0.16,7,,
2002,57,80200,2.2,5,,
2002,57,23808,0.14,10,,
2002,57,82510,0.52,9,,
2002,57,41201,0.02,2,,
2002,57,98082,0.02,1,,
2002,57,40010,0,1,,
2002,57,83020,0.1,1,,
2002,57,21388,0.06,1,,
2002,57,21405,0.02,1,,
2002,57,24189,0.08,2,,
2002,57,66580,0.04,2,,
2002,57,66530,0.05,11,,
2002,57,66548,0.04,12,,
2002,57,21375,0.04,1,,
2002,57,21371,0.24,2,,
2002,57,69120,1.34,15,,
2002,57,69086,0.32,5,,
2002,57,69061,0.02,1,,
2002,57,71884,2.45,16,,
2002,57,71772,0.04,1,,
2002,57,99999,1.9,,,
2002,58,81742,21.3,355,,
2002,58,21735,2.7,33,,
2002,58,10210,1.68,543,,
2002,58,10285,0.2,3,,
2002,58,69322,,,1.08,4
2002,58,68781,0.22,4,,
2002,58,80020,1.4,2,,
2002,58,10220,2.92,2,,
2002,58,80200,4.2,11,,
2002,58,82510,0.56,12,,
2002,58,24189,0.1,0,,
2002,58,23808,0.06,7,,
2002,58,21405,0.02,2,,
2002,58,10130,0.02,1,,
2002,58,80595,0,1,,
2002,58,21388,0.1,3,,
2002,58,21375,0.32,2,,
2002,58,98310,0.66,6,,
2002,58,68580,0,1,,
2002,58,98082,0.1,4,,
2002,58,41201,0.2,17,,
2002,58,43001,0.12,2,,
2002,58,71001,0.04,,,
2002,58,71882,0.42,2,,
2002,58,71884,0.58,2,,
2002,58,71753,0.22,1,,
2002,58,66045,0,4,,
2002,58,66530,0.06,23,,
2002,58,66548,0.04,28,,
2002,58,66580,0.04,20,,
2002,58,66601,0.02,1,,
2002,58,69061,0.04,7,,
2002,58,21314,0.14,4,,
2002,58,75285,0,1,,
2002,58,69316,0,1,,
2002,58,69086,0.02,1,,
2002,58,69120,0.24,6,,
2002,58,65205,0.22,8,,
2002,58,99999,0.84,,,
2002,59,81742,14.46,241,,
2002,59,21735,1.46,17,,
2002,59,10210,0.66,25,,
2002,59,10285,0.4,10,,
2002,59,69322,,,3.28,5
2002,59,68781,0.3,2,,
2002,59,24189,0.24,5,,
2002,59,80020,1.16,1,,
2002,59,80200,9.32,22,,
2002,59,10211,0.02,1,,
2002,59,24185,0.04,2,,
2002,59,20001,0.02,1,,
2002,59,20041,0.04,3,,
2002,59,23808,0.04,6,,
2002,59,23804,0.01,1,,
2002,59,82510,5,138,,
2002,59,83020,0.4,1,,
2002,59,21110,0.04,1,,
2002,59,21725,0.02,1,,
2002,59,69120,1.06,12,,
2002,59,71004,0.12,1,,
2002,59,41201,0.04,4,,
2002,59,71004,0.12,2,,
2002,59,69086,0.28,7,,
2002,59,69090,0.14,3,,
2002,59,69061,0.12,15,,
2002,59,21388,0.14,3,,
2002,59,21405,0.02,1,,
2002,59,99999,1.12,,,
2002,59,66580,0.16,28,,
2002,59,21314,0.14,6,,
2002,59,21375,0.08,2,,
2002,59,71882,0.4,3,,
2002,59,71884,0.24,1,,
2002,59,71772,0.24,3,,
2002,59,43000,0.1,1,,
2002,59,40011,0.04,,,
2002,59,80595,0.08,10,,
2002,59,68580,0.02,2,,
2002,59,91000,0.04,,,
2002,59,74311,0.01,5,,
2002,59,98082,0,1,,
2002,59,75285,0,1,,
2002,59,74641,0.02,1,,
2002,59,40010,0,3,,
2002,59,65100,0,1,,
2002,59,68577,0,1,,
2002,59,66204,0.01,1,,
2002,59,66203,0.01,1,,
2002,59,66530,0.12,31,,
2002,59,66045,0,9,,
2002,59,66548,0,5,,
2002,60,81742,25.16,419,,
2002,60,21735,0.94,19,,
2002,60,10210,0.48,10,,
2002,60,69322,,,10.64,18
2002,60,68781,0.08,1,,
2002,60,20322,,,0.4,1
2002,60,10220,1.02,1,,
2002,60,80020,1.88,1,,
2002,60,66045,1.54,678,,
2002,60,80200,2.04,3,,
2002,60,82510,1.04,27,,
2002,60,83020,0.06,9,,
2002,60,71884,0.09,4,,
2002,60,71882,0.04,1,,
2002,60,71772,0.04,1,,
2002,60,66580,0.22,39,,
2002,60,66530,0.01,4,,
2002,60,66548,0.01,5,,
2002,60,66203,0.01,6,,
2002,60,99999,1.88,,,
2002,60,21388,0.24,8,,
2002,60,23808,0.42,25,,
2002,60,24185,0.02,2,,
2002,60,24189,0.02,1,,
2002,60,23804,0.01,1,,
2002,60,69120,1.04,31,,
2002,60,69061,0.14,8,,
2002,60,69086,0.28,4,,
2002,60,41201,0.28,11,,
2002,60,98082,0.02,2,,
2002,60,75285,0.06,3,,
2002,60,21725,0.06,4,,
2002,60,21740,0.02,2,,
2002,60,21355,0,1,,
2002,60,21314,0.03,1,,
2002,61,81742,14.24,237,,
2002,61,21735,0.46,28,,
2002,61,10210,0.72,21,,
2002,61,10285,0.1,2,,
2002,61,69322,,,6.26,16
2002,61,68781,0.6,3,,
2002,61,80020,3.38,2,,
2002,61,83020,0.18,1,,
2002,61,82510,1.64,23,,
2002,61,21110,0.26,6,,
2002,61,43000,1.64,9,,
2002,61,98310,0.14,1,,
2002,61,71004,0.06,1,,
2002,61,21388,0.44,8,,
2002,61,23808,0.12,6,,
2002,61,80595,0.08,11,,
2002,61,75285,0.04,1,,
2002,61,21355,0.04,1,,
2002,61,80200,2.28,4,,
2002,61,41201,0.74,36,,
2002,61,65100,0.08,2,,
2002,61,69120,3.5,46,,
2002,61,69086,0.92,15,,
2002,61,71882,0.24,1,,
2002,61,71884,0.24,1,,
2002,61,71772,0.14,1,,
2002,61,69061,0.01,2,,
2002,61,66045,0.08,47,,
2002,61,99999,4.4,,,
2002,61,66580,0.08,18,,
2002,61,66530,0.02,11,,
2002,61,66548,0,3,,
2002,61,66601,0.01,1,,
2002,61,66050,0.02,1,,
2002,62,81742,20.56,343,,
2002,62,21735,0.16,7,,
2002,62,10210,0.14,5,,
2002,62,69322,,,3.95,11
2002,62,82510,2.98,85,,
2002,62,80020,3.04,4,,
2002,62,80200,4.64,8,,
2002,62,83020,0.36,4,,
2002,62,98082,0.08,5,,
2002,62,41201,0.04,3,,
2002,62,65100,0.06,2,,
2002,62,69316,0,2,,
2002,62,71882,0.22,2,,
2002,62,66045,0.06,56,,
2002,62,71772,0.24,3,,
