Year,Haul,Spcode,subsample_w_kg,subsample_n,wholesample_w_kg,wholesample_n
2018,42,99999,4.324,,,
2018,42,21375,,,,
2018,42,23801,0.16,13,,
2018,42,21735,2.446,26,,
2018,42,43000,0.508,24,,
2018,42,41201,0.664,46,,
2018,42,10210,0.68,13,,
2018,42,68781,1.974,24,,
2018,42,40500,0.152,,,
2018,42,80020,3.144,4,,
2018,42,80595,0.006,1,,
2018,42,23055,0.082,2,,
2018,42,82510,1.215,28,,
2018,42,20001,0.002,1,,
2018,42,21110,0.024,1,,
2018,42,65100,0.04,1,,
2018,42,66530,0.012,10,,
2018,42,66045,0.002,3,,
2018,42,98000,0.002,2,,
2018,42,71511,0.11,,,
2018,42,98300,0.902,3,,
2018,42,98082,0.098,3,,
2018,42,56311,0.002,1,,
2018,42,69061,0.04,5,,
2018,42,69120,0.674,11,,
2018,42,71882,0.596,9,,
2018,42,71884,0.5,8,,
2018,42,74311,0.002,1,,
2018,43,69322,,,,
2018,43,10120,,,,
2018,43,21720,,,,
2018,43,21740,,,,
2018,43,81742,50.28,572,,
2018,43,10285,0.176,5,,
2018,43,66611,,,,
2018,43,80200,0.93,3,,
2018,43,66548,0.008,3,,
2018,43,99999,2.202,,,
2018,43,21375,0.143,2,,
2018,43,23801,0.05,4,,
2018,43,21735,1.067,12,,
2018,43,43000,,,,
2018,43,41201,0.04,2,,
2018,43,10210,0.598,14,,
2018,43,68781,1.247,8,,
2018,43,10220,1.872,3,,
2018,43,80020,1.459,2,,
2018,43,80595,0.018,3,,
2018,43,23055,0.243,9,,
2018,43,82510,0.215,5,,
2018,43,75240,0.043,2,,
2018,43,21313,0.042,7,,
2018,43,21405,0.003,1,,
2018,43,66530,0.008,3,,
2018,43,66045,0.001,1,,
2018,43,71753,0.193,1,,
2018,43,71511,0.001,,,
2018,43,74980,0.001,1,,
2018,44,69322,,,,
2018,44,10120,,,,
2018,44,21720,,,,
2018,44,21740,,,,
2018,44,81742,,,58.74,1041
2018,44,10285,,,1.296,21
2018,44,66611,,,0.117,21
2018,44,80200,,,6.44,14
2018,44,66548,,,0.117,21
2018,44,99999,,,10.48,
2018,44,21375,,,,
2018,44,23801,,,0.178,14
2018,44,21735,,,22.23,239
2018,44,43000,,,0.155,7
2018,44,41201,,,0.136,17
2018,44,10210,,,3.642,72
2018,44,68781,,,7.07,48
2018,44,10220,,,0.395,1
2018,44,80020,,,0.728,1
2018,44,80595,,,0.026,4
2018,44,23055,,,0.051,2
2018,44,82510,,,3.999,110
2018,44,24180,,,0.202,1
2018,44,83020,,,0.651,6
2018,44,95000,,,0.215,
2018,44,66530,,,0.192,92
2018,44,66045,,,0.069,66
2018,44,21932,,,0.185,1
2018,44,71511,,,0.048,
2018,44,21388,,,0.06,1
2018,44,21313,,,0.095,1
2018,44,81095,,,0.029,1
2018,44,69061,,,0.242,43
2018,44,69120,,,1.138,16
2018,44,75240,,,0.044,1
2018,44,71884,,,0.195,1
2018,44,66601,,,0.128,7
2018,44,66000,,,0.009,1
2018,45,69322,,,,
2018,45,10120,,,,
2018,45,21720,,,,
2018,45,21740,,,1.56,1
2018,45,0,,,3.12,1
2018,45,81742,39.98,495,,
2018,45,10285,0.533,21,,
2018,45,66611,0.051,8,,
2018,45,80200,1.525,3,,
2018,45,66548,0.012,5,,
2018,45,99999,4.012,,,
2018,45,21375,0.022,1,,
2018,45,23801,0.113,9,,
2018,45,21735,3.012,66,,
2018,45,43000,1.66,15,,
2018,45,41201,0.131,12,,
2018,45,10210,0.535,14,,
2018,45,68781,1.711,9,,
2018,45,10220,2.441,2,,
2018,45,80020,0.663,1,,
2018,45,80595,0.002,1,,
2018,45,23055,0.19,4,,
2018,45,82510,0.113,2,,
2018,45,24180,0.409,3,,
2018,45,83020,0.076,1,,
2018,45,95000,0.001,,,
2018,45,66530,0.01,5,,
2018,45,98300,0.278,2,,
2018,45,21932,0.304,7,,
2018,45,71001,0.006,,,
2018,45,21388,0.03,1,,
2018,45,21313,0.062,4,,
2018,45,21740,0.012,1,,
2018,45,69061,0.058,4,,
2018,45,69120,0.172,3,,
2018,45,40500,0.034,,,
2018,45,71882,0.088,1,,
2018,45,66601,0.048,2,,
2018,45,71511,0.001,1,,
2018,46,69322,,,0.028,2
2018,46,10120,,,,
2018,46,21720,,,,
2018,46,21740,,,,
2018,46,81742,35.8,440,,
2018,46,10285,0.296,15,,
2018,46,66611,0.008,2,,
2018,46,80200,0.635,2,,
2018,46,66548,0.1,41,,
2018,46,99999,1.31,,,
2018,46,21375,0.099,1,,
2018,46,23801,0.396,27,,
2018,46,21735,1.216,33,,
2018,46,43000,0.45,4,,
2018,46,41201,0.026,1,,
2018,46,10210,0.706,13,,
2018,46,68781,0.288,1,,
2018,46,56300,0.002,1,,
2018,46,80020,2.92,2,,
2018,46,80595,0.004,1,,
2018,46,23055,0.092,2,,
2018,46,82510,0.4,7,,
2018,46,69010,0.001,1,,
2018,46,23804,0.014,2,,
2018,46,95000,0.001,,,
2018,46,66530,0.056,38,,
2018,46,75240,0.018,1,,
2018,46,21932,0.12,3,,
2018,46,66045,0.028,29,,
2018,46,21388,0.213,3,,
2018,46,69061,0.028,3,,
2018,46,69120,0.096,1,,
2018,46,40500,0.134,,,
2018,46,63500,0.001,1,,
2018,46,66601,0.006,1,,
2018,47,69322,,,,
2018,47,10120,,,,
2018,47,21720,,,,
2018,47,21740,,,,
2018,47,81742,48.38,513,,
2018,47,10285,0.667,19,,
2018,47,66611,0.016,4,,
2018,47,80200,,,,
2018,47,66548,0.142,36,,
2018,47,99999,0.936,,,
2018,47,21375,,,,
2018,47,23801,0.231,16,,
2018,47,21735,0.652,21,,
2018,47,43000,0.234,4,,
2018,47,41201,0.073,3,,
2018,47,10210,0.385,9,,
2018,47,68781,1.516,12,,
2018,47,20322,0.646,1,,
2018,47,10220,0.449,3,,
2018,47,80595,0.331,1,,
2018,47,23055,0.084,2,,
2018,47,81095,0.059,1,,
2018,47,95000,0.001,1,,
2018,47,66530,0.064,23,,
2018,47,21932,0.625,5,,
2018,47,66045,0.001,1,,
2018,47,21388,0.192,2,,
2018,47,40500,0.159,,,
2018,47,63500,0.001,1,,
2018,47,66601,0.126,3,,
2018,48,69322,,,,
2018,48,10120,,,,
2018,48,21720,,,,
2018,48,21740,,,,
2018,48,81742,35.35,400,,
2018,48,10285,0.182,7,,
2018,48,66611,0.014,2,,
2018,48,80200,4.325,7,,
2018,48,66548,0.041,13,,
2018,48,99999,2.244,,,
2018,48,21375,0.05,3,,
2018,48,23801,0.22,8,,
2018,48,21735,2.395,26,,
2018,48,43000,,,,
2018,48,41201,0.082,9,,
2018,48,10210,0.24,3,,
2018,48,68781,0.905,8,,
2018,48,80595,0.012,1,,
2018,48,10220,2.055,2,,
2018,48,69061,0.112,7,,
2018,48,23055,0.018,1,,
2018,48,69120,0.23,2,,
2018,48,95000,0.015,,,
2018,48,66530,0.055,21,,
2018,48,75240,0.01,2,,
2018,48,82510,0.399,7,,
2018,48,98300,0.836,2,,
2018,48,40500,0.315,,,
2018,48,83020,0.004,2,,
2018,48,66601,0.092,4,,
2018,48,80020,1.832,1,,
2018,48,20001,0.004,1,,
2018,48,21313,0.004,1,,
2018,48,71250,0.004,1,,
2018,48,21740,0.01,1,,
2018,48,98000,0.002,1,,
2018,49,69322,,,1.962,2
2018,49,10120,,,,
2018,49,21720,,,,
2018,49,21740,,,,
2018,49,81742,50.3,413,,
2018,49,10285,0.644,3,,
2018,49,66611,0.002,2,,
2018,49,80200,0.565,2,,
2018,49,66548,0.015,9,,
2018,49,99999,1.496,,,
2018,49,21375,,,,
2018,49,23801,0.117,7,,
2018,49,21735,1.233,20,,
2018,49,43000,0.009,1,,
2018,49,41201,0.123,19,,
2018,49,10210,0.032,1,,
2018,49,68781,1.632,15,,
2018,49,21388,0.068,1,,
2018,49,69086,0.06,1,,
2018,49,69061,0.012,1,,
2018,49,23055,0.085,1,,
2018,49,66530,0.005,5,,
2018,49,75240,0.252,4,,
2018,49,82510,0.612,15,,
2018,49,66045,0.003,3,,
2018,49,40500,0.097,,,
2018,49,66601,0.022,1,,
2018,49,80020,2.344,2,,
2018,49,21313,0.023,2,,
2018,50,69322,,,0.487,2
2018,50,10120,,,,
2018,50,21720,,,,
2018,50,21740,,,,
2018,50,81742,36.5,449,,
2018,50,10285,0.078,3,,
2018,50,66611,0.015,3,,
2018,50,80200,,,,
2018,50,66548,0.088,40,,
2018,50,99999,3.87,,,
2018,50,21375,,,,
2018,50,23801,0.118,6,,
2018,50,21735,2.602,,,
2018,50,43000,1.208,18,,
2018,50,41201,0.276,16,,
2018,50,10210,0.265,5,,
2018,50,68781,2.172,11,,
2018,50,95000,0.048,,,
2018,50,21388,0.029,,,
2018,50,69061,0.042,5,,
2018,50,23055,0.064,2,,
2018,50,66530,0.02,15,,
2018,50,75240,0.122,5,,
2018,50,82510,0.171,21,,
2018,50,21110,0.021,1,,
2018,50,56300,0.03,1,,
2018,50,66601,0.058,3,,
2018,50,65203,1.381,27,,
2018,50,40500,0.028,,,
2018,50,20001,0.011,1,,
2018,50,98082,1.381,27,,
2018,50,69120,0.082,1,,
2018,50,74060,0.004,1,,
2018,50,85210,0.03,1,,
2018,50,21405,0.008,1,,
2018,50,71769,0.001,1,,
2018,51,69322,,,5.241,9
2018,51,10120,,,,
2018,51,21720,,,,
2018,51,21740,,,,
2018,51,81742,42.54,296,,
2018,51,10285,0.456,5,,
2018,51,66611,0.008,4,,
2018,51,80200,,,,
2018,51,66548,0.056,23,,
2018,51,99999,1.065,,,
2018,51,21375,0.013,1,,
2018,51,23801,0.539,15,,
2018,51,21735,1.477,13,,
2018,51,43000,0.367,1,,
2018,51,41201,0.01,1,,
2018,51,10210,,,,
2018,51,68781,0.592,5,,
2018,51,95000,0.007,,,
2018,51,24180,0.144,1,,
2018,51,10220,0.93,1,,
2018,51,23055,0.01,1,,
2018,51,66530,0.005,3,,
2018,51,75240,0.872,9,,
2018,51,82510,1.748,55,,
2018,51,21110,0.023,1,,
2018,51,80595,0.005,1,,
2018,51,66601,0.025,1,,
2018,51,21740,0.013,1,,
2018,51,40500,1.804,,,
2018,51,66045,0.301,123,,
2018,52,69322,,,0.094,2
2018,52,10120,,,,
2018,52,21720,,,,
2018,52,21740,,,,
2018,52,81742,32.8,313,,
2018,52,10285,0.143,2,,
2018,52,66611,0.043,7,,
2018,52,80200,,,,
2018,52,66548,0.021,14,,
2018,52,99999,3.516,,,
2018,52,21375,,,,
2018,52,23801,0.471,27,,
2018,52,21735,0.343,5,,
2018,52,43000,0.228,14,,
2018,52,41201,0.306,24,,
2018,52,10210,0.086,2,,
2018,52,68781,0.638,17,,
2018,52,95000,0.079,,,
2018,52,24180,0.142,1,,
2018,52,69061,0.246,12,,
2018,52,98082,0.026,1,,
2018,52,66530,0.016,6,,
2018,52,75240,0.13,2,,
2018,52,82510,1.498,55,,
2018,52,69120,0.201,4,,
2018,52,80595,0.011,2,,
2018,52,66601,0.036,2,,
2018,52,69086,0.149,2,,
2018,52,40500,0.736,,,
2018,52,66045,1.755,663,,
2018,52,98000,0.056,18,,
2018,52,91000,0.009,1,,
2018,52,71882,0.188,2,,
2018,52,71884,0.129,2,,
2018,52,83000,0.001,3,,
2018,53,69322,,,1.064,2
2018,53,10120,,,,
2018,53,21720,,,,
2018,53,21740,,,,
2018,53,81742,39.73,227,,
2018,53,10285,0.208,6,,
2018,53,66611,0.065,10,,
2018,53,80200,,,,
2018,53,66548,0.084,34,,
2018,53,99999,3.45,,,
2018,53,21375,0.167,2,,
2018,53,23801,0.37,25,,
2018,53,21735,2.998,26,,
2018,53,43000,1.334,21,,
2018,53,41201,0.142,32,,
2018,53,10210,0.496,10,,
2018,53,68781,0.374,7,,
2018,53,20001,0.006,2,,
2018,53,24180,0.085,1,,
2018,53,21405,0.004,2,,
2018,53,66530,0.007,3,,
2018,53,75240,0.108,2,,
2018,53,82510,0.93,39,,
2018,53,66601,0.039,5,,
2018,53,40500,0.568,,,
2018,53,66045,0.003,1,,
2018,53,21388,0.03,1,,
2018,53,21313,0.02,2,,
2018,53,71884,0.127,1,,
2018,53,83000,0.001,6,,
2018,54,69322,,,0.069,1
2018,54,10120,,,,
2018,54,21720,,,,
2018,54,21740,,,,
2018,54,81742,46.5,249,,
2018,54,10285,0.36,9,,
2018,54,66611,0.152,28,,
2018,54,80200,,,,
2018,54,66548,0.005,8,,
2018,54,99999,2.742,,,
2018,54,21375,0.322,1,,
2018,54,23801,0.741,37,,
2018,54,21735,1.832,20,,
2018,54,43000,0.163,3,,
2018,54,41201,0.087,11,,
2018,54,10210,0.244,3,,
2018,54,68781,1.306,14,,
2018,54,69061,0.088,5,,
2018,54,24180,0.082,1,,
2018,54,21405,0.004,1,,
2018,54,66530,0.002,3,,
2018,54,75240,0.77,15,,
2018,54,82510,0.32,14,,
2018,54,66601,0.059,5,,
2018,54,69120,0.012,1,,
2018,54,66045,0.003,6,,
2018,54,21388,0.031,1,,
2018,54,21313,0.02,1,,
2018,54,71884,0.318,2,,
2018,54,83000,,,,
2018,54,69086,0.103,2,,
2018,54,95000,0.026,,,
2018,54,80595,0.017,1,,
2018,54,71001,0.02,1,,
2018,54,74980,0.028,1,,
2018,54,23055,0.029,1,,
2018,55,69322,,,,
2018,55,10120,,,,
2018,55,21720,,,,
2018,55,21740,,,,
2018,55,81742,,,31.2,319
2018,55,10285,,,0.79,25
2018,55,66611,,,0.092,13
2018,55,80200,,,,
2018,55,66548,,,0.093,32
2018,55,99999,,,10.94,
2018,55,21375,,,1.336,7
2018,55,23801,,,1.669,84
2018,55,21735,,,8.68,105
2018,55,43000,,,0.938,23
2018,55,41201,,,0.21,26
2018,55,10210,,,0.418,5
2018,55,68781,,,3.388,40
2018,55,69061,,,0.024,2
2018,55,10220,,,1.193,5
2018,55,23055,,,0.446,29
2018,55,66530,,,0.003,2
2018,55,75240,,,10.6,164
2018,55,82510,,,0.961,53
2018,55,66601,,,0.022,1
2018,55,69120,,,0.429,16
2018,55,66045,,,0.04,8
2018,55,21388,,,0.13,2
2018,55,21313,,,0.059,3
2018,55,71884,,,2.073,25
2018,55,71882,,,0.157,4
2018,55,98000,,,0.311,10
2018,55,81095,,,0.532,31
2018,55,71753,,,0.077,1
2018,55,98082,,,0.058,5
2018,55,65100,,,0.019,1
2018,55,40500,,,8.14,
2018,55,95030,,,0.004,2
2018,55,71001,,,0.056,2
2018,55,21405,,,0.005,1
2018,55,71769,,,0.001,1
2018,55,20001,,,0.003,2
2018,55,71511,,,0.001,1
2018,55,85170,,,0.01,1
2018,56,69322,,,0.062,1
2018,56,10120,,,,
2018,56,21720,,,,
2018,56,21740,,,,
2018,56,81742,22.04,385,,
2018,56,10285,0.011,1,,
2018,56,66611,0.103,11,,
2018,56,80200,,,,
2018,56,66548,,,,
2018,56,99999,4.93,,,
2018,56,21375,0.019,1,,
2018,56,23801,0.722,42,,
2018,56,21735,1.808,18,,
2018,56,43000,0.687,23,,
2018,56,41201,0.242,24,,
2018,56,10210,0.121,1,,
2018,56,68781,0.428,12,,
2018,56,69061,0.332,19,,
2018,56,69086,0.362,9,,
2018,56,20041,0.136,3,,
2018,56,75240,1.208,19,,
2018,56,82510,3.334,104,,
2018,56,66601,0.024,1,,
2018,56,69120,0.373,7,,
2018,56,66045,0.397,207,,
2018,56,21313,0.091,2,,
2018,56,71884,0.335,3,,
2018,56,71882,0.107,3,,
2018,56,71753,0.068,1,,
2018,56,98082,0.015,2,,
2018,56,40500,15.48,,,
2018,56,71001,0.007,1,,
2018,56,71769,0.072,1,,
2018,56,83000,,,,
2018,57,69322,,,,
2018,57,10120,,,,
2018,57,21720,,,,
2018,57,21740,,,,
2018,57,81742,40.14,338,,
2018,57,10285,0.262,7,,
2018,57,66611,0.008,2,,
2018,57,80200,,,,
2018,57,66548,0.016,9,,
2018,57,99999,1.525,,,
2018,57,21375,,,,
2018,57,23801,0.123,6,,
2018,57,21735,1.817,16,,
2018,57,43000,0.346,5,,
2018,57,41201,0.042,4,,
2018,57,10210,0.16,3,,
2018,57,68781,0.086,1,,
2018,57,69061,0.016,2,,
2018,57,23055,0.052,2,,
2018,57,95000,0.035,,,
2018,57,75240,0.1,2,,
2018,57,82510,0.43,12,,
2018,57,40500,0.93,,,
2018,57,71769,0.083,1,,
2018,57,66045,0.001,1,,
2018,57,66530,0.003,3,,
2018,57,83000,,,,
2018,58,69322,,,,
2018,58,10120,,,,
2018,58,21720,,,,
2018,58,21740,,,,
2018,58,81742,25.33,410,,
2018,58,10285,0.438,8,,
2018,58,66611,0.04,17,,
2018,58,80200,,,,
2018,58,66548,0.122,49,,
2018,58,99999,7.47,,,
2018,58,21375,0.396,4,,
2018,58,23801,0.182,9,,
2018,58,21735,3.088,68,,
2018,58,43000,1.782,22,,
2018,58,41201,1.244,99,,
2018,58,10210,0.53,11,,
2018,58,68781,0.446,6,,
2018,58,10220,0.706,1,,
2018,58,69086,0.058,2,,
2018,58,23804,0.02,2,,
2018,58,75240,0.856,13,,
2018,58,82510,2.608,66,,
2018,58,66601,0.034,4,,
2018,58,69120,0.714,13,,
2018,58,66045,0.002,2,,
2018,58,21388,0.098,2,,
2018,58,71884,0.192,2,,
2018,58,71882,0.174,2,,
2018,58,23055,0.278,22,,
2018,58,65100,0.116,3,,
2018,58,40500,0.122,,,
2018,58,80540,0.004,1,,
2018,58,81095,0.028,1,,
2018,58,98000,0.01,1,,
2018,58,95000,0.06,,,
2018,58,71500,0.088,1,,
2018,58,71500,0.006,1,,
2018,58,74311,0.008,1,,
2018,58,66530,0.008,5,,
2018,59,69322,,,,
2018,59,10120,,,,
2018,59,21720,,,,
2018,59,21740,,,,
2018,59,81742,35.45,509,,
2018,59,10285,0.199,7,,
2018,59,66611,0.049,7,,
2018,59,80200,0.342,1,,
2018,59,66548,0.133,43,,
2018,59,99999,3.82,,,
2018,59,21375,0.046,3,,
2018,59,23801,0.183,15,,
2018,59,21735,1.092,22,,
2018,59,43000,0.124,7,,
2018,59,41201,0.928,103,,
2018,59,10210,0.037,2,,
2018,59,68781,1.119,13,,
2018,59,80020,2.318,2,,
2018,59,69086,0.001,1,,
2018,59,21313,0.048,5,,
2018,59,75240,0.699,11,,
2018,59,82510,0.813,18,,
2018,59,68577,0.047,1,,
2018,59,21110,0.015,1,,
2018,59,66045,0.002,2,,
2018,59,23055,0.034,2,,
2018,59,71884,0.128,1,,
2018,59,69061,0.047,3,,
2018,59,91000,0.013,1,,
2018,59,10130,0.076,1,,
2018,59,40500,0.034,,,
2018,59,80595,0.013,5,,
2018,59,66601,0.125,4,,
2018,59,66530,0.087,22,,
2018,60,69322,,,,
2018,60,10120,,,,
2018,60,21720,,,,
2018,60,21740,,,,
2018,60,81742,,,64.86,1050
2018,60,10285,,,0.304,5
2018,60,66611,,,0.025,5
2018,60,80200,,,4.374,14
2018,60,66548,,,0.027,14
2018,60,99999,,,15.94,
2018,60,21375,,,0.261,2
2018,60,23801,,,0.484,31
2018,60,21735,,,10.86,131
2018,60,43000,,,,
2018,60,41201,,,0.474,37
2018,60,10210,,,1.25,23
2018,60,68781,,,2.88,40
2018,60,80020,,,4.843,3
2018,60,69086,,,0.066,1
2018,60,21313,,,0.028,2
2018,60,75240,,,0.78,18
2018,60,82510,,,7.17,152
2018,60,24180,,,1.116,1
2018,60,10220,,,1.998,5
2018,60,66045,,,0.01,9
2018,60,23055,,,0.256,11
2018,60,83020,,,0.73,6
2018,60,69061,,,0.043,6
2018,60,65100,,,0.084,2
2018,60,95000,,,0.019,
2018,60,40500,,,0.123,
2018,60,80595,,,0.006,1
2018,60,66601,,,0.138,7
2018,60,66530,,,0.017,10
2018,60,69120,,,1.1,29
2018,60,66203,,,0.033,6
2018,60,74980,,,0.04,1
2018,60,71001,,,0.05,
2018,60,21388,,,0.34,6
2018,60,20061,,,0.016,2
2018,60,69316,,,0.019,2
2018,60,81095,,,0.04,1
2019,1,69322,,,3.05,7
2019,1,10120,,,,
2019,1,21720,,,16.47,4
2019,1,21740,,,43.27,33
2019,1,81742,16.57,153,,
2019,1,10285,0.825,3,,
2019,1,66570,0.033,8,,
2019,1,80200,11.53,32,,
2019,1,66502,,,,
2019,1,99999,,,,
2019,1,21375,4.46,5,,
2019,1,23801,,,,
2019,1,21735,4.61,61,,
2019,1,43000,,,,
2019,1,41201,0.026,1,,
2019,1,10210,8.81,12,,
2019,1,10220,8.74,9,,
2019,1,68781,0.242,1,,
2019,1,80020,3.77,3,,
2019,1,69061,0.025,1,,
2019,1,68580,0.14,9,,
2019,1,21741,0.026,1,,
2019,1,21725,0.033,2,,
2019,1,75284,0.034,2,,
2019,1,66045,0.01,2,,
2019,2,69322,,,5.619,8
2019,2,10120,,,,
2019,2,21720,,,8.42,3
2019,2,21740,,,54.24,48
2019,2,81742,20.2,269,,
2019,2,10285,5.56,12,,
2019,2,66570,0.021,5,,
2019,2,80200,6.84,24,,
2019,2,66502,0.006,4,,
2019,2,99999,0.272,,,
2019,2,21375,11.22,8,,
2019,2,23801,,,,
2019,2,21735,5.08,36,,
2019,2,43000,,,,
2019,2,41201,,,,
2019,2,10210,10.18,14,,
2019,2,82510,0.122,3,,
2019,2,83020,0.79,1,,
2019,2,10220,9.67,8,,
2019,2,23055,2.74,11,,
2019,2,68580,0.029,3,,
2019,2,21347,0.021,1,,
2019,2,80595,0.012,1,,
2019,2,40500,0.886,,,
2019,2,21725,0.202,9,,
2019,2,21741,0.068,7,,
2019,2,66045,0.009,6,,
2019,2,66050,0.007,2,,
2019,3,69322,,,4.551,9
2019,3,10120,,,,
2019,3,21720,,,14.68,4
2019,3,21740,,,20.62,20
2019,3,81742,31.73,310,,
2019,3,10285,1.34,9,,
2019,3,66570,0.029,3,,
2019,3,80200,1.88,9,,
2019,3,66502,0.006,1,,
2019,3,99999,0.238,,,
2019,3,21375,1.776,1,,
2019,3,23801,0.031,2,,
2019,3,21735,2.18,24,,
2019,3,43000,,,,
2019,3,41201,0.095,4,,
2019,3,10210,3.08,16,,
2019,3,10260,2.881,5,,
2019,3,80020,5.22,12,,
2019,3,10220,1.08,1,,
2019,3,23055,0.065,1,,
2019,3,83020,0.021,1,,
2019,3,74414,0.006,1,,
2019,3,68580,0.061,1,,
2019,3,80595,0.07,10,,
2019,3,66045,0.001,1,,
2019,3,40500,0.536,,,
2019,4,69322,,,8.809,28
2019,4,10120,,,,
2019,4,21720,,,,
2019,4,21740,,,13.72,14
2019,4,81742,20.71,249,,
2019,4,10285,1.496,21,,
2019,4,66570,0.044,15,,
2019,4,80200,2.69,12,,
2019,4,66502,,,,
2019,4,99999,0.704,,,
2019,4,21375,8,6,,
2019,4,23801,0.066,4,,
2019,4,21735,2.37,33,,
2019,4,43000,0.074,7,,
2019,4,41201,0.191,11,,
2019,4,10210,3.75,26,,
2019,4,83020,1.43,13,,
2019,4,10260,2.661,8,,
2019,4,80020,3.22,7,,
2019,4,10140,0.095,1,,
2019,4,23055,0.089,2,,
2019,4,21741,0.083,5,,
2019,4,68577,0.074,5,,
2019,4,68580,0.049,2,,
2019,4,69120,1.19,21,,
2019,4,81095,0.042,1,,
2019,4,98082,1.8,233,,
2019,4,20041,0.021,2,,
2019,4,20061,0.024,1,,
2019,4,21313,0.056,3,,
2019,4,80595,0.104,15,,
2019,4,71001,0.021,5,,
2019,4,50301,0.002,1,,
2019,4,74562,0.003,1,,
2019,4,95000,0.004,1,,
2019,4,82510,0.101,2,,
2019,4,98310,0.105,1,,
2019,4,65100,0.006,1,,
2019,4,74311,0.001,1,,
2019,5,69322,,,22.102,63
2019,5,10120,,,4.613,1
2019,5,21720,,,10.3,3
2019,5,21740,,,16.31,12
2019,5,81742,26.22,258,,
2019,5,10285,0.712,45,,
2019,5,66570,0.024,7,,
2019,5,80200,1.78,11,,
2019,5,66502,0.014,3,,
2019,5,99999,0.042,,,
2019,5,21375,1.1,1,,
2019,5,23801,0.039,3,,
2019,5,21735,3.98,60,,
2019,5,43000,,,,
2019,5,41201,0.128,7,,
2019,5,10210,1.64,7,,
2019,5,80020,0.92,3,,
2019,5,10220,5.19,4,,
2019,5,80595,0.504,19,,
2019,5,83020,0.237,1,,
2019,5,69120,0.409,5,,
2019,5,98310,0.449,1,,
2019,5,98082,0.139,14,,
2019,5,23055,0.065,2,,
2019,5,21741,0.032,2,,
2019,5,50301,0.001,2,,
2019,5,68580,0.044,2,,
2019,6,69322,,,1.731,4
2019,6,10120,,,4.9,1
2019,6,21720,,,8.54,2
2019,6,21740,,,9.08,9
2019,6,81742,24.42,266,,
2019,6,10285,1.14,5,,
2019,6,66570,0.045,12,,
2019,6,80200,6.28,18,,
2019,6,66502,0.017,5,,
2019,6,99999,0.624,,,
2019,6,21375,5.7,8,,
2019,6,23801,0.037,4,,
2019,6,21735,4.11,53,,
2019,6,43000,,,,
2019,6,41201,,,,
2019,6,10210,2.92,7,,
2019,6,10220,1.78,1,,
2019,6,80020,3.92,8,,
2019,6,80595,0.16,11,,
2019,6,83020,0.082,1,,
2019,6,21741,0.054,5,,
2019,6,23055,0.015,1,,
2019,6,40500,0.122,,,
2019,6,69061,0.02,2,,
2019,6,50301,0.007,8,,
2019,6,94000,0.003,1,,
2019,6,66045,0.009,2,,
2019,6,95000,0.004,1,,
2019,6,75241,0.027,1,,
2019,7,69322,,,3.03,7
2019,7,10120,,,,
2019,7,21720,,,51.23,12
2019,7,21740,,,117.08,91
2019,7,81742,21.27,154,,
2019,7,10285,4.184,4,,
2019,7,66570,0.008,2,,
2019,7,80200,4.16,17,,
2019,7,66502,,,,
2019,7,99999,0.878,,,
2019,7,21375,1.375,1,,
2019,7,23801,0.012,1,,
2019,7,21735,5.6,65,,
2019,7,43000,0.047,1,,
2019,7,41201,,,,
2019,7,10210,2.38,4,,
2019,7,83020,0.638,3,,
2019,7,82510,0.08,1,,
2019,7,80020,2.278,5,,
2019,7,80595,1.923,112,,
2019,7,10260,0.718,1,,
2019,7,10220,2.702,2,,
2019,7,68580,0.054,4,,
2019,7,40500,0.923,,,
2019,7,24180,0.139,1,,
2019,7,81095,0.118,5,,
2019,7,98082,0.033,2,,
2019,7,80590,0.065,1,,
2019,7,10140,0.025,2,,
2019,7,69061,0.005,1,,
2019,7,23055,0.032,1,,
2019,7,21725,0.035,2,,
2019,7,21741,0.021,3,,
2019,7,95000,0.001,1,,
2019,7,66045,0.002,3,,
2019,7,66050,0.02,1,,
2019,8,69322,,,,
2019,8,10120,,,,
2019,8,21720,,,12.65,4
2019,8,21740,,,33.1,29
2019,8,81742,19.98,133,,
2019,8,10285,3.08,3,,
2019,8,66570,0.004,1,,
2019,8,80200,1.06,9,,
2019,8,66502,,,,
2019,8,99999,0.366,,,
2019,8,21375,2.62,2,,
2019,8,23801,,,,
2019,8,21735,2.369,24,,
2019,8,43000,0.002,1,,
2019,8,41201,0.001,1,,
2019,8,10210,0.158,5,,
2019,8,80595,1.838,134,,
2019,8,80020,6.67,18,,
2019,8,10260,3.238,6,,
2019,8,80590,0.282,2,,
2019,8,83020,1.082,10,,
2019,8,68577,0.122,2,,
2019,8,68580,0.034,2,,
2019,8,69061,0.048,2,,
2019,8,98082,0.156,6,,
2019,8,85200,0.024,2,,
2019,8,40500,0.778,,,
2019,8,71511,0.016,8,,
2019,8,99998,0.001,1,,
2019,8,20061,0.008,1,,
2019,8,21725,0.04,3,,
2019,9,69322,,,,
2019,9,10120,,,,
2019,9,21720,,,11.34,4
2019,9,21740,,,33.18,27
2019,9,81742,16.07,114,,
2019,9,10285,2.276,1,,
2019,9,66570,0.01,3,,
2019,9,80200,1.066,14,,
2019,9,66502,0.004,1,,
2019,9,99999,0.56,,12.89,1
2019,9,21375,5.428,4,,
2019,9,23801,0.022,2,,
