Year,Haul,ADFG_Station,Sex,Size_mm,Legal,Shell,Other,Clutch,Egg Stage,Egg condition,Egg color,Durometer,JM
2011,1,187,1,37,1,2,,,,,,,9
2011,1,187,1,37,1,2,,,,,,,9
2011,1,187,1,38,1,2,,,,,,,9
2011,1,187,1,40,1,2,,,,,,,9
2011,1,187,1,41,1,2,,,,,,,9
2011,1,187,1,43,1,2,,,,,,,9
2011,1,187,1,44,1,2,,,,,,,9
2011,1,187,1,50,1,2,,,,,,,9
2011,1,187,1,56,1,2,,,,,,,9
2011,1,187,1,57,1,2,,,,,,,9
2011,1,187,1,62,1,2,,,,,,,9
2011,1,187,1,73,1,2,,,,,,,9
2011,1,187,2,41,,2,,,,,,,J
2011,1,187,2,46,,2,,,,,,,J
2011,1,187,2,50,,2,,,,,,,J
2011,1,187,2,53,,2,,,,,,,J
2011,1,187,2,62,,2,,,,,,,J
2011,1,187,2,66,,2,,,,,,,J
2011,2,161,1,39,1,2,,,,,,,9
2011,2,161,1,116,2,2,,,,,,,3
2011,6,132,1,90,1,2,,,,,,,5
2011,6,132,1,92,1,2,,,,,,,5
2011,6,132,1,104,2,2,,,,,,,5(1)
2011,6,132,1,105,2,2,,,,,,,1
2011,6,132,1,110,2,2,,,,,,,1
2011,6,132,1,111,2,2,,,,,,,1
2011,6,132,1,113,2,3,,,,,,,1(3)
2011,6,132,1,126,2,2,,,,,,,3
2011,6,132,1,134,2,2,,,,,,,3
2011,7,132,1,62,1,2,,,,,,,9
2011,7,132,1,71,1,2,,,,,,,9
2011,7,132,1,79,1,2,,,,,,,7
2011,7,132,1,109,2,2,,,,,,,1
2011,7,132,1,111,2,2,,,,,,,1
2011,7,132,1,111,2,3,,,,,,,1(3)
2011,7,132,1,115,2,2,,,,,,,1
2011,7,132,1,117,2,2,,,,,,,3
2011,7,132,1,129,2,3,,,,,,,3
2011,8,105,1,100,1,2,,,,,,,5
2011,8,105,1,104,2,3,,,,,,,5(1)
2011,8,105,1,117,2,2,,,,,,,3
2011,9,106,1,106,2,2,,,,,,,1
2011,9,106,1,119,2,2,,,,,,,3
2011,9,106,1,126,2,2,,,,,,,3
2011,13,80,1,107,2,3,,,,,,,1(3)
2011,13,80,1,107,2,3,,,,,,,1(3)
2011,14,79,1,109,2,3,,,,,,,1(3)
2011,14,79,1,111,2,2,,,,,,,1
2011,14,79,1,119,2,3,,,,,,,3
2011,16,103,1,114,2,3,,,,,,,1(3)
2011,17,104,1,104,2,3,,,,,,,5(1)
2011,17,104,1,108,2,2,,,,,,,1
2011,17,104,1,108,2,3,,,,,,,1(3)
2011,17,104,1,109,2,2,,,,,,,1
2011,17,104,1,111,2,2,,,,,,,1
2011,17,104,1,115,2,3,,,,,,,1(3)
2011,18,104,1,87,1,2,,,,,,,7
2011,18,104,1,102,1,3,,,,,,,5
2011,18,104,1,104,1,3,,,,,,,5
2011,18,104,1,107,2,3,,,,,,,1(3)
2011,18,104,1,111,2,2,,,,,,,1
2011,18,104,1,112,2,2,,,,,,,1
2011,18,104,1,114,2,3,,,,,,,1(3)
2011,18,104,1,119,2,3,,,,,,,3
2011,19,131,1,81,1,2,,,,,,,7
2011,19,131,1,111,2,2,,,,,,,1
2011,20,130,1,93,1,2,,,,,,,5
2011,20,130,1,97,1,2,,,,,,,5
2011,20,130,1,123,2,2,,,,,,,3
2011,21,129,2,65,,2,,4,1,1,5,,M
2011,22,128,1,59,1,2,,,,,,,9
2011,22,128,1,102,1,2,,,,,,,5
2011,22,128,1,111,2,2,,,,,,,1
2011,22,128,1,127,2,2,,,,,,,3
2011,22,128,2,61,,2,,,,,,,J
2011,22,128,2,74,,2,,5,1,1,3,,M
2011,22,128,2,74,,2,,4,1,1,2,,M
2011,22,128,2,78,,2,,6,1,1,2,,M
2011,22,128,2,81,,2,,6,1,1,2,,M
2011,22,128,2,83,,2,,6,1,1,2,,M
2011,22,128,2,84,,2,,1,,,,,M
2011,22,128,2,89,,2,,6,1,1,2,,M
2011,23,127,1,54,1,2,,,,,,,9
2011,23,127,1,89,1,2,,,,,,,7
2011,23,127,1,98,1,2,,,,,,,5
2011,23,127,1,106,2,2,,,,,,,1
2011,23,127,1,119,2,3,,,,,,,3
2011,23,127,2,54,,2,,,,,,,J
2011,23,127,2,68,,2,,1,,,,,M
2011,23,127,2,73,,2,,1,,,,,M
2011,23,127,2,101,,2,,6,1,1,2,,M
2011,24,126,1,44,1,2,,,,,,,9
2011,24,126,1,98,1,2,,,,,,,5
2011,24,126,1,101,2,2,,,,,,,5(1)
2011,24,126,1,132,2,3,,,,,,,3
2011,24,126,2,59,,2,,,,,,,J
2011,25,125,1,61,1,2,,,,,,,9
2011,25,125,1,73,1,2,,,,,,,9
2011,25,125,1,93,1,2,,,,,,,5
2011,25,125,1,102,2,2,,,,,,,5(1)
2011,26,124,1,121,2,3,,,,,,,3
2011,27,96,2,87,,2,,5,1,1,2,,M
2011,27,96,2,89,,2,,5,1,1,2,,M
2011,27,96,2,90,,2,,5,1,1,2,,M
2011,27,96,2,91,,2,,6,1,1,2,,M
2011,27,96,2,98,,2,,4,1,1,2,,M
2011,27,96,2,110,,2,,5,1,1,2,,M
2011,28,95,1,30,1,2,,,,,,,9
2011,28,95,1,41,1,2,,,,,,,9
2011,28,95,1,47,1,2,,,,,,,9
2011,28,95,1,119,2,3,,,,,,,3
2011,28,95,2,84,,2,,6,1,1,2,,M
2011,29,123,1,57,1,2,,,,,,,9
2011,29,123,1,105,2,2,,,,,,,1
2011,29,123,1,113,2,2,,,,,,,1
2011,29,123,1,128,2,3,,,,,,,3
2011,29,123,2,98,,2,,6,1,1,2,,M
2011,29,123,2,100,,2,,5,1,1,2,,M
2011,30,150,1,109,2,3,,,,,,,1(3)
2011,31,151,1,118,2,2,,,,,,,3
2011,31,151,1,118,2,2,,,,,,,3
2011,31,151,1,122,2,2,,,,,,,3
2011,32,152,1,39,1,2,,,,,,,9
2011,32,152,1,86,1,2,,,,,,,7
2011,32,152,1,112,2,2,,,,,,,1
2011,32,152,1,114,2,2,,,,,,,1
2011,32,152,2,20,,2,,,,,,,J
2011,32,152,2,33,,2,,,,,,,J
2011,32,152,2,62,,2,,,,,,,J
2011,33,153,1,107,2,3,,,,,,,1(3)
2011,33,153,1,117,2,2,,,,,,,3
2011,33,153,1,119,2,2,,,,,,,3
2011,34,154,1,46,1,2,,,,,,,9
2011,34,154,1,49,1,2,,,,,,,9
2011,34,154,1,51,1,2,,,,,,,9
2011,34,154,1,52,1,2,,,,,,,9
2011,34,154,1,55,1,2,,,,,,,9
2011,34,154,1,56,1,2,,,,,,,9
2011,34,154,1,58,1,2,,,,,,,9
2011,34,154,1,62,1,2,,,,,,,9
2011,34,154,1,64,1,2,,,,,,,9
2011,34,154,1,118,2,3,,,,,,,3
2011,34,154,2,34,,2,,,,,,,J
2011,34,154,2,46,,2,,,,,,,J
2011,34,154,2,59,,2,,,,,,,J
2011,34,154,2,59,,2,,,,,,,J
2011,34,154,2,60,,,,,,,,,J
2011,34,154,2,60,,2,,,,,,,J
2011,34,154,2,61,,2,,,,,,,J
2011,34,154,2,62,,2,,,,,,,J
2011,34,154,2,62,,2,,,,,,,J
2011,34,154,2,72,,2,,5,1,1,2,,M
2011,35,155,1,63,1,2,,,,,,,9
2011,35,155,1,92,1,2,,,,,,,5
2011,35,155,1,124,2,2,,,,,,,3
2011,36,156,1,107,2,2,,,,,,,1
2011,36,156,1,119,2,2,,,,,,,3
2011,36,156,1,120,2,2,,,,,,,3
2011,38,185,1,35,1,2,,,,,,,9
2011,38,185,1,36,1,2,,,,,,,9
2011,38,185,1,53,1,2,,,,,,,9
2011,38,185,1,55,1,2,,,,,,,9
2011,38,185,1,55,1,2,,,,,,,9
2011,38,185,1,56,1,2,,,,,,,9
2011,38,185,1,57,1,2,,,,,,,9
2011,38,185,1,58,1,2,,,,,,,9
2011,38,185,1,61,1,2,,,,,,,9
2011,38,185,1,61,1,2,,,,,,,9
2011,38,185,1,63,1,2,,,,,,,9
2011,38,185,1,64,1,2,,,,,,,9
2011,38,185,1,70,1,2,,,,,,,9
2011,38,185,1,72,1,2,,,,,,,9
2011,38,185,1,73,1,2,,,,,,,9
2011,38,185,1,74,1,2,,,,,,,9
2011,38,185,1,74,1,2,,,,,,,9
2011,38,185,1,75,1,2,,,,,,,9
2011,38,185,1,75,1,2,,,,,,,9
2011,38,185,1,75,1,2,,,,,,,9
2011,38,185,1,75,1,2,,,,,,,9
2011,38,185,1,76,1,2,,,,,,,7
2011,38,185,1,76,1,2,,,,,,,7
2011,38,185,1,77,1,2,,,,,,,7
2011,38,185,1,79,1,2,,,,,,,7
2011,38,185,1,87,1,2,,,,,,,7
2011,38,185,1,90,1,2,,,,,,,5
2011,38,185,1,96,1,3,,,,,,,5
2011,38,185,1,98,1,2,,,,,,,5
2011,38,185,1,99,1,2,,,,,,,5
2011,38,185,1,108,2,3,,,,,,,1(3)
2011,38,185,1,112,2,3,,,,,,,1(3)
2011,38,185,1,112,2,3,,,,,,,1(3)
2011,38,185,1,120,2,3,,,,,,,3
2011,38,185,1,121,2,3,,,,,,,3
2011,38,185,1,122,2,2,,,,,,,3
2011,38,185,2,54,,2,,,,,,,J
2011,38,185,2,58,,2,,,,,,,J
2011,38,185,2,59,,2,,,,,,,J
2011,38,185,2,60,,2,,,,,,,J
2011,38,185,2,63,,2,,,,,,,J
2011,38,185,2,63,,2,,,,,,,J
2011,38,185,2,65,,2,,,,,,,J
2011,38,185,2,65,,2,,,,,,,J
2011,38,185,2,66,,2,,,,,,,J
2011,38,185,2,72,,2,,4,1,1,2,,M
2011,38,185,2,75,,2,,4,1,1,2,,M
2011,38,185,2,75,,2,,3,1,1,2,,M
