# ADFG_Crab_1999.csv,,,,,,,,,,,,,
# 1999 Trawl Survey Crab data ,,,,,,,,,,,,,
#  Legal size based on CW,,,,,,,,,,,,,
#,,,,,,,,,,,,,
#,,,,,,,,,,,,,
#,,,,,,,,,,,,,
Year,Haul,ADFG_Station,Sex,Size_mm,Legal,Shell,Other,Clutch,Egg Stage,Egg condition,Egg color,Durometer,JM
1999,38,180,1,27,1,2,,,,,,,
1999,38,180,1,33,1,2,,,,,,,
1999,38,180,1,,1,2,,,,,,,
1999,38,180,1,125,2,4,,,,,,,
1999,38,180,1,105,2,3,,,,,,,
1999,38,180,2,72,1,2,,1,,,,,J
1999,38,180,1,71,1,2,,,,,,,
1999,38,180,2,66,1,2,,1,,,,,J
1999,39,154,1,126,2,4,,,,,,,
1999,39,154,1,115,2,2,,,,,,,
1999,39,154,1,92,1,2,,,,,,,
1999,39,154,1,123,2,2,,,,,,,
1999,39,154,1,105,2,2,,,,,,,
1999,40,179,2,94,1,2,,5,1,1,2,,M
1999,40,179,2,86,1,2,,5,1,1,2,,M
1999,41,153,1,100,1,2,,,,,,,
1999,41,153,1,103,2,2,,,,,,,
1999,41,153,1,107,2,2,,,,,,,
1999,41,153,1,108,2,2,,,,,,,
1999,41,153,2,76,1,2,,3,1,2,3,,M
1999,41,153,1,95,1,2,,,,,,,
1999,41,153,1,105,2,2,,,,,,,
1999,41,153,1,107,2,3,,,,,,,
1999,41,153,1,115,2,2,,,,,,,
1999,41,153,2,78,1,2,,6,1,1,2,,M
1999,41,153,1,110,2,2,,,,,,,
1999,41,153,1,100,1,2,,,,,,,
1999,41,153,1,92,1,2,,,,,,,
1999,41,153,1,100,1,2,,,,,,,
1999,41,153,1,110,2,2,,,,,,,
1999,41,153,1,102,2,2,,,,,,,
1999,41,153,1,95,1,2,,,,,,,
1999,41,153,1,104,2,2,,,,,,,
1999,41,153,2,56,1,2,,1,,,,,J
1999,41,153,1,92,1,2,,,,,,,
1999,41,153,1,114,2,3,,,,,,,
1999,41,153,1,105,2,3,,,,,,,
1999,41,153,1,93,1,2,,,,,,,
1999,41,153,1,101,1,2,,,,,,,
1999,41,153,2,101,1,2,,6,1,1,2,,M
1999,41,153,2,87,1,2,,5,1,1,2,,M
1999,41,153,1,104,2,4,,,,,,,
1999,43,153,1,102,2,2,,,,,,,
1999,43,153,1,115,2,2,,,,,,,
1999,43,153,2,60,1,2,,1,,,,,J
1999,43,153,1,100,2,2,,,,,,,
1999,43,153,1,92,1,3,,,,,,,
1999,43,153,1,96,1,3,,,,,,,
1999,43,153,1,109,2,2,,,,,,,
1999,43,153,1,52,1,2,,,,,,,
1999,43,153,1,106,2,2,,,,,,,
1999,43,153,1,104,2,2,,,,,,,
1999,43,153,1,96,1,2,,,,,,,
1999,43,153,1,100,2,2,,,,,,,
1999,43,153,1,94,1,2,,,,,,,
1999,43,153,1,102,2,2,,,,,,,
1999,43,153,1,97,1,2,,,,,,,
1999,43,153,1,110,2,2,,,,,,,
1999,43,153,2,87,1,2,,6,1,1,2,,M
1999,43,153,2,50,1,2,,1,,,,,J
1999,43,153,1,117,2,3,,,,,,,
1999,43,153,1,102,2,2,,,,,,,
1999,43,153,1,107,2,2,,,,,,,
1999,43,153,1,100,1,2,,,,,,,
1999,43,153,1,100,2,2,,,,,,,
1999,43,153,2,89,1,2,,6,1,1,2,,M
1999,43,153,1,105,2,2,,,,,,,
1999,43,153,1,109,2,2,,,,,,,
1999,43,153,1,119,2,2,,,,,,,
1999,43,153,1,103,2,2,,,,,,,
1999,43,153,1,97,1,2,,,,,,,
1999,44,152,1,120,2,2,,,,,,,
1999,44,152,1,110,2,2,,,,,,,
1999,44,152,1,114,2,4,,,,,,,
1999,44,152,1,60,1,2,,,,,,,
1999,44,152,1,119,2,3,,,,,,,
1999,44,152,1,105,2,2,,,,,,,
1999,44,152,1,89,1,2,,,,,,,
1999,44,152,1,101,2,2,,,,,,,
1999,44,152,1,111,2,2,,,,,,,
1999,44,152,1,67,1,2,,,,,,,
1999,44,152,1,75,1,2,,,,,,,
1999,44,152,1,104,2,2,,,,,,,
1999,44,152,1,101,2,2,,,,,,,
1999,44,152,1,111,2,2,,,,,,,
1999,44,152,1,125,2,2,,,,,,,
1999,44,152,1,84,1,2,,,,,,,
1999,44,152,1,92,1,2,,,,,,,
1999,44,152,1,92,1,2,,,,,,,
1999,44,152,1,84,1,2,,,,,,,
1999,44,152,1,101,2,2,,,,,,,
1999,44,152,1,102,2,2,,,,,,,
1999,45,152,1,123,2,2,,,,,,,
1999,45,152,1,115,2,2,,,,,,,
1999,45,152,1,106,2,2,,,,,,,
1999,45,152,1,63,1,2,,,,,,,
1999,45,152,1,34,1,2,,,,,,,
1999,46,151,1,98,1,2,,,,,,,
1999,46,151,1,99,1,2,,,,,,,
1999,46,151,1,96,2,2,,,,,,,
1999,46,151,1,115,2,2,,,,,,,
1999,46,151,1,108,2,2,,,,,,,
1999,46,151,2,68,1,2,,1,,,,,J
1999,46,151,1,101,2,2,,,,,,,
1999,46,151,1,129,2,2,,,,,,,
1999,46,151,1,117,2,3,,,,,,,
1999,46,151,2,35,1,2,,1,,,,,J
1999,47,151,1,110,2,2,,,,,,,
1999,47,151,1,101,2,2,,,,,,,
1999,47,151,1,115,2,2,,,,,,,
1999,47,151,1,104,2,2,,,,,,,
1999,47,151,1,109,2,2,,,,,,,
1999,47,151,1,110,2,2,,,,,,,
1999,47,151,1,128,2,3,,,,,,,
1999,47,151,1,92,1,2,,,,,,,
1999,47,151,1,125,2,3,,,,,,,
1999,47,151,1,95,1,3,,,,,,,
1999,47,151,1,102,1,2,,,,,,,
1999,47,151,1,104,2,3,,,,,,,
1999,47,151,1,126,2,3,,,,,,,
1999,47,151,1,94,1,2,,,,,,,
1999,48,98,1,107,2,2,,,,,,,
1999,48,98,1,106,2,2,,,,,,,
1999,48,98,1,107,2,2,,,,,,,
1999,48,98,1,104,2,2,,,,,,,
1999,48,98,1,115,2,2,,,,,,,
1999,48,98,1,28,1,2,,,,,,,
1999,48,98,1,80,1,2,,,,,,,
1999,48,98,2,100,1,2,,6,1,1,2,,M
1999,48,98,2,91,1,2,,5,1,1,2,,M
1999,49,98,1,112,2,2,,,,,,,
1999,49,98,1,115,2,2,,,,,,,
1999,49,98,1,93,1,2,,,,,,,
1999,49,98,1,104,2,2,,,,,,,
1999,49,98,1,109,2,2,,,,,,,
1999,49,98,1,103,2,2,,,,,,,
1999,49,98,1,110,2,2,,,,,,,
1999,49,98,1,116,2,2,,,,,,,
1999,49,98,2,106,1,2,,6,1,1,2,,M
1999,49,98,2,90,1,2,,5,1,1,5,,M
1999,49,98,2,88,1,2,,5,1,1,2,,M
1999,49,98,2,103,1,2,,5,1,1,2,,M
1999,49,98,2,99,1,2,,5,1,1,2,,M
1999,50,97,1,128,2,2,,,,,,,
1999,51,99,1,118,2,2,,,,,,,
1999,52,100,1,101,1,2,,,,,,,
1999,52,100,1,117,2,2,,,,,,,
1999,52,100,2,86,1,2,,6,1,1,2,,M
1999,52,100,1,120,2,3,,,,,,,
1999,52,100,1,97,1,2,,,,,,,
1999,52,100,1,110,2,3,,,,,,,
1999,52,100,1,103,1,2,,,,,,,
1999,54,102,1,125,2,2,,,,,,,
1999,54,102,1,92,1,2,,,,,,,
1999,54,102,1,97,1,3,,,,,,,
1999,54,102,2,93,1,2,,1,,,,,J
1999,55,103,1,108,2,2,,,,,,,
1999,55,103,1,97,1,3,,,,,,,
1999,55,103,2,99,1,2,,5,1,1,2,,M
1999,55,103,2,90,1,2,,5,1,1,2,,M
1999,55,103,1,95,1,2,,,,,,,
1999,55,103,1,102,1,2,,,,,,,
1999,55,103,2,95,1,2,,5,1,1,2,,M
1999,55,103,2,87,1,2,,6,1,1,2,,M
1999,55,103,2,92,1,2,,6,1,1,2,,M
1999,55,103,2,91,1,2,,5,1,1,2,,M
1999,56,104,1,97,1,2,,,,,,,
1999,56,104,1,111,2,2,,,,,,,
1999,56,104,1,113,2,3,,,,,,,
1999,56,104,1,94,1,2,,,,,,,
1999,56,104,1,98,1,2,,,,,,,
1999,56,104,1,111,2,2,,,,,,,
1999,58,106,1,120,2,2,,,,,,,
1999,58,106,1,117,2,2,,,,,,,
1999,58,106,1,117,2,2,,,,,,,
