Year,Haul,ADFG_Station,Sex,Size_mm,Legal,Shell,Other,Clutch,Egg Stage,Egg condition,Egg color,Durometer,JM
2018,1,185,2,80,,,,5,1,1,2,,M
2018,1,185,2,89,,,,5,1,1,2,,M
2018,3,187,1,120,2,2,,,,,,,3
2018,3,187,1,130,2,2,,,,,,,3
2018,3,187,1,76,1,3,,,,,,,7
2018,7,82,1,123,2,2,,,,,,,3
2018,12,103,2,70,,,,,,,,,J
2018,13,103,1,82,1,3,,,,,,,7
2018,13,103,1,69,1,2,,,,,,,9
2018,13,103,1,99,1,2,,,,,,,5
2018,15,106,1,131,2,2,,,,,,,3
2018,15,106,1,135,2,2,,,,,,,3
2018,16,133,2,88,,,,1,,,,,M
2018,16,133,1,77,1,2,,,,,,,7
2018,18,159,1,92,1,2,,,,,,,5
2018,18,159,2,71,,,,,,,,,J
2018,18,159,1,65,1,2,,,,,,,9
2018,18,159,1,98,1,3,,,,,,,5
2018,19,132,1,129,2,3,,,,,,,3
2018,19,132,1,146,2,3,,,,,,,3
2018,19,132,1,93,1,2,,,,,,,
2018,19,132,1,76,1,3,,,,,,,7
2018,20,131,2,84,,,,5,1,1,2,,M
2018,20,131,2,80,,,,5,1,1,2,,M
2018,20,131,2,64,,,,1,,,,,M
2018,20,131,1,76,1,4,,,,,,,7
2018,20,131,2,76,,,,,,,,,J
2018,21,130,2,67,,,,,,,,,J
2018,21,130,1,72,1,2,,,,,,,9
2018,21,130,1,64,1,2,,,,,,,9
2018,21,130,1,128,2,3,,,,,,,3
2018,21,130,2,63,,,,,,,,,J
2018,21,130,1,72,1,2,,,,,,,9
2018,21,130,1,63,1,2,,,,,,,9
2018,21,130,2,63,,,,,,,,,J
2018,21,130,2,95,,,,1,,,,,M
2018,22,129,1,7,1,,,,,,,,9
2018,25,128,1,46,1,2,,,,,,,9
2018,25,128,1,48,1,2,,,,,,,9
2018,25,128,1,70,1,2,,,,,,,9
2018,25,128,1,54,1,2,,,,,,,9
2018,25,128,1,52,1,2,,,,,,,9
2018,25,128,1,51,1,2,,,,,,,9
2018,25,128,1,64,1,2,,,,,,,9
2018,25,128,1,64,1,2,,,,,,,9
2018,25,128,1,50,1,2,,,,,,,9
2018,25,128,1,50,1,2,,,,,,,9
2018,25,128,1,76,1,2,,,,,,,7
2018,25,128,1,70,1,2,,,,,,,9
2018,25,128,2,62,,,,,,,,,J
2018,25,128,1,45,1,2,,,,,,,9
2018,25,128,2,70,,,,,,,,,J
2018,25,128,2,45,,,,,,,,,J
2018,25,128,2,44,,,,,,,,,J
2018,25,128,2,67,,,,,,,,,J
2018,25,128,1,47,1,2,,,,,,,9
2018,25,128,2,52,,,,,,,,,J
2018,25,128,1,44,1,2,,,,,,,9
2018,25,128,1,54,1,2,,,,,,,9
2018,25,128,2,64,,,,,,,,,J
2018,25,128,1,47,1,2,,,,,,,9
2018,25,128,2,45,,,,,,,,,J
2018,25,128,2,56,,,,,,,,,J
2018,25,128,1,47,1,2,,,,,,,9
2018,25,128,1,52,1,2,,,,,,,9
2018,25,128,1,50,1,2,,,,,,,9
2018,25,128,2,47,,,,,,,,,J
