# ADFG_Crab_2002.csv,,,,,,,,,,,,,
# 2002 Trawl Survey Crab data ,,,,,,,,,,,,,
#  Legal size based on CW,,,,,,,,,,,,,
#,,,,,,,,,,,,,
#,,,,,,,,,,,,,
#,,,,,,,,,,,,,
Year,Haul,ADFG_Station,Sex,Size_mm,Legal,Shell,Other,Clutch,Egg Stage,Egg condition,Egg color,Durometer,JM
2002,1,184,1,117,2,4,2,,,,,,
2002,1,184,1,116,2,2,2,,,,,,
2002,1,184,1,104,2,2,2,,,,,,
2002,1,184,1,102,2,2,2,,,,,,
2002,1,184,1,100,1,2,2,,,,,,
2002,1,184,1,97,1,2,2,,,,,,
2002,1,184,1,91,1,2,2,,,,,,
2002,1,184,1,79,1,3,2,,,,,,
2002,1,184,1,77,1,2,2,,,,,,
2002,1,184,1,71,1,2,2,,,,,,
2002,1,184,1,68,1,2,2,,,,,,
2002,1,184,1,52,1,2,2,,,,,,
2002,1,184,2,95,1,2,2,6,1,2,2,,M
2002,1,184,2,86,1,2,2,6,1,1,2,,M
2002,1,184,2,84,1,2,2,6,1,1,2,,M
2002,1,184,2,82,1,2,2,6,1,1,2,,M
2002,1,184,2,59,1,2,2,1,,,,,J
2002,1,184,2,59,1,2,2,1,,,,,J
2002,1,184,2,26,1,2,2,1,,,,,J
2002,2,184,1,131,2,2,2,,,,,,
2002,2,184,1,125,2,2,2,,,,,,
2002,2,184,1,124,2,2,2,,,,,,
2002,2,184,1,120,2,2,2,,,,,,
2002,2,184,1,105,2,3,2,,,,,,
2002,2,184,1,99,2,2,2,,,,,,
2002,2,184,1,98,2,2,2,,,,,,
2002,2,184,1,97,1,2,2,,,,,,
2002,2,184,1,90,1,1,2,,,,,,
2002,2,184,1,85,1,2,2,,,,,,
2002,2,184,1,84,1,2,2,,,,,,
2002,2,184,1,81,1,2,2,,,,,,
2002,2,184,1,77,1,2,2,,,,,,
2002,2,184,1,71,1,2,2,,,,,,
2002,2,184,1,67,1,2,2,,,,,,
2002,2,184,1,57,1,2,2,,,,,,
2002,2,184,1,56,1,2,2,,,,,,
2002,2,184,1,34,1,2,2,,,,,,
2002,2,184,2,90,1,2,2,6,1,1,5,,M
2002,2,184,2,73,1,2,2,6,1,1,2,,M
2002,2,184,2,63,1,2,2,1,,,,,J
2002,2,184,2,31,1,2,2,1,,,,,J
2002,3,183,1,138,2,2,2,,,,,,
2002,3,183,1,126,2,3,2,,,,,,
2002,3,183,1,123,2,2,2,,,,,,
2002,3,183,1,115,2,3,2,,,,,,
2002,3,183,1,115,2,4,2,,,,,,
2002,3,183,1,114,2,2,2,,,,,,
2002,3,183,1,114,2,3,2,,,,,,
2002,3,183,1,114,2,4,2,,,,,,
2002,3,183,1,113,2,3,2,,,,,,
2002,3,183,1,110,2,3,2,,,,,,
2002,3,183,1,109,2,3,2,,,,,,
2002,3,183,1,108,2,2,2,,,,,,
2002,3,183,1,107,2,3,2,,,,,,
2002,3,183,1,106,2,3,2,,,,,,
2002,3,183,1,103,1,2,2,,,,,,
2002,3,183,1,103,1,3,2,,,,,,
2002,3,183,1,102,1,2,2,,,,,,
2002,3,183,1,102,2,3,2,,,,,,
2002,3,183,1,102,2,3,2,,,,,,
2002,3,183,1,99,1,2,2,,,,,,
2002,3,183,1,98,1,3,2,,,,,,
2002,3,183,1,95,1,2,2,,,,,,
2002,3,183,1,93,1,2,2,,,,,,
2002,3,183,1,93,1,2,2,,,,,,
2002,3,183,1,93,1,3,2,,,,,,
2002,3,183,1,92,1,2,2,,,,,,
2002,3,183,1,90,1,3,2,,,,,,
2002,3,183,1,89,1,2,2,,,,,,
2002,3,183,1,88,1,2,2,,,,,,
2002,3,183,1,87,1,2,2,,,,,,
2002,3,183,1,86,1,2,2,,,,,,
2002,3,183,1,85,1,2,2,,,,,,
2002,3,183,1,85,1,3,2,,,,,,
2002,3,183,1,84,1,2,2,,,,,,
2002,3,183,1,83,1,2,2,,,,,,
2002,3,183,1,80,1,2,2,,,,,,
2002,3,183,1,79,1,2,2,,,,,,
2002,3,183,1,79,1,2,2,,,,,,
2002,3,183,1,78,1,2,2,,,,,,
2002,3,183,1,75,1,2,2,,,,,,
2002,3,183,1,75,1,2,2,,,,,,
2002,3,183,1,74,1,2,2,,,,,,
2002,3,183,1,74,1,2,2,,,,,,
2002,3,183,1,74,1,2,2,,,,,,
2002,3,183,1,69,1,2,2,,,,,,
2002,3,183,1,67,1,2,2,,,,,,
2002,3,183,1,65,1,2,2,,,,,,
2002,3,183,1,58,1,2,2,,,,,,
2002,3,183,1,50,1,2,2,,,,,,
2002,3,183,2,91,1,2,2,4,1,1,2,,M
2002,3,183,2,89,1,2,2,6,1,1,2,,M
2002,3,183,2,87,1,2,2,1,,,,,M
2002,3,183,2,85,1,2,2,5,1,1,2,,M
2002,3,183,2,80,1,2,2,6,1,1,6,,M
2002,3,183,2,79,1,2,2,5,1,1,2,,M
2002,3,183,2,77,1,2,2,6,1,1,2,,M
2002,3,183,2,76,1,2,2,6,1,1,2,,M
2002,3,183,2,74,1,2,2,6,1,1,5,,M
2002,3,183,2,74,1,2,2,6,1,1,2,,M
2002,3,183,2,74,1,2,2,6,1,1,2,,M
2002,3,183,2,74,1,2,2,5,1,1,2,,M
2002,3,183,2,73,1,2,2,6,1,1,2,,M
2002,3,183,2,69,1,2,2,1,,,,,J
2002,3,183,2,67,1,2,2,5,1,1,2,,M
2002,3,183,2,67,1,2,2,1,,,,,J
2002,3,183,2,62,1,2,2,1,,,,,J
2002,3,183,2,60,1,2,2,1,,,,,J
2002,4,183,1,145,2,3,2,,,,,,
2002,4,183,1,129,2,3,2,,,,,,
2002,4,183,1,124,2,2,2,,,,,,
2002,4,183,1,122,2,1,2,,,,,,
2002,4,183,1,122,2,2,2,,,,,,
2002,4,183,1,119,2,3,2,,,,,,
2002,4,183,1,116,2,3,2,,,,,,
2002,4,183,1,116,2,4,2,,,,,,
2002,4,183,1,114,2,4,2,,,,,,
2002,4,183,1,110,2,3,2,,,,,,
2002,4,183,1,108,2,3,2,,,,,,
2002,4,183,1,107,2,3,2,,,,,,
2002,4,183,1,104,2,3,2,,,,,,
2002,4,183,1,104,2,3,2,,,,,,
2002,4,183,1,103,2,2,2,,,,,,
2002,4,183,1,103,2,3,2,,,,,,
2002,4,183,1,98,1,2,2,,,,,,
2002,4,183,1,98,1,3,2,,,,,,
2002,4,183,1,97,1,2,2,,,,,,
2002,4,183,1,96,1,3,2,,,,,,
2002,4,183,1,96,1,3,2,,,,,,
2002,4,183,1,95,1,3,2,,,,,,
2002,4,183,1,94,1,2,2,,,,,,
2002,4,183,1,94,1,3,2,,,,,,
2002,4,183,1,93,1,3,2,,,,,,
2002,4,183,1,92,1,3,2,,,,,,
2002,4,183,1,92,1,3,2,,,,,,
2002,4,183,1,91,1,3,2,,,,,,
2002,4,183,1,89,1,2,2,,,,,,
2002,4,183,1,86,1,3,2,,,,,,
2002,4,183,1,86,1,3,2,,,,,,
2002,4,183,1,82,1,1,2,,,,,,
2002,4,183,1,82,1,2,2,,,,,,
2002,4,183,1,76,1,2,2,,,,,,
2002,4,183,1,76,1,2,2,,,,,,
2002,4,183,1,74,1,2,2,,,,,,
2002,4,183,1,65,1,2,2,,,,,,
2002,4,183,2,79,1,1,2,4,1,1,2,,M
2002,4,183,2,93,1,2,2,5,1,1,2,,M
2002,4,183,2,86,1,2,2,5,1,1,2,,M
2002,4,183,2,85,1,2,2,5,1,1,2,,M
2002,4,183,2,84,1,2,2,5,1,1,5,,M
2002,4,183,2,84,1,2,2,5,1,1,2,,M
2002,4,183,2,83,1,2,2,5,1,1,2,,M
2002,4,183,2,83,1,2,2,5,1,1,2,,M
2002,4,183,2,82,1,2,2,5,1,1,5,,M
2002,4,183,2,81,1,2,2,5,1,1,2,,M
2002,4,183,2,80,1,2,2,5,1,1,5,,M
2002,4,183,2,80,1,2,2,5,1,1,2,,M
2002,4,183,2,80,1,2,2,5,1,1,3,,M
2002,4,183,2,77,1,2,2,5,1,1,5,,M
2002,4,183,2,77,1,2,2,5,1,1,2,,M
2002,4,183,2,76,1,2,2,4,1,1,2,,M
2002,4,183,2,75,1,2,2,5,1,1,2,,M
2002,4,183,2,74,1,2,2,5,1,1,2,,M
2002,4,183,2,74,1,2,2,5,1,1,2,,M
2002,4,183,2,74,1,2,2,5,1,1,2,,M
2002,4,183,2,73,1,2,2,6,1,1,2,,M
2002,4,183,2,72,1,2,2,5,1,1,5,,M
2002,4,183,2,71,1,2,2,5,1,1,2,,M
2002,5,182,1,149,2,2,2,,,,,,
2002,7,203,2,71,1,2,2,5,1,1,2,,M
2002,9,180,1,61,1,,1,,,,,,
2002,9,180,2,17,1,2,1,1,,,,,J
2002,9,180,2,16,1,2,2,1,,,,,J
2002,10,179,1,35,1,2,2,,,,,,
2002,15,123,1,121,2,2,2,,,,,,
2002,15,123,1,119,2,2,2,,,,,,
2002,15,123,1,76,1,3,2,,,,,,
2002,16,124,1,88,1,3,2,,,,,,
2002,17,151,1,39,1,2,2,,,,,,
2002,17,151,2,89,1,2,2,5,1,2,2,,M
2002,17,151,2,82,1,2,2,4,1,1,2,,M
2002,19,125,2,103,1,2,2,6,1,1,2,,M
2002,19,125,2,101,1,2,2,4,1,1,2,,M
2002,20,126,1,124,2,3,2,,,,,,
2002,20,126,1,90,1,1,2,,,,,,
2002,20,126,1,75,1,2,2,,,,,,
2002,20,126,2,78,1,2,2,5,1,1,2,,M
2002,20,126,2,76,1,2,2,6,1,1,2,,M
2002,20,126,2,75,1,2,2,4,1,2,2,,M
2002,21,153,1,106,2,3,2,,,,,,
2002,21,153,2,109,1,2,2,6,1,1,2,,M
2002,21,153,2,105,1,2,2,6,1,1,2,,M
2002,21,153,2,93,1,2,2,6,1,1,2,,M
2002,22,154,1,56,1,2,2,,,,,,
2002,22,154,1,41,1,2,2,,,,,,
2002,22,154,2,52,1,2,2,1,,,,,J
2002,23,127,1,97,1,3,2,,,,,,
2002,23,127,1,66,1,2,2,,,,,,
2002,23,127,2,90,1,2,2,5,1,1,2,,M
2002,23,127,2,81,1,2,2,4,1,1,2,,M
2002,23,127,2,75,1,2,2,1,,,,,M
2002,25,155,1,54,1,2,2,,,,,,
2002,25,155,2,58,1,2,2,1,,,,,J
2002,25,155,2,50,1,2,2,1,,,,,J
2002,25,155,2,44,1,2,2,1,,,,,J
2002,26,156,1,80,1,3,2,,,,,,
