Year,Haul,ADFG_Station,Sex,Size_mm,Legal,Shell,Other,Clutch,Egg Stage,Egg condition,Egg color,Durometer,JM
2006,1,187,1,123,2,2,,,,,,,3
2006,2,186,1,87,1,2,,,,,,,7
2006,2,186,2,63,,2,,1,,,,,J
2006,2,186,2,76,,2,,1,,,,,J
2006,2,186,2,70,,2,,1,,,,,J
2006,2,186,2,58,,2,,1,,,,,J
2006,2,186,2,73,,2,,1,,,,,J
2006,2,186,2,69,,2,,1,,,,,J
2006,2,186,2,67,,2,,1,,,,,J
2006,2,186,2,62,,2,,1,,,,,J
2006,2,186,2,68,,2,,1,,,,,J
2006,2,186,2,63,,2,,1,,,,,J
2006,2,186,2,71,,2,,1,,,,,J
2006,2,186,2,66,,2,,1,,,,,J
2006,2,186,2,81,,2,,5,1,2,1,,M
2006,2,186,2,78,,2,,5,1,2,1,,M
2006,2,186,2,82,,2,,5,1,2,1,,M
2006,2,186,2,76,,2,,1,,,,,J
2006,2,186,2,84,,2,,6,1,2,1,,M
2006,2,186,2,73,,2,,1,,,,,J
2006,2,186,2,57,,2,,1,,,,,J
2006,2,186,2,60,,2,,1,,,,,J
2006,2,186,2,61,,2,,1,,,,,J
2006,2,186,2,76,,2,,1,,,,,J
2006,2,186,2,65,,2,,1,,,,,J
2006,2,186,2,76,,2,,1,,,,,J
2006,2,186,2,76,,2,,4,1,2,1,,M
2006,2,186,2,60,,2,,1,,,,,J
2006,2,186,2,63,,2,,1,,,,,J
2006,2,186,2,84,,2,,5,1,2,1,,M
2006,2,186,2,75,,2,,3,1,2,1,,M
2006,2,186,2,64,,2,,1,,,,,J
2006,2,186,2,76,,2,,1,,,,,J
2006,2,186,2,82,,2,,4,1,2,1,,M
2006,2,186,2,72,,2,,5,1,2,1,,M
2006,2,186,2,79,,2,,5,1,2,1,,M
2006,2,186,2,69,,2,,4,1,2,1,,M
2006,2,186,2,69,,2,,1,,,,,J
2006,2,186,2,72,,2,,1,,,,,J
2006,2,186,2,78,,2,,4,1,2,1,,M
2006,2,186,2,85,,2,,4,1,2,1,,M
2006,2,186,2,82,,2,,5,1,2,1,,M
2006,2,186,2,62,,2,,1,,,,,J
2006,2,186,2,69,,2,,1,,,,,J
2006,2,186,2,70,,2,,1,,,,,J
2006,2,186,2,69,,2,,1,,,,,J
2006,2,186,2,60,,2,,1,,,,,J
2006,2,186,2,63,,2,,1,,,,,J
2006,2,186,2,68,,2,,4,1,2,1,,M
2006,2,186,2,63,,2,,1,,,,,J
2006,2,186,2,62,,2,,1,,,,,J
2006,2,186,2,77,,2,,4,1,2,1,,M
2006,2,186,2,73,,2,,1,,,,,J
2006,2,186,2,77,,2,,4,1,2,1,,M
2006,2,186,2,64,,2,,1,,,,,J
2006,2,186,2,68,,2,,1,,,,,J
2006,2,186,2,80,,2,,4,1,2,1,,M
2006,2,186,2,77,,2,,5,1,2,1,,M
2006,2,186,2,62,,2,,1,,,,,J
2006,2,186,2,66,,2,,1,,,,,J
2006,2,186,2,73,,2,,1,,,,,J
2006,2,186,2,85,,2,,5,1,2,1,,M
2006,2,186,2,77,,2,,1,,,,,J
2006,2,186,2,64,,2,,1,,,,,J
