Year,Vessel,Haul,Lattitude,Longitude
2019,162,20,65.00613,-169.14027
2019,162,21,65.01327,-168.35982
2019,162,22,64.67403,-168.36262
2019,162,23,64.32949,-168.34927
2019,162,24,64.32765,-167.63153
2019,162,25,64.00734,-167.54238
2019,162,26,64.01826,-168.25523
2019,162,27,63.95853,-169.0653
2019,162,28,63.67969,-168.99857
2019,162,29,63.64422,-169.75133
2019,162,30,63.97691,-169.76691
2019,162,31,64.29052,-169.82172
2019,162,32,64.31723,-169.07303
2019,162,33,64.65492,-169.11008
2019,162,34,64.65048,-169.87195
2019,162,35,64.64478,-170.62317
2019,162,36,64.34217,-170.58329
2019,162,37,64.24084,-171.08231
2019,162,38,64.00583,-170.55877
2019,162,39,63.69896,-171.05009
2019,162,40,64.03936,-171.36943
2019,162,41,64.0086,-171.99587
2019,162,42,63.65857,-172.74934
2019,162,43,63.70331,-172.06156
2019,162,44,63.30671,-172.00566
2019,162,45,63.32958,-172.62054
2019,162,46,63.33568,-173.37831
2019,162,47,63.03515,-172.6095
2019,162,49,63.02231,-173.2834
2019,162,50,63.00002,-173.97988
2019,162,52,62.67695,-174.60709
2019,162,53,62.6431,-173.90832
2019,162,54,62.67963,-173.19498
2019,162,55,62.66838,-172.53545
2019,162,56,62.66478,-171.84878
2019,162,57,62.9616,-171.80499
2019,162,58,63.27878,-171.12961
2019,162,59,63.01457,-171.12647
2019,162,60,62.95381,-170.52061
2019,162,61,62.68828,-171.09095
2019,162,62,62.67244,-170.35641
2019,162,63,62.67695,-169.6703
2019,162,64,62.35878,-169.59355
2019,162,65,62.32116,-170.25895
2019,162,66,61.99812,-170.26904
2019,162,67,61.99596,-169.58631
2019,162,68,61.68279,-169.49552
2019,162,69,61.6742,-170.16011
2019,162,70,61.34999,-170.17054
2019,162,71,61.33962,-169.4601
2019,162,72,61.01003,-169.40997
2019,162,73,60.99273,-170.0469
2019,162,74,60.99418,-170.74406
2019,162,75,60.68104,-170.78346
2019,162,76,60.67623,-170.10849
