# NMFS_1976_1991_Catch.csv,,,,
# Derived from NOAA Kodiak ,,,,
"# Expaned whole weight and count by year, Haul, and Species code ",,,,
#,,,,
#,,,,
#,,,,
Year,Haul,Spcode,Total_n,Weight_kg
1988,37,71772,14,1.27
1988,37,71884,305,7.575
1988,37,75285,14,0.635
1988,37,80015,4,2.268
1988,37,80200,8,2.495
1988,37,81742,1133,85.684
1988,37,82510,12,0.408
1988,37,98082,,1.27
1988,37,99993,,3.13
1988,37,99994,,6.26
1988,38,10210,125,9.344
1988,38,10220,7,4.264
1988,38,10285,25,2.722
1988,38,21371,29,13.517
1988,38,21388,1,0.091
1988,38,21735,372,26.807
1988,38,23808,2,0.136
1988,38,23809,1,0.091
1988,38,24185,7,1.225
1988,38,40500,,33.974
1988,38,41201,,0.136
1988,38,43000,58,2.495
1988,38,65205,,1.27
1988,38,66000,,0.272
1988,38,68577,1,0.091
1988,38,68580,140,2.54
1988,38,68781,3,0.544
1988,38,69061,8,0.272
1988,38,69086,3,0.136
1988,38,69090,22,1.134
1988,38,69120,17,0.862
1988,38,69322,5,3.674
1988,38,71001,,0.136
1988,38,71884,19,1.86
1988,38,75285,8,0.272
1988,38,80015,4,2.041
1988,38,80200,28,12.247
1988,38,80546,1,0.045
1988,38,80594,1,0.045
1988,38,81742,2416,112.854
1988,38,82510,11,0.272
1988,38,98082,11,0.136
1988,38,98300,,0.272
1988,38,99994,,3.765
1988,39,10210,429,18.597
1988,39,10211,2,0.136
1988,39,10220,7,4.354
1988,39,10285,129,8.845
1988,39,20322,1,3.719
1988,39,21314,1,0.045
1988,39,21371,36,7.257
1988,39,21388,1,0.091
1988,39,21735,989,46.403
1988,39,21932,1,0.045
1988,39,23055,1,0.045
1988,39,23808,1,0.045
1988,39,24185,4,0.68
1988,39,24189,1,0.091
1988,39,40011,,0.091
1988,39,40500,,0.907
1988,39,43000,2,0.091
1988,39,66000,,0.091
1988,39,68580,23,0.136
1988,39,68781,73,9.752
1988,39,69061,11,0.136
1988,39,69090,8,0.68
1988,39,69120,3,0.091
1988,39,75285,2,0.091
1988,39,80015,9,5.806
1988,39,80200,267,29.937
1988,39,81742,2352,135.125
1988,39,82500,1,0.091
1988,39,83020,1,0.045
1988,39,98300,1,0.136
1988,39,99993,,0.091
1988,39,99994,,0.091
1988,40,10210,19,1.089
1988,40,10220,10,3.901
1988,40,10285,19,2.177
1988,40,21371,57,9.752
1988,40,21388,24,1.497
1988,40,21423,5,0.635
1988,40,21735,1112,85.865
1988,40,21932,5,0.227
1988,40,23055,5,0.227
1988,40,23808,5,0.227
1988,40,24185,10,0.635
1988,40,24189,10,4.99
1988,40,41201,,1.95
1988,40,43000,1035,46.085
1988,40,66000,,0.862
1988,40,68577,43,1.315
1988,40,68580,24,0.227
1988,40,68781,230,38.056
1988,40,69061,1221,32.205
1988,40,69090,43,3.674
1988,40,69120,19,1.95
1988,40,69322,2,1.996
1988,40,71772,81,9.299
1988,40,74311,19,0.862
1988,40,74641,19,0.862
1988,40,80015,62,21.183
1988,40,80200,95,22.725
1988,40,81095,134,2.812
1988,40,81742,4327,343.46
1988,40,82510,95,7.121
1988,40,83020,234,31.162
1988,40,98082,,1.95
1988,40,98300,,4.536
1988,40,99999,,23.995
1988,41,1,,0.272
1988,41,10210,77,5.262
1988,41,10285,46,4.808
1988,41,20040,2,0.091
1988,41,21300,6,0.272
1988,41,21313,252,10.297
1988,41,21371,58,10.478
1988,41,21388,35,2.449
1988,41,21423,4,0.363
1988,41,21735,216,24.449
1988,41,21932,8,1.134
1988,41,23804,2,0.091
1988,41,23808,2,0.091
1988,41,23843,2,0.181
1988,41,24189,10,6.532
1988,41,41201,,0.272
1988,41,43000,,0.544
1988,41,56312,6,0.272
1988,41,65205,17,1.588
1988,41,66000,,0.454
1988,41,68577,2,0.091
1988,41,68578,15,1.043
1988,41,68580,10,0.091
1988,41,68781,100,18.37
1988,41,69061,29,0.544
1988,41,69316,2,0.091
1988,41,71772,6,0.544
1988,41,74311,2,0.091
1988,41,74980,4,0.59
1988,41,80015,23,9.163
1988,41,80200,6,1.769
1988,41,80546,2,0.091
1988,41,80590,37,4.808
1988,41,80594,12,0.091
1988,41,81095,48,0.454
1988,41,81355,23,1.406
1988,41,81742,830,48.943
1988,41,82510,2290,93.485
1988,41,83020,170,14.424
1988,41,83400,6,0.272
1988,41,85210,150,9.616
1988,41,91000,,0.771
1988,41,95000,,0.771
1988,41,98000,,35.925
1988,41,99999,,27.851
1988,42,10210,614,47.355
1988,42,10220,52,24.766
1988,42,10285,55,6.532
1988,42,20040,3,0.136
1988,42,20061,5,0.227
1988,42,21314,10,0.454
1988,42,21315,3,0.136
1988,42,21355,3,0.136
1988,42,21371,136,33.657
1988,42,21388,8,0.953
1988,42,21725,5,0.136
1988,42,21735,1381,70.307
1988,42,21932,13,1.089
1988,42,23055,63,1.315
1988,42,23808,163,2.994
1988,42,23809,5,0.953
1988,42,24185,3,0.363
1988,42,40500,,5.579
1988,42,41221,,0.136
1988,42,43000,68,5.216
1988,42,65000,16,0.454
1988,42,66000,,3.084
1988,42,68510,3,0.136
1988,42,68577,13,0.59
1988,42,68578,8,0.726
1988,42,68580,179,2.132
1988,42,68781,97,16.42
1988,42,69061,110,3.81
1988,42,69090,10,1.406
1988,42,69322,5,3.493
1988,42,71753,3,0.726
1988,42,71772,18,2.132
1988,42,74641,3,0.136
1988,42,75285,8,0.227
1988,42,80015,45,22.589
1988,42,80200,108,31.888
1988,42,81095,29,0.363
1988,42,81355,3,0.227
1988,42,81742,1957,213.007
1988,42,82510,13,0.953
1988,42,83020,8,0.816
1988,42,98000,,1.406
1988,42,98082,,0.726
1988,43,10210,355,26.581
1988,43,10220,6,6.078
1988,43,10285,107,12.111
1988,43,21315,2,0.091
1988,43,21371,45,15.83
1988,43,21388,6,0.272
1988,43,21725,12,0.181
1988,43,21735,2695,144.061
1988,43,21740,2,0.091
1988,43,21753,2,0.091
1988,43,21932,6,0.181
1988,43,23055,43,0.953
1988,43,23808,49,0.726
1988,43,23809,2,0.181
1988,43,24185,2,0.181
1988,43,24189,2,1.225
1988,43,40011,,0.091
1988,43,40500,,5.579
1988,43,41221,,0.272
1988,43,43000,4,0.272
1988,43,66000,,0.181
1988,43,68580,47,0.272
1988,43,68781,4,0.363
1988,43,69061,8,0.181
1988,43,69090,4,0.272
1988,43,71772,4,0.363
1988,43,75285,2,0.091
1988,43,80015,74,33.112
1988,43,80200,80,20.502
1988,43,81095,4,0.181
1988,43,81742,1330,96.524
1988,43,82510,16,0.726
1988,43,83020,16,0.953
1988,43,98000,,0.181
1988,43,99993,,0.272
1988,44,10210,146,9.616
1988,44,10220,4,3.674
1988,44,10285,72,9.525
1988,44,21110,2,0.091
1988,44,21371,24,9.072
1988,44,21388,7,0.59
1988,44,21725,32,0.408
1988,44,21735,2830,86.183
1988,44,21740,9,0.091
1988,44,21932,3,0.136
1988,44,23055,127,2.948
1988,44,23808,20,0.544
1988,44,23809,11,0.635
1988,44,24185,5,0.726
1988,44,41201,,0.091
1988,44,43000,62,2.54
1988,44,66000,,0.318
1988,44,68580,2,0.045
1988,44,68781,1,0.499
1988,44,69061,1,0.045
1988,44,69090,6,0.771
1988,44,69120,28,2.313
1988,44,69322,1,0.408
1988,44,74311,2,0.454
1988,44,74562,2,0.091
1988,44,75285,28,1.043
1988,44,80015,31,17.463
1988,44,80200,144,49.668
1988,44,81742,1582,83.506
1988,44,82510,7,0.363
1988,44,83020,6,0.816
1988,44,98082,,0.272
1988,44,98300,,2.812
1988,44,99993,,0.68
1988,44,99994,,2.722
1988,45,10210,62,4.354
1988,45,10211,2,0.091
1988,45,10220,10,6.35
1988,45,10285,50,7.666
1988,45,21371,22,10.841
1988,45,21388,2,0.091
1988,45,21397,4,0.454
1988,45,21735,1348,89.131
1988,45,21753,10,0.091
1988,45,23055,105,2.903
1988,45,23808,24,0.907
1988,45,23809,10,0.454
1988,45,24185,6,0.726
1988,45,24189,2,0.091
1988,45,40500,,1.179
1988,45,41201,,0.181
1988,45,43010,197,10.387
1988,45,66548,2,0.091
1988,45,66611,2,0.091
1988,45,68580,4,0.091
1988,45,69061,4,0.181
1988,45,69086,26,2.449
1988,45,69090,26,2.449
1988,45,69120,183,12.474
1988,45,69322,6,6.759
1988,45,71884,18,2.449
1988,45,74562,,0.454
1988,45,75285,14,0.454
1988,45,80015,16,15.377
1988,45,80200,129,57.878
1988,45,80594,8,0.091
1988,45,81742,2288,151.908
1988,45,82510,12,0.454
1988,45,95000,,0.816
1988,45,98082,,3.084
1988,45,98300,,0.635
1988,45,99994,,5.171
1988,46,10210,139,7.076
1988,46,10220,28,26.354
1988,46,10285,48,3.856
1988,46,21314,3,0.136
1988,46,21371,20,21.5
1988,46,21388,3,0.272
1988,46,21735,1093,56.971
1988,46,23055,60,1.542
1988,46,23808,71,1.043
1988,46,23809,9,0.272
1988,46,24185,6,0.272
1988,46,24189,6,0.136
1988,46,40500,,6.305
1988,46,41201,,1.406
1988,46,43010,442,14.288
1988,46,56311,6,0.136
1988,46,66000,,1.043
1988,46,68577,9,0.272
1988,46,68580,119,4.491
1988,46,69090,111,3.583
1988,46,69120,553,3.583
1988,46,69322,3,0.68
1988,46,71882,111,8.618
1988,46,71884,128,12.882
1988,46,74311,17,0.771
1988,46,74562,31,0.771
1988,46,75285,17,0.771
1988,46,80015,3,3.221
1988,46,80200,37,14.152
1988,46,80594,6,0.136
1988,46,81742,1694,80.377
1988,46,82500,17,0.635
1988,46,83000,,0.272
1988,46,83020,3,0.408
1988,46,98082,,17.872
1988,46,99994,,21.5
1988,47,10210,534,31.978
1988,47,10211,2,0.227
1988,47,10220,60,59.92
1988,47,10285,435,24.313
1988,47,21371,25,2.268
1988,47,21735,1543,96.615
1988,47,23055,32,0.907
1988,47,23808,67,1.134
1988,47,23809,10,0.454
1988,47,24185,5,0.544
1988,47,41221,,1.134
1988,47,43010,187,4.536
1988,47,62020,7,0.227
1988,47,66000,,1.678
1988,47,69090,75,5.67
1988,47,69120,314,17.055
1988,47,69323,1,0.816
1988,47,71001,,1.134
1988,47,74311,,0.544
1988,47,74562,,1.134
1988,47,80015,2,2.041
1988,47,80200,25,11.294
1988,47,81742,1916,133.719
1988,47,82510,15,0.68
1988,47,83020,2,0.227
1988,47,95000,,1.134
1988,47,98082,,18.189
1988,47,98300,,1.678
1988,47,99993,,0.544
1988,48,10155,1,0.045
1988,48,10210,98,6.94
1988,48,10220,18,13.608
1988,48,10285,42,3.629
1988,48,21371,1,0.363
1988,48,21380,1,0.181
1988,48,21388,1,0.045
1988,48,21735,81,1.361
1988,48,21753,1,0.045
1988,48,23055,17,0.227
1988,48,23808,4,0.045
1988,48,24189,1,0.045
1988,48,40500,,0.454
1988,48,41201,1,0.091
1988,48,43010,17,0.227
1988,48,66000,,0.091
1988,48,68781,1,0.227
1988,48,69090,29,2.268
1988,48,69120,25,1.27
1988,48,74562,,0.907
1988,48,80015,2,2.268
1988,48,80200,1,0.59
1988,48,81742,516,92.125
1988,48,82510,1,0.091
1988,48,83020,1,0.091
1988,48,98082,,0.68
1988,48,99994,,0.816
1988,49,10210,61,4.445
1988,49,10220,2,1.134
1988,49,10285,66,6.895
1988,49,21110,5,0.227
1988,49,21371,66,56.019
1988,49,21388,2,0.227
1988,49,21725,2,0.091
1988,49,21735,6946,135.942
1988,49,21740,34,1.315
1988,49,21932,47,0.544
1988,49,23055,101,2.359
1988,49,23808,25,0.454
1988,49,23809,2,0.227
1988,49,40500,,4.445
1988,49,41221,,8.664
1988,49,43010,,2.132
1988,49,66548,2,0.091
1988,49,66611,2,0.091
1988,49,68577,7,0.454
1988,49,69061,25,1.134
1988,49,69090,96,6.577
1988,49,69120,719,41.322
1988,49,71001,,1.134
1988,49,71884,25,3.221
1988,49,74562,,3.221
1988,49,75285,96,4.354
1988,49,80015,2,3.13
1988,49,80200,29,18.053
1988,49,80540,2,0.091
1988,49,81742,1135,117.027
1988,49,82510,15,0.907
1988,49,83020,12,1.315
1988,49,98082,,54.34
1988,50,10210,128,4.672
1988,50,10220,8,10.342
1988,50,10285,149,12.202
1988,50,21110,91,1.86
1988,50,21371,87,92.941
1988,50,21388,4,0.544
1988,50,21735,6923,240.903
1988,50,21740,170,25.9
1988,50,21932,50,0.363
1988,50,23055,373,10.342
1988,50,23808,132,0.953
1988,50,23809,4,0.181
1988,50,40500,,10.342
1988,50,41201,,5.806
1988,50,43010,37,2.994
1988,50,66530,8,0.181
1988,50,66611,8,0.181
1988,50,68577,8,0.181
1988,50,69061,12,2.994
1988,50,69120,2397,141.022
1988,50,72805,,0.181
1988,50,74311,,2.994
1988,50,80200,41,18.779
1988,50,80594,17,0.363
1988,50,81742,480,82.599
1988,50,82510,50,0.953
1988,50,98082,,176.311
1988,50,98300,,5.806
1988,50,99994,,44.135
1988,51,10210,132,9.662
1988,51,10220,51,67.54
1988,51,10285,30,3.674
1988,51,20006,10,0.454
1988,51,21314,10,0.454
1988,51,21371,41,55.111
1988,51,21725,10,0.454
1988,51,21735,7774,404.287
1988,51,21740,172,138.754
1988,51,21932,20,0.907
1988,51,23055,81,1.86
1988,51,23808,101,0.907
1988,51,23809,41,1.361
1988,51,41221,,7.348
1988,51,43000,233,7.348
1988,51,66000,,0.907
1988,51,68577,10,0.454
1988,51,69086,71,7.348
1988,51,69090,71,7.348
1988,51,69120,2097,164.926
1988,51,71882,71,7.348
1988,51,71884,71,7.348
1988,51,72805,10,0.454
1988,51,80200,30,14.696
1988,51,81742,1563,99.7
1988,51,82510,51,1.86
1988,51,83020,,1.86
1988,51,98082,,146.556
1988,51,99994,,54.658
1988,52,10210,420,32.024
1988,52,10211,4,0.499
1988,52,10220,56,45.541
1988,52,10285,223,24.449
1988,52,21300,4,0.318
1988,52,21371,7,5.897
1988,52,21388,7,0.499
1988,52,21735,3804,237.456
1988,52,21932,19,0.499
1988,52,23055,275,11.793
1988,52,23808,268,2.54
1988,52,24189,7,0.318
1988,52,40500,,1.361
1988,52,41221,,1.678
1988,52,66000,,0.862
1988,52,68577,7,0.318
1988,52,68580,15,0.318
1988,52,69061,,1.678
1988,52,69120,2023,119.068
1988,52,69322,3,3.629
1988,52,72805,,0.181
1988,52,74311,,1.678
1988,52,80020,15,15.195
1988,52,80200,,84.323
1988,52,80594,1004,10.115
1988,52,81742,6303,381.199
1988,52,82510,37,1.361
1988,52,83020,,5.08
1988,52,98082,,88.723
1988,52,98300,,3.719
1988,53,10210,287,17.373
1988,53,10211,3,0.136
1988,53,10220,26,47.355
1988,53,10285,183,19.459
1988,53,21314,29,1.315
1988,53,21315,9,0.408
1988,53,21371,61,61.054
1988,53,21388,6,1.996
1988,53,21735,1565,90.129
1988,53,21740,6,0.272
1988,53,21932,6,0.272
1988,53,23055,84,3.946
1988,53,23808,9,0.408
1988,53,23809,3,0.272
1988,53,24185,6,1.315
1988,53,24189,9,2.631
1988,53,41201,,2.087
1988,53,43000,46,0.68
1988,53,65205,,2.767
1988,53,66000,,2.087
1988,53,68580,17,0.272
1988,53,68781,3,0.408
1988,53,69061,78,2.767
1988,53,69086,46,2.767
1988,53,69090,15,0.68
1988,53,69120,400,23.042
1988,53,69322,15,6.985
1988,53,71681,3,0.68
1988,53,71884,15,2.087
1988,53,74311,15,0.68
1988,53,74562,15,0.68
1988,53,75285,46,1.451
1988,53,80015,3,3.311
1988,53,80200,189,49.986
1988,53,80590,3,0.272
1988,53,80594,383,4.853
1988,53,81742,1141,108.817
1988,53,82510,46,1.996
1988,53,83020,67,6.577
1988,53,95000,,1.451
1988,53,98082,,48.807
1988,53,98300,,3.538
1988,53,99994,,6.985
1988,53,99999,,13.925
1988,54,10210,186,10.206
1988,54,10220,9,9.389
1988,54,10285,63,7.348
1988,54,20040,3,0.136
1988,54,21314,21,0.953
1988,54,21371,6,5.443
1988,54,21388,6,0.68
1988,54,21725,6,0.272
1988,54,21735,3216,132.812
1988,54,21740,6,0.272
1988,54,23055,42,1.089
1988,54,23808,39,0.408
1988,54,24189,9,0.953
1988,54,41221,,0.272
1988,54,43000,6,0.272
1988,54,66000,,5.579
1988,54,68560,3,0.136
1988,54,68577,3,0.136
1988,54,68580,111,2.313
1988,54,69061,42,0.68
1988,54,69120,30,1.361
1988,54,69322,9,3.719
1988,54,71001,,0.136
1988,54,71772,6,0.272
1988,54,74561,3,0.136
1988,54,80015,21,20.412
1988,54,80200,129,31.706
1988,54,80546,3,0.136
1988,54,80594,900,11.431
1988,54,81742,3629,335.794
1988,54,82510,3,0.136
1988,54,83020,42,7.348
1988,54,98082,,0.953
1988,54,99999,,1.361
1988,55,10210,151,10.932
1988,55,10220,8,3.629
1988,55,10285,42,2.767
1988,55,21110,3,0.136
1988,55,21371,16,12.383
1988,55,21388,29,1.814
1988,55,21725,3,0.136
1988,55,21735,837,55.565
1988,55,23055,21,0.862
1988,55,23808,5,0.227
1988,55,24185,3,0.363
1988,55,40500,,9.026
1988,55,66000,,1.225
1988,55,68577,3,0.136
1988,55,68580,170,2.041
1988,55,69061,37,0.499
1988,55,69322,34,16.329
1988,55,74561,5,0.136
1988,55,80015,52,35.244
1988,55,80200,82,32.931
1988,55,80590,5,1.089
1988,55,80594,82,0.953
1988,55,81742,2103,200.352
1988,55,83020,19,0.59
1988,55,83320,,0.227
1988,55,95000,,0.227
1988,55,98082,,0.363
1988,56,10210,105,10.251
1988,56,10220,16,8.8
1988,56,10285,14,2.177
1988,56,20061,1,0.045
1988,56,21110,1,0.045
1988,56,21314,1,0.091
1988,56,21371,33,7.893
1988,56,21388,4,0.181
1988,56,21725,2,0.091
1988,56,21735,354,27.306
1988,56,23055,3,0.181
1988,56,23808,2,0.091
1988,56,24185,4,0.272
1988,56,24189,2,0.227
1988,56,40500,,13.971
1988,56,66000,,0.816
1988,56,68580,55,0.499
1988,56,69061,15,0.272
1988,56,69090,2,0.136
1988,56,69322,8,2.449
1988,56,71772,1,0.091
1988,56,75285,3,0.136
1988,56,80015,27,11.748
1988,56,80200,12,4.445
1988,56,80540,1,0.045
1988,56,80594,15,0.091
1988,56,81095,2,0.045
1988,56,81742,654,67.086
1988,56,83020,16,1.134
1988,58,10155,2,0.091
1988,58,10210,254,14.651
1988,58,10211,2,0.181
1988,58,10220,6,6.078
1988,58,10285,71,5.987
1988,58,20202,2,0.091
1988,58,20322,10,3.311
1988,58,21314,979,26.127
1988,58,21371,102,14.56
1988,58,21377,6,0.272
1988,58,21388,26,2.041
1988,58,21735,1630,119.204
1988,58,21932,104,5.987
1988,58,23055,57,1.588
1988,58,23808,2,0.091
1988,58,41201,,0.816
1988,58,65205,,8.029
1988,58,66000,,0.091
1988,58,68578,2,0.091
1988,58,68580,4,0.181
1988,58,68781,75,10.251
1988,58,69316,2,0.091
1988,58,80015,20,11.612
1988,58,80200,28,6.713
1988,58,80540,4,0.091
1988,58,80590,6,0.454
1988,58,80594,73,0.907
1988,58,81095,102,1.769
1988,58,81315,2,0.454
1988,58,81742,880,64.682
1988,58,82510,463,19.641
1988,58,83020,22,1.678
1988,58,83400,2,0.272
1988,58,85210,33,1.588
1988,58,91000,,0.181
1988,58,95080,,1.089
1988,58,98300,,0.091
1988,60,10210,229,23.042
1988,60,10220,127,109.406
1988,60,10285,81,19.595
1988,60,21371,170,51.846
1988,60,21388,10,1.361
1988,60,21735,5575,469.922
1988,60,21740,30,0.907
1988,60,21932,5,0.68
1988,60,23055,132,4.853
1988,60,23808,25,0.907
1988,60,23809,5,1.134
1988,60,40500,,11.521
1988,60,43010,,3.447
1988,60,66000,,2.313
1988,60,68577,5,0.68
1988,60,69061,41,1.633
1988,60,69120,25,1.86
1988,60,69322,9,4.445
1988,60,71772,10,1.134
1988,60,75285,15,0.454
1988,60,80020,25,23.042
1988,60,80200,20,3.447
1988,60,80594,102,2.767
1988,60,81095,10,0.227
1988,60,81742,402,50.666
1988,60,82510,56,4.627
1988,60,83020,56,8.074
1988,60,83320,102,0.68
1988,61,10120,2,6.26
1988,61,10210,167,12.156
1988,61,10220,12,12.156
1988,61,10285,143,20.276
1988,61,21110,9,0.272
1988,61,21315,51,1.089
1988,61,21371,116,53.07
1988,61,21388,30,2.041
1988,61,21725,12,0.408
1988,61,21735,2883,266.667
1988,61,21740,27,0.408
1988,61,23055,149,5.398
1988,61,23808,63,0.68
1988,61,24189,6,0.272
1988,61,40500,,4.037
1988,61,41221,,3.084
1988,61,43000,3,0.272
1988,61,68577,24,0.816
1988,61,68580,6,0.136
1988,61,69061,60,0.816
1988,61,69086,3,0.136
1988,61,69120,3,0.136
1988,61,69322,9,5.443
1988,61,71772,6,0.408
1988,61,74655,3,0.136
1988,61,75111,3,0.136
1988,61,80020,86,39.145
1988,61,80200,104,8.119
1988,61,80590,3,0.408
1988,61,80594,2048,21.591
1988,61,81095,6,0.408
1988,61,81742,2826,273.426
1988,61,83020,71,7.439
1988,61,85210,3,0.136
1988,61,98300,15,5.67
1988,62,10210,66,5.262
1988,62,10220,19,18.461
1988,62,10285,282,18.461
1988,62,20040,6,0.136
1988,62,21110,19,0.726
1988,62,21314,6,0.136
1988,62,21315,44,0.726
1988,62,21371,78,43.001
1988,62,21388,16,1.406
1988,62,21725,141,1.542
1988,62,21735,1430,96.207
1988,62,21740,9,22.135
1988,62,23055,175,4.264
1988,62,23808,144,1.542
1988,62,24191,,1.542
1988,62,40500,,7.076
1988,62,41201,,0.136
1988,62,43000,3,0.136
1988,62,66000,,0.726
1988,62,68577,3,0.136
1988,62,69061,34,0.726
1988,62,69322,5,2.268
1988,62,71772,3,0.136
1988,62,80020,6,2.54
1988,62,80200,171,26.127
1988,62,80594,2451,19.731
1988,62,81742,,303.363
1988,62,82510,16,0.726
1988,62,83020,,10.206
1988,62,98300,3,0.272
1988,63,10140,2,0.091
1988,63,10210,37,2.812
1988,63,10220,4,7.303
1988,63,10285,9,2.041
1988,63,20040,25,0.227
1988,63,21315,96,2.767
1988,63,21347,2,0.181
1988,63,21368,2,0.816
1988,63,21371,52,45.314
1988,63,21388,9,0.499
1988,63,21720,2,2.449
1988,63,21725,416,4.853
1988,63,21735,516,36.832
1988,63,21740,4,8.482
1988,63,23055,79,3.084
1988,63,23808,575,5.67
1988,63,24189,2,0.091
1988,63,66000,,1.225
1988,63,68577,21,1.225
1988,63,69322,15,15.876
1988,63,75247,4,0.181
1988,63,80020,14,9.299
1988,63,80200,45,13.336
1988,63,80594,308,5.488
1988,63,81095,4,0.091
1988,63,81742,2249,228.611
1988,63,82510,43,3.221
1988,63,83020,137,13.336
1988,63,99999,,92.669
1988,64,10210,57,4.173
1988,64,10220,7,0.953
1988,64,10285,78,14.47
1988,64,20040,14,0.635
1988,64,21315,50,0.635
1988,64,21371,142,123.831
1988,64,21725,326,6.441
1988,64,21735,4402,225.163
1988,64,21740,71,86.863
1988,64,21932,7,0.318
1988,64,23055,28,1.588
1988,64,23808,532,6.441
1988,64,41221,,16.103
1988,64,66000,,1.588
1988,64,68577,85,6.759
1988,64,68580,7,0.272
1988,64,69086,1950,160.526
1988,64,69120,1234,72.393
1988,64,69322,6,9.299
1988,64,69323,1,0.68
1988,64,71001,,16.103
1988,64,71882,532,16.103
1988,64,71884,709,112.264
1988,64,74562,532,8.029
1988,64,80020,7,5.126
1988,64,80200,78,28.939
1988,64,80546,14,0.318
1988,64,80590,43,1.95
1988,64,80594,421,26.036
1988,64,81742,940,125.464
1988,64,82510,284,16.103
1988,64,83020,,20.911
1988,64,98082,,240.948
1988,64,99994,,176.629
1988,65,10210,28,1.588
1988,65,10211,3,0.318
1988,65,10220,7,9.979
1988,65,10285,31,7.303
1988,65,20040,14,0.318
1988,65,21110,3,0.136
1988,65,21371,24,28.848
1988,65,21375,17,0.318
1988,65,21720,7,36.741
1988,65,21725,87,1.588
1988,65,21735,3119,89.04
1988,65,21740,49,67.358
1988,65,23055,45,2.359
1988,65,23808,,3.175
1988,65,41221,,1.905
1988,65,66000,,0.771
1988,65,68577,24,0.771
1988,65,68580,17,0.454
1988,65,69061,87,1.905
1988,65,69086,786,49.442
1988,65,69120,1527,94.892
1988,65,69322,2,1.724
1988,65,71001,,19.822
1988,65,71882,349,19.822
1988,65,71884,1614,138.346
1988,65,72740,349,3.946
1988,65,74562,,1.905
1988,65,75285,45,3.946
1988,65,80594,10172,128.503
1988,65,81742,2134,146.238
1988,65,82510,437,19.822
1988,65,83020,10,1.089
1988,65,98082,,88.904
1988,65,99994,,79.061
1988,66,10120,3,28.077
1988,66,10210,148,8.165
1988,66,10220,16,19.686
1988,66,10285,85,9.616
1988,66,20040,21,0.726
1988,66,21315,16,0.227
1988,66,21735,5223,372.898
1988,66,21740,111,51.619
1988,66,23055,32,1.905
1988,66,23808,90,0.499
1988,66,40500,,0.726
1988,66,41221,,1.179
1988,66,66530,5,0.227
1988,66,66611,5,0.227
1988,66,68577,21,0.953
1988,66,69061,26,1.179
1988,66,69086,323,18.234
1988,66,69120,693,41.322
1988,66,71001,,0.953
1988,66,71882,,1.179
1988,66,74562,26,1.179
1988,66,80200,,22.317
1988,66,80594,1945,18.008
1988,66,81742,,139.253
1988,66,82510,53,1.678
1988,66,83020,48,5.035
1988,66,98082,,24.267
1988,66,99994,,12.02
1988,67,10120,1,0.998
1988,67,10210,322,14.288
1988,67,10211,3,0.136
1988,67,10220,12,12.61
1988,67,10285,99,10.523
1988,67,20040,22,0.272
1988,67,21314,3,0.136
1988,67,21315,49,2.223
1988,67,21371,56,72.212
1988,67,21388,3,0.272
1988,67,21725,9,0.408
1988,67,21735,2021,160.572
1988,67,21740,57,3.221
1988,67,23055,34,2.087
1988,67,23808,133,1.678
1988,67,41201,,5.307
1988,67,43000,34,0.544
1988,67,66000,,2.812
1988,67,68577,12,0.544
1988,67,68580,9,0.272
1988,67,69061,12,1.134
1988,67,69086,34,1.542
1988,67,69120,733,45.586
1988,67,71001,,2.676
1988,67,71756,12,1.134
1988,67,71772,34,1.134
1988,67,71882,34,2.087
1988,67,71884,297,21.455
1988,67,71910,12,0.544
1988,67,72740,12,0.544
1988,67,80200,9,6.305
1988,67,80594,816,8.573
1988,67,81742,1959,80.241
1988,67,82510,49,2.404
1988,67,83020,83,9.117
1988,67,98082,,24.131
1988,67,98300,,1.134
1988,67,99994,,16.148
1988,68,10210,475,21.092
1988,68,10211,24,1.905
1988,68,10220,5,4.445
1988,68,10285,81,8.664
1988,68,20040,27,0.454
1988,68,20061,2,0.091
1988,68,21110,5,0.227
1988,68,21315,61,1.089
1988,68,21355,2,0.091
1988,68,21371,24,23.632
1988,68,21405,2,0.091
1988,68,21735,367,25.401
1988,68,21740,27,0.227
1988,68,23055,2,0.091
1988,68,23808,12,0.454
1988,68,41201,,2.994
1988,68,65205,12,1.225
1988,68,66000,,3.538
1988,68,68577,29,0.318
1988,68,68580,88,1.905
1988,68,69061,27,0.544
1988,68,69086,54,2.994
1988,68,69090,27,0.544
1988,68,69120,384,16.874
1988,68,71001,,0.544
1988,68,71772,12,1.225
1988,68,71835,54,1.225
1988,68,71882,27,0.544
1988,68,71884,333,26.535
1988,68,72740,12,0.544
1988,68,72743,39,1.225
1988,68,80594,1866,19.958
1988,68,81742,1662,125.146
1988,68,82510,27,0.68
1988,68,83020,17,1.451
1988,68,98082,,90.31
1988,68,98310,,0.544
1988,68,99994,,19.323
1988,69,10210,724,45.042
1988,69,10220,8,4.218
1988,69,10285,69,8.391
1988,69,20040,19,0.363
1988,69,20061,3,0.136
1988,69,21315,119,1.814
1988,69,21371,16,18.008
1988,69,21375,3,0.136
1988,69,21720,3,11.34
1988,69,21725,26,0.227
1988,69,21735,400,33.657
1988,69,21740,45,2.268
1988,69,23808,103,0.862
1988,69,41201,,5.897
1988,69,66000,,4.808
1988,69,68577,87,2.404
1988,69,68580,3142,71.486
