# NMFS_1976_1991_Catch.csv,,,,
# Derived from NOAA Kodiak ,,,,
"# Expaned whole weight and count by year, Haul, and Species code ",,,,
#,,,,
#,,,,
#,,,,
Year,Haul,Spcode,Total_n,Weight_kg
1976,215,21368,6,1.361
1976,215,21725,40,0.136
1976,215,21740,1,0.045
1976,215,22200,1,0.045
1976,215,23041,16,0.181
1976,215,41201,1,0.02
1976,215,66045,246,0.091
1976,215,68577,6,0.4
1976,215,68580,30,0.091
1976,215,69061,1,0.053
1976,215,69086,3,0.242
1976,215,71835,1,0.045
1976,215,71882,1,0.091
1976,215,71884,2,0.181
1976,215,80590,26,4.9
1976,215,81355,1,0.1
1976,215,83020,13,0.499
1976,215,98082,14,0.3
1976,215,98205,6,1.9
1976,215,99990,,0.907
1976,216,21315,8,0.227
1976,216,21355,2,0.045
1976,216,21368,4,0.59
1976,216,21725,1,0.045
1976,216,21735,39,0.408
1976,216,23041,37,0.045
1976,216,23055,1,0.045
1976,216,41201,1,0.01
1976,216,43000,9,0.1
1976,216,66045,16,0.045
1976,216,66611,209,1.179
1976,216,68577,10,0.5
1976,216,68580,22,0.363
1976,216,69061,6,0.165
1976,216,69086,186,5.242
1976,216,71835,4,0.045
1976,216,71882,60,5.897
1976,216,71884,215,23.95
1976,216,72752,1,0.045
1976,216,74640,2,0.045
1976,216,75285,1,0.045
1976,216,80200,3,2
1976,216,80590,28,3.4
1976,216,80595,2,0.1
1976,216,82510,4,0.3
1976,216,83020,1,0.227
1976,216,98000,1,0.03
1976,216,98082,1,0.01
1976,216,99990,,2.54
1976,217,21110,1,0.136
1976,217,21315,3,0.091
1976,217,21725,27,0.318
1976,217,21735,44,1.043
1976,217,22200,1,0.045
1976,217,23041,2,0.045
1976,217,23055,7,0.272
1976,217,40500,5,3.4
1976,217,41201,6,0.1
1976,217,43000,3,0.03
1976,217,66045,320,0.318
1976,217,66611,100,0.771
1976,217,68577,33,2.4
1976,217,68580,15,0.272
1976,217,69061,8,0.27
1976,217,69086,212,13.913
1976,217,69120,28,1.063
1976,217,71580,3,0.045
1976,217,71726,1,0.045
1976,217,71756,14,0.635
1976,217,71835,3,0.045
1976,217,71882,39,3.039
1976,217,71884,105,8.754
1976,217,80200,7,3.9
1976,217,80590,60,4.8
1976,217,80595,38,0.5
1976,217,82510,6,0.5
1976,217,83020,33,4.309
1976,217,98000,1,2
1976,217,98082,1,0.05
1976,217,98205,1,0.2
1976,217,99990,,9.299
1976,218,21315,2,0.091
1976,218,21368,2,0.862
1976,218,21725,7,0.091
1976,218,21735,41,0.544
1976,218,22200,2,0.045
1976,218,23055,5,0.091
1976,218,23807,1,0.045
1976,218,24189,1,0.454
1976,218,40500,30,1.8
1976,218,41201,48,0.6
1976,218,43000,5,0.7
1976,218,66611,102,0.771
1976,218,68580,10,0.227
1976,218,69061,8,0.3
1976,218,69086,44,3.411
1976,218,69120,84,3.691
1976,218,71882,3,0.318
1976,218,71884,3,0.363
1976,218,74562,4,0.045
1976,218,75285,1,0.045
1976,218,80200,8,3.4
1976,218,80540,1,0.01
1976,218,80590,48,0.4
1976,218,80595,60,1
1976,218,81095,3,0.1
1976,218,81742,4,1.2
1976,218,82510,3,0.2
1976,218,83020,37,4.128
1976,218,98000,1,0.5
1976,218,98082,3,0.01
1976,218,98105,1,0.04
1976,218,99990,,5.942
1976,219,20040,1,0.045
1976,219,20051,2,0.045
1976,219,21110,3,0.227
1976,219,21315,1,0.045
1976,219,21368,3,0.544
1976,219,21725,32,0.454
1976,219,21735,53,0.771
1976,219,22200,4,0.045
1976,219,23055,37,0.862
1976,219,40500,3,2.7
1976,219,41201,4,0.1
1976,219,66611,166,0.953
1976,219,68577,19,0.6
1976,219,68580,16,0.59
1976,219,69061,5,0.225
1976,219,69086,85,8.551
1976,219,69120,85,4.952
1976,219,71882,11,1.406
1976,219,71884,59,6.577
1976,219,74562,2,0.045
1976,219,75285,2,0.181
1976,219,80020,11,9.1
1976,219,80200,19,8.2
1976,219,80590,30,3.6
1976,219,80595,43,0.7
1976,219,81095,2,0.1
1976,219,81742,40,9.1
1976,219,82510,3,0.2
1976,219,98000,1,18.2
1976,219,98082,341,5
1976,219,99990,,31.298
1976,220,10210,43,3.629
1976,220,10220,15,8.165
1976,220,10285,2,0.136
1976,220,21110,4,0.318
1976,220,21315,5,0.181
1976,220,21368,3,0.091
1976,220,21725,3,0.045
1976,220,21735,935,23.36
1976,220,23055,46,0.816
1976,220,23807,5,0.091
1976,220,24185,2,0.318
1976,220,24189,1,0.091
1976,220,40500,3,0.3
1976,220,43000,9,0.5
1976,220,66530,1,0.045
1976,220,66611,4,0.045
1976,220,68580,4,0.091
1976,220,68781,4,0.454
1976,220,69061,1,0.008
1976,220,69086,2,0.169
1976,220,69120,11,0.749
1976,220,69322,6,3.629
1976,220,71772,1,0.091
1976,220,71882,2,0.181
1976,220,71884,9,0.953
1976,220,75285,4,0.181
1976,220,80020,3,0.7
1976,220,80200,11,5.4
1976,220,80590,13,1.6
1976,220,80595,24,0.4
1976,220,81095,1,0.03
1976,220,81742,250,28.1
1976,220,82510,1,0.1
1976,220,98082,8,0.08
1976,220,99990,,3.629
1976,221,10210,3,0.181
1976,221,10220,3,0.816
1976,221,21110,21,1.497
1976,221,21388,1,0.091
1976,221,21725,1,0.045
1976,221,21735,463,8.164
1976,221,23055,81,1.043
1976,221,40500,3,2.7
1976,221,41201,1,0.01
1976,221,66611,5,0.045
1976,221,68781,1,0.181
1976,221,69061,1,0.023
1976,221,69120,8,0.725
1976,221,71753,1,0.181
1976,221,71753,1,0.2
1976,221,71772,3,0.227
1976,221,71884,3,0.363
1976,221,75285,2,0.091
1976,221,80020,1,0.3
1976,221,80200,8,3.9
1976,221,80595,2,0.02
1976,221,81742,270,28.6
1976,221,82510,2,0.1
1976,221,83020,1,0.01
1976,221,98082,20,0.3
1976,221,99990,,4.037
1976,222,10210,8,0.363
1976,222,10285,1,0.136
1976,222,20040,3,0.045
1976,222,21110,24,1.814
1976,222,21371,2,0.635
1976,222,21725,2,0.045
1976,222,21735,931,23.587
1976,222,23055,107,2.132
1976,222,41201,7,0.1
1976,222,68781,2,0.181
1976,222,69061,2,0.023
1976,222,69120,3,0.217
1976,222,69322,2,1.179
1976,222,71772,3,0.272
1976,222,71882,1,0.181
1976,222,71884,1,0.363
1976,222,75285,1,0.045
1976,222,80020,1,1.4
1976,222,80200,4,1.2
1976,222,81742,78,17.2
1976,222,82510,5,0.3
1976,222,99990,,0.816
1976,223,10210,9,0.272
1976,223,10220,4,1.588
1976,223,10285,1,0.045
1976,223,20040,6,0.091
1976,223,21110,4,0.181
1976,223,21315,9,0.227
1976,223,21371,1,0.136
1976,223,21388,1,0.136
1976,223,21405,1,0.045
1976,223,21725,11,0.272
1976,223,21735,2012,21.773
1976,223,23055,51,0.998
1976,223,41201,1,0.03
1976,223,66611,15,0.136
1976,223,68580,1,0.045
1976,223,68781,3,0.726
1976,223,69061,12,0.135
1976,223,69086,8,0.628
1976,223,69322,4,6.577
1976,223,71753,3,0.454
1976,223,71772,6,0.408
1976,223,71882,1,0.091
1976,223,75242,1,0.045
1976,223,75285,2,0.045
1976,223,80020,6,9.1
1976,223,80200,74,36.3
1976,223,80595,2,0.03
1976,223,81742,389,48.5
1976,223,82510,12,0.5
1976,223,98000,1,0.1
1976,223,98082,1,0.01
1976,223,99990,,2.177
1976,224,10210,27,0.499
1976,224,10220,3,0.726
1976,224,10285,3,0.227
1976,224,20040,3,0.045
1976,224,21110,1,0.136
1976,224,21315,1,0.091
1976,224,21368,1,0.227
1976,224,21371,1,0.091
1976,224,21388,2,0.181
1976,224,21725,23,0.408
1976,224,21735,824,17.69
1976,224,21753,1,0.045
1976,224,23055,72,1.043
1976,224,24189,1,0.68
1976,224,41201,33,0.3
1976,224,66611,10,0.136
1976,224,68781,4,0.59
1976,224,69061,7,0.18
1976,224,69086,7,0.58
1976,224,69120,28,1.179
1976,224,69316,8,0.05
1976,224,69322,4,2.041
1976,224,71753,1,0.181
1976,224,71772,6,0.771
1976,224,71882,1,0.136
1976,224,71884,1,0.227
1976,224,80020,2,4.8
1976,224,80200,20,10.2
1976,224,80590,1,1
1976,224,80595,2,0.03
1976,224,81095,1,0.03
1976,224,81742,363,40.7
1976,224,82510,12,0.6
1976,224,98000,1,0.1
1976,224,98082,24,0.3
1976,224,99990,,10.16
1976,225,10155,3,0.454
1976,225,10210,87,3.175
1976,225,10220,1,0.136
1976,225,10285,51,1.905
1976,225,20001,1,0.045
1976,225,20040,5,0.091
1976,225,20061,6,0.136
1976,225,21110,1,0.045
1976,225,21315,9,0.318
1976,225,21371,10,0.816
1976,225,21388,1,0.045
1976,225,21725,17,0.318
1976,225,21735,1177,25.673
1976,225,21932,1,0.136
1976,225,23055,60,0.998
1976,225,66530,2,0.045
1976,225,66601,2,0.045
1976,225,68781,35,4.445
1976,225,69061,1,0.023
1976,225,69086,2,0.338
1976,225,69120,11,0.894
1976,225,69322,7,2.948
1976,225,71884,27,2.903
1976,225,75285,11,0.499
1976,225,81742,371,60.6
1976,225,82510,41,1.1
1976,225,98082,1,0.04
1976,225,99990,,18.688
1976,227,10210,283,5.851
1976,227,10220,4,0.726
1976,227,10285,102,3.674
1976,227,20001,1,0.045
1976,227,20040,12,0.181
1976,227,21110,2,0.045
1976,227,21315,17,0.227
1976,227,21371,60,0.68
1976,227,21388,3,0.181
1976,227,21405,10,0.045
1976,227,21725,24,0.408
1976,227,21735,568,3.084
1976,227,21932,1,0.045
1976,227,23055,1,0.136
1976,227,23807,1,0.045
1976,227,66045,2,0.045
1976,227,66530,22,0.045
1976,227,66611,156,1.225
1976,227,68577,1,0.05
1976,227,68781,53,5.216
1976,227,69061,48,0.6
1976,227,69086,200,20.213
1976,227,69090,8,1.739
1976,227,69120,88,5.024
1976,227,69316,2,0.01
1976,227,69322,7,4.536
1976,227,71772,17,1.134
1976,227,71882,3,0.318
1976,227,71884,5,0.635
1976,227,75285,2,0.091
1976,227,80020,1,6.3
1976,227,80200,46,15.4
1976,227,80595,72,0.9
1976,227,81742,1796,101.9
1976,227,82510,161,7.3
1976,227,98000,6,1.2
1976,227,98082,3,0.1
1976,227,99990,,15.014
1976,228,10210,37,0.953
1976,228,10220,5,2.495
1976,228,10285,7,0.544
1976,228,20040,24,0.363
1976,228,21315,1,0.045
1976,228,21368,3,0.181
1976,228,21371,1,1.406
1976,228,21388,1,0.091
1976,228,21405,2,0.045
1976,228,21438,1,0.045
1976,228,21725,282,4.264
1976,228,21735,412,8.708
1976,228,21753,1,0.045
1976,228,23055,3,0.045
1976,228,23807,4,0.045
1976,228,24185,6,0.59
1976,228,41201,8,0.2
1976,228,66045,176,0.363
1976,228,66050,1,0.045
1976,228,66601,22,0.816
1976,228,66611,236,1.134
1976,228,68577,2,0.1
1976,228,68580,23,0.998
1976,228,68781,29,2.948
1976,228,69061,1360,17.925
1976,228,69086,20,2.174
1976,228,69120,130,13.333
1976,228,69316,2,0.01
1976,228,69322,5,4.99
1976,228,71753,1,0.091
1976,228,71772,7,0.59
1976,228,71882,3,0.318
1976,228,74985,1,0.045
1976,228,80020,1,0.8
1976,228,80200,80,24.1
1976,228,80540,1,0.01
1976,228,80595,1,0.01
1976,228,81095,1,0.05
1976,228,81742,382,84
1976,228,82510,109,2.9
1976,228,83020,5,0.408
1976,228,98000,1,0.1
1976,228,98082,1,0.05
1976,228,99990,,19.686
1976,229,10210,76,2.449
1976,229,10285,2,0.045
1976,229,20040,28,0.499
1976,229,21110,1,0.045
1976,229,21315,8,0.272
1976,229,21371,11,0.091
1976,229,21388,2,0.181
1976,229,21405,3,0.045
1976,229,21438,5,0.045
1976,229,21725,12,0.272
1976,229,21735,2170,49.578
1976,229,21932,1,0.091
1976,229,22200,6,0.136
1976,229,23055,11,0.227
1976,229,23807,2,0.045
1976,229,24185,5,0.227
1976,229,68580,15,0.227
1976,229,69322,10,9.072
1976,229,71753,6,0.59
1976,229,71772,15,1.089
1976,229,71882,4,0.408
1976,229,71884,2,0.363
1976,230,10210,110,1.814
1976,230,10211,47,2.722
1976,230,10220,5,1.361
1976,230,10285,95,1.497
1976,230,20040,147,0.635
1976,230,21110,2,0.091
1976,230,21315,65,0.998
1976,230,21355,1,0.045
1976,230,21371,32,1.361
1976,230,21376,1,0.091
1976,230,21388,5,0.272
1976,230,21405,5,0.045
1976,230,21725,20,0.408
1976,230,21735,1540,14.878
1976,230,21753,1,0.045
1976,230,23055,23,0.363
1976,230,23807,1,0.045
1976,230,23809,1,0.091
1976,230,24185,4,0.136
1976,230,66045,16,0.045
1976,230,66530,640,1.588
1976,230,66601,2,0.045
1976,230,66611,11,0.091
1976,230,68580,1,0.045
1976,230,68781,52,4.99
1976,230,69061,50,0.713
1976,230,69090,190,36.763
1976,230,69322,2,0.136
1976,230,71772,1,0.091
1976,230,80020,3,1.1
1976,230,80200,4,1.6
1976,230,80540,1,0.01
1976,230,81742,289,63.6
1976,230,82510,1,0.05
1976,230,99990,,8.391
1976,231,10210,149,7.257
1976,231,10211,1,0.045
1976,231,10220,9,2.722
1976,231,10285,5,0.181
1976,231,20001,3,0.045
1976,231,20040,42,0.635
1976,231,21110,16,0.635
1976,231,21315,41,0.227
1976,231,21355,1,0.045
1976,231,21368,2,0.136
1976,231,21371,9,2.631
1976,231,21388,9,0.635
1976,231,21405,2,0.045
1976,231,21725,138,2.268
1976,231,21735,5774,43.772
1976,231,21753,2,0.045
1976,231,23055,76,1.361
1976,231,23804,2,0.045
1976,231,23807,16,0.136
1976,231,24185,8,0.272
1976,231,41201,3,0.05
1976,231,43000,23,2
1976,231,66045,15,0.045
1976,231,66530,5,0.045
1976,231,66601,12,0.227
1976,231,66611,260,1.225
1976,231,68577,1,0.01
1976,231,68781,19,2.041
1976,231,69061,53,0.342
1976,231,69090,5,1.111
1976,231,69120,42,3.623
1976,231,69322,3,0.544
1976,231,71634,8,0.045
1976,231,71753,4,0.726
1976,231,71772,21,3.266
1976,231,71882,25,2.858
1976,231,71884,168,42.093
1976,231,72406,1,0.045
1976,231,72533,1,0.045
1976,231,72540,1,0.045
1976,231,72541,2,0.045
1976,231,74425,9,0.045
1976,231,75285,54,1.134
1976,231,80020,13,19.5
1976,231,80200,172,68.5
1976,231,80595,2,0.01
1976,231,81095,1,0.06
1976,231,81742,2500,408.6
1976,231,82510,390,10.4
1976,231,98000,1,0.2
1976,231,98082,2,0.06
1976,231,99990,,15.558
1976,232,10210,30,1.678
1976,232,10220,1,0.136
1976,232,10285,10,0.318
1976,232,20040,2,0.045
1976,232,21110,9,0.454
1976,232,21315,10,0.227
1976,232,21371,2,0.227
1976,232,21388,5,0.454
1976,232,21725,123,2.722
1976,232,21735,325,11.431
1976,232,22200,1,0.045
1976,232,23055,51,1.678
1976,232,23804,1,0.045
1976,232,23807,2,0.045
1976,232,24185,2,0.045
1976,232,41201,2,0.06
1976,232,43000,90,17.7
1976,232,66530,1,0.045
1976,232,66611,27,0.181
1976,232,68781,22,3.311
1976,232,69086,6,0.899
1976,232,69120,41,4.304
1976,232,69322,1,0.045
1976,232,71884,134,25.174
1976,232,74985,1,0.045
1976,232,75242,4,0.136
1976,232,75285,40,2.132
1976,232,80020,20,29.05
1976,232,80200,5,2.5
1976,232,81095,1,0.04
1976,232,81742,2471,282.6
1976,232,82510,51,1.7
1976,232,98000,3,0.4
1976,232,98082,1,0.05
1976,232,99990,,23.768
1976,233,10210,98,3.402
1976,233,10220,8,2.722
1976,233,10285,4,0.363
1976,233,20040,8,0.136
1976,233,21110,2,0.045
1976,233,21315,9,0.318
1976,233,21371,6,1.27
1976,233,21388,7,0.544
1976,233,21725,41,0.544
1976,233,21735,2842,28.576
1976,233,21932,1,0.045
1976,233,23055,53,1.179
1976,233,24185,1,0.091
1976,233,41201,6,0.2
1976,233,66045,18,0.045
1976,233,66530,27,0.136
1976,233,66611,33,0.181
1976,233,68580,1,0.045
1976,233,68781,7,0.862
1976,233,69061,3,0.03
1976,233,69090,2,0.435
1976,233,69120,49,3.386
1976,233,69322,1,0.953
1976,233,71753,2,0.318
1976,233,71772,3,0.181
1976,233,71882,9,0.862
1976,233,71884,50,8.8
1976,233,74985,1,0.045
1976,233,75285,39,1.089
1976,233,80020,6,7.3
1976,233,80200,16,7.9
1976,233,81095,1,0.04
1976,233,81742,2663,200.05
1976,233,82510,74,2.8
1976,233,98000,13,2.2
1976,233,99990,,6.169
1976,234,10210,185,8.845
1976,234,10220,3,0.408
1976,234,10285,8,0.499
1976,234,20040,5,0.091
1976,234,20061,3,0.045
1976,234,21315,16,0.499
1976,234,21371,11,0.998
1976,234,21376,1,0.181
1976,234,21388,3,0.227
1976,234,21725,44,0.907
1976,234,21735,1313,8.982
1976,234,21932,2,0.045
1976,234,23055,3,0.136
1976,234,23807,6,0.091
1976,234,24185,2,0.363
1976,234,41201,3,0.02
1976,234,43000,12,1
1976,234,66045,168,0.227
1976,234,66530,164,0.363
1976,234,66611,200,0.953
1976,234,68580,2,0.045
1976,234,68781,68,7.257
1976,234,69061,19,0.36
1976,234,69090,15,2.932
1976,234,69120,43,3.816
1976,234,69322,24,9.752
1976,234,71882,15,1.179
1976,234,71884,269,49.215
1976,234,74080,5,0.091
1976,234,75285,12,0.68
1976,234,80020,14,23.9
1976,234,80200,9,4.2
1976,234,81742,1580,143.5
1976,234,82510,4,0.2
1976,234,98000,2,0.2
1976,234,98082,1,0.03
1976,234,99990,,4.082
1976,243,10210,148,7.575
1976,243,10220,6,1.814
1976,243,10285,8,0.544
1976,243,20001,1,0.045
1976,243,20040,30,0.454
1976,243,20061,1,0.045
1976,243,21110,106,1.678
1976,243,21315,13,0.454
1976,243,21368,5,0.363
1976,243,21371,16,2.268
1976,243,21376,2,0.272
1976,243,21388,2,0.181
1976,243,21725,92,2.132
1976,243,21735,1659,23.587
1976,243,23055,21,0.408
1976,243,23807,1,0.045
1976,243,24185,2,0.227
1976,243,40500,1,0.05
1976,243,66045,1694,1.678
1976,243,66050,14,0.136
1976,243,66530,994,2.087
1976,243,66611,1050,7.62
1976,243,68580,26,0.635
1976,243,68781,48,6.804
1976,243,69061,8,0.15
1976,243,69090,11,1.778
1976,243,69120,15,1.435
1976,243,69322,30,15.195
1976,243,71772,2,0.136
1976,243,71882,1,0.091
1976,243,71884,3,0.408
1976,243,75242,2,0.045
1976,243,80020,42,13.6
1976,243,80200,144,54
1976,243,81742,2140,349.6
1976,243,98000,1,0.7
1976,243,98082,1,0.03
1976,252,10210,3,0.091
1976,252,10220,8,11.793
1976,252,10285,2,0.136
1976,252,20040,13,0.227
1976,252,21110,5,0.363
1976,252,21315,33,1.361
1976,252,21355,1,0.045
1976,252,21368,28,4.082
1976,252,21371,10,9.072
1976,252,21388,4,0.318
1976,252,21725,24,0.68
1976,252,21735,2887,52.027
1976,252,21740,1,0.045
1976,252,23055,116,1.905
1976,252,23807,7,0.045
1976,252,41201,18,0.4
1976,252,66611,350,1.95
1976,252,68577,4,0.3
1976,252,68580,1,0.045
1976,252,69061,1,0.015
1976,252,69086,50,7.778
1976,252,69120,5,0.29
1976,252,69322,2,1.542
1976,252,71530,1,0.045
1976,252,71726,3,0.045
1976,252,71753,15,1.95
1976,252,71756,1,0.045
1976,252,71772,3,0.272
1976,252,71882,67,6.668
1976,252,71884,9,1.27
1976,252,72543,1,0.045
1976,252,75285,32,0.181
1976,252,80020,131,96.9
1976,252,80200,231,76.5
1976,252,80540,2,0.03
1976,252,80590,147,33.4
1976,252,80595,1348,31.1
1976,252,81095,52,2.3
1976,252,81742,1045,455.5
1976,252,82510,29,1.6
1976,252,83020,33,2.585
1976,252,99990,,1.814
1976,253,20040,17,0.408
1976,253,20051,6,0.091
1976,253,21110,21,1.361
1976,253,21315,19,0.59
1976,253,21335,17,0.091
1976,253,21355,11,0.181
1976,253,21368,56,10.795
1976,253,21371,2,3.901
1976,253,21388,8,0.408
1976,253,21725,253,8.528
1976,253,21735,342,38.238
1976,253,21740,2,0.091
1976,253,22200,19,0.181
1976,253,23055,368,12.066
1976,253,23807,15,0.181
1976,253,24189,2,0.953
1976,253,24192,2,0.091
1976,253,43000,54,2.2
1976,253,66601,598,9.888
1976,253,66611,4,0.091
1976,253,68577,890,53.6
1976,253,69086,2432,139.155
1976,253,69120,784,41.705
1976,253,71722,1,0.045
1976,253,71723,1,0.045
1976,253,71726,1,0.045
1976,253,71753,43,6.895
1976,253,71756,7,0.408
1976,253,71760,54,2.812
1976,253,71772,59,6.305
1976,253,71882,90,5.851
1976,253,71884,2,0.408
1976,253,71891,19,0.408
1976,253,71894,1,0.045
1976,253,72305,3,0.045
1976,253,72406,4,0.045
1976,253,75285,4,0.726
1976,253,80020,19,16.6
1976,253,80200,259,51
1976,253,80540,13,0.03
1976,253,80590,1268,141.7
1976,253,80595,601,6
1976,253,81095,50,0.8
1976,253,81742,17,5.4
1976,253,82510,1152,98.7
1976,253,83020,173,16.148
1976,253,99990,,196.587
1976,254,10140,1,0.045
1976,254,10211,1,0.091
1976,254,10285,1,0.045
1976,254,20040,12,0.181
1976,254,21110,13,1.089
1976,254,21315,106,1.86
1976,254,21335,1,0.272
1976,254,21347,1,0.499
1976,254,21368,32,1.361
1976,254,21725,13,0.227
1976,254,21735,29,2.041
1976,254,21740,5,0.136
1976,254,22200,9,0.272
1976,254,23041,40,0.318
1976,254,23055,45,1.814
1976,254,23220,1,6.713
1976,254,41201,1,0.03
1976,254,66601,4,0.091
1976,254,66611,54,0.363
1976,254,68580,73,1.179
1976,254,69061,34,1.275
1976,254,69086,663,50.671
1976,254,69120,34,2.464
1976,254,69323,7,4.309
1976,254,71722,2,0.045
1976,254,71726,4,0.091
1976,254,71753,6,0.635
1976,254,71756,2,0.227
1976,254,71772,2,0.091
1976,254,71835,2,0.045
1976,254,71882,10,1.089
1976,254,71884,20,2.223
1976,254,72181,1,0.045
1976,254,72406,2,0.045
1976,254,72543,1,0.045
1976,254,74562,1,0.045
1976,254,74641,1,0.045
1976,254,80200,80,31.2
1976,254,80590,442,40.2
1976,254,80595,23,0.3
1976,254,81095,5,0.1
1976,254,81742,25,8.6
1976,254,82510,8,0.7
1976,254,83020,163,81.465
1976,254,98000,1,3.4
1976,254,98082,4,0.2
1976,254,99990,,23.269
1976,255,10140,1,0.045
1976,255,20040,2,0.045
1976,255,21110,1,0.091
1976,255,21315,40,0.907
1976,255,21347,1,0.408
1976,255,21355,2,0.045
1976,255,21368,14,2.313
1976,255,21725,19,0.635
1976,255,21735,3,0.363
1976,255,21740,3,0.045
1976,255,22200,29,0.816
1976,255,23041,2,0.045
1976,255,23055,29,0.544
1976,255,24189,3,4.082
1976,255,43000,16,0.2
1976,255,66045,34,0.045
1976,255,66611,614,4.536
1976,255,68577,233,5
1976,255,68580,218,6.895
1976,255,69061,43,0.387
1976,255,69086,592,38.077
1976,255,69323,8,3.856
1976,255,71722,3,0.045
1976,255,71726,3,0.045
1976,255,71756,3,0.136
1976,255,71772,21,0.862
1976,255,71835,7,0.136
1976,255,71882,18,1.86
1976,255,71884,198,20.321
1976,255,71891,3,0.045
1976,255,72743,10,0.136
1976,255,72752,14,0.181
1976,255,72756,2,0.045
1976,255,75285,3,0.091
1976,255,80540,10,0.3
1976,255,80590,291,23.1
1976,255,80595,14,0.2
1976,255,81095,1,0.1
1976,255,81355,9,1
1976,255,81742,22,2.7
1976,255,82510,4,0.4
1976,255,83020,65,15.558
1976,255,98000,1,0.4
1976,255,98082,40,0.9
1976,255,98205,5,1.5
1976,255,99990,,16.738
1976,256,20040,1,0.045
1976,256,20051,4,0.045
1976,256,21315,23,0.318
1976,256,21335,2,0.136
1976,256,21347,4,0.181
1976,256,21368,13,6.441
1976,256,21388,1,0.045
1976,256,21725,9,0.272
1976,256,21735,9,0.318
1976,256,22178,2,0.045
1976,256,22200,11,0.272
1976,256,68580,202,6.804
1976,256,69323,2,1.134
1976,256,71530,14,0.227
1976,256,71580,3,0.045
1976,256,71723,2,0.045
1976,256,71753,6,0.68
1976,256,71756,1,0.045
1976,256,71772,7,0.454
1976,256,71835,13,0.227
1976,256,71882,11,1.497
1976,256,71884,79,9.344
1976,256,72743,8,0.091
1976,256,72752,11,0.181
1976,256,72755,25,0.408
1976,256,72758,2,0.045
1976,258,75240,1,0.045
1976,258,20040,1,0.045
1976,258,21368,25,14.515
1976,258,66611,4,0.045
1976,258,68577,20,0.2
1976,258,68580,9,0.136
1976,258,69061,1,0.006
1976,258,69086,51,5.319
1976,258,71753,1,0.091
1976,258,71835,1,0.045
1976,258,71882,14,1.588
1976,258,71884,25,3.493
1976,258,72305,2,0.045
1976,258,72744,1,0.045
1976,258,80540,3,0.02
1976,258,80590,5,0.8
1976,258,80595,13,0.2
1976,258,83020,51,3.946
1976,258,98000,2,2.5
1976,258,98082,13,0.5
1976,258,98105,130,13.3
1976,258,99990,,5.307
1979,1,10220,4,6.622
1979,1,20040,2,0.045
1979,1,21314,1,0.045
1979,1,21368,1,0.045
1979,1,21371,2,0.136
1979,1,21725,270,6.895
1979,1,21735,132,15.422
1979,1,21740,244,2.767
1979,1,23055,18,0.862
1979,1,24189,2,0.907
1979,1,66050,5,0.045
1979,1,66611,3,0.045
1979,1,68577,1,0.045
1979,1,69010,49,2.268
1979,1,71753,1,0.136
1979,1,71772,1,0.045
1979,1,71882,2,0.136
1979,1,75284,2,0.045
1979,1,80200,8,1.497
1979,1,80540,1,0.045
1979,1,80594,3,0.091
1979,1,81742,12,4.763
1979,1,82510,2,0.091
1979,1,82730,1,0.045
1979,1,83000,1,0.045
1979,1,83020,1,0.045
1979,2,10220,2,3.719
1979,2,20040,9,0.227
1979,2,21110,1,0.091
1979,2,21313,56,1.86
1979,2,21355,40,0.68
1979,2,21368,169,26.989
1979,2,21388,12,1.089
1979,2,21725,74,4.264
1979,2,21735,511,55.701
1979,2,21740,19,0.227
1979,2,22200,3,0.091
1979,2,23055,17,0.907
1979,2,23807,2,0.045
1979,2,24189,4,0.454
1979,2,41201,1,0.045
1979,2,43000,24,1.361
1979,2,66050,,2.268
1979,2,66601,146,3.447
1979,2,68577,70,4.354
1979,2,69323,5,7.847
1979,2,71010,2,0.045
1979,2,71726,3,0.091
1979,2,71753,5,0.68
1979,2,71760,1,0.091
1979,2,71772,5,0.907
1979,2,71882,17,0.816
1979,2,71891,4,0.136
1979,2,78010,3,0.091
1979,2,80020,5,5.035
1979,2,80200,22,4.627
1979,2,80590,129,11.612
1979,2,80594,,5.897
1979,2,81092,1,0.045
1979,2,81095,12,0.816
1979,2,81742,41,15.921
1979,2,82500,63,17.01
1979,2,83020,82,7.666
1979,2,85210,136,7.031
1979,2,98100,1,0.045
1979,2,98310,2,0.227
1979,2,99990,,27.624
1979,3,10285,1,0.045
1979,3,20040,12,0.181
1979,3,20202,3,0.045
1979,3,21110,6,0.454
1979,3,21313,90,3.402
1979,3,21335,3,0.136
1979,3,21355,7,0.227
1979,3,21368,155,18.869
1979,3,21388,3,0.136
1979,3,21720,1,0.136
1979,3,21725,35,1.95
1979,3,21735,1342,150.502
1979,3,23041,3,0.091
1979,3,23055,13,0.59
1979,3,23807,3,0.091
1979,3,24100,778,8.255
1979,3,24189,4,2.132
1979,3,41201,10,0.227
1979,3,43000,47,3.901
1979,3,66050,21,0.318
1979,3,66580,21,0.227
1979,3,66601,58,0.907
1979,3,66602,5,0.136
1979,3,68577,319,10.297
1979,3,68580,2,0.045
1979,3,69061,31,0.227
1979,3,69086,172,5.534
1979,3,69322,1,0.907
1979,3,69323,9,4.763
1979,3,70100,16,0.363
1979,3,71010,3,0.136
1979,3,71753,62,6.804
1979,3,71756,9,0.68
1979,3,71760,5,0.59
1979,3,71772,6,0.907
1979,3,71774,4,0.544
1979,3,71882,64,5.897
