# NB_SP_DATA_2021,,,,,,,,,,,
# NOAA NBS trawl survey 2021: Catch weight and numbers exampded ,,,,,,,,,,,
# All trawl survey area data ,,,,,,,,,,,
#,,,,,,,,,,,
#,,,,,,,,,,,
#,,,,,,,,,,,
Year,Survey_Id,Cruise,Haul,Stratum,NOAA_Station,Vessel_Id,Date_Time,Spcode,Cpue_Kgkm2,Weight_kg,Total_n
2021,143,202102,1,81,U-24,94,7/22/2021,50000,0.185427,0.01,0
2021,143,202102,1,81,U-24,94,7/22/2021,471,526.982896,28.42,5
2021,143,202102,1,81,U-24,94,7/22/2021,10120,29.482857,1.59,1
2021,143,202102,1,81,U-24,94,7/22/2021,10140,78.991806,4.26,19
2021,143,202102,1,81,U-24,94,7/22/2021,10210,1350.27778,72.82,169
2021,143,202102,1,81,U-24,94,7/22/2021,21110,32.820539,1.77,11
2021,143,202102,1,81,U-24,94,7/22/2021,21370,431.30268,23.26,9
2021,143,202102,1,81,U-24,94,7/22/2021,21720,13256.71647,714.93,276
2021,143,202102,1,81,U-24,94,7/22/2021,21740,3784.560491,204.1,273
2021,143,202102,1,81,U-24,94,7/22/2021,40520,7.046217,0.38,43
2021,143,202102,1,81,U-24,94,7/22/2021,43030,2.781402,0.15,5
2021,143,202102,1,81,U-24,94,7/22/2021,43040,0.018543,0.001,1
2021,143,202102,1,81,U-24,94,7/22/2021,66570,0.185427,0.01,1
2021,143,202102,1,81,U-24,94,7/22/2021,68580,82.366574,4.442,80
2021,143,202102,1,81,U-24,94,7/22/2021,71580,1.297987,0.07,6
2021,143,202102,1,81,U-24,94,7/22/2021,74060,1.297987,0.07,3
2021,143,202102,1,81,U-24,94,7/22/2021,74420,0.092713,0.005,5
2021,143,202102,1,81,U-24,94,7/22/2021,80110,4.784011,0.258,18
2021,143,202102,1,81,U-24,94,7/22/2021,80590,574.081297,30.96,171
2021,143,202102,1,81,U-24,94,7/22/2021,83020,247.285148,13.336,43
2021,143,202102,1,81,U-24,94,7/22/2021,10212,0.519195,0.028,2
2021,143,202102,1,81,U-24,94,7/22/2021,10261,2472.258115,133.328,254
2021,143,202102,1,81,U-24,94,7/22/2021,10285,341.926974,18.44,22
2021,143,202102,1,81,U-24,94,7/22/2021,21368,144.818312,7.81,4
2021,143,202102,1,81,U-24,94,7/22/2021,40504,330.54177,17.826,34
2021,143,202102,1,81,U-24,94,7/22/2021,43021,0.927134,0.05,1
2021,143,202102,1,81,U-24,94,7/22/2021,66045,0.018543,0.001,1
2021,143,202102,1,81,U-24,94,7/22/2021,68577,0.927134,0.05,1
2021,143,202102,1,81,U-24,94,7/22/2021,69061,0.092713,0.005,1
2021,143,202102,1,81,U-24,94,7/22/2021,69086,28.926577,1.56,23
2021,143,202102,1,81,U-24,94,7/22/2021,69095,16.224843,0.875,57
2021,143,202102,1,81,U-24,94,7/22/2021,71001,18.023483,0.972,0
2021,143,202102,1,81,U-24,94,7/22/2021,71537,2.410548,0.13,17
2021,143,202102,1,81,U-24,94,7/22/2021,71835,1.019847,0.055,5
2021,143,202102,1,81,U-24,94,7/22/2021,71884,81.495068,4.395,42
2021,143,202102,1,81,U-24,94,7/22/2021,72743,2.225121,0.12,5
2021,143,202102,1,81,U-24,94,7/22/2021,72755,3.059542,0.165,7
2021,143,202102,1,81,U-24,94,7/22/2021,81742,0.407939,0.022,1
2021,143,202102,1,81,U-24,94,7/22/2021,99993,3.078084,0.166,0
2021,143,202102,1,81,U-24,94,7/22/2021,99994,5.970742,0.322,0
2021,143,202102,10,70,X-22,162,7/24/2021,10120,33.080346,1.5,2
2021,143,202102,10,70,X-22,162,7/24/2021,10140,89.53747,4.06,29
2021,143,202102,10,70,X-22,162,7/24/2021,10210,1092.754092,49.55,106
2021,143,202102,10,70,X-22,162,7/24/2021,21370,11.908925,0.54,1
2021,143,202102,10,70,X-22,162,7/24/2021,21720,433.683334,19.665,15
2021,143,202102,10,70,X-22,162,7/24/2021,21740,887.766215,40.255,73
2021,143,202102,10,70,X-22,162,7/24/2021,68580,624.005591,28.295,2003
2021,143,202102,10,70,X-22,162,7/24/2021,80590,252.954378,11.47,88
2021,143,202102,10,70,X-22,162,7/24/2021,83020,1.102678,0.05,1
2021,143,202102,10,70,X-22,162,7/24/2021,10212,52.487482,2.38,60
2021,143,202102,10,70,X-22,162,7/24/2021,10261,125.705314,5.7,11
2021,143,202102,10,70,X-22,162,7/24/2021,10285,1471.63432,66.73,79
2021,143,202102,10,70,X-22,162,7/24/2021,21725,0.220536,0.01,1
2021,143,202102,10,70,X-22,162,7/24/2021,40504,130.116027,5.9,27
2021,143,202102,10,70,X-22,162,7/24/2021,41201,1.764285,0.08,0
2021,143,202102,10,70,X-22,162,7/24/2021,68577,30.169275,1.368,27
2021,143,202102,10,70,X-22,162,7/24/2021,69086,421.046642,19.092,274
2021,143,202102,10,70,X-22,162,7/24/2021,71001,5.888302,0.267,0
2021,143,202102,10,70,X-22,162,7/24/2021,71537,1.477589,0.067,13
2021,143,202102,10,70,X-22,162,7/24/2021,71884,1068.803922,48.464,427
2021,143,202102,10,70,X-22,162,7/24/2021,72743,2.955178,0.134,7
2021,143,202102,10,70,X-22,162,7/24/2021,72755,11.048836,0.501,13
2021,143,202102,10,70,X-22,162,7/24/2021,98082,8.093658,0.367,0
2021,143,202102,10,70,X-22,162,7/24/2021,99994,277.499995,12.583,0
2021,143,202102,10,81,W-22,94,7/24/2021,471,671.794444,30.95,17
2021,143,202102,10,81,W-22,94,7/24/2021,10120,84.999904,3.916,1
2021,143,202102,10,81,W-22,94,7/24/2021,10140,36.378917,1.676,9
2021,143,202102,10,81,W-22,94,7/24/2021,10210,1710.199815,78.79,179
2021,143,202102,10,81,W-22,94,7/24/2021,21370,36.899856,1.7,1
2021,143,202102,10,81,W-22,94,7/24/2021,21720,546.769049,25.19,16
2021,143,202102,10,81,W-22,94,7/24/2021,21740,396.781985,18.28,94
2021,143,202102,10,81,W-22,94,7/24/2021,66570,3.733397,0.172,10
