# NB_SP_DATA_2017,,,,,,,,,,,
# NOAA NBS trawl survey 2017: Catch weight and numbers exampded ,,,,,,,,,,,
# All trawl survey area data ,,,,,,,,,,,
#,,,,,,,,,,,
#,,,,,,,,,,,
#,,,,,,,,,,,
Year,Survey_Id,Cruise,Haul,Stratum,NOAA_Station,Vessel_Id,Date_Time,Spcode,Cpue_Kgkm2,Weight_kg,Total_n
2017,143,201702,1,81,V-24,94,8/1/2017,98000,7.648179,0.342,0
2017,143,201702,1,81,V-24,94,8/1/2017,471,303.46721,13.57,3
2017,143,201702,1,81,V-24,94,8/1/2017,474,6.261667,0.28,2
2017,143,201702,1,81,V-24,94,8/1/2017,10140,103.809491,4.642,64
2017,143,201702,1,81,V-24,94,8/1/2017,10210,8.050714,0.36,1
2017,143,201702,1,81,V-24,94,8/1/2017,20040,1.162881,0.052,1
2017,143,201702,1,81,V-24,94,8/1/2017,21110,240.626911,10.76,75
2017,143,201702,1,81,V-24,94,8/1/2017,21720,59.933097,2.68,1
2017,143,201702,1,81,V-24,94,8/1/2017,21740,1417.775548,63.398,106
2017,143,201702,1,81,V-24,94,8/1/2017,43030,16.32506,0.73,23
2017,143,201702,1,81,V-24,94,8/1/2017,43040,11.740625,0.525,46
2017,143,201702,1,81,V-24,94,8/1/2017,66570,0.514351,0.023,11
2017,143,201702,1,81,V-24,94,8/1/2017,68580,5044.667153,225.58,12843
2017,143,201702,1,81,V-24,94,8/1/2017,80590,248.230364,11.1,169
2017,143,201702,1,81,V-24,94,8/1/2017,83020,532.24168,23.8,103
2017,143,201702,1,81,V-24,94,8/1/2017,83320,58.144049,2.6,525
2017,143,201702,1,81,V-24,94,8/1/2017,10212,246.620221,11.028,308
2017,143,201702,1,81,V-24,94,8/1/2017,10285,279.538698,12.5,8
2017,143,201702,1,81,V-24,94,8/1/2017,21348,43.205501,1.932,12
2017,143,201702,1,81,V-24,94,8/1/2017,21725,145.583754,6.51,238
2017,143,201702,1,81,V-24,94,8/1/2017,22205,0.536714,0.024,2
2017,143,201702,1,81,V-24,94,8/1/2017,23041,0.268357,0.012,1
2017,143,201702,1,81,V-24,94,8/1/2017,24185,0.983976,0.044,1
2017,143,201702,1,81,V-24,94,8/1/2017,40504,86.992443,3.89,17
2017,143,201702,1,81,V-24,94,8/1/2017,41201,53.045263,2.372,0
2017,143,201702,1,81,V-24,94,8/1/2017,56311,5.098786,0.228,11
2017,143,201702,1,81,V-24,94,8/1/2017,66045,0.514351,0.023,11
2017,143,201702,1,81,V-24,94,8/1/2017,68577,12.970596,0.58,16
2017,143,201702,1,81,V-24,94,8/1/2017,69061,2.549393,0.114,11
2017,143,201702,1,81,V-24,94,8/1/2017,69086,567.731913,25.387,433
2017,143,201702,1,81,V-24,94,8/1/2017,69095,25.001941,1.118,57
2017,143,201702,1,81,V-24,94,8/1/2017,71001,68.363984,3.057,0
2017,143,201702,1,81,V-24,94,8/1/2017,71537,5.098786,0.228,34
2017,143,201702,1,81,V-24,94,8/1/2017,71731,2.549393,0.114,11
2017,143,201702,1,81,V-24,94,8/1/2017,71835,24.48759,1.095,114
2017,143,201702,1,81,V-24,94,8/1/2017,71884,1136.492529,50.82,445
2017,143,201702,1,81,V-24,94,8/1/2017,71886,12.232613,0.547,11
2017,143,201702,1,81,V-24,94,8/1/2017,72743,5.098786,0.228,11
2017,143,201702,1,81,V-24,94,8/1/2017,72755,4.584435,0.205,11
2017,143,201702,1,81,V-24,94,8/1/2017,80594,32.65012,1.46,171
2017,143,201702,1,81,V-24,94,8/1/2017,99994,298.413151,13.344,0
2017,143,201702,1,81,W-27,162,8/1/2017,43000,209.195252,10.156,437
2017,143,201702,1,81,W-27,162,8/1/2017,98000,3.99605,0.194,4
2017,143,201702,1,81,W-27,162,8/1/2017,471,295.790057,14.36,2
2017,143,201702,1,81,W-27,162,8/1/2017,92500,4.716986,0.229,18
2017,143,201702,1,81,W-27,162,8/1/2017,10140,436.681699,21.2,173
2017,143,201702,1,81,W-27,162,8/1/2017,21110,4005.730665,194.47,1316
2017,143,201702,1,81,W-27,162,8/1/2017,21370,27.189615,1.32,5
2017,143,201702,1,81,W-27,162,8/1/2017,21720,122.765232,5.96,7
2017,143,201702,1,81,W-27,162,8/1/2017,21740,1855.073295,90.06,150
2017,143,201702,1,81,W-27,162,8/1/2017,56310,1.812641,0.088,11
2017,143,201702,1,81,W-27,162,8/1/2017,66570,0.082393,0.004,4
