Year,Haul,Station,Species,Species Code,Size(mm),weight (lb),weight (kg),PC_liver,PC_stomach,PC_sex
2018,1,185,Pacific halibut,10120,554,4.10199787,,,,
2018,1,185,Pacific halibut,10120,739,10.43354211,,,,
2018,1,185,Walleye Pollock,21742,641,,,,,
2018,1,185,Walleye Pollock,21742,632,,,,,
2018,1,185,Walleye Pollock,21742,636,,,,,
2018,1,185,Walleye Pollock,21742,682,,,,,
2018,1,185,Walleye Pollock,21742,664,,,,,
2018,1,185,Walleye Pollock,21742,646,,,,,
2018,1,185,Walleye Pollock,21742,612,,,,,
2018,1,185,Walleye Pollock,21742,596,,,,,
2018,1,185,Walleye Pollock,21742,640,,,,,
2018,1,185,Walleye Pollock,21742,622,,,,,
2018,1,185,Walleye Pollock,21742,617,,,,,
2018,1,185,Walleye Pollock,21742,611,,,,,
2018,1,185,Walleye Pollock,21742,619,,,,,
2018,1,185,Walleye Pollock,21742,589,,,,,
2018,1,185,Walleye Pollock,21742,666,,,,,
2018,1,185,Walleye Pollock,21742,620,,,,,
2018,1,185,Walleye Pollock,21742,585,,,,,
2018,1,185,Walleye Pollock,21742,604,,,,,
2018,1,185,Walleye Pollock,21742,615,,,,,
2018,1,185,Walleye Pollock,21742,687,,,,,
2018,1,185,Walleye Pollock,21742,652,,,,,
2018,1,185,Walleye Pollock,21742,586,,,,,
2018,1,185,Walleye Pollock,21742,584,,,,,
2018,1,185,Walleye Pollock,21742,607,,,,,
2018,1,185,Walleye Pollock,21742,641,,,,,
2018,1,185,Walleye Pollock,21742,650,,,,,
2018,1,185,Walleye Pollock,21742,672,,,,,
2018,1,185,Walleye Pollock,21742,626,,,,,
2018,1,185,Walleye Pollock,21742,621,,,,,
2018,1,185,Walleye Pollock,21742,679,,,,,
2018,1,185,Walleye Pollock,21742,608,,,,,
2018,1,185,Walleye Pollock,21742,610,,,,,
2018,2,186,Walleye Pollock,21742,509,,,,,
2018,2,186,Walleye Pollock,21742,565,,,,,
2018,2,186,Walleye Pollock,21742,654,,,,,
2018,2,186,Walleye Pollock,21742,614,,,,,
2018,2,186,Walleye Pollock,21742,624,,,,,
2018,2,186,Walleye Pollock,21742,717,,,,,
2018,2,186,Walleye Pollock,21742,648,,,,,
2018,2,186,Walleye Pollock,21742,539,,,,,
2018,2,186,Walleye Pollock,21742,610,,,,,
2018,2,186,Walleye Pollock,21742,653,,,,,
2018,2,186,Walleye Pollock,21742,648,,,,,
2018,2,186,Walleye Pollock,21742,575,,,,,
2018,2,186,Walleye Pollock,21742,567,,,,,
2018,2,186,Walleye Pollock,21742,519,,,,,
2018,2,186,Walleye Pollock,21742,548,,,,,
2018,2,186,Walleye Pollock,21742,514,,,,,
2018,2,186,Walleye Pollock,21742,549,,,,,
2018,2,186,Walleye Pollock,21742,570,,,,,
2018,2,186,Walleye Pollock,21742,580,,,,,
2018,2,186,Walleye Pollock,21742,567,,,,,
2018,2,186,Walleye Pollock,21742,632,,,,,
2018,2,186,Walleye Pollock,21742,655,,,,,
2018,2,186,Walleye Pollock,21742,645,,,,,
2018,2,186,Walleye Pollock,21742,672,,,,,
2018,2,186,Walleye Pollock,21742,626,,,,,
2018,2,186,Walleye Pollock,21742,548,,,,,
2018,2,186,Walleye Pollock,21742,549,,,,,
2018,2,186,Walleye Pollock,21742,555,,,,,
2018,2,186,Walleye Pollock,21742,495,,,,,
2018,2,186,Walleye Pollock,21742,594,,,,,
2018,2,186,Walleye Pollock,21742,518,,,,,
2018,2,186,Walleye Pollock,21742,573,,,,,
2018,2,186,Walleye Pollock,21742,507,,,,,
2018,2,186,Walleye Pollock,21742,631,,,,,
2018,2,186,Walleye Pollock,21742,544,,,,,
2018,2,186,Walleye Pollock,21742,495,,,,,
2018,2,186,Walleye Pollock,21742,679,,,,,
2018,2,186,Walleye Pollock,21742,567,,,,,
2018,2,186,Walleye Pollock,21742,581,,,,,
2018,2,186,Walleye Pollock,21742,595,,,,,
2018,2,186,Walleye Pollock,21742,556,,,,,
2018,2,186,Walleye Pollock,21742,642,,,,,
2018,2,186,Walleye Pollock,21742,592,,,,,
2018,2,186,Walleye Pollock,21742,542,,,,,
2018,2,186,Walleye Pollock,21742,561,,,,,
2018,2,186,Walleye Pollock,21742,535,,,,,
2018,2,186,Walleye Pollock,21742,555,,,,,
2018,2,186,Walleye Pollock,21742,544,,,,,
2018,2,186,Walleye Pollock,21742,536,,,,,
2018,2,186,Walleye Pollock,21742,666,,,,,
2018,2,186,Walleye Pollock,21742,576,,,,,
2018,2,186,Walleye Pollock,21742,541,,,,,
2018,2,186,Walleye Pollock,21742,679,,,,,
2018,2,186,Walleye Pollock,21742,526,,,,,
