# 2008 Trawl survey length weight data ,,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
Year,Haul,Station,Species,Species Code,Size(mm),weight (lb),weight (kg),PC_liver,PC_stomach,PC_sex
2008,31,186,Pacific halibut,10120,680,,,,,
2008,31,186,Pacific cod,21720,824,,,,,
2008,32,187,Pacific halibut,10120,1071,,,,,
2008,32,187,Pacific cod,21720,870,,,,,
2008,32,187,Pacific cod,21720,720,,,,,
2008,33,161,Pacific cod,21720,822,,,,,
2008,34,135,Pacific cod,21720,643,,,,,
2008,34,135,Pacific cod,21720,705,,,,,
2008,34,135,Walleye pollock,21740,730,,,,,
2008,34,135,Walleye pollock,21740,716,,,,,
2008,34,135,Walleye pollock,21740,709,,,,,
2008,35,134,Pacific halibut,10120,975,,,,,
2008,35,134,Pacific halibut,10120,835,,,,,
2008,35,134,Pacific cod,21720,645,,,,,
2008,35,134,Pacific cod,21720,563,,,,,
2008,35,134,Pacific cod,21720,380,,,,,
2008,35,134,Walleye pollock,21740,787,,,,,
2008,36,133,Pacific cod,21720,675,,,,,
2008,36,133,Walleye pollock,21740,755,,,,,
2008,37,160,Pacific halibut,10120,812,,,,,
2008,37,160,Pacific halibut,10120,847,,,,,
2008,41,135,Pacific halibut,10120,629,,,,,
2008,41,135,Pacific halibut,10120,495,,,,,
2008,44,132,Pacific halibut,10120,403,,,,,
2008,46,107,Pacific halibut,10120,655,,,,,
2008,46,107,Pacific cod,21720,394,,,,,
2008,46,107,Pacific cod,21720,853,,,,,
2008,46,107,Pacific cod,21720,704,,,,,
2008,46,107,Walleye pollock,21740,754,,,,,
2008,46,107,Walleye pollock,21740,765,,,,,
2008,47,82,Pacific halibut,10120,959,,,,,
2008,47,82,Pacific cod,21720,371,,,,,
2008,47,82,Pacific cod,21720,580,,,,,
2008,47,82,Pacific cod,21720,863,,,,,
2008,47,82,Pacific cod,21720,701,,,,,
2008,47,82,Pacific cod,21720,630,,,,,
2008,47,82,Pacific cod,21720,607,,,,,
2008,47,82,Walleye pollock,21740,655,,1,,,
2008,47,82,Walleye pollock,21740,744,,,,,
2008,48,81,Pacific halibut,10120,635,,,,,
2008,48,81,Pacific cod,21720,729,,,,,
2008,48,81,Pacific cod,21720,746,,,,,
2008,48,81,Pacific cod,21720,775,,,,,
2008,48,81,Walleye pollock,21740,745,,,,,
2008,48,81,Walleye pollock,21740,732,,,,,
2008,49,80,Pacific halibut,10120,630,,,,,
2008,49,80,Pacific halibut,10120,736,,,,,
2008,49,80,Pacific halibut,10120,597,,,,,
2008,49,80,Pacific cod,21720,839,,,,,
2008,49,80,Pacific cod,21720,775,,,,,
2008,49,80,Pacific cod,21720,904,,,,,
2008,49,80,Pacific cod,21720,690,,,,,
2008,49,80,Pacific cod,21720,720,,,,,
2008,50,79,Pacific halibut,10120,675,,,,,
2008,50,79,Pacific halibut,10120,640,,,,,
2008,51,78,Pacific halibut,10120,512,,,,,
2008,52,103,Pacific halibut,10120,475,,,,,
2008,58,105,Pacific halibut,10120,690,,,,,
2008,58,105,Pacific halibut,10120,599,,,,,
2008,58,105,Pacific halibut,10120,608,,,,,
2008,58,105,Pacific halibut,10120,647,,,,,
2008,58,105,Pacific halibut,10120,651,,,,,
2008,58,105,Pacific cod,21720,572,,,,,
2008,59,104,Pacific halibut,10120,688,,,,,
2008,59,104,Pacific halibut,10120,820,,,,,
2008,59,104,Pacific halibut,10120,730,,,,,
2008,59,104,Pacific cod,21720,783,,,,,
2008,69,185,Pacific cod,21720,790,,,,,
2008,70,,Pacific halibut,10120,482,,1.4,,,
2008,75,,Pacific halibut,10120,428,,0.86,,,
2008,79,,Walleye pollock,21740,740,,,,,
2008,79,,Walleye pollock,21740,761,,,,,
2008,79,,Pacific cod,21720,683,,,,,
2008,79,,Pacific cod,21720,645,,,,,
2008,79,,Pacific cod,21720,679,,,,,
2008,79,,Pacific cod,21720,628,,,,,
2008,79,,Pacific cod,21720,760,,,,,
2008,79,,Pacific cod,21720,698,,,,,
2008,79,,Pacific cod,21720,721,,,,,
2008,79,,Pacific cod,21720,795,,,,,
2008,79,,Pacific cod,21720,700,,,,,
2008,79,,Pacific cod,21720,660,,,,,
2008,79,,Pacific cod,21720,697,,,,,
2008,79,,Pacific cod,21720,656,,,,,
2008,79,,Pacific cod,21720,664,,,,,
2008,79,,Pacific cod,21720,670,,,,,
2008,79,,Pacific cod,21720,703,,,,,
2008,79,,Pacific cod,21720,643,,,,,
2008,79,,Pacific cod,21720,722,,,,,
2008,79,,Pacific cod,21720,680,,,,,
2008,80,,Walleye pollock,21740,701,,,,,
2008,80,,Walleye pollock,21740,684,,,,,
2008,80,,Walleye pollock,21740,789,,,,,
2008,80,,Walleye pollock,21740,737,,,,,
2008,80,,Pacific cod,21720,781,,,,,
2008,80,,Pacific cod,21720,720,,,,,
2008,80,,Pacific cod,21720,665,,,,,
2008,80,,Pacific cod,21720,755,,,,,
2008,80,,Pacific cod,21720,632,,,,,
2008,80,,Pacific cod,21720,783,,,,,
2008,80,,Pacific cod,21720,585,,,,,
2008,80,,Pacific cod,21720,768,,,,,
2008,80,,Pacific cod,21720,703,,,,,
2008,80,,Pacific cod,21720,746,,,,,
2008,80,,Pacific cod,21720,734,,,,,
2008,80,,Pacific cod,21720,675,,,,,
2008,80,,Pacific cod,21720,660,,,,,
2008,80,,Pacific cod,21720,732,,,,,
