# 2002 Trawl survey length weight data ,,,,,,,,,,
# PC_liver PC_stomac PC_sex: Sampled for P-cod.,,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
Year,Haul,Station,Species,Species Code,Size(mm),weight (lb),weight (kg),PC_liver,PC_stomach,PC_sex
2002,7,,Pacific halibut,10120,491,,1.46,,,
2002,43,,Alaska plaice,10285,180.3,,,,,
2002,43,,Alaska plaice,10285,182.9,,,,,
2002,43,,Alaska plaice,10285,195.6,,,,,
2002,43,,Alaska plaice,10285,198.1,,,,,
2002,43,,Alaska plaice,10285,198.1,,,,,
2002,43,,Alaska plaice,10285,208.3,,,,,
2002,43,,Alaska plaice,10285,223.5,,,,,
2002,43,,Alaska plaice,10285,231.1,,,,,
2002,43,,Alaska plaice,10285,246.4,,,,,
2002,43,,Alaska plaice,10285,276.9,,,,,
2002,43,,Alaska plaice,10285,276.9,,,,,
2002,43,,Alaska plaice,10285,279.4,,,,,
2002,43,,Alaska plaice,10285,289.6,,,,,
2002,43,,Alaska plaice,10285,292.1,,,,,
2002,43,,Alaska plaice,10285,299.7,,,,,
2002,43,,Alaska plaice,10285,302.3,,,,,
2002,43,,Alaska plaice,10285,307.3,,,,,
2002,43,,Alaska plaice,10285,307.3,,,,,
2002,43,,Alaska plaice,10285,309.9,,,,,
2002,43,,Alaska plaice,10285,312.4,,,,,
2002,43,,Alaska plaice,10285,317.5,,,,,
2002,43,,Alaska plaice,10285,332.7,,,,,
2002,43,,Alaska plaice,10285,332.7,,,,,
2002,43,,Alaska plaice,10285,337.8,,,,,
2002,43,,Alaska plaice,10285,348,,,,,
2002,43,,Alaska plaice,10285,348,,,,,
2002,43,,Alaska plaice,10285,424.2,,,,,
2002,43,,Alaska plaice,10285,378.5,,,,,
2002,43,,Alaska plaice,10285,360.7,,,,,
2002,43,,Alaska plaice,10285,396.2,,,,,
2002,43,,Alaska plaice,10285,396.2,,,,,
2002,43,,Alaska plaice,10285,477.5,,,,,
2002,43,,Alaska plaice,10285,381,,,,,
2002,43,,Alaska plaice,10285,381,,,,,
2002,43,,Alaska plaice,10285,482.6,,,,,
2002,43,,Alaska plaice,10285,386.1,,,,,
2002,43,,Alaska plaice,10285,375.9,,,,,
2002,43,,Alaska plaice,10285,368.3,,,,,
2002,43,,Alaska plaice,10285,398.8,,,,,
2002,43,,Alaska plaice,10285,439.4,,,,,
2002,43,,Alaska plaice,10285,515.6,,,,,
2002,43,,Alaska plaice,10285,467.4,,,,,
2002,43,,Alaska plaice,10285,429.3,,,,,
2002,44,,Walleye pollock,21740,741.7,,,,,
2002,44,,Walleye pollock,21740,734.1,,,,,
2002,44,,Walleye pollock,21740,703.6,,,,,
2002,44,,Walleye pollock,21740,688.3,,,,,
2002,44,,Walleye pollock,21740,721.4,,,,,
2002,44,,Walleye pollock,21740,693.4,,,,,
2002,44,,Pacific cod,21720,718.8,,,,,
2002,44,,Pacific cod,21720,640.1,,,,,
2002,44,,Pacific cod,21720,711.2,,,,,
2002,44,,Pacific cod,21720,741.7,,,,,
2002,44,,Pacific cod,21720,734.1,,,,,
2002,44,,Pacific cod,21720,302.3,,,,,
2002,44,,Pacific cod,21720,713.7,,,,,
2002,44,,Pacific cod,21720,640.1,,,,,
2002,44,,Pacific cod,21720,668,,,,,
2002,44,,Pacific cod,21720,701,,,,,
2002,44,,Pacific cod,21720,670.6,,,,,
2002,44,,Pacific cod,21720,744.2,,,,,
2002,45,,Walleye pollock,21740,764.5,,,,,
2002,45,,Walleye pollock,21740,731.5,,,,,
2002,45,,Walleye pollock,21740,708.7,,,,,
2002,45,,Walleye pollock,21740,774.7,,,,,
2002,45,,Walleye pollock,21740,680.7,,,,,
2002,45,,Walleye pollock,21740,716.3,,,,,
2002,45,,Walleye pollock,21740,708.7,,,,,
2002,45,,Pacific cod,21720,325.1,,,,,
2002,45,,Pacific cod,21720,647.7,,,,,
2002,45,,Pacific cod,21720,632.5,,,,,
2002,45,,Pacific cod,21720,734.1,,,,,
2002,45,,Pacific cod,21720,777.2,,,,,
2002,46,,Walleye pollock,21740,716.3,,,,,
2002,46,,Walleye pollock,21740,759.5,,,,,
2002,46,,Pacific cod,21720,683.3,,,,,
2002,47,,Pacific cod,21720,797.6,,,,,
2002,47,,Pacific cod,21720,660.4,,,,,
2002,47,,Walleye pollock,21740,764.5,,,,,
2002,47,,Walleye pollock,21740,739.1,,,,,
2002,49,,Pacific cod,21720,635,,,,,
2002,49,,Pacific cod,21720,307.3,,,,,
2002,50,,Walleye pollock,21740,713.7,,,,,
2002,50,,Walleye pollock,21740,784.9,,,,,
2002,50,,Walleye pollock,21740,731.5,,,,,
2002,50,,Walleye pollock,21740,825.5,,,,,
2002,50,,Walleye pollock,21740,762,,,,,
2002,50,,Pacific cod,21720,665.5,,,,,
2002,50,,Pacific cod,21720,142.2,,,,,
2002,50,,Pacific cod,21720,170.2,,,,,
2002,36,,Pacific halibut,10120,736.6,,4.67,,,
2002,37,,Pacific halibut,10120,1320.8,,31.07,,,
2002,39,,Pacific halibut,10120,419.1,,0.6,,,
2002,42,,Pacific halibut,10120,965.2,,11.25,,,
2002,44,,Pacific halibut,10120,406.4,,0.73,,,
2002,48,,Pacific halibut,10120,838.2,,7.12,,,
2002,49,,Pacific halibut,10120,863.6,,7.85,,,
2002,51,,Pacific halibut,10120,730,,4.58,,,
2002,52,,Pacific halibut,10120,711.2,,4.17,,,
